HOLE: 1230A			
LEG: 201			
LOGGING RUN: DIT/APS/HLDT/SGT/HNGS			
DATE: 3/16/2002			
Sea Floor Depth: 5099 mbrf			
Depth from MAXIS			

Depth	Elapsed Time	Temp	Pressure
(mbsf)	(sec)	(degC)	(bar)
211.0800	7367	7.37	541.59
211.0100	7368	7.37	541.66
210.9300	7369	7.39	541.72
210.8400	7370	7.36	541.66
210.7600	7371	7.37	541.52
210.6800	7372	7.36	541.59
210.6000	7373	7.35	541.66
210.5300	7374	7.38	541.59
210.4300	7375	7.35	541.45
210.3500	7376	7.35	541.38
210.2800	7377	7.35	541.59
210.1800	7378	7.34	541.66
210.1100	7379	7.35	541.52
210.0300	7380	7.35	541.52
209.9400	7381	7.34	541.59
209.9000	7382	7.38	541.59
209.8600	7383	7.32	541.45
209.7800	7384	7.37	541.45
209.7000	7385	7.37	541.45
209.6100	7386	7.36	541.31
209.5300	7387	7.34	541.38
209.4500	7388	7.35	541.31
209.3800	7389	7.36	541.45
209.2800	7390	7.34	541.52
209.2100	7391	7.35	541.52
209.1100	7392	7.34	541.38
209.0400	7393	7.32	541.38
208.9600	7394	7.36	541.38
208.8800	7395	7.35	541.38
208.7900	7396	7.32	541.31
208.7500	7397	7.34	541.17
208.7100	7398	7.34	541.31
208.6300	7399	7.32	541.24
208.5600	7400	7.31	541.31
208.4800	7401	7.34	541.38
208.4000	7402	7.35	541.31
208.3300	7403	7.33	541.52
208.2500	7404	7.32	541.38
208.1800	7405	7.31	541.24
208.1000	7406	7.31	541.10
208.0200	7407	7.31	541.17
207.9400	7408	7.31	541.31
207.8600	7409	7.34	541.24
207.7900	7410	7.33	541.31
207.7100	7411	7.35	541.24
207.6300	7412	7.31	541.31
207.5600	7413	7.31	541.31
207.4800	7414	7.31	541.31
207.4100	7415	7.29	541.24
207.3300	7416	7.30	541.17
207.2400	7417	7.31	541.17
207.1600	7418	7.32	541.10
207.0800	7419	7.29	541.31
207.0000	7420	7.29	541.24
206.9200	7421	7.30	541.24
206.8500	7422	7.31	541.03
206.7700	7423	7.30	541.03
206.7000	7424	7.30	541.17
206.6200	7425	7.32	541.10
206.5500	7426	7.29	541.10
206.4800	7427	7.29	541.03
206.4000	7428	7.30	540.76
206.3000	7429	7.29	541.03
206.2300	7430	7.30	541.17
206.1500	7431	7.29	541.17
206.0700	7432	7.29	541.03
205.9900	7433	7.30	541.10
205.9200	7434	7.27	541.24
205.8400	7435	7.29	540.97
205.7700	7436	7.28	541.03
205.6900	7437	7.29	540.90
205.6100	7438	7.30	541.03
205.5400	7439	7.26	541.10
205.4600	7440	7.29	541.03
205.3800	7441	7.28	540.90
205.3000	7442	7.28	540.97
205.2200	7443	7.29	540.97
205.1200	7444	7.29	540.90
205.0400	7445	7.29	540.90
204.9700	7446	7.29	540.97
204.8700	7447	7.27	540.83
204.8000	7448	7.29	540.97
204.7200	7449	7.26	541.03
204.6500	7450	7.28	540.97
204.5700	7451	7.26	540.90
204.5000	7452	7.27	540.83
204.4200	7453	7.27	540.90
204.3600	7454	7.28	540.83
204.2600	7455	7.26	540.83
204.2100	7456	7.28	540.83
204.1100	7457	7.23	540.76
204.0300	7458	7.25	540.76
203.9600	7459	7.25	540.90
203.8800	7460	7.27	540.83
203.8100	7461	7.27	540.76
203.7300	7462	7.26	540.69
203.6500	7463	7.24	540.76
203.5800	7464	7.26	540.97
203.5000	7465	7.25	540.97
203.4500	7466	7.24	540.83
203.4000	7467	7.26	540.76
203.3200	7468	7.25	540.76
203.2400	7469	7.25	540.69
203.1700	7470	7.24	540.69
203.0900	7471	7.24	540.55
203.0200	7472	7.25	540.69
202.9400	7473	7.23	540.76
202.8500	7474	7.23	540.83
202.7700	7475	7.22	540.69
202.6900	7476	7.25	540.69
202.6200	7477	7.23	540.69
202.5400	7478	7.26	540.76
202.4400	7479	7.22	540.69
202.3600	7480	7.23	540.55
202.2900	7481	7.23	540.48
202.2100	7482	7.23	540.69
202.1300	7483	7.21	540.69
202.0600	7484	7.23	540.62
201.9800	7485	7.25	540.48
201.9000	7486	7.23	540.55
201.8100	7487	7.21	540.62
201.7300	7488	7.21	540.69
201.6500	7489	7.21	540.69
201.5700	7490	7.19	540.55
201.4900	7491	7.21	540.41
201.4100	7492	7.23	540.55
201.3200	7493	7.20	540.41
201.2800	7494	7.22	540.48
201.2400	7495	7.23	540.55
201.1700	7496	7.22	540.48
201.0900	7497	7.22	540.55
201.0200	7498	7.20	540.62
200.9400	7499	7.22	540.48
200.8600	7500	7.20	540.41
200.7800	7501	7.22	540.55
200.7000	7502	7.19	540.41
200.6200	7503	7.22	540.34
200.5500	7504	7.18	540.48
200.4700	7505	7.20	540.48
200.3900	7506	7.20	540.41
200.3200	7507	7.20	540.21
200.2400	7508	7.19	540.28
200.1700	7509	7.20	540.48
200.0900	7510	7.18	540.62
199.9900	7511	7.18	540.48
199.9200	7512	7.20	540.28
199.8400	7513	7.21	540.41
199.7400	7514	7.17	540.41
199.6600	7515	7.18	540.34
199.5800	7516	7.21	540.14
199.5000	7517	7.21	540.28
199.4300	7518	7.17	540.21
199.3500	7519	7.18	540.34
199.2600	7520	7.16	540.21
199.1800	7521	7.18	540.34
199.1000	7522	7.16	540.34
199.0200	7523	7.16	540.34
198.9400	7524	7.17	540.34
198.8400	7525	7.17	540.21
198.8000	7526	7.17	540.14
198.7600	7527	7.16	540.07
198.6900	7528	7.17	540.21
198.6100	7529	7.17	540.14
198.5300	7530	7.15	540.14
198.4600	7531	7.17	540.21
198.3800	7532	7.16	540.28
198.3100	7533	7.15	540.41
198.2100	7534	7.17	540.14
198.1300	7535	7.14	540.14
198.0500	7536	7.16	540.14
197.9700	7537	7.18	540.14
197.9000	7538	7.17	540.21
197.8000	7539	7.20	540.14
197.7300	7540	7.16	540.07
197.6500	7541	7.17	540.00
197.5700	7542	7.14	540.07
197.5000	7543	7.16	540.21
197.4200	7544	7.13	540.14
197.3400	7545	7.15	540.00
197.2600	7546	7.14	539.79
197.1600	7547	7.15	540.07
197.0900	7548	7.15	540.28
197.0100	7549	7.14	540.28
196.9300	7550	7.14	540.07
196.8500	7551	7.15	539.93
196.7800	7552	7.15	539.93
196.7300	7553	7.15	539.86
196.6800	7554	7.12	539.93
196.6100	7555	7.12	540.07
196.5300	7556	7.12	540.14
196.4600	7557	7.13	540.00
196.3800	7558	7.13	539.86
196.3000	7559	7.14	539.86
196.2300	7560	7.13	540.21
196.1500	7561	7.14	540.07
196.0700	7562	7.11	539.86
196.0000	7563	7.12	539.79
195.9200	7564	7.11	539.86
195.8400	7565	7.10	540.21
195.7500	7566	7.12	539.86
195.6700	7567	7.11	539.79
195.6000	7568	7.12	539.79
195.5200	7569	7.12	539.93
195.4400	7570	7.13	539.86
195.3700	7571	7.11	539.93
195.2900	7572	7.11	539.86
195.2100	7573	7.09	540.00
195.1300	7574	7.11	539.86
195.0600	7575	7.10	539.86
194.9600	7576	7.11	539.79
194.8900	7577	7.10	539.79
194.8100	7578	7.11	539.79
194.7200	7579	7.10	539.86
194.6400	7580	7.09	539.79
194.5700	7581	7.12	539.72
194.4900	7582	7.11	539.66
194.3900	7583	7.11	539.79
194.3500	7584	7.12	539.72
194.3100	7585	7.09	539.66
194.2400	7586	7.11	539.86
194.1600	7587	7.09	539.79
194.0700	7588	7.09	539.72
193.9900	7589	7.10	539.72
193.9100	7590	7.09	539.66
193.8400	7591	7.10	539.79
193.7600	7592	7.09	539.72
193.6700	7593	7.09	539.72
193.5900	7594	7.10	539.66
193.5100	7595	7.05	539.72
193.4300	7596	7.08	539.66
193.3300	7597	7.11	539.59
193.2500	7598	7.08	539.66
193.1800	7599	7.08	539.72
193.1000	7600	7.07	539.79
193.0200	7601	7.08	539.52
192.9700	7602	7.10	539.52
192.9300	7603	7.07	539.66
192.8500	7604	7.08	539.72
192.7800	7605	7.08	539.66
192.7000	7606	7.06	539.52
192.6000	7607	7.06	539.45
192.5200	7608	7.06	539.31
192.4500	7609	7.07	539.59
192.3700	7610	7.06	539.59
192.2900	7611	7.05	539.45
192.2100	7612	7.06	539.38
192.1200	7613	7.06	539.45
192.0400	7614	7.06	539.59
191.9700	7615	7.06	539.52
191.8900	7616	7.05	539.66
191.7900	7617	7.07	539.52
191.7100	7618	7.04	539.59
191.6300	7619	7.06	539.38
191.5600	7620	7.05	539.24
191.5100	7621	7.07	539.52
191.4600	7622	7.05	539.66
191.3800	7623	7.04	539.52
191.3000	7624	7.04	539.31
191.2100	7625	7.05	539.10
191.1300	7626	7.02	539.24
191.0500	7627	7.02	539.45
190.9700	7628	7.05	539.52
190.8900	7629	7.05	539.38
190.8200	7630	7.04	539.24
190.7200	7631	7.03	539.31
190.6400	7632	7.05	539.38
190.5600	7633	7.01	539.38
190.4800	7634	7.05	539.45
190.3900	7635	7.06	539.52
190.3100	7636	7.05	539.31
190.2400	7637	7.04	539.17
190.1600	7638	7.05	539.10
190.1100	7639	7.04	539.24
190.0600	7640	7.03	539.38
189.9900	7641	7.06	539.31
189.9100	7642	7.01	539.24
189.8300	7643	7.00	539.31
189.7300	7644	7.02	539.31
189.6500	7645	7.01	539.38
189.5800	7646	7.04	539.38
189.4800	7647	7.04	539.38
189.4000	7648	7.03	539.31
189.3300	7649	7.02	539.10
189.2500	7650	7.04	538.97
189.1600	7651	7.02	539.10
189.0800	7652	7.02	539.24
189.0000	7653	7.01	539.24
188.9400	7654	7.00	538.97
188.9000	7655	7.01	539.03
188.8300	7656	7.01	539.31
188.7300	7657	7.02	539.38
188.6600	7658	7.00	539.03
188.5800	7659	7.00	538.83
188.5100	7660	6.99	538.97
188.4200	7661	7.01	539.17
188.3400	7662	7.00	539.31
188.2600	7663	6.99	539.03
188.1900	7664	6.99	538.90
188.0900	7665	7.01	538.97
188.0100	7666	6.99	539.10
187.9300	7667	7.00	539.10
187.8800	7668	7.00	539.10
187.8300	7669	6.99	538.97
187.7600	7670	6.99	539.10
187.6800	7671	7.00	538.90
187.6000	7672	6.96	538.90
187.5100	7673	7.01	538.90
187.4300	7674	6.99	539.10
187.3500	7675	7.00	539.10
187.2700	7676	6.98	538.97
187.2000	7677	7.00	539.03
187.1200	7678	6.99	538.97
187.0200	7679	6.98	538.83
186.9400	7680	7.02	538.90
186.8500	7681	6.99	538.90
186.7700	7682	6.97	538.97
186.7000	7683	7.00	538.83
186.6500	7684	6.99	538.97
186.6000	7685	6.97	539.10
186.5300	7686	7.00	539.03
186.4500	7687	6.99	538.90
186.3700	7688	6.98	538.90
186.2700	7689	6.97	538.83
186.1900	7690	6.97	538.90
186.1200	7691	6.98	538.83
186.0400	7692	6.97	538.97
185.9600	7693	6.96	538.83
185.8700	7694	6.97	538.69
185.7900	7695	6.98	538.83
185.6900	7696	6.95	538.97
185.6100	7697	6.95	538.97
185.5300	7698	6.95	538.69
185.4800	7699	6.96	538.55
185.4300	7700	6.96	538.76
185.3500	7701	6.97	538.83
185.2700	7702	6.95	538.83
185.1900	7703	6.96	538.76
185.1000	7704	6.97	538.55
185.0200	7705	6.96	538.55
184.9400	7706	6.95	538.69
184.8700	7707	6.95	538.97
184.7900	7708	6.94	538.69
184.7000	7709	6.96	538.48
184.6200	7710	6.93	538.55
184.5400	7711	6.96	538.62
184.4600	7712	6.95	538.76
184.3800	7713	6.95	538.76
184.2900	7714	6.96	538.62
184.2100	7715	6.94	538.48
184.1400	7716	6.95	538.48
184.0600	7717	6.93	538.55
184.0100	7718	6.95	538.83
183.9700	7719	6.94	538.69
183.9000	7720	6.99	538.41
183.8000	7721	6.92	538.34
183.7200	7722	6.93	538.48
183.6400	7723	6.96	538.62
183.5600	7724	6.95	538.76
183.4800	7725	6.95	538.62
183.3900	7726	6.92	538.55
183.3100	7727	6.95	538.55
183.2300	7728	6.91	538.34
183.1400	7729	6.93	538.41
183.0600	7730	6.94	538.48
182.9800	7731	6.93	538.76
182.9100	7732	6.91	538.69
182.8600	7733	6.92	538.48
182.8100	7734	6.93	538.41
182.7300	7735	6.92	538.55
182.6500	7736	6.93	538.55
182.5700	7737	6.92	538.48
182.4900	7738	6.92	538.28
182.4000	7739	6.89	538.34
182.3200	7740	6.91	538.48
182.2400	7741	6.90	538.55
182.1500	7742	6.92	538.34
182.0700	7743	6.92	538.41
181.9800	7744	6.92	538.34
181.9000	7745	6.93	538.48
181.8200	7746	6.90	538.28
181.7700	7747	6.91	538.28
181.7200	7748	6.92	538.28
181.6400	7749	6.89	538.55
181.5600	7750	6.92	538.28
181.4700	7751	6.90	538.28
181.3900	7752	6.92	538.28
181.3200	7753	6.90	538.34
181.2400	7754	6.89	538.41
181.1700	7755	6.90	538.34
181.0900	7756	6.89	538.28
181.0100	7757	6.89	538.07
180.9300	7758	6.89	538.28
180.8300	7759	6.90	538.34
180.7500	7760	6.89	538.34
180.6800	7761	6.89	538.21
180.6000	7762	6.88	538.28
180.5100	7763	6.87	538.34
180.4300	7764	6.88	538.48
180.3600	7765	6.89	538.21
180.2800	7766	6.90	538.00
180.2400	7767	6.89	538.00
180.1900	7768	6.89	538.21
180.1100	7769	6.87	538.28
180.0300	7770	6.90	538.34
179.9500	7771	6.89	538.14
179.8700	7772	6.87	538.07
179.8000	7773	6.88	537.93
179.7000	7774	6.89	538.00
179.6200	7775	6.90	538.14
179.5500	7776	6.89	538.14
179.4500	7777	6.89	538.28
179.3700	7778	6.86	538.07
179.2800	7779	6.86	537.93
179.2000	7780	6.87	537.93
179.1200	7781	6.88	538.00
179.0400	7782	6.90	538.07
178.9900	7783	6.88	537.86
178.9500	7784	6.87	538.07
178.8700	7785	6.88	538.00
178.7900	7786	6.89	538.14
178.7000	7787	6.88	538.14
178.6200	7788	6.85	538.00
178.5500	7789	6.87	538.00
178.4500	7790	6.84	538.00
178.3800	7791	6.86	538.00
178.3000	7792	6.87	538.14
178.2200	7793	6.85	538.07
178.1500	7794	6.86	537.79
178.0700	7795	6.85	537.86
177.9900	7796	6.86	537.86
177.8900	7797	6.84	538.14
177.8100	7798	6.86	538.14
177.7400	7799	6.84	537.86
177.6900	7800	6.84	537.72
177.6400	7801	6.86	537.86
177.5700	7802	6.86	538.00
177.4900	7803	6.87	538.00
177.4200	7804	6.86	537.79
177.3200	7805	6.86	537.86
177.2400	7806	6.85	537.86
177.1400	7807	6.85	537.79
177.0600	7808	6.86	537.86
176.9800	7809	6.82	537.93
176.8900	7810	6.82	538.00
176.8100	7811	6.82	537.79
176.7600	7812	6.82	537.66
176.7200	7813	6.82	537.72
176.6500	7814	6.86	537.86
176.5500	7815	6.85	537.86
176.4800	7816	6.84	537.72
176.4000	7817	6.82	537.79
176.3200	7818	6.85	537.72
176.2400	7819	6.85	537.66
176.1400	7820	6.79	537.79
176.0700	7821	6.85	537.79
175.9900	7822	6.82	537.72
175.9200	7823	6.82	537.59
175.8400	7824	6.82	537.72
175.7500	7825	6.84	537.66
175.6700	7826	6.82	537.93
175.5900	7827	6.83	537.79
175.5400	7828	6.82	537.66
175.4900	7829	6.81	537.59
175.4100	7830	6.82	537.66
175.3400	7831	6.82	537.72
175.2600	7832	6.82	537.72
175.1700	7833	6.82	537.59
175.0900	7834	6.81	537.52
175.0100	7835	6.80	537.52
174.9200	7836	6.82	537.72
174.8500	7837	6.83	537.66
174.7700	7838	6.81	537.52
174.6900	7839	6.80	537.52
174.6100	7840	6.80	537.72
174.5200	7841	6.81	537.72
174.4400	7842	6.84	537.59
174.3600	7843	6.81	537.52
174.3100	7844	6.80	537.38
174.2700	7845	6.82	537.52
174.1900	7846	6.82	537.66
174.1200	7847	6.79	537.59
174.0200	7848	6.79	537.52
173.9500	7849	6.80	537.38
173.8700	7850	6.81	537.45
173.7700	7851	6.79	537.45
173.6900	7852	6.79	537.59
173.6100	7853	6.78	537.66
173.5300	7854	6.81	537.66
173.4400	7855	6.81	537.45
173.3600	7856	6.79	537.45
173.2800	7857	6.80	537.45
173.2100	7858	6.80	537.45
173.1300	7859	6.78	537.45
173.0600	7860	6.79	537.38
173.0100	7861	6.79	537.24
172.9600	7862	6.77	537.38
172.8800	7863	6.78	537.45
172.8100	7864	6.79	537.45
172.7300	7865	6.77	537.52
172.6500	7866	6.79	537.52
172.5500	7867	6.77	537.45
172.4800	7868	6.78	537.38
172.4000	7869	6.76	537.38
172.3100	7870	6.76	537.24
172.2300	7871	6.78	537.24
172.1600	7872	6.74	537.38
172.0600	7873	6.77	537.52
171.9800	7874	6.76	537.52
171.9000	7875	6.79	537.31
171.8600	7876	6.79	537.24
171.8100	7877	6.79	537.24
171.7300	7878	6.76	537.17
171.6500	7879	6.77	537.17
171.5700	7880	6.76	537.17
171.4700	7881	6.78	537.31
171.3900	7882	6.79	537.17
171.3200	7883	6.78	537.38
171.2200	7884	6.75	537.17
171.1400	7885	6.78	537.17
171.0700	7886	6.77	537.10
170.9700	7887	6.76	537.17
170.8900	7888	6.77	537.24
170.8100	7889	6.76	537.10
170.7400	7890	6.75	537.24
170.6600	7891	6.76	537.24
170.6100	7892	6.77	537.10
170.5600	7893	6.75	536.97
170.4800	7894	6.75	537.03
170.4100	7895	6.76	537.10
170.3100	7896	6.76	537.10
170.2300	7897	6.75	536.97
170.1500	7898	6.76	536.97
170.0800	7899	6.76	537.10
170.0000	7900	6.72	537.31
169.9000	7901	6.74	537.24
169.8200	7902	6.75	536.90
169.7500	7903	6.72	536.97
169.6700	7904	6.73	537.17
169.5900	7905	6.73	537.10
169.4900	7906	6.76	536.90
169.4100	7907	6.76	536.76
169.3300	7908	6.74	536.90
169.2500	7909	6.73	537.03
169.2000	7910	6.75	537.24
169.1500	7911	6.74	537.10
169.0700	7912	6.72	537.03
168.9900	7913	6.74	536.97
168.8900	7914	6.76	536.90
168.8200	7915	6.73	536.83
168.7400	7916	6.72	536.97
168.6400	7917	6.73	537.17
168.5700	7918	6.74	537.03
168.4900	7919	6.74	536.90
168.4100	7920	6.70	536.69
168.3100	7921	6.75	536.76
168.2300	7922	6.73	536.76
168.1500	7923	6.73	536.69
168.0700	7924	6.73	536.76
168.0200	7925	6.71	536.90
167.9700	7926	6.76	536.90
167.9000	7927	6.72	536.97
167.8200	7928	6.73	536.90
167.7500	7929	6.72	536.83
167.6500	7930	6.72	536.83
167.5700	7931	6.72	536.76
167.4900	7932	6.74	536.55
167.3900	7933	6.72	536.90
167.3100	7934	6.72	536.69
167.2300	7935	6.72	536.69
167.1300	7936	6.74	536.69
167.0600	7937	6.70	536.76
166.9800	7938	6.71	536.83
166.9000	7939	6.71	536.83
166.8300	7940	6.72	536.69
166.7800	7941	6.71	536.62
166.7300	7942	6.72	536.62
166.6600	7943	6.72	536.76
166.5800	7944	6.69	536.76
166.5000	7945	6.72	536.62
166.4200	7946	6.73	536.55
166.3300	7947	6.70	536.62
166.2500	7948	6.67	536.48
166.1700	7949	6.71	536.41
166.0900	7950	6.71	536.69
166.0000	7951	6.69	536.76
165.9200	7952	6.72	536.62
165.8200	7953	6.69	536.69
165.7400	7954	6.72	536.62
165.6700	7955	6.67	536.62
165.5900	7956	6.72	536.55
165.5100	7957	6.68	536.48
165.4300	7958	6.72	536.62
165.3800	7959	6.69	536.90
165.3300	7960	6.70	536.48
165.2500	7961	6.69	536.41
165.1700	7962	6.68	536.34
165.0900	7963	6.68	536.62
165.0200	7964	6.70	536.62
164.9200	7965	6.69	536.55
164.8400	7966	6.67	536.34
164.7700	7967	6.68	536.48
164.6700	7968	6.68	536.48
164.5900	7969	6.70	536.34
164.5100	7970	6.69	536.41
164.4300	7971	6.69	536.48
164.3500	7972	6.69	536.48
164.2600	7973	6.69	536.48
164.1800	7974	6.70	536.34
164.1100	7975	6.68	536.55
164.0600	7976	6.67	536.48
164.0100	7977	6.69	536.41
163.9300	7978	6.70	536.21
163.8300	7979	6.67	536.34
163.7600	7980	6.68	536.34
163.6800	7981	6.68	536.41
163.5800	7982	6.70	536.34
163.5000	7983	6.67	536.21
163.4200	7984	6.66	536.41
163.3200	7985	6.66	536.28
163.2400	7986	6.70	536.28
163.1700	7987	6.68	536.21
163.1200	7988	6.67	536.34
163.0700	7989	6.67	536.34
162.9900	7990	6.67	536.07
162.9200	7991	6.65	536.21
162.8200	7992	6.66	536.14
162.7400	7993	6.66	536.28
162.6600	7994	6.65	536.34
162.5600	7995	6.66	536.34
162.4800	7996	6.66	536.21
162.4000	7997	6.68	536.14
162.3100	7998	6.66	536.28
162.2300	7999	6.63	536.28
162.1900	8000	6.69	536.14
162.1400	8001	6.66	536.21
162.0600	8002	6.66	536.14
161.9800	8003	6.63	536.14
161.9000	8004	6.64	536.14
161.8000	8005	6.66	536.21
161.7200	8006	6.64	536.21
161.6400	8007	6.67	536.14
161.5600	8008	6.66	535.93
161.4800	8009	6.65	536.07
161.4000	8010	6.66	536.00
161.3100	8011	6.66	536.00
161.2300	8012	6.65	536.21
161.1500	8013	6.64	536.21
161.0500	8014	6.67	536.21
160.9800	8015	6.65	536.00
160.9000	8016	6.67	536.00
160.8200	8017	6.66	536.14
160.7700	8018	6.64	536.21
160.7200	8019	6.63	536.07
160.6400	8020	6.62	535.93
160.5600	8021	6.62	536.00
160.4800	8022	6.62	535.93
160.3900	8023	6.66	536.00
160.3100	8024	6.64	535.93
160.2300	8025	6.65	535.86
160.1300	8026	6.62	535.93
160.0600	8027	6.66	535.86
159.9800	8028	6.64	536.00
159.8700	8029	6.65	536.07
159.8000	8030	6.64	536.00
159.7200	8031	6.64	536.00
159.6400	8032	6.68	535.79
159.5900	8033	6.64	535.86
159.5400	8034	6.64	535.72
159.4700	8035	6.62	535.86
159.3900	8036	6.64	535.72
159.2900	8037	6.63	535.79
159.2100	8038	6.63	535.79
159.1300	8039	6.66	535.72
159.0500	8040	6.63	535.72
158.9700	8041	6.66	535.86
158.8700	8042	6.63	536.00
158.7900	8043	6.62	536.07
158.7200	8044	6.62	535.79
158.6400	8045	6.62	535.72
158.5600	8046	6.61	535.79
158.4900	8047	6.62	535.79
158.3900	8048	6.60	535.79
158.3100	8049	6.62	535.79
158.2300	8050	6.63	535.66
158.1500	8051	6.64	535.79
158.1000	8052	6.61	535.72
158.0500	8053	6.62	535.72
157.9700	8054	6.62	535.72
157.8900	8055	6.63	535.93
157.8200	8056	6.62	535.72
157.7400	8057	6.63	535.72
157.6500	8058	6.62	535.79
157.5700	8059	6.62	535.72
157.4900	8060	6.61	535.66
157.4100	8061	6.62	535.72
157.3300	8062	6.62	535.52
157.2300	8063	6.63	535.59
157.1500	8064	6.62	535.59
157.0700	8065	6.62	535.52
156.9800	8066	6.62	535.45
156.9000	8067	6.62	535.52
156.8300	8068	6.61	535.59
156.7500	8069	6.60	535.72
156.7100	8070	6.61	535.66
156.6600	8071	6.58	535.52
156.5800	8072	6.60	535.38
156.5000	8073	6.59	535.59
156.4300	8074	6.63	535.66
156.3300	8075	6.59	535.66
156.2500	8076	6.58	535.45
156.1800	8077	6.60	535.31
156.1000	8078	6.63	535.38
156.0200	8079	6.59	535.38
155.9200	8080	6.59	535.45
155.8400	8081	6.59	535.38
155.7700	8082	6.58	535.52
155.6700	8083	6.64	535.52
155.5900	8084	6.59	535.45
155.5100	8085	6.57	535.52
155.4300	8086	6.61	535.45
155.3800	8087	6.61	535.31
155.3300	8088	6.59	535.52
155.2500	8089	6.59	535.45
155.1700	8090	6.61	535.45
155.0700	8091	6.58	535.45
155.0000	8092	6.60	535.31
154.9200	8093	6.59	535.38
154.8400	8094	6.59	535.24
154.7600	8095	6.59	535.24
154.6700	8096	6.60	535.31
154.5900	8097	6.59	535.17
154.5100	8098	6.62	535.17
154.4100	8099	6.57	535.24
154.3300	8100	6.59	535.17
154.2500	8101	6.57	535.31
154.2000	8102	6.59	535.31
154.1500	8103	6.59	535.31
154.0800	8104	6.57	535.31
154.0000	8105	6.59	535.24
153.9200	8106	6.57	535.03
153.8200	8107	6.58	534.90
153.7400	8108	6.55	535.17
153.6600	8109	6.57	535.24
153.5600	8110	6.56	535.31
153.4800	8111	6.58	535.10
153.4100	8112	6.58	535.03
153.3300	8113	6.59	535.03
153.2300	8114	6.58	535.10
153.1500	8115	6.55	535.24
153.1100	8116	6.59	535.10
153.0600	8117	6.57	535.17
152.9800	8118	6.57	535.03
152.9000	8119	6.55	535.03
152.8200	8120	6.57	534.97
152.7300	8121	6.58	534.90
152.6500	8122	6.58	534.97
152.5700	8123	6.56	535.03
152.4900	8124	6.59	534.97
152.3900	8125	6.58	534.97
152.3200	8126	6.56	535.17
152.2400	8127	6.56	535.10
152.1600	8128	6.57	534.90
152.0800	8129	6.57	534.69
151.9900	8130	6.57	534.62
151.9100	8131	6.55	534.97
151.8300	8132	6.57	534.97
151.7900	8133	6.57	535.03
151.7500	8134	6.57	534.97
151.6500	8135	6.55	535.03
151.5700	8136	6.56	534.97
151.5000	8137	6.55	534.97
151.4000	8138	6.57	534.97
151.3200	8139	6.56	534.90
151.2400	8140	6.56	534.90
151.1600	8141	6.56	534.83
151.0800	8142	6.57	534.76
150.9800	8143	6.55	534.90
150.9100	8144	6.56	534.83
150.8300	8145	6.54	534.76
150.7500	8146	6.52	534.69
150.6700	8147	6.58	534.83
150.5700	8148	6.55	534.97
150.5000	8149	6.55	534.83
150.4200	8150	6.54	534.90
150.3800	8151	6.58	534.76
150.3400	8152	6.54	534.90
150.2500	8153	6.55	534.69
150.1700	8154	6.53	534.62
150.1000	8155	6.55	534.69
150.0200	8156	6.56	534.83
149.9400	8157	6.54	534.69
149.8400	8158	6.55	534.62
149.7600	8159	6.54	534.69
149.6800	8160	6.55	534.69
149.6000	8161	6.55	534.97
149.5000	8162	6.54	534.83
149.4300	8163	6.55	534.76
149.3500	8164	6.55	534.55
149.2800	8165	6.54	534.48
149.1800	8166	6.54	534.69
149.1000	8167	6.53	534.83
149.0200	8168	6.56	534.69
148.9400	8169	6.55	534.69
148.8600	8170	6.53	534.41
148.8100	8171	6.54	534.62
148.7600	8172	6.53	534.69
148.6800	8173	6.54	534.69
148.6000	8174	6.51	534.62
148.5000	8175	6.53	534.55
148.4300	8176	6.54	534.69
148.3500	8177	6.54	534.83
148.2500	8178	6.53	534.83
148.1700	8179	6.55	534.48
148.0900	8180	6.55	534.48
147.9900	8181	6.53	534.69
147.9100	8182	6.52	534.69
147.8300	8183	6.51	534.62
147.7800	8184	6.54	534.48
147.7400	8185	6.51	534.41
147.6600	8186	6.52	534.48
147.5600	8187	6.53	534.55
147.4900	8188	6.52	534.41
147.4100	8189	6.53	534.48
147.3300	8190	6.51	534.62
147.2300	8191	6.52	534.62
147.1500	8192	6.52	534.62
147.0700	8193	6.52	534.48
146.9900	8194	6.51	534.41
146.9200	8195	6.53	534.34
146.8400	8196	6.52	534.41
146.7600	8197	6.53	534.69
146.6700	8198	6.53	534.55
146.5900	8199	6.52	534.14
146.5200	8200	6.51	534.07
146.4400	8201	6.52	534.28
146.4000	8202	6.52	534.55
146.3600	8203	6.53	534.62
146.2600	8204	6.50	534.55
146.1800	8205	6.54	534.34
146.1100	8206	6.51	534.34
146.0100	8207	6.53	534.48
145.9300	8208	6.52	534.41
145.8500	8209	6.51	534.34
145.7500	8210	6.49	534.28
145.6700	8211	6.51	534.28
145.5800	8212	6.51	534.41
145.5000	8213	6.51	534.41
145.4200	8214	6.50	534.48
145.3800	8215	6.52	534.28
145.3400	8216	6.51	534.48
145.2400	8217	6.49	534.34
145.1600	8218	6.52	534.14
145.0800	8219	6.51	534.14
144.9900	8220	6.50	534.14
144.9100	8221	6.49	534.34
144.8300	8222	6.52	534.41
144.7500	8223	6.52	534.28
144.6600	8224	6.49	534.28
144.5800	8225	6.48	534.14
144.5000	8226	6.54	534.00
144.4200	8227	6.51	534.14
144.3200	8228	6.52	534.28
144.2400	8229	6.49	534.34
144.2000	8230	6.50	534.28
144.1600	8231	6.51	534.28
144.0700	8232	6.50	534.28
