HOLE:	1244D
LEG:	204
TOP:	0.0180
BOTTOM:	376.9032
DEPTH_LSF	GR
m	gAPI
209.5680	65.5723
209.7204	66.3876
209.8728	64.7603
210.0252	66.2122
210.1776	64.7913
210.3300	63.9211
210.4824	62.8736
210.6348	60.0653
210.7872	60.2875
210.9396	61.1965
211.0920	61.6789
211.2444	62.2349
211.3968	63.2828
211.5492	62.6436
211.7016	62.4023
211.8540	61.8585
212.0064	66.1622
212.1588	66.9406
212.3112	65.3245
212.4636	62.8318
212.6160	64.4651
212.7684	64.8278
212.9208	63.5631
213.0732	61.7525
213.2256	58.8580
213.3780	61.0131
213.5304	62.3725
213.6828	66.3993
213.8352	61.7731
213.9876	59.1293
214.1400	55.7291
214.2924	59.1380
214.4448	64.2148
214.5972	66.8191
214.7496	68.8030
214.9020	69.0674
215.0544	73.5440
215.2068	76.7223
215.3592	72.7049
215.5116	74.3671
215.6640	76.4125
215.8164	78.2422
215.9688	77.2910
216.1212	77.7798
216.2736	83.9516
216.4260	83.4572
216.5784	82.0651
216.7308	75.1875
216.8832	67.8297
217.0356	61.6894
217.1880	60.4116
217.3404	62.5294
217.4928	62.1587
217.6452	62.0714
217.7976	61.7074
217.9500	60.3290
218.1024	62.1233
218.2548	61.1400
218.4072	62.1494
218.5596	58.3361
218.7120	60.5033
218.8644	59.3796
219.0168	61.4229
219.1692	58.5172
219.3216	60.4664
219.4740	60.8922
219.6264	64.0709
219.7788	64.2987
219.9312	63.4441
220.0836	63.3545
220.2360	61.2052
220.3884	60.2421
220.5408	61.4263
220.6932	60.5983
220.8456	59.7672
220.9980	60.2617
221.1504	60.6312
221.3028	63.0428
221.4552	60.1124
221.6076	61.0203
221.7600	60.5292
221.9124	61.0243
222.0648	61.0355
222.2172	59.9413
222.3696	59.2323
222.5220	59.0502
222.6744	59.0353
222.8268	59.1120
222.9792	59.0279
223.1316	62.0865
223.2840	62.0177
223.4364	63.2601
223.5888	59.4735
223.7412	59.9301
223.8936	60.5434
224.0460	63.9362
224.1984	62.3442
224.3508	60.0220
224.5032	57.6136
224.6556	59.7414
224.8080	59.9221
224.9604	61.9699
225.1128	60.5669
225.2652	62.3933
225.4176	61.3171
225.5700	61.4408
225.7224	61.1661
225.8748	61.9668
226.0272	61.8451
226.1796	61.5764
226.3320	62.2460
226.4844	60.9111
226.6368	58.8904
226.7892	57.3901
226.9416	59.0359
227.0940	61.8747
227.2464	60.9657
227.3988	60.8794
227.5512	57.3706
227.7036	56.9046
227.8560	56.7157
228.0084	58.0356
228.1608	58.8231
228.3132	56.9880
228.4656	60.0725
228.6180	60.0908
228.7704	63.2082
228.9228	63.4554
229.0752	64.1178
229.2276	60.7297
229.3800	59.1420
229.5324	57.9535
229.6848	58.3182
229.8372	56.2087
229.9896	58.3174
230.1420	60.0222
230.2944	60.8460
230.4468	59.2491
230.5992	59.0106
230.7516	58.8320
230.9040	58.4120
231.0564	59.3327
231.2088	60.2892
231.3612	59.3720
231.5136	59.3668
231.6660	59.1992
231.8184	61.5845
231.9708	60.9059
232.1232	60.8423
232.2756	60.2157
232.4280	60.7898
232.5804	60.8588
232.7328	58.7332
232.8852	59.5096
233.0376	57.7102
233.1900	60.6476
233.3424	57.1329
233.4948	59.9696
233.6472	57.8910
233.7996	60.6425
233.9520	58.2568
234.1044	60.8823
234.2568	61.5120
234.4092	61.7735
234.5616	59.1105
234.7140	58.4851
234.8664	62.1905
235.0188	61.7304
235.1712	64.0219
235.3236	63.5362
235.4760	66.6243
235.6284	67.5278
235.7808	65.9378
235.9332	65.9714
236.0856	64.0861
236.2380	64.8838
236.3904	62.8690
236.5428	65.1241
236.6952	61.7598
236.8476	63.2949
237.0000	60.9470
237.1524	67.5196
237.3048	67.7240
237.4572	68.4064
237.6096	68.2895
237.7620	67.2833
237.9144	67.0322
238.0668	63.8099
238.2192	66.8392
238.3716	66.1033
238.5240	67.6613
238.6764	66.7070
238.8288	67.5264
238.9812	71.4047
239.1336	76.1665
239.2860	81.4800
239.4384	83.3209
239.5908	83.8031
239.7432	83.2459
239.8956	82.7508
240.0480	84.8601
240.2004	89.4910
240.3528	88.2011
240.5052	84.2665
240.6576	78.0877
240.8100	74.0033
240.9624	71.1636
241.1148	68.5682
241.2672	70.7338
241.4196	73.2069
241.5720	71.5906
241.7244	69.6615
241.8768	65.7258
242.0292	67.5896
242.1816	68.8707
242.3340	69.3889
242.4864	72.9305
242.6388	70.6540
242.7912	71.1477
242.9436	70.1592
243.0960	72.4499
243.2484	75.9825
243.4008	75.8632
243.5532	72.3756
243.7056	68.1130
243.8580	66.1716
244.0104	70.6569
244.1628	71.7463
244.3152	73.5657
244.4676	71.1684
244.6200	74.4674
244.7724	71.7576
244.9248	73.5816
245.0772	72.1215
245.2296	75.6963
245.3820	77.8335
245.5344	79.2956
245.6868	81.1268
245.8392	81.8563
245.9916	86.6098
246.1440	87.5206
246.2964	84.4041
246.4488	77.5745
246.6012	71.0694
246.7536	69.7062
246.9060	68.3890
247.0584	68.0176
247.2108	72.2244
247.3632	73.7726
247.5156	74.1498
247.6680	69.7216
247.8204	68.8173
247.9728	66.5242
248.1252	63.4401
248.2776	62.1657
248.4300	63.5742
248.5824	65.1328
248.7348	63.1032
248.8872	63.5252
249.0396	61.5989
249.1920	61.7867
249.3444	61.0108
249.4968	65.8598
249.6492	67.8665
249.8016	70.5388
249.9540	65.2382
250.1064	63.3230
250.2588	61.4204
250.4112	61.6469
250.5636	62.3679
250.7160	62.9259
250.8684	65.0163
251.0208	63.5375
251.1732	61.9806
251.3256	60.3956
251.4780	61.9176
251.6304	62.5588
251.7828	63.7762
251.9352	62.9239
252.0876	60.2936
252.2400	60.6359
252.3924	60.3528
252.5448	62.5791
252.6972	65.5303
252.8496	66.5363
253.0020	68.7094
253.1544	65.1692
253.3068	64.2598
253.4592	63.7696
253.6116	62.5203
253.7640	64.6345
253.9164	61.5241
254.0688	61.2120
254.2212	59.1894
254.3736	62.1830
254.5260	66.5313
254.6784	71.5092
254.8308	68.5180
254.9832	66.4892
255.1356	65.1493
255.2880	70.3653
255.4404	72.3053
255.5928	72.7867
255.7452	69.9406
255.8976	69.3447
256.0500	66.8746
256.2024	64.8643
256.3548	63.8913
256.5072	66.2214
256.6596	66.0432
256.8120	67.8898
256.9644	65.8270
257.1168	69.0373
257.2692	69.3911
257.4216	67.0816
257.5740	69.5452
257.7264	67.9028
257.8788	69.3958
258.0312	65.8026
258.1836	64.3352
258.3360	65.0280
258.4884	64.8935
258.6408	66.9029
258.7932	67.4078
258.9456	67.6469
259.0980	69.2118
259.2504	68.7413
259.4028	66.3077
259.5552	65.6639
259.7076	65.5401
259.8600	67.9839
260.0124	64.5860
260.1648	64.6792
260.3172	65.0438
260.4696	63.7720
260.6220	66.6318
260.7744	67.9724
260.9268	68.7060
261.0792	65.9656
261.2316	62.5228
261.3840	60.5053
261.5364	57.1018
261.6888	58.1043
261.8412	59.8431
261.9936	58.4855
262.1460	54.7034
262.2984	54.4230
262.4508	57.7313
262.6032	63.5399
262.7556	65.5634
262.9080	69.2169
263.0604	69.3047
263.2128	71.2238
263.3652	72.4221
263.5176	72.5009
263.6700	72.5926
263.8224	70.6742
263.9748	70.7705
264.1272	69.3025
264.2796	69.9397
264.4320	68.2032
264.5844	70.9855
264.7368	70.3453
264.8892	72.8218
265.0416	70.6545
265.1940	72.3811
265.3464	70.3098
265.4988	71.0302
265.6512	68.4976
265.8036	68.9134
265.9560	67.4966
266.1084	68.8442
266.2608	67.6483
266.4132	65.0794
266.5656	63.0736
266.7180	62.9871
266.8704	64.5409
267.0228	65.5129
267.1752	65.7895
267.3276	68.2384
267.4800	66.6454
267.6324	66.1661
267.7848	64.7152
267.9372	64.5051
268.0896	65.8484
268.2420	64.8493
268.3944	61.2764
268.5468	59.2225
268.6992	59.2229
268.8516	62.3388
269.0040	62.1919
269.1564	62.6360
269.3088	64.2729
269.4612	66.0599
269.6136	63.7796
269.7660	59.3961
269.9184	58.8310
270.0708	61.4020
270.2232	66.1664
270.3756	65.8256
270.5280	66.2840
270.6804	67.3777
270.8328	68.1994
270.9852	66.6313
271.1376	65.9902
271.2900	63.2406
271.4424	63.1475
271.5948	59.4903
271.7472	60.6872
271.8996	61.5215
272.0520	63.1700
272.2044	65.4565
272.3568	68.5752
272.5092	69.8830
272.6616	70.4621
272.8140	69.5431
272.9664	70.9778
273.1188	70.6932
273.2712	67.3965
273.4236	65.0959
273.5760	63.3388
273.7284	66.1738
273.8808	70.4929
274.0332	70.4884
274.1856	70.3959
274.3380	67.7376
274.4904	70.0347
274.6428	70.1368
274.7952	69.4031
274.9476	67.7529
275.1000	68.7014
275.2524	70.4966
275.4048	73.3240
275.5572	77.0802
275.7096	75.3755
275.8620	74.9719
276.0144	69.1586
276.1668	71.3565
276.3192	70.7607
276.4716	72.5000
276.6240	68.5643
276.7764	63.6178
276.9288	60.8645
277.0812	62.1842
277.2336	64.4051
277.3860	67.8915
277.5384	72.6979
277.6908	77.1610
277.8432	76.6195
277.9956	69.6768
278.1480	66.2913
278.3004	64.5465
278.4528	68.5415
278.6052	68.0804
278.7576	65.0637
278.9100	60.1743
279.0624	59.5683
279.2148	61.6334
279.3672	63.6140
279.5196	62.6343
279.6720	59.8342
279.8244	60.3858
279.9768	57.8247
280.1292	59.4184
280.2816	57.1312
280.4340	61.4060
280.5864	62.0887
280.7388	63.0656
280.8912	64.1636
281.0436	64.2588
281.1960	63.5516
281.3484	61.8767
281.5008	63.2534
281.6532	64.6310
281.8056	63.0606
281.9580	61.8826
282.1104	62.8942
282.2628	65.0983
282.4152	64.1165
282.5676	59.9896
282.7200	59.5639
282.8724	61.0828
283.0248	61.5767
283.1772	59.6262
283.3296	58.0644
283.4820	61.8731
283.6344	64.2122
283.7868	65.4072
283.9392	62.8667
284.0916	62.4540
284.2440	63.6513
284.3964	65.7437
284.5488	68.3441
284.7012	67.5214
284.8536	68.9784
285.0060	70.3062
285.1584	71.9462
285.3108	71.9486
285.4632	72.9255
285.6156	71.4706
285.7680	71.1955
285.9204	66.7460
286.0728	66.6203
286.2252	65.0630
286.3776	64.8791
286.5300	63.8098
286.6824	62.9855
286.8348	62.8543
286.9872	61.0205
287.1396	61.1763
287.2920	61.8392
287.4444	64.6764
287.5968	67.5960
287.7492	65.6882
287.9016	64.6516
288.0540	62.3489
288.2064	66.4667
288.3588	66.1765
288.5112	65.8757
288.6636	62.4033
288.8160	64.8933
288.9684	60.5802
289.1208	61.6703
289.2732	59.5867
289.4256	61.0075
289.5780	57.1631
289.7304	55.0426
289.8828	56.6378
290.0352	60.2029
290.1876	61.9654
290.3400	60.4959
290.4924	56.1089
290.6448	53.9147
290.7972	51.3545
290.9496	54.7457
291.1020	58.0423
291.2544	63.4416
291.4068	64.7123
291.5592	62.3727
291.7116	63.1069
291.8640	58.6266
292.0164	59.8665
292.1688	58.4001
292.3212	61.0489
292.4736	61.3250
292.6260	60.5505
292.7784	62.3863
292.9308	66.4083
293.0832	65.0854
293.2356	62.7926
293.3880	57.0307
293.5404	56.1116
293.6928	56.8542
293.8452	59.6856
293.9976	61.4236
294.1500	60.7072
294.3024	58.8766
294.4548	57.9595
294.6072	60.1354
294.7596	62.0651
294.9120	62.6143
295.0644	62.3412
295.2168	61.8957
295.3692	62.2634
295.5216	59.8675
295.6740	59.3903
295.8264	59.9417
295.9788	62.8221
296.1312	63.4457
296.2836	61.7075
296.4360	57.1975
296.5884	54.9261
296.7408	54.4133
296.8932	51.9623
297.0456	50.8644
297.1980	51.3780
297.3504	53.4577
297.5028	54.9234
297.6552	53.6040
297.8076	55.9218
297.9600	53.0741
298.1124	55.6209
298.2648	56.0519
298.4172	59.3519
298.5696	58.4002
298.7220	56.2555
298.8744	53.4159
299.0268	50.9456
299.1792	52.1786
299.3316	54.5551
299.4840	54.9099
299.6364	52.9830
299.7888	50.2471
299.9412	53.4573
300.0936	52.9055
300.2460	53.4470
300.3984	49.9756
300.5508	49.6039
300.7032	49.8535
300.8556	51.6705
301.0080	53.4154
301.1604	54.7667
301.3128	58.5274
301.4652	62.5603
301.6176	67.0032
301.7700	66.3270
301.9224	66.6892
302.0748	64.3156
302.2272	67.5243
302.3796	69.2725
302.5320	70.5450
302.6844	71.8672
302.8368	75.1566
302.9892	76.4491
303.1416	78.4008
303.2940	74.8263
303.4464	74.0807
303.5988	68.4578
303.7512	69.4767
303.9036	75.2648
304.0560	75.9972
304.2084	77.2675
304.3608	73.9598
304.5132	76.4384
304.6656	72.1440
304.8180	70.3188
304.9704	64.8217
305.1228	60.3151
305.2752	54.3568
305.4276	54.8141
305.5800	55.2820
305.7324	58.8881
305.8848	59.7129
306.0372	63.5730
306.1896	63.9021
306.3420	63.5603
306.4944	63.2738
306.6468	61.9052
306.7992	64.8310
306.9516	64.3792
307.1040	63.1892
307.2564	60.5110
307.4088	59.1610
307.5612	58.3396
307.7136	59.6562
307.8660	59.7615
308.0184	59.7450
308.1708	58.8050
308.3232	58.2075
308.4756	56.3772
308.6280	52.5228
308.7804	50.7120
308.9328	52.9295
309.0852	54.3281
309.2376	55.2159
309.3900	57.4003
309.5424	59.1140
309.6948	61.1446
309.8472	59.3197
309.9996	58.8277
310.1520	54.0544
310.3044	52.6839
310.4568	49.5105
310.6092	50.8760
310.7616	53.2492
310.9140	56.7952
311.0664	58.8689
311.2188	60.3330
311.3712	57.1617
311.5236	58.5037
311.6760	57.4984
311.8284	63.2606
311.9808	63.2496
312.1332	63.3536
312.2856	62.7992
312.4380	63.7137
312.5904	63.3401
312.7428	63.8938
312.8952	65.3627
313.0476	66.7355
313.2000	62.5253
313.3524	59.9990
313.5048	62.7472
313.6572	65.4610
313.8096	64.7837
313.9620	64.6883
314.1144	64.5357
314.2668	67.1151
314.4192	65.3735
314.5716	65.3748
314.7240	63.0753
314.8764	62.5253
315.0288	62.6549
315.1812	63.9288
315.3336	64.4850
315.4860	62.3554
315.6384	65.8473
315.7908	62.7379
315.9432	63.3667
316.0956	59.6791
316.2480	61.1446
316.4004	64.4378
316.5528	64.8150
316.7052	66.5319
316.8576	63.2934
317.0100	63.3848
317.1624	62.0213
317.3148	60.7725
317.4672	61.8722
317.6196	61.6936
317.7720	63.6193
317.9244	62.5187
318.0768	60.4112
318.2292	61.0497
318.3816	60.6311
318.5340	62.3743
318.6864	58.4377
318.8388	57.1158
318.9912	55.6134
319.1436	59.5839
319.2960	56.5343
319.4484	56.0238
319.6008	56.3840
319.7532	59.0715
319.9056	62.6468
320.0580	60.3299
320.2104	58.5831
320.3628	55.1905
320.5152	55.5532
320.6676	57.4849
320.8200	59.9611
320.9724	58.9972
321.1248	59.6407
321.2772	60.3605
321.4296	62.7937
321.5820	63.7250
321.7344	61.1873
321.8868	59.6322
322.0392	59.2447
322.1916	60.6875
322.3440	58.9523
322.4964	57.6709
322.6488	57.0291
322.8012	59.5893
322.9536	62.7968
323.1060	62.2539
323.2584	62.8017
323.4108	61.1548
323.5632	61.1571
323.7156	60.6079
323.8680	60.8827
324.0204	62.8284
324.1728	64.9001
324.3252	60.6438
324.4776	58.5732
324.6300	56.0176
324.7824	59.3523
324.9348	59.2870
325.0872	58.8506
325.2396	53.8178
325.3920	51.1627
325.5444	51.0776
325.6968	52.1739
325.8492	52.6250
326.0016	49.5990
326.1540	49.1429
326.3064	48.7777
326.4588	52.1684
326.6112	54.5422
326.7636	54.2438
326.9160	51.6853
327.0684	51.9662
327.2208	53.1058
327.3732	53.6248
327.5256	51.5182
327.6780	52.0893
327.8304	51.5629
327.9828	54.2832
328.1352	55.0736
328.2876	59.0212
328.4400	61.5149
328.5924	64.7198
328.7448	63.7426
328.8972	61.3746
329.0496	61.6567
329.2020	61.2567
329.3544	65.1553
329.5068	65.1496
329.6592	66.8833
329.8116	66.6385
329.9640	64.4398
330.1164	63.9835
330.2688	63.4845
330.4212	64.8561
330.5736	62.5125
330.7260	61.1867
330.8784	60.2723
331.0308	65.7664
331.1832	64.3913
331.3356	64.2171
331.4880	60.9730
331.6404	64.4241
331.7928	65.1540
331.9452	63.1363
332.0976	59.0456
332.2500	59.8670
332.4024	62.8922
332.5548	66.4672
332.7072	67.1936
332.8596	68.5743
333.0120	67.3863
333.1644	67.3872
333.3168	65.0030
333.4692	65.3563
333.6216	64.6969
333.7740	64.6520
333.9264	64.2813
334.0788	66.7073
334.2312	69.3760
334.3836	68.9275
334.5360	68.6351
334.6884	68.1211
334.8408	73.7981
334.9932	74.2894
335.1456	72.4519
335.2980	66.7424
335.4504	65.0446
335.6028	67.3998
335.7552	71.8183
335.9076	68.9859
336.0600	69.3520
336.2124	69.7192
336.3648	70.4470
336.5172	68.7295
336.6696	67.7234
336.8220	70.9720
336.9744	67.6852
337.1268	65.4819
337.2792	66.6452
337.4316	66.6508
337.5840	66.6570
337.7364	62.6280
337.8888	64.9371
338.0412	63.9670
338.1936	61.8539
338.3460	60.0237
338.4984	58.8692
338.6508	61.5243
338.8032	64.8110
338.9556	69.0414
339.1080	67.4763
339.2604	65.4316
339.4128	60.5244
339.5652	62.3688
339.7176	64.6648
339.8700	65.0013
340.0224	68.0885
340.1748	68.7328
340.3272	67.7210
340.4796	62.2150
340.6320	58.7415
340.7844	59.7506
340.9368	62.8121
341.0892	64.0847
341.2416	64.2660
341.3940	61.1086
341.5464	60.0926
341.6988	61.0078
341.8512	63.4238
342.0036	61.8853
342.1560	62.2803
342.3084	59.8100
342.4608	61.9047
342.6132	61.2924
342.7656	63.2059
342.9180	61.7434
343.0704	63.0687
343.2228	61.6128
343.3752	60.9729
343.5276	59.5902
343.6800	59.1307
343.8324	60.4631
343.9848	62.2067
344.1372	62.7035
344.2896	62.5659
344.4420	62.1094
344.5944	65.7353
344.7468	67.3878
344.8992	66.6558
345.0516	62.3443
345.2040	62.3351
345.3564	61.1369
345.5088	62.4576
345.6612	62.5514
345.8136	62.1845
345.9660	61.5061
346.1184	61.3156
346.2708	63.9671
346.4232	64.7073
346.5756	63.5263
346.7280	60.2370
346.8804	60.0428
347.0328	62.5974
347.1852	63.5548
347.3376	64.0392
347.4900	62.6696
347.6424	65.0143
347.7948	64.9037
347.9472	62.0276
348.0996	61.3842
348.2520	61.9928
348.4044	61.9372
348.5568	59.0374
348.7092	56.1500
348.8616	59.2089
349.0140	62.0087
349.1664	64.0717
349.3188	61.2873
349.4712	57.0762
349.6236	54.6368
349.7760	55.4660
349.9284	56.0219
350.0808	55.0213
350.2332	53.1004
350.3856	58.0811
350.5380	60.3651
350.6904	61.3918
350.8428	58.8279
350.9952	61.4801
351.1476	61.0850
351.3000	59.3998
351.4524	54.8963
351.6048	54.3442
351.7572	56.4695
351.9096	57.2060
352.0620	61.4580
352.2144	59.4563
352.3668	62.0397
352.5192	60.0775
352.6716	62.6467
352.8240	64.0108
352.9764	62.1355
353.1288	60.9798
353.2812	57.9355
353.4336	59.4451
353.5860	60.4655
353.7384	60.9598
353.8908	61.0589
354.0432	60.1526
354.1956	61.8750
354.3480	60.5700
354.5004	61.1120
354.6528	60.3001
354.8052	60.0456
354.9576	57.7627
355.1100	56.8468
355.2624	55.7169
355.4148	56.3364
355.5672	54.7466
355.7196	54.2392
355.8720	55.3602
356.0244	56.9343
356.1768	59.3025
356.3292	58.1319
356.4816	58.6048
356.6340	57.5067
356.7864	55.2028
356.9388	53.8369
357.0912	54.5177
357.2436	58.1669
357.3960	61.3677
357.5484	65.4480
357.7008	66.7412
357.8532	64.2646
358.0056	59.9586
358.1580	58.0665
358.3104	60.2683
358.4628	63.1165
358.6152	66.1042
358.7676	66.8318
358.9200	66.7554
359.0724	66.2090
359.2248	65.9322
359.3772	67.8385
359.5296	67.4751
359.6820	65.5503
359.8344	65.9129
359.9868	66.0881
360.1392	67.2310
360.2916	66.1309
360.4440	64.1103
360.5964	66.5486
360.7488	66.3675
360.9012	67.8387
361.0536	64.1499
361.2060	62.1342
361.3584	60.7606
361.5108	64.0726
361.6632	63.1560
361.8156	62.6249
361.9680	58.6854
362.1204	61.9830
362.2728	64.2469
362.4252	71.3025
362.5776	72.5030
362.7300	77.9057
362.8824	76.2571
363.0348	73.6877
363.1872	70.8558
363.3396	67.1956
363.4920	68.9237
363.6444	71.1276
363.7968	70.8634
363.9492	68.4968
364.1016	64.2866
364.2540	64.6434
364.4064	67.2982
364.5588	64.8182
364.7112	62.0591
364.8636	57.8526
365.0160	56.6088
365.1684	56.8045
365.3208	58.4646
365.4732	60.7128
365.6256	63.9499
365.7780	65.3716
365.9304	69.5958
366.0828	69.1025
366.2352	68.6013
366.3876	67.7370
366.5400	68.9883
366.6924	69.2234
366.8448	67.0722
366.9972	65.0898
367.1496	66.0857
367.3020	68.8734
367.4544	69.9623
367.6068	71.1759
367.7592	73.0500
367.9116	74.3960
368.0640	75.7605
368.2164	74.1010
368.3688	77.8148
368.5212	80.5860
368.6736	80.4116
368.8260	79.6570
368.9784	74.2433
369.1308	75.8869
369.2832	77.5826
369.4356	82.1545
369.5880	83.7120
369.7404	83.0401
369.8928	86.0462
370.0452	90.6251
370.1976	92.6353
370.3500	94.7712
370.5024	91.7481
370.6548	91.4781
370.8072	91.2901
370.9596	92.6521
371.1120	96.3140
371.2644	96.0328
371.4168	96.9581
371.5692	94.7452
371.7216	86.6851
371.8740	79.0011
372.0264	75.0736
372.1788	77.6374
372.3312	79.7368
372.4836	78.9970
372.6360	79.3729
372.7884	81.4733
372.9408	80.6526
373.0932	79.9163
373.2456	74.7052
373.3980	79.0960
373.5504	77.3272
373.7028	76.9538
373.8552	76.0083
374.0076	76.0447
374.1600	80.2579
374.3124	72.2400
374.4648	76.1783
374.6172	79.3666
374.7696	86.6815
374.9220	90.0515
375.0744	88.1504
375.2268	87.6504
375.3792	80.2114
375.5316	78.8649
375.6840	79.8297
375.8364	84.2556
375.9888	86.8870
376.1412	88.4768
376.2936	90.7669
376.4460	92.7789
376.5984	92.8442
376.7508	90.4060
376.9032	86.8330
