HOLE:	1244D
LEG:	204
TOP:	0.0180
BOTTOM:	351.7572
DEPTH_LSF	RHOB	DRHO	DRRT	PEF
m	g/cm3	g/cm3	g/cm3	barns/e-
82.3140	1.7135	0.0160	0.0817	3.3395
82.4664	1.7382	0.0270	0.0504	3.4946
82.6188	1.7493	0.0306	0.0569	3.2401
82.7712	1.7362	0.0319	0.0629	3.0757
82.9236	1.7271	0.0199	0.0931	2.9756
83.0760	1.7133	0.0357	0.0922	3.3722
83.2284	1.7193	0.0421	0.1065	3.5313
83.3808	1.7135	0.0337	0.0975	3.6715
83.5332	1.7291	0.0350	0.1054	3.6075
83.6856	1.7452	0.0409	0.1221	3.5846
83.8380	1.7732	0.0527	0.1092	3.5349
83.9904	1.7844	0.0513	0.0945	3.3891
84.1428	1.7815	0.0429	0.0506	3.3127
84.2952	1.7683	0.0338	0.0500	3.3411
84.4476	1.7695	0.0366	0.0811	3.4909
84.6000	1.7729	0.0428	0.1101	3.5099
84.7524	1.7687	0.0348	0.1253	3.2927
84.9048	1.7546	0.0226	0.1109	3.1344
85.0572	1.7503	0.0251	0.1321	2.9655
85.2096	1.7581	0.0389	0.1370	3.0227
85.3620	1.7669	0.0472	0.1025	3.1849
85.5144	1.7664	0.0386	0.0542	3.3707
85.6668	1.7712	0.0348	0.1052	3.2832
85.8192	1.7664	0.0281	0.1048	3.2520
85.9716	1.7836	0.0377	0.1222	3.0975
86.1240	1.7952	0.0455	0.1198	3.2511
86.2764	1.8177	0.0579	0.1216	3.1068
86.4288	1.8084	0.0539	0.0875	3.1514
86.5812	1.7971	0.0521	0.0629	3.2687
86.7336	1.7783	0.0483	0.0466	3.2422
86.8860	1.7735	0.0529	0.0704	3.2682
87.0384	1.7617	0.0503	0.0796	3.1267
87.1908	1.7700	0.0566	0.0835	3.2022
87.3432	1.7713	0.0565	0.0811	3.1419
87.4956	1.7829	0.0649	0.0732	3.2088
87.6480	1.7706	0.0610	0.0746	3.1313
87.8004	1.7618	0.0566	0.0739	3.0743
87.9528	1.7595	0.0477	0.0652	2.8939
88.1052	1.7598	0.0447	0.0480	2.9619
88.2576	1.7551	0.0475	0.0624	3.0245
88.4100	1.7378	0.0489	0.0828	3.0910
88.5624	1.7283	0.0481	0.0679	2.9668
88.7148	1.7156	0.0417	0.0370	3.0314
88.8672	1.7113	0.0369	0.0251	3.0962
89.0196	1.7082	0.0348	0.0499	3.2412
89.1720	1.7057	0.0327	0.0843	3.2537
89.3244	1.7147	0.0367	0.0732	3.3398
89.4768	1.7125	0.0374	0.0633	3.2892
89.6292	1.6977	0.0353	0.0363	3.2700
89.7816	1.6709	0.0316	0.0436	3.2086
89.9340	1.6529	0.0274	0.0564	3.2039
90.0864	1.6593	0.0338	0.0617	3.2694
90.2388	1.6634	0.0373	0.0782	3.3475
90.3912	1.6788	0.0419	0.0779	3.4829
90.5436	1.6886	0.0392	0.0372	3.3727
90.6960	1.7111	0.0424	0.0228	3.3814
90.8484	1.7219	0.0439	0.0298	3.3037
91.0008	1.7279	0.0534	0.0356	3.4059
91.1532	1.7158	0.0539	0.0460	3.4375
91.3056	1.7163	0.0568	0.0353	3.4510
91.4580	1.7119	0.0513	0.0144	3.5954
91.6104	1.7212	0.0549	0.0620	3.3504
91.7628	1.7132	0.0550	0.0589	3.3992
91.9152	1.7160	0.0546	0.0500	3.2467
92.0676	1.7092	0.0453	0.0311	3.3703
92.2200	1.7106	0.0387	0.0288	3.3769
92.3724	1.7078	0.0397	0.0254	3.2906
92.5248	1.7105	0.0428	0.0400	3.2699
92.6772	1.7007	0.0496	0.0496	3.3691
92.8296	1.7071	0.0498	0.0410	3.4476
92.9820	1.7070	0.0437	0.0183	3.2609
93.1344	1.7134	0.0456	0.0289	3.1742
93.2868	1.7048	0.0426	0.0395	3.1392
93.4392	1.7008	0.0374	0.0435	3.1922
93.5916	1.7122	0.0363	0.0471	3.2659
93.7440	1.7331	0.0425	0.0323	3.3429
93.8964	1.7516	0.0478	0.0307	3.3553
94.0488	1.7410	0.0421	0.0245	3.2424
94.2012	1.7285	0.0327	0.0551	3.2177
94.3536	1.7237	0.0271	0.0695	3.1151
94.5060	1.7282	0.0306	0.0660	3.1019
94.6584	1.7086	0.0276	0.0628	3.0702
94.8108	1.6907	0.0240	0.0532	3.0959
94.9632	1.6800	0.0180	0.0555	3.1311
95.1156	1.6883	0.0146	0.0507	3.1368
95.2680	1.6967	0.0140	0.0670	3.1947
95.4204	1.7015	0.0127	0.0542	3.1860
95.5728	1.7046	0.0108	0.0262	3.2483
95.7252	1.6983	0.0048	0.0314	3.1543
95.8776	1.6956	0.0045	0.0708	3.2524
96.0300	1.6985	0.0080	0.0885	3.2307
96.1824	1.7024	0.0118	0.0755	3.3674
96.3348	1.6997	0.0113	0.0431	3.3740
96.4872	1.6932	0.0111	0.0285	3.4679
96.6396	1.6880	0.0110	0.0313	3.5094
96.7920	1.6923	0.0126	0.0608	3.5332
96.9444	1.7021	0.0134	0.0753	3.4364
97.0968	1.7165	0.0095	0.0564	3.2037
97.2492	1.7206	0.0071	0.0420	3.2695
97.4016	1.7109	-0.0009	0.0669	3.2553
97.5540	1.7066	0.0025	0.0977	3.4001
97.7064	1.7009	0.0014	0.1187	3.3555
97.8588	1.7118	0.0133	0.1002	3.3416
98.0112	1.7155	0.0189	0.0403	3.4065
98.1636	1.7291	0.0257	0.0437	3.4015
98.3160	1.7324	0.0247	0.0629	3.4740
98.4684	1.7312	0.0228	0.0583	3.4622
98.6208	1.7361	0.0210	0.0808	3.3312
98.7732	1.7367	0.0193	0.1025	3.3506
98.9256	1.7309	0.0162	0.0844	3.1936
99.0780	1.7285	0.0241	0.0557	3.2851
99.2304	1.7282	0.0282	0.0335	3.2255
99.3828	1.7408	0.0364	0.0332	3.3374
99.5352	1.7390	0.0274	0.0461	3.3071
99.6876	1.7466	0.0241	0.0532	3.2717
99.8400	1.7368	0.0177	0.0312	3.2621
99.9924	1.7342	0.0206	0.0507	3.3498
100.1448	1.7200	0.0182	0.0588	3.3387
100.2972	1.7153	0.0167	0.0855	3.3983
100.4496	1.7173	0.0152	0.0880	3.3675
100.6020	1.7245	0.0153	0.0470	3.4737
100.7544	1.7376	0.0157	0.0119	3.5333
100.9068	1.7324	0.0118	0.0345	3.5369
101.0592	1.7298	0.0117	0.0198	3.4306
101.2116	1.7164	0.0152	0.0707	3.2565
101.3640	1.7001	0.0123	0.1003	3.1166
101.5164	1.6836	0.0103	0.0985	3.0743
101.6688	1.6881	0.0090	0.0642	3.0533
101.8212	1.7113	0.0173	0.0404	3.1992
101.9736	1.7357	0.0247	0.0377	3.3446
102.1260	1.7420	0.0277	0.0778	3.5467
102.2784	1.7523	0.0296	0.1022	3.5402
102.4308	1.7520	0.0316	0.0607	3.5086
102.5832	1.7528	0.0288	0.0307	3.2323
102.7356	1.7294	0.0145	0.0375	3.1165
102.8880	1.7167	0.0100	0.0484	3.1243
103.0404	1.7287	0.0167	0.0482	3.2391
103.1928	1.7445	0.0119	0.0390	3.2262
103.3452	1.7711	0.0026	0.0375	3.0616
103.4976	1.7818	-0.0053	0.0593	2.9195
103.6500	1.7778	0.0017	0.0584	3.0125
103.8024	1.7678	0.0092	0.0754	3.1509
103.9548	1.7562	0.0098	0.0931	3.2419
104.1072	1.7516	0.0144	0.1128	3.2564
104.2596	1.7367	0.0128	0.1245	3.3027
104.4120	1.7248	0.0140	0.0911	3.5183
104.5644	1.7256	0.0151	0.0541	3.5358
104.7168	1.7292	0.0139	0.0418	3.5093
104.8692	1.7323	0.0109	0.0529	3.3729
105.0216	1.7316	0.0105	0.0565	3.3120
105.1740	1.7290	0.0117	0.0540	3.3130
105.3264	1.7230	0.0099	0.0628	3.2033
105.4788	1.7075	0.0064	0.0802	3.1340
105.6312	1.7006	0.0085	0.0684	3.1080
105.7836	1.7001	0.0076	0.0721	3.2754
105.9360	1.7093	0.0104	0.0631	3.4731
106.0884	1.7223	0.0161	0.0626	3.4480
106.2408	1.7188	0.0195	0.0525	3.3896
106.3932	1.7170	0.0191	0.0508	3.2974
106.5456	1.7024	0.0176	0.0155	3.4055
106.6980	1.6966	0.0149	0.0268	3.2981
106.8504	1.6931	0.0172	0.0465	3.2167
107.0028	1.6945	0.0201	0.0641	3.2167
107.1552	1.6948	0.0243	0.0825	3.2445
107.3076	1.6941	0.0197	0.0743	3.2818
107.4600	1.6957	0.0186	0.1043	3.2019
107.6124	1.7073	0.0218	0.0908	3.2831
107.7648	1.7112	0.0238	0.0818	3.3111
107.9172	1.7248	0.0265	0.0348	3.2823
108.0696	1.7289	0.0290	0.0356	3.1386
108.2220	1.7477	0.0483	0.0442	3.1777
108.3744	1.7509	0.0621	0.0316	3.2165
108.5268	1.7457	0.0694	0.0365	3.3227
108.6792	1.7212	0.0570	0.0355	3.2413
108.8316	1.7036	0.0464	0.0517	3.1222
108.9840	1.6962	0.0356	0.0427	2.9169
109.1364	1.7046	0.0373	0.0392	2.9109
109.2888	1.7133	0.0388	0.0342	2.9204
109.4412	1.7215	0.0474	0.0189	3.0431
109.5936	1.7256	0.0491	0.0270	3.1441
109.7460	1.7284	0.0475	0.0174	3.1760
109.8984	1.7378	0.0492	0.0405	3.3497
110.0508	1.7341	0.0449	0.0605	3.3577
110.2032	1.7269	0.0430	0.0929	3.4304
110.3556	1.7093	0.0324	0.0894	3.3448
110.5080	1.6994	0.0264	0.0792	3.3805
110.6604	1.7041	0.0265	0.0518	3.3312
110.8128	1.7109	0.0273	0.0495	3.3587
110.9652	1.7266	0.0298	0.0441	3.3723
111.1176	1.7246	0.0251	0.0310	3.4785
111.2700	1.7413	0.0358	0.0400	3.3533
111.4224	1.7277	0.0374	0.0903	3.2945
111.5748	1.7263	0.0422	0.1073	3.1731
111.7272	1.7072	0.0340	0.1459	3.1841
111.8796	1.7142	0.0395	0.1071	3.2986
112.0320	1.7092	0.0405	0.0992	3.4512
112.1844	1.7142	0.0404	0.0548	3.5661
112.3368	1.7088	0.0357	0.0623	3.4748
112.4892	1.7078	0.0322	0.0757	3.4436
112.6416	1.6994	0.0277	0.0638	3.3984
112.7940	1.7089	0.0311	0.0956	3.4331
112.9464	1.7197	0.0314	0.0733	3.3864
113.0988	1.7382	0.0308	0.0890	3.3343
113.2512	1.7457	0.0316	0.0775	3.3946
113.4036	1.7657	0.0413	0.0765	3.5212
113.5560	1.7673	0.0460	0.0477	3.6264
113.7084	1.7728	0.0482	0.0401	3.4784
113.8608	1.7740	0.0513	0.0320	3.4189
114.0132	1.7738	0.0491	0.0617	3.3778
114.1656	1.7689	0.0468	0.0527	3.4093
114.3180	1.7697	0.0433	0.0653	3.3834
114.4704	1.7602	0.0415	0.0564	3.4155
114.6228	1.7562	0.0451	0.0487	3.4398
114.7752	1.7453	0.0448	0.0345	3.3965
114.9276	1.7641	0.0527	0.0428	3.2274
115.0800	1.7790	0.0605	0.0446	3.0582
115.2324	1.7917	0.0694	0.0552	2.9800
115.3848	1.7903	0.0744	0.0535	3.0694
115.5372	1.7917	0.0724	0.0371	2.9926
115.6896	1.7926	0.0706	0.0327	3.0696
115.8420	1.7892	0.0643	0.0504	3.0811
115.9944	1.7842	0.0646	0.0542	3.1609
116.1468	1.7897	0.0654	0.0477	3.0240
116.2992	1.7831	0.0627	0.0368	2.9775
116.4516	1.7892	0.0638	0.0542	3.0729
116.6040	1.7879	0.0637	0.0500	3.1210
116.7564	1.7905	0.0603	0.0582	3.1932
116.9088	1.7653	0.0449	0.0609	3.2322
117.0612	1.7293	0.0183	0.0569	3.4716
117.2136	1.7187	0.0051	0.0767	3.5400
117.3660	1.7316	0.0063	0.0389	3.5501
117.5184	1.7501	0.0226	0.0468	3.4514
117.6708	1.7490	0.0269	0.0537	3.2494
117.8232	1.7428	0.0282	0.0416	3.2422
117.9756	1.7346	0.0214	0.0420	3.2622
118.1280	1.7368	0.0242	0.0413	3.4275
118.2804	1.7241	0.0173	0.0375	3.3668
118.4328	1.7227	0.0193	0.0674	3.2476
118.5852	1.7324	0.0255	0.0876	3.2225
118.7376	1.7489	0.0361	0.0712	3.3488
118.8900	1.7655	0.0411	0.0474	3.4347
119.0424	1.7737	0.0420	0.0362	3.4669
119.1948	1.7751	0.0400	0.0388	3.3554
119.3472	1.7688	0.0380	0.0370	3.2173
119.4996	1.7706	0.0417	0.0478	3.2301
119.6520	1.7800	0.0500	0.0469	3.3284
119.8044	1.7857	0.0531	0.0483	3.4718
119.9568	1.7813	0.0484	0.0546	3.4953
120.1092	1.7912	0.0459	0.0405	3.3962
120.2616	1.7915	0.0429	0.0526	3.3587
120.4140	1.7955	0.0464	0.0571	3.2941
120.5664	1.7768	0.0402	0.0707	3.2510
120.7188	1.7727	0.0387	0.0437	3.2426
120.8712	1.7601	0.0357	0.0440	3.2447
121.0236	1.7641	0.0342	0.0468	3.3122
121.1760	1.7686	0.0402	0.0692	3.2512
121.3284	1.7813	0.0386	0.0627	3.2162
121.4808	1.7868	0.0393	0.0495	3.2202
121.6332	1.7888	0.0397	0.0401	3.2193
121.7856	1.7803	0.0464	0.0547	3.2659
121.9380	1.7620	0.0457	0.0523	3.1587
122.0904	1.7604	0.0501	0.0687	3.1536
122.2428	1.7693	0.0550	0.0579	3.2154
122.3952	1.7912	0.0667	0.0590	3.3693
122.5476	1.7930	0.0672	0.0466	3.3077
122.7000	1.7889	0.0647	0.0325	3.3422
122.8524	1.7708	0.0514	0.0234	3.3690
123.0048	1.7663	0.0474	0.0150	3.4849
123.1572	1.7606	0.0373	0.0133	3.3392
123.3096	1.7620	0.0329	0.0247	3.1633
123.4620	1.7658	0.0369	0.0492	3.3217
123.6144	1.7683	0.0383	0.0680	3.1895
123.7668	1.7848	0.0493	0.0781	3.3725
123.9192	1.7904	0.0463	0.0542	2.9960
124.0716	1.7973	0.0505	0.0275	3.2319
124.2240	1.8041	0.0561	0.0365	3.1805
124.3764	1.7954	0.0567	0.0707	3.1718
124.5288	1.7909	0.0578	0.1107	3.0142
124.6812	1.7719	0.0474	0.1054	2.9945
124.8336	1.7665	0.0394	0.0858	3.0189
124.9860	1.7538	0.0297	0.0576	3.0916
125.1384	1.7488	0.0209	0.0336	2.9205
125.2908	1.7556	0.0295	0.0644	3.0924
125.4432	1.7492	0.0212	0.0796	2.9714
125.5956	1.7592	0.0270	0.0801	3.2328
125.7480	1.7598	0.0188	0.0198	3.2187
125.9004	1.7738	0.0276	0.0368	3.2699
126.0528	1.7629	0.0191	0.0717	3.0218
126.2052	1.7507	0.0160	0.0246	2.9651
126.3576	1.7506	0.0251	0.0161	2.9880
126.5100	1.7572	0.0376	0.0196	3.1655
126.6624	1.7583	0.0426	0.0227	3.2056
126.8148	1.7510	0.0411	0.0142	3.2314
126.9672	1.7444	0.0376	0.0151	3.2533
127.1196	1.7404	0.0365	0.0292	3.2360
127.2720	1.7344	0.0390	0.0194	3.3812
127.4244	1.7355	0.0554	0.0429	3.3078
127.5768	1.7290	0.0596	0.0774	3.2391
127.7292	1.7162	0.0527	0.0808	3.0859
127.8816	1.7008	0.0393	0.0710	2.9585
128.0340	1.6975	0.0450	0.0738	3.1459
128.1864	1.6888	0.0463	0.0538	3.1502
128.3388	1.6878	0.0350	0.0679	3.2883
128.4912	1.6762	0.0113	0.0905	3.1111
128.6436	1.6833	0.0099	0.1815	3.1287
128.7960	1.6967	0.0151	0.2347	3.1701
128.9484	1.7292	0.0220	0.2280	3.2021
129.1008	1.7528	0.0155	0.1347	3.3961
129.2532	1.7675	0.0114	0.0560	3.5116
129.4056	1.7524	0.0029	0.0497	3.6000
129.5580	1.7485	0.0055	0.0757	3.4920
129.7104	1.7272	0.0005	0.1209	3.3724
129.8628	1.7210	0.0000	0.1504	3.2006
130.0152	1.7213	-0.0049	0.1604	3.1473
130.1676	1.7282	-0.0051	0.1145	3.3041
130.3200	1.7411	-0.0027	0.0851	3.4898
130.4724	1.7509	0.0022	0.0469	3.5489
130.6248	1.7615	0.0020	0.0628	3.5112
130.7772	1.7605	0.0027	0.0629	3.5303
130.9296	1.7547	-0.0045	0.0633	3.4473
131.0820	1.7502	-0.0091	0.0431	3.3173
131.2344	1.7507	-0.0086	0.0344	3.3040
131.3868	1.7507	-0.0048	0.0283	3.4096
131.5392	1.7575	-0.0029	0.0611	3.2539
131.6916	1.7680	-0.0012	0.0623	3.3240
131.8440	1.7827	-0.0010	0.0556	3.2473
131.9964	1.7765	0.0014	0.0318	3.3980
132.1488	1.7623	-0.0004	0.0632	3.2237
132.3012	1.7353	-0.0065	0.0659	3.2203
132.4536	1.7366	-0.0069	0.0608	3.3151
132.6060	1.7369	-0.0084	0.0495	3.4383
132.7584	1.7506	-0.0027	0.0517	3.4915
132.9108	1.7554	-0.0046	0.0727	3.3517
133.0632	1.7668	-0.0051	0.0478	3.2923
133.2156	1.7662	-0.0098	0.0270	3.1790
133.3680	1.7668	-0.0098	0.0367	3.2741
133.5204	1.7594	-0.0084	0.0398	3.3873
133.6728	1.7710	-0.0000	0.0432	3.4764
133.8252	1.7717	-0.0044	0.0586	3.3548
133.9776	1.7689	-0.0093	0.0229	3.3297
134.1300	1.7620	-0.0085	0.0298	3.4622
134.2824	1.7618	-0.0022	0.0397	3.5901
134.4348	1.7611	0.0020	0.0442	3.5613
134.5872	1.7610	0.0005	0.0761	3.5019
134.7396	1.7685	-0.0000	0.0716	3.5161
134.8920	1.7771	0.0027	0.0634	3.5485
135.0444	1.7779	0.0020	0.0709	3.4018
135.1968	1.7687	0.0014	0.0968	3.4196
135.3492	1.7682	-0.0006	0.1066	3.3420
135.5016	1.7722	-0.0028	0.0841	3.4316
135.6540	1.7886	0.0016	0.0749	3.4860
135.8064	1.7922	0.0025	0.0675	3.6066
135.9588	1.8124	0.0111	0.0513	3.6175
136.1112	1.8133	0.0118	0.0673	3.5357
136.2636	1.8098	0.0135	0.0543	3.4831
136.4160	1.7987	0.0135	0.0315	3.4731
136.5684	1.7869	0.0129	0.0337	3.3863
136.7208	1.7814	0.0139	0.0554	3.4102
136.8732	1.7728	0.0113	0.0357	3.5038
137.0256	1.7706	0.0045	0.0406	3.4926
137.1780	1.7841	0.0058	0.0862	3.3704
137.3304	1.7871	0.0013	0.0722	3.2268
137.4828	1.7843	-0.0012	0.0692	3.3157
137.6352	1.7776	-0.0034	0.0737	3.4010
137.7876	1.7799	0.0028	0.0633	3.5108
137.9400	1.7872	0.0130	0.0164	3.5648
138.0924	1.7721	0.0170	0.0469	3.6343
138.2448	1.7511	0.0260	0.1425	3.5582
138.3972	1.7219	0.0225	0.2450	3.5349
138.5496	1.7248	0.0206	0.2594	3.3382
138.7020	1.7299	0.0100	0.1793	3.3986
138.8544	1.7480	0.0116	0.0886	3.4573
139.0068	1.7622	0.0146	0.0621	3.5601
139.1592	1.7718	0.0211	0.0651	3.4432
139.3116	1.7948	0.0268	0.0466	3.3576
139.4640	1.7993	0.0393	0.0177	3.4422
139.6164	1.8002	0.0375	0.0213	3.4429
139.7688	1.7855	0.0307	0.0507	3.3471
139.9212	1.7754	0.0278	0.0533	3.2251
140.0736	1.7695	0.0305	0.0212	3.3206
140.2260	1.7894	0.0453	0.0345	3.4226
140.3784	1.8107	0.0573	0.0484	3.4641
140.5308	1.8148	0.0616	0.0904	3.3749
140.6832	1.7988	0.0524	0.0664	3.3024
140.8356	1.7935	0.0467	0.0578	3.2562
140.9880	1.8042	0.0560	0.0280	3.3308
141.1404	1.8127	0.0636	0.0450	3.3399
141.2928	1.7958	0.0552	0.0499	3.3361
141.4452	1.7969	0.0500	0.0492	3.2605
141.5976	1.7957	0.0450	0.0565	3.3021
141.7500	1.7980	0.0437	0.0535	3.3418
141.9024	1.7812	0.0282	0.0505	3.3458
142.0548	1.7792	0.0258	0.0444	3.3770
142.2072	1.7858	0.0327	0.0280	3.4643
142.3596	1.7874	0.0367	0.0450	3.5007
142.5120	1.7806	0.0332	0.0228	3.5254
142.6644	1.7847	0.0282	0.0279	3.4535
142.8168	1.8004	0.0289	0.0492	3.3730
142.9692	1.8087	0.0266	0.0331	3.1801
143.1216	1.8073	0.0234	0.0366	3.0049
143.2740	1.8029	0.0254	0.0403	2.9411
143.4264	1.8052	0.0321	0.0317	2.9910
143.5788	1.8068	0.0390	0.0294	2.9130
143.7312	1.8187	0.0525	0.0446	3.1654
143.8836	1.8233	0.0555	0.0383	3.3638
144.0360	1.8145	0.0519	0.0201	3.5563
144.1884	1.8081	0.0450	0.0372	3.3123
144.3408	1.8028	0.0383	0.0387	3.2227
144.4932	1.8150	0.0373	0.0482	3.3183
144.6456	1.8176	0.0299	0.0463	3.4656
144.7980	1.8210	0.0235	0.0470	3.3984
144.9504	1.8124	0.0178	0.0397	3.3199
145.1028	1.8171	0.0216	0.0525	3.2586
145.2552	1.8101	0.0224	0.0543	3.3966
145.4076	1.8223	0.0289	0.0603	3.3964
145.5600	1.7986	0.0170	0.0609	3.4740
145.7124	1.7895	0.0127	0.0441	3.3804
145.8648	1.7781	0.0070	0.0482	3.4205
146.0172	1.7988	0.0170	0.0257	3.4521
146.1696	1.8096	0.0207	0.0138	3.4745
146.3220	1.8132	0.0243	0.0154	3.4279
146.4744	1.8047	0.0181	0.0318	3.3402
146.6268	1.7982	0.0169	0.0150	3.3161
146.7792	1.7944	0.0214	0.0656	3.3136
146.9316	1.7900	0.0225	0.1094	3.3679
147.0840	1.7901	0.0199	0.1223	3.3112
147.2364	1.7873	0.0127	0.0516	3.3066
147.3888	1.7803	0.0110	0.0325	3.2958
147.5412	1.7926	0.0157	0.0819	3.2847
147.6936	1.7912	0.0135	0.0652	3.1714
147.8460	1.7894	0.0063	0.0734	3.1582
147.9984	1.7847	0.0032	0.0597	3.2277
148.1508	1.7946	0.0049	0.0567	3.3784
148.3032	1.8107	0.0144	0.0521	3.3472
148.4556	1.8119	0.0148	0.0850	3.3023
148.6080	1.7939	0.0108	0.0746	3.2680
148.7604	1.7879	0.0151	0.0255	3.2704
148.9128	1.7880	0.0221	0.0294	3.2633
149.0652	1.8042	0.0386	0.0724	3.1718
149.2176	1.8089	0.0416	0.0777	3.1514
149.3700	1.8176	0.0439	0.0581	3.1605
149.5224	1.8253	0.0425	0.0539	3.2275
149.6748	1.8355	0.0517	0.0556	3.4687
149.8272	1.8364	0.0539	0.0477	3.4871
149.9796	1.8329	0.0551	0.0332	3.4122
150.1320	1.8225	0.0491	0.0533	3.1768
150.2844	1.8105	0.0459	0.0826	3.2475
150.4368	1.8063	0.0418	0.1124	3.3262
150.5892	1.8012	0.0390	0.1035	3.3581
150.7416	1.7913	0.0343	0.0795	3.3239
150.8940	1.7922	0.0557	0.0770	3.2374
151.0464	1.7889	0.0625	0.0920	3.1282
151.1988	1.7973	0.0665	0.1018	3.1694
151.3512	1.7935	0.0462	0.0420	3.1657
151.5036	1.8007	0.0437	0.0286	3.2122
151.6560	1.7970	0.0406	0.0367	3.1880
151.8084	1.7936	0.0419	0.0511	3.2405
151.9608	1.7942	0.0426	0.0560	3.2736
152.1132	1.8221	0.0548	0.0956	3.2470
152.2656	1.8367	0.0519	0.0773	3.1879
152.4180	1.8399	0.0456	0.0648	3.1199
152.5704	1.8257	0.0283	0.0207	2.9457
152.7228	1.8431	0.0345	0.0224	3.0482
152.8752	1.8533	0.0388	0.0435	3.1611
153.0276	1.8557	0.0431	0.1026	3.2803
153.1800	1.8463	0.0365	0.1327	3.1498
153.3324	1.8469	0.0281	0.1121	2.9979
153.4848	1.8453	0.0193	0.0522	2.9621
153.6372	1.8467	0.0208	0.0239	3.1267
153.7896	1.8356	0.0185	0.0414	3.2116
153.9420	1.8453	0.0228	0.0216	3.2001
154.0944	1.8460	0.0225	0.0400	3.2864
154.2468	1.8539	0.0265	0.0767	3.4570
154.3992	1.8492	0.0283	0.0589	3.6323
154.5516	1.8304	0.0168	0.0596	3.4262
154.7040	1.8341	0.0238	0.0408	3.5204
154.8564	1.8302	0.0231	0.0600	3.5833
155.0088	1.8434	0.0321	0.0662	3.5320
155.1612	1.8329	0.0237	0.0719	3.2753
155.3136	1.8324	0.0187	0.0424	3.1269
155.4660	1.8330	0.0158	0.0475	3.1966
155.6184	1.8433	0.0192	0.0405	3.2992
155.7708	1.8436	0.0215	0.0555	3.4040
155.9232	1.8584	0.0273	0.0573	3.3639
156.0756	1.8779	0.0311	0.0279	3.3338
156.2280	1.8954	0.0292	0.0393	3.2349
156.3804	1.9111	0.0279	0.0717	3.2798
156.5328	1.9064	0.0161	0.0650	3.3225
156.6852	1.9176	0.0140	0.0808	3.2489
156.8376	1.9129	0.0122	0.0639	3.3311
156.9900	1.9273	0.0187	0.0872	3.3512
157.1424	1.9378	0.0268	0.0949	3.4148
157.2948	1.9531	0.0345	0.0603	3.4502
157.4472	1.9499	0.0353	0.0435	3.3372
157.5996	1.9464	0.0346	0.0361	3.3645
157.7520	1.9326	0.0204	0.0505	3.0448
157.9044	1.9426	0.0238	0.0483	2.9749
158.0568	1.9450	0.0233	0.0810	2.9195
158.2092	1.9510	0.0316	0.1110	3.0189
158.3616	1.9429	0.0267	0.1060	3.2044
158.5140	1.9358	0.0206	0.0892	3.3746
158.6664	1.9421	0.0202	0.0872	3.5123
158.8188	1.9501	0.0235	0.0630	3.4288
158.9712	1.9663	0.0341	0.0656	3.3698
159.1236	1.9538	0.0334	0.0679	3.1787
159.2760	1.9666	0.0669	0.0979	3.1443
159.4284	1.9281	0.0702	0.1268	2.9524
159.5808	1.9074	0.0795	0.1296	3.0587
159.7332	1.8825	0.0620	0.0370	3.1213
159.8856	1.9058	0.0779	0.0466	3.0770
160.0380	1.9346	0.1010	0.0561	2.9866
160.1904	1.9063	0.0939	0.0625	2.8458
160.3428	1.8926	0.0866	0.0486	3.0414
160.4952	1.8702	0.0689	0.0432	3.1236
160.6476	1.8833	0.0670	0.0532	3.2330
160.8000	1.8712	0.0406	0.0528	3.1411
160.9524	1.8721	0.0269	0.0558	3.2741
161.1048	1.8776	0.0117	0.0675	3.2777
161.2572	1.8752	0.0049	0.0393	3.3057
161.4096	1.8774	0.0115	0.0189	3.3615
161.5620	1.8689	0.0277	0.0373	3.4795
161.7144	1.8836	0.0479	0.0394	3.4273
161.8668	1.8813	0.0461	0.0195	3.3306
162.0192	1.9012	0.0486	0.0251	3.2035
162.1716	1.9233	0.0555	0.0263	3.3556
162.3240	1.9547	0.0699	0.0438	3.3741
162.4764	1.9676	0.0798	0.0408	3.4720
162.6288	1.9635	0.0795	0.0522	3.4587
162.7812	1.9454	0.0772	0.0670	3.4278
162.9336	1.9271	0.0739	0.0510	3.3565
163.0860	1.9076	0.0637	0.0558	3.2915
163.2384	1.9027	0.0588	0.0545	3.2666
163.3908	1.8785	0.0434	0.0231	3.2744
163.5432	1.8766	0.0451	0.0549	3.2155
163.6956	1.8705	0.0452	0.0799	3.2580
163.8480	1.8888	0.0593	0.0603	3.4266
164.0004	1.8889	0.0593	0.0349	3.5340
164.1528	1.8898	0.0622	0.0328	3.4786
164.3052	1.8863	0.0588	0.0459	3.3890
164.4576	1.8869	0.0609	0.0816	3.4241
164.6100	1.8939	0.0650	0.1001	3.3932
164.7624	1.8994	0.0679	0.1177	3.3323
164.9148	1.9077	0.0711	0.1033	3.3384
165.0672	1.8989	0.0647	0.0883	3.4528
165.2196	1.8905	0.0560	0.0774	3.3588
165.3720	1.8895	0.0569	0.0804	3.3061
165.5244	1.8993	0.0673	0.0713	3.2589
165.6768	1.9100	0.0806	0.0788	3.4702
165.8292	1.9244	0.0927	0.0583	3.5789
165.9816	1.9317	0.0863	0.0319	3.6400
166.1340	1.9217	0.0855	0.1475	3.3212
166.2864	1.8802	0.0763	0.1441	3.0470
166.4388	1.9235	0.1210	0.1806	2.9741
166.5912	1.8740	0.1085	0.0419	3.1028
