HOLE:	1244D
LEG:	204
TOP:	0.0180
BOTTOM:	351.7572
DEPTH_LSF	RHOB	DRHO	DRRT	PEF
m	g/cm3	g/cm3	g/cm3	barns/e-
166.7436	1.8846	0.1072	0.0746	3.1823
166.8960	1.8156	0.0987	0.0778	3.0101
167.0484	1.8697	0.1293	0.1398	2.9332
167.2008	1.8476	0.1773	0.1428	2.6851
167.3532	1.7877	0.1570	0.1774	2.7758
167.5056	1.7595	0.1334	0.2013	2.8996
167.6580	1.7654	0.0909	0.2203	3.1213
167.8104	1.8159	0.0739	0.2160	3.0898
167.9628	1.8259	0.0623	0.2127	3.2064
168.1152	1.8382	0.0666	0.1889	3.3104
168.2676	1.8511	0.0733	0.1898	3.3902
168.4200	1.8482	0.0768	0.2070	3.3037
168.5724	1.8507	0.0725	0.1666	3.3021
168.7248	1.8587	0.0698	0.1505	3.2366
168.8772	1.8703	0.0673	0.1388	3.2733
169.0296	1.8798	0.0724	0.1447	3.2938
169.1820	1.8892	0.0754	0.1200	3.3055
169.3344	1.8841	0.0626	0.1113	3.0819
169.4868	1.8850	0.0514	0.0839	3.1441
169.6392	1.8783	0.0430	0.0475	3.0503
169.7916	1.8788	0.0465	0.0162	3.2631
169.9440	1.8724	0.0441	0.0260	3.2647
170.0964	1.8736	0.0464	0.0607	3.4964
170.2488	1.8693	0.0405	0.0976	3.3834
170.4012	1.8688	0.0419	0.0845	3.2605
170.5536	1.8638	0.0386	0.0620	3.1085
170.7060	1.8538	0.0365	0.0722	3.2271
170.8584	1.8494	0.0373	0.0942	3.2596
171.0108	1.8440	0.0357	0.1248	3.1912
171.1632	1.8470	0.0354	0.1350	3.1281
171.3156	1.8377	0.0279	0.1419	3.1896
171.4680	1.8366	0.0275	0.1384	3.1145
171.6204	1.8446	0.0360	0.1142	3.2345
171.7728	1.8341	0.0305	0.1085	3.2843
171.9252	1.8438	0.0334	0.0872	3.3475
172.0776	1.8470	0.0406	0.0790	3.2152
172.2300	1.8661	0.0590	0.0856	3.0761
172.3824	1.8601	0.0634	0.1330	3.0889
172.5348	1.8518	0.0598	0.1584	2.9792
172.6872	1.8446	0.0549	0.1684	2.9897
172.8396	1.8417	0.0505	0.1790	2.9096
172.9920	1.8604	0.0533	0.1835	3.0204
173.1444	1.8847	0.0590	0.1419	3.1186
173.2968	1.9006	0.0602	0.1435	3.1397
173.4492	1.8966	0.0561	0.1566	3.1297
173.6016	1.9040	0.0509	0.1237	3.1206
173.7540	1.8987	0.0434	0.0841	3.1961
173.9064	1.9172	0.0560	0.1290	3.3019
174.0588	1.9123	0.0465	0.1341	3.1900
174.2112	1.9290	0.0511	0.1000	3.2937
174.3636	1.9124	0.0375	0.0507	3.3690
174.5160	1.8884	0.0377	0.0398	3.4674
174.6684	1.8576	0.0326	0.0366	3.3944
174.8208	1.8361	0.0291	0.0168	3.4301
174.9732	1.8307	0.0294	0.0276	3.5299
175.1256	1.8254	0.0256	0.0258	3.4682
175.2780	1.8130	0.0171	0.0327	3.3725
175.4304	1.8211	0.0209	0.0769	3.3821
175.5828	1.8258	0.0290	0.0597	3.3823
175.7352	1.8275	0.0348	0.0473	3.3396
175.8876	1.8134	0.0347	0.0660	3.2079
176.0400	1.8076	0.0402	0.0827	3.1895
176.1924	1.8098	0.0434	0.0531	3.1455
176.3448	1.8129	0.0405	0.0362	3.0984
176.4972	1.8099	0.0353	0.0432	3.2027
176.6496	1.8178	0.0375	0.0843	3.1720
176.8020	1.8104	0.0358	0.1132	3.1893
176.9544	1.8188	0.0482	0.1003	3.1540
177.1068	1.7931	0.0376	0.1333	3.1992
177.2592	1.8031	0.0590	0.2042	3.2142
177.4116	1.8102	0.0578	0.2007	3.2968
177.5640	1.8594	0.0733	0.0819	3.3398
177.7164	1.8788	0.0805	0.0412	3.2685
177.8688	1.8815	0.0840	0.0441	3.2210
178.0212	1.8672	0.0738	0.0319	3.1297
178.1736	1.8559	0.0657	0.0350	3.2107
178.3260	1.8502	0.0575	0.0507	3.2395
178.4784	1.8518	0.0589	0.0401	3.3701
178.6308	1.8599	0.0603	0.0408	3.2985
178.7832	1.8710	0.0676	0.0474	3.3648
178.9356	1.8769	0.0724	0.0468	3.3215
179.0880	1.8692	0.0723	0.0545	3.3673
179.2404	1.8615	0.0671	0.0596	3.1593
179.3928	1.8533	0.0621	0.0584	3.2222
179.5452	1.8600	0.0613	0.0507	3.3075
179.6976	1.8609	0.0609	0.0553	3.4899
179.8500	1.8595	0.0572	0.0634	3.3828
180.0024	1.8523	0.0520	0.0761	3.2826
180.1548	1.8493	0.0501	0.0562	3.2723
180.3072	1.8529	0.0587	0.0457	3.4024
180.4596	1.8532	0.0651	0.0538	3.3955
180.6120	1.8465	0.0605	0.0283	3.2967
180.7644	1.8449	0.0524	0.0135	3.1696
180.9168	1.8551	0.0465	0.0495	3.2232
181.0692	1.8650	0.0490	0.0709	3.2651
181.2216	1.8702	0.0518	0.0730	3.2168
181.3740	1.8643	0.0524	0.0526	3.1666
181.5264	1.8536	0.0488	0.0640	3.2244
181.6788	1.8462	0.0480	0.0775	3.2451
181.8312	1.8442	0.0488	0.0829	3.1911
181.9836	1.8572	0.0517	0.0729	3.1715
182.1360	1.8522	0.0446	0.0335	3.2365
182.2884	1.8604	0.0488	0.0471	3.2931
182.4408	1.8491	0.0406	0.0545	3.1155
182.5932	1.8437	0.0364	0.0493	3.1049
182.7456	1.8393	0.0329	0.0653	3.0652
182.8980	1.8391	0.0360	0.0709	3.1702
183.0504	1.8348	0.0384	0.0600	3.1044
183.2028	1.8189	0.0324	0.0600	3.0171
183.3552	1.8094	0.0270	0.0579	3.0760
183.5076	1.8117	0.0280	0.0602	3.0288
183.6600	1.8113	0.0263	0.0548	3.0306
183.8124	1.8101	0.0304	0.0700	2.9358
183.9648	1.8034	0.0417	0.0808	3.0584
184.1172	1.7777	0.0586	0.1409	3.1619
184.2696	1.7273	0.0605	0.2680	3.2152
184.4220	1.7239	0.0550	0.2893	3.1506
184.5744	1.7409	0.0384	0.2202	3.2394
184.7268	1.8114	0.0477	0.1436	3.3206
184.8792	1.8325	0.0474	0.1068	3.2530
185.0316	1.8372	0.0410	0.0896	3.1322
185.1840	1.8411	0.0353	0.0718	3.0200
185.3364	1.8343	0.0303	0.0555	3.0615
185.4888	1.8286	0.0282	0.0472	3.1603
185.6412	1.8246	0.0286	0.0305	3.3430
185.7936	1.8179	0.0330	0.0310	3.4323
185.9460	1.8225	0.0399	0.0299	3.3387
186.0984	1.8181	0.0380	0.0464	3.1358
186.2508	1.8183	0.0332	0.0672	3.1867
186.4032	1.8223	0.0307	0.0810	3.2703
186.5556	1.8213	0.0292	0.0676	3.2578
186.7080	1.8130	0.0229	0.0373	3.1135
186.8604	1.8035	0.0154	0.0657	2.9663
187.0128	1.7997	0.0105	0.0380	3.0300
187.1652	1.8198	0.0138	0.0813	3.1161
187.3176	1.8386	0.0226	0.1043	3.2995
187.4700	1.8475	0.0205	0.0736	3.3158
187.6224	1.8512	0.0279	0.0354	3.2336
187.7748	1.8448	0.0303	0.0631	3.1977
187.9272	1.8458	0.0363	0.0496	3.1661
188.0796	1.8411	0.0320	0.0252	3.1863
188.2320	1.8431	0.0334	0.0531	3.2389
188.3844	1.8512	0.0400	0.0708	3.3109
188.5368	1.8581	0.0497	0.0818	3.3970
188.6892	1.8459	0.0493	0.0612	3.3454
188.8416	1.8332	0.0448	0.0552	3.2714
188.9940	1.8244	0.0365	0.0431	3.1753
189.1464	1.8223	0.0322	0.0718	3.1234
189.2988	1.8166	0.0317	0.0867	3.1499
189.4512	1.8085	0.0413	0.0566	3.2474
189.6036	1.8179	0.0588	0.1141	3.3958
189.7560	1.8061	0.0531	0.1289	3.3753
189.9084	1.8027	0.0466	0.1485	3.3590
190.0608	1.7879	0.0306	0.1802	3.1757
190.2132	1.7946	0.0330	0.1864	3.1971
190.3656	1.7850	0.0301	0.1694	3.1853
190.5180	1.7907	0.0329	0.1339	3.2459
190.6704	1.7949	0.0293	0.1243	3.2983
190.8228	1.8086	0.0236	0.1197	3.3253
190.9752	1.8020	0.0137	0.1020	3.4262
191.1276	1.7985	0.0092	0.0814	3.3828
191.2800	1.7985	0.0073	0.1049	3.2773
191.4324	1.8022	0.0092	0.0929	3.2437
191.5848	1.8075	0.0146	0.0872	3.1796
191.7372	1.8037	0.0145	0.0398	3.0989
191.8896	1.8016	0.0173	0.0475	3.2599
192.0420	1.7995	0.0205	0.0320	3.2729
192.1944	1.7982	0.0311	0.0840	3.3940
192.3468	1.7953	0.0323	0.1219	3.2682
192.4992	1.7898	0.0247	0.1449	3.2444
192.6516	1.8004	0.0182	0.0997	3.2656
192.8040	1.8121	0.0160	0.0570	3.4217
192.9564	1.8260	0.0178	0.0456	3.5036
193.1088	1.8210	0.0093	0.0451	3.4209
193.2612	1.8333	0.0133	0.0427	3.2632
193.4136	1.8457	0.0190	0.0696	3.3475
193.5660	1.8524	0.0251	0.0456	3.4993
193.7184	1.8375	0.0119	0.0566	3.5017
193.8708	1.8228	0.0001	0.0579	3.4282
194.0232	1.8217	-0.0007	0.0289	3.3095
194.1756	1.8200	0.0027	0.0459	3.3231
194.3280	1.8217	0.0108	0.0387	3.3082
194.4804	1.8171	0.0138	0.0373	3.2752
194.6328	1.8175	0.0188	0.0275	3.2635
194.7852	1.8137	0.0210	0.0400	3.3681
194.9376	1.8229	0.0261	0.0224	3.3628
195.0900	1.8163	0.0288	0.0396	3.3873
195.2424	1.8028	0.0309	0.0805	3.4233
195.3948	1.7856	0.0296	0.0986	3.3733
195.5472	1.7911	0.0291	0.0743	3.4238
195.6996	1.8075	0.0262	0.0137	3.3284
195.8520	1.8160	0.0173	0.0738	3.2772
196.0044	1.8145	0.0072	0.0997	3.0975
196.1568	1.8270	0.0174	0.0782	3.0349
196.3092	1.8242	0.0287	0.0886	3.2261
196.4616	1.8469	0.0552	0.0909	3.3656
196.6140	1.8372	0.0545	0.1172	3.4266
196.7664	1.8440	0.0589	0.1107	3.2874
196.9188	1.8215	0.0467	0.1259	2.9881
197.0712	1.8070	0.0406	0.1016	3.0114
197.2236	1.7972	0.0363	0.0706	3.0981
197.3760	1.7976	0.0320	0.0537	3.1749
197.5284	1.8013	0.0313	0.0679	3.3387
197.6808	1.8053	0.0301	0.0685	3.4869
197.8332	1.8124	0.0320	0.0510	3.7241
197.9856	1.8100	0.0273	0.0561	3.6235
198.1380	1.8128	0.0244	0.0553	3.5497
198.2904	1.8156	0.0231	0.0638	3.4935
198.4428	1.8166	0.0194	0.0735	3.4164
198.5952	1.8060	0.0139	0.0840	3.3716
198.7476	1.8013	0.0149	0.0814	3.3833
198.9000	1.7995	0.0167	0.0662	3.3317
199.0524	1.8069	0.0239	0.0183	3.3542
199.2048	1.8089	0.0180	0.0247	3.2955
199.3572	1.8149	0.0115	0.0756	3.3076
199.5096	1.8207	0.0088	0.0342	3.2848
199.6620	1.8200	0.0113	0.0414	3.4076
199.8144	1.8267	0.0164	0.0716	3.4924
199.9668	1.8264	0.0158	0.0646	3.4148
200.1192	1.8271	0.0149	0.0857	3.2712
200.2716	1.8263	0.0208	0.0794	3.2856
200.4240	1.8223	0.0293	0.0660	3.4602
200.5764	1.8338	0.0455	0.0509	3.5249
200.7288	1.8404	0.0563	0.0315	3.5048
200.8812	1.8511	0.0623	0.0430	3.3569
201.0336	1.8445	0.0550	0.0153	3.3097
201.1860	1.8377	0.0432	0.0362	3.3409
201.3384	1.8428	0.0439	0.0359	3.3903
201.4908	1.8498	0.0406	0.0366	3.2582
201.6432	1.8632	0.0453	0.0262	3.2397
201.7956	1.8695	0.0468	0.0400	3.2814
201.9480	1.8719	0.0547	0.0464	3.6728
202.1004	1.8699	0.0541	0.0442	3.7388
202.2528	1.8577	0.0458	0.0345	3.6475
202.4052	1.8602	0.0424	0.0430	3.4681
202.5576	1.8472	0.0400	0.0730	3.5037
202.7100	1.8357	0.0399	0.1046	3.4743
202.8624	1.8298	0.0387	0.1265	3.3815
203.0148	1.8298	0.0339	0.1131	3.3252
203.1672	1.8513	0.0455	0.0901	3.5310
203.3196	1.8627	0.0522	0.0511	3.6403
203.4720	1.8660	0.0552	0.0359	3.6783
203.6244	1.8571	0.0527	0.0498	3.5436
203.7768	1.8526	0.0513	0.0657	3.3212
203.9292	1.8612	0.0578	0.0493	3.1858
204.0816	1.8630	0.0586	0.0577	3.1012
204.2340	1.8544	0.0564	0.0417	3.2870
204.3864	1.8369	0.0458	0.0552	3.4335
204.5388	1.8275	0.0372	0.0581	3.5062
204.6912	1.8227	0.0297	0.0952	3.4997
204.8436	1.8300	0.0321	0.0834	3.4406
204.9960	1.8323	0.0343	0.0778	3.5229
205.1484	1.8283	0.0299	0.0700	3.3655
205.3008	1.8227	0.0314	0.0657	3.2814
205.4532	1.8366	0.0289	0.0945	3.0817
205.6056	1.8519	0.0492	0.1052	3.3226
205.7580	1.8618	0.0486	0.1315	3.2106
205.9104	1.8539	0.0436	0.1039	3.1981
206.0628	1.8539	0.0475	0.0897	3.2214
206.2152	1.8515	0.0497	0.0827	3.4034
206.3676	1.8392	0.0426	0.1017	3.2182
206.5200	1.8299	0.0337	0.1317	3.1638
206.6724	1.8237	0.0255	0.1063	3.1834
206.8248	1.8390	0.0262	0.0726	3.2113
206.9772	1.8346	0.0175	0.0372	3.1805
207.1296	1.8419	0.0097	0.0134	3.0873
207.2820	1.8402	0.0087	0.0353	3.3009
207.4344	1.8560	0.0221	0.0394	3.4007
207.5868	1.8620	0.0305	0.0615	3.4430
207.7392	1.8581	0.0204	0.0647	3.2448
207.8916	1.8508	0.0168	0.0567	3.2992
208.0440	1.8490	0.0179	0.0642	3.3291
208.1964	1.8476	0.0294	0.0824	3.5331
208.3488	1.8489	0.0358	0.1052	3.5558
208.5012	1.8447	0.0342	0.0890	3.5166
208.6536	1.8412	0.0292	0.0492	3.4269
208.8060	1.8393	0.0223	0.0424	3.3360
208.9584	1.8453	0.0214	0.0616	3.3548
209.1108	1.8623	0.0237	0.1027	3.2948
209.2632	1.8652	0.0218	0.1282	3.2963
209.4156	1.8645	0.0244	0.0940	3.3502
209.5680	1.8566	0.0231	0.0406	3.5165
209.7204	1.8436	0.0249	0.0317	3.5841
209.8728	1.8382	0.0239	0.0381	3.6123
210.0252	1.8296	0.0210	0.0496	3.6554
210.1776	1.8408	0.0224	0.0397	3.6611
210.3300	1.8528	0.0261	0.0317	3.5724
210.4824	1.8680	0.0300	0.0522	3.4826
210.6348	1.8708	0.0268	0.0561	3.4118
210.7872	1.8697	0.0235	0.0781	3.4608
210.9396	1.8631	0.0204	0.0829	3.4237
211.0920	1.8594	0.0181	0.1031	3.2943
211.2444	1.8713	0.0217	0.0670	3.1945
211.3968	1.8846	0.0264	0.0435	3.2286
211.5492	1.9079	0.0355	0.0391	3.3376
211.7016	1.8945	0.0311	0.0229	3.4628
211.8540	1.8879	0.0291	0.0637	3.4127
212.0064	1.8701	0.0267	0.0600	3.3135
212.1588	1.8591	0.0301	0.0762	3.2197
212.3112	1.8575	0.0384	0.1818	3.2485
212.4636	1.8571	0.0386	0.2172	3.2769
212.6160	1.8529	0.0345	0.1337	3.3640
212.7684	1.8424	0.0264	0.0456	3.4716
212.9208	1.8376	0.0263	0.0921	3.5235
213.0732	1.8510	0.0316	0.1070	3.3592
213.2256	1.8490	0.0290	0.0802	3.3090
213.3780	1.8583	0.0307	0.0857	3.3047
213.5304	1.8385	0.0155	0.0635	3.5110
213.6828	1.8311	0.0091	0.0413	3.5589
213.8352	1.8219	0.0059	0.0253	3.7459
213.9876	1.8321	0.0153	0.0331	3.6717
214.1400	1.8335	0.0154	0.0379	3.4620
214.2924	1.8468	0.0198	0.0578	3.2617
214.4448	1.8417	0.0155	0.0545	3.2719
214.5972	1.8452	0.0179	0.0337	3.3332
214.7496	1.8437	0.0190	0.0138	3.3785
214.9020	1.8476	0.0232	0.0345	3.5327
215.0544	1.8471	0.0269	0.0633	3.6260
215.2068	1.8250	0.0164	0.0704	3.5743
215.3592	1.8082	0.0097	0.0853	3.4268
215.5116	1.8095	0.0163	0.0990	3.3152
215.6640	1.8220	0.0242	0.0877	3.3582
215.8164	1.8428	0.0441	0.0701	3.3214
215.9688	1.7913	0.0419	0.0587	3.1757
216.1212	1.7460	0.0714	0.0626	2.9062
216.2736	1.6522	0.0666	0.1037	2.7320
216.4260	1.6463	0.0796	0.1842	2.7912
216.5784	1.5932	0.0450	0.2243	3.0629
216.7308	1.6342	0.0526	0.2204	2.9816
216.8832	1.6479	0.0321	0.2089	3.1013
217.0356	1.7553	0.0340	0.1903	3.0860
217.1880	1.8127	0.0179	0.0896	3.2568
217.3404	1.8653	0.0242	0.0937	3.1602
217.4928	1.8573	0.0234	0.1158	3.1043
217.6452	1.8700	0.0368	0.1372	3.2081
217.7976	1.8624	0.0282	0.1120	3.2263
217.9500	1.8614	0.0217	0.0746	3.2320
218.1024	1.8580	0.0148	0.1158	3.2694
218.2548	1.8615	0.0197	0.0772	3.4572
218.4072	1.8613	0.0175	0.0428	3.5849
218.5596	1.8629	0.0093	0.0124	3.6174
218.7120	1.8655	0.0081	0.0448	3.4411
218.8644	1.8584	0.0080	0.0596	3.3537
219.0168	1.8490	0.0112	0.0724	3.2954
219.1692	1.8353	0.0065	0.0819	3.4494
219.3216	1.8490	0.0113	0.1017	3.4542
219.4740	1.8586	0.0172	0.1475	3.4118
219.6264	1.8606	0.0252	0.1435	3.4216
219.7788	1.8434	0.0249	0.1300	3.3599
219.9312	1.8423	0.0258	0.1038	3.2472
220.0836	1.8346	0.0189	0.1093	3.0100
220.2360	1.8378	0.0195	0.0922	3.3068
220.3884	1.8406	0.0196	0.0602	3.6376
220.5408	1.8538	0.0228	0.0217	3.8927
220.6932	1.8572	0.0177	0.0267	3.8154
220.8456	1.8554	0.0171	0.0462	3.8529
220.9980	1.8541	0.0156	0.0466	3.8321
221.1504	1.8528	0.0153	0.0230	3.6593
221.3028	1.8539	0.0192	0.0383	3.6092
221.4552	1.8536	0.0212	0.0528	3.3752
221.6076	1.8575	0.0251	0.0704	3.2760
221.7600	1.8494	0.0182	0.0654	3.1182
221.9124	1.8443	0.0145	0.0302	3.1720
222.0648	1.8404	0.0093	0.0365	3.3450
222.2172	1.8468	0.0094	0.0474	3.5142
222.3696	1.8533	0.0166	0.0246	3.7576
222.5220	1.8509	0.0151	0.0562	3.4915
222.6744	1.8503	0.0201	0.0717	3.5264
222.8268	1.8466	0.0181	0.0873	3.6038
222.9792	1.8458	0.0213	0.0498	3.7858
223.1316	1.8368	0.0164	0.0574	3.6537
223.2840	1.8302	0.0115	0.0620	3.4514
223.4364	1.8350	0.0119	0.0279	3.3451
223.5888	1.8411	0.0158	0.0577	3.4136
223.7412	1.8544	0.0274	0.0799	3.6085
223.8936	1.8565	0.0310	0.0879	3.6189
224.0460	1.8589	0.0291	0.1019	3.4939
224.1984	1.8546	0.0222	0.0794	3.3119
224.3508	1.8575	0.0219	0.0726	3.4713
224.5032	1.8571	0.0335	0.0583	3.4943
224.6556	1.8577	0.0559	0.0443	3.4810
224.8080	1.8530	0.0714	0.0637	3.4170
224.9604	1.8568	0.0579	0.0887	3.2810
225.1128	1.8666	0.0650	0.1104	3.3010
225.2652	1.8774	0.0726	0.1065	3.3504
225.4176	1.8827	0.0764	0.1016	3.2716
225.5700	1.8624	0.0625	0.0899	3.0243
225.7224	1.8450	0.0554	0.0677	3.0975
225.8748	1.8265	0.0455	0.0718	3.1832
226.0272	1.8347	0.0512	0.0624	3.3697
226.1796	1.8420	0.0498	0.0974	3.2952
226.3320	1.8449	0.0463	0.0912	3.4907
226.4844	1.8433	0.0438	0.0440	3.5907
226.6368	1.8387	0.0399	0.0598	3.6280
226.7892	1.8450	0.0456	0.0550	3.4607
226.9416	1.8450	0.0450	0.0608	3.4492
227.0940	1.8227	0.0364	0.0871	3.4965
227.2464	1.7997	0.0251	0.0543	3.3654
227.3988	1.7843	0.0172	0.0686	3.3170
227.5512	1.8018	0.0193	0.0825	3.2744
227.7036	1.8056	0.0173	0.0948	3.3446
227.8560	1.8011	0.0108	0.0567	3.3840
228.0084	1.7918	0.0046	0.0236	3.3543
228.1608	1.8062	0.0095	0.0546	3.2678
228.3132	1.8307	0.0219	0.1035	3.2372
228.4656	1.8435	0.0293	0.0906	3.4083
228.6180	1.8420	0.0267	0.0706	3.4286
228.7704	1.8374	0.0225	0.0677	3.3902
228.9228	1.8269	0.0178	0.0718	3.1949
229.0752	1.8187	0.0152	0.0724	3.1561
229.2276	1.8095	0.0156	0.0449	3.3505
229.3800	1.8035	0.0151	0.0386	3.4231
229.5324	1.8012	0.0140	0.0643	3.4428
229.6848	1.8073	0.0128	0.0710	3.3536
229.8372	1.8164	0.0178	0.0556	3.4042
229.9896	1.8101	0.0216	0.0593	3.3832
230.1420	1.8038	0.0267	0.0610	3.1413
230.2944	1.7967	0.0290	0.0651	3.0880
230.4468	1.8002	0.0288	0.0467	3.0810
230.5992	1.8048	0.0284	0.0356	3.2508
230.7516	1.8104	0.0286	0.0454	3.2658
230.9040	1.8140	0.0323	0.0820	3.4709
231.0564	1.8004	0.0251	0.0925	3.5988
231.2088	1.7826	0.0139	0.0843	3.5694
231.3612	1.7814	0.0103	0.0532	3.3097
231.5136	1.7856	0.0101	0.0461	3.2545
231.6660	1.8136	0.0214	0.0377	3.3682
231.8184	1.8313	0.0302	0.0542	3.4169
231.9708	1.8381	0.0324	0.0656	3.4067
232.1232	1.8413	0.0377	0.0918	3.2968
232.2756	1.8290	0.0356	0.1136	3.3409
232.4280	1.8026	0.0298	0.1349	3.3176
232.5804	1.7880	0.0299	0.1482	3.3455
232.7328	1.7846	0.0316	0.1390	3.4057
232.8852	1.7999	0.0371	0.0876	3.5090
233.0376	1.8007	0.0291	0.0875	3.6155
233.1900	1.8179	0.0365	0.0703	3.6546
233.3424	1.8396	0.0471	0.0609	3.6836
233.4948	1.8557	0.0511	0.0804	3.7407
233.6472	1.8522	0.0361	0.0631	3.6196
233.7996	1.8506	0.0280	0.0345	3.4756
233.9520	1.8409	0.0199	0.0432	3.3399
234.1044	1.8444	0.0263	0.0604	3.4858
234.2568	1.8479	0.0275	0.0677	3.4823
234.4092	1.8488	0.0244	0.0936	3.4885
234.5616	1.8390	0.0133	0.1068	3.5172
234.7140	1.8508	0.0265	0.0881	3.4841
234.8664	1.8503	0.0351	0.0681	3.4021
235.0188	1.8713	0.0545	0.0605	3.3740
235.1712	1.8646	0.0520	0.0506	3.3508
235.3236	1.8759	0.0550	0.0470	3.3331
235.4760	1.8614	0.0506	0.0489	3.3235
235.6284	1.8439	0.0422	0.0640	3.4315
235.7808	1.8461	0.0414	0.0945	3.4737
235.9332	1.8619	0.0480	0.1125	3.3938
236.0856	1.8960	0.0642	0.1388	3.1529
236.2380	1.9088	0.0691	0.1455	2.9581
236.3904	1.9060	0.0616	0.1287	3.0307
236.5428	1.8883	0.0488	0.0977	3.2743
236.6952	1.8866	0.0426	0.0764	3.4193
236.8476	1.8993	0.0441	0.0344	3.3290
237.0000	1.9166	0.0463	0.0436	3.2877
237.1524	1.9252	0.0434	0.0607	3.3031
237.3048	1.9144	0.0351	0.0453	3.3646
237.4572	1.9199	0.0436	0.1079	3.3394
237.6096	1.9265	0.0488	0.1366	3.3415
237.7620	1.9085	0.0433	0.1308	3.3469
237.9144	1.8777	0.0322	0.0895	3.4715
238.0668	1.8498	0.0222	0.0908	3.5682
238.2192	1.8658	0.0333	0.1001	3.6083
238.3716	1.8679	0.0312	0.0859	3.4325
238.5240	1.8587	0.0239	0.0803	3.1460
238.6764	1.8495	0.0195	0.0758	3.0354
238.8288	1.8608	0.0278	0.0959	3.1186
238.9812	1.8962	0.0419	0.0987	3.2136
239.1336	1.9326	0.0473	0.0606	3.2220
239.2860	1.9628	0.0517	0.0579	3.1679
239.4384	1.9597	0.0494	0.0503	3.2727
239.5908	1.9292	0.0382	0.0662	3.4599
239.7432	1.8906	0.0248	0.0617	3.6550
239.8956	1.8775	0.0263	0.0754	3.7756
240.0480	1.8834	0.0383	0.0689	3.6944
240.2004	1.8852	0.0410	0.0779	3.5494
240.3528	1.8809	0.0341	0.0730	3.3615
240.5052	1.8798	0.0318	0.0580	3.3388
240.6576	1.8854	0.0327	0.0575	3.3915
240.8100	1.8898	0.0383	0.0597	3.5100
240.9624	1.8778	0.0327	0.0485	3.5282
241.1148	1.8697	0.0288	0.0933	3.5930
241.2672	1.8754	0.0405	0.0878	3.6584
241.4196	1.8881	0.0494	0.0704	3.6542
241.5720	1.8805	0.0472	0.0414	3.5347
241.7244	1.8668	0.0342	0.0601	3.4235
241.8768	1.8419	0.0187	0.0640	3.3037
242.0292	1.8425	0.0164	0.0685	3.1838
242.1816	1.8473	0.0216	0.0715	3.1785
242.3340	1.8482	0.0316	0.0747	3.2661
242.4864	1.8469	0.0326	0.0607	3.2390
242.6388	1.8328	0.0276	0.0548	3.2539
242.7912	1.8404	0.0286	0.0890	3.2443
242.9436	1.8568	0.0400	0.1137	3.4057
243.0960	1.8691	0.0460	0.1187	3.6168
243.2484	1.8875	0.0559	0.1185	3.5018
243.4008	1.8976	0.0609	0.1160	3.4225
243.5532	1.8962	0.0606	0.1300	3.3717
243.7056	1.8852	0.0477	0.1119	3.5563
243.8580	1.8792	0.0397	0.0804	3.4536
244.0104	1.8672	0.0319	0.0547	3.2984
244.1628	1.8581	0.0277	0.0656	3.2365
244.3152	1.8612	0.0306	0.0578	3.2074
244.4676	1.8838	0.0426	0.0890	3.4003
244.6200	1.8980	0.0527	0.0923	3.5528
244.7724	1.8961	0.0561	0.0359	3.6214
244.9248	1.8777	0.0482	0.0314	3.3723
245.0772	1.8661	0.0441	0.0619	3.2548
245.2296	1.8794	0.0480	0.0720	3.3251
245.3820	1.8914	0.0537	0.0711	3.5968
245.5344	1.9056	0.0591	0.0787	3.6424
245.6868	1.9028	0.0510	0.1057	3.5731
245.8392	1.9112	0.0509	0.1044	3.3732
245.9916	1.9140	0.0534	0.1006	3.2331
246.1440	1.9051	0.0506	0.0960	3.2692
246.2964	1.8657	0.0319	0.0935	3.5397
246.4488	1.8179	0.0236	0.0872	3.6629
246.6012	1.7612	0.0224	0.0522	3.6211
246.7536	1.7355	0.0378	0.0401	3.4845
246.9060	1.7188	0.0381	0.0373	3.4750
247.0584	1.7139	0.0315	0.0508	3.4172
247.2108	1.7113	0.0213	0.0420	3.2078
247.3632	1.7239	0.0282	0.0345	3.1989
247.5156	1.7337	0.0359	0.0409	3.2879
247.6680	1.7340	0.0410	0.0560	3.5066
247.8204	1.7183	0.0355	0.0639	3.4769
247.9728	1.7207	0.0431	0.0429	3.4981
248.1252	1.7387	0.0577	0.0395	3.5744
248.2776	1.7384	0.0603	0.0704	3.5326
248.4300	1.7249	0.0621	0.1040	3.4839
248.5824	1.6815	0.0562	0.1537	3.3600
248.7348	1.6652	0.0639	0.2291	3.3474
248.8872	1.6581	0.0657	0.2935	3.2731
249.0396	1.6503	0.0554	0.2946	3.2584
249.1920	1.6543	0.0530	0.2821	3.1356
249.3444	1.6425	0.0322	0.2628	2.9750
249.4968	1.6622	0.0268	0.2417	2.7865
249.6492	1.6696	0.0151	0.1963	2.8608
249.8016	1.6839	0.0238	0.1890	3.1726
249.9540	1.6880	0.0418	0.2010	3.4300
250.1064	1.6860	0.0497	0.1945	3.5553
250.2588	1.6983	0.0534	0.1550	3.5199
250.4112	1.7073	0.0493	0.1482	3.5117
250.5636	1.7076	0.0484	0.1765	3.4230
250.7160	1.7037	0.0565	0.2046	3.3388
250.8684	1.6828	0.0598	0.2159	3.3280
251.0208	1.6513	0.0550	0.2068	3.1124
251.1732	1.6234	0.0511	0.2280	2.8559
251.3256	1.6146	0.0450	0.2555	2.7331
