HOLE:	1244D
LEG:	204
TOP:	0.0180
BOTTOM:	380.1036
DEPTH_LSF	BDAV	BMAV	BSAV	RING	RBIT
m	ohmm	ohmm	ohmm	ohmm	ohmm		
103.3757	1.2781	1.3348	1.3327	1.1913	1.2131
103.4062	1.2487	1.3381	1.2993	1.1736	1.2136
103.4366	1.2444	1.2964	1.1823	1.1701	1.2210
103.4671	1.2350	1.2350	1.1600	1.1571	1.2186
103.4976	1.2100	1.2237	1.1723	1.1342	1.2118
103.5281	1.1984	1.2242	1.1371	1.1146	1.2044
103.5586	1.1979	1.1667	1.1001	1.1046	1.2205
103.5890	1.1915	1.1715	1.0857	1.0935	1.2166
103.6195	1.1630	1.1796	1.1007	1.1092	1.2108
103.6500	1.1496	1.1705	1.1179	1.1000	1.2077
103.6805	1.1529	1.1596	1.1110	1.1045	1.2160
103.7110	1.1606	1.1612	1.0898	1.1152	1.2152
103.7414	1.2088	1.1607	1.1164	1.1236	1.2089
103.7719	1.2331	1.2120	1.1340	1.1431	1.2143
103.8024	1.2079	1.2388	1.1671	1.2171	1.2169
103.8329	1.3077	1.3066	1.2720	1.3172	1.2155
103.8634	1.4277	1.4114	1.3002	1.2178	1.2137
103.8938	1.4971	1.4595	1.2802	1.4019	1.2069
103.9243	1.5531	1.4316	1.3425	1.4609	1.2043
103.9548	1.4647	1.4473	1.3784	1.4685	1.2013
103.9853	1.4623	1.4938	1.3477	1.4450	1.1990
104.0158	1.2867	1.4776	1.3143	1.3528	1.1978
104.0462	1.3247	1.3380	1.2673	1.3089	1.1980
104.0767	1.3874	1.3097	1.2298	1.2950	1.1935
104.1072	1.3797	1.2809	1.2518	1.2589	1.1888
104.1377	1.2791	1.2399	1.2511	1.2465	1.1864
104.1682	1.2992	1.2209	1.1717	1.2499	1.1931
104.1986	1.2956	1.2133	1.1421	1.2570	1.1906
104.2291	1.3856	1.2654	1.1837	1.2608	1.1862
104.2596	1.3857	1.2455	1.2157	1.2619	1.1866
104.2901	1.3419	1.2283	1.2128	1.2306	1.1888
104.3206	1.3237	1.2128	1.1885	1.2212	1.1850
104.3510	1.3344	1.2116	1.1827	1.2211	1.1861
104.3815	1.3205	1.2224	1.1875	1.2021	1.1851
104.4120	1.2983	1.2322	1.2010	1.1861	1.1825
104.4425	1.2792	1.2334	1.2021	1.1751	1.1851
104.4730	1.1941	1.2289	1.1952	1.1294	1.1783
104.5034	1.1766	1.2282	1.1636	1.1325	1.1745
104.5339	1.0887	1.1695	1.0995	1.0801	1.1756
104.5644	1.0572	1.1214	1.1200	1.0124	1.1789
104.5949	1.0108	1.0807	1.0786	1.0159	1.1782
104.6254	0.9503	1.0283	0.9968	0.9949	1.1717
104.6558	0.9559	0.9454	0.9588	0.9602	1.1728
104.6863	0.9864	1.0003	1.0294	0.9983	1.1739
104.7168	1.0213	1.0512	1.0248	1.0330	1.1732
104.7473	1.0895	1.0888	1.0288	1.0570	1.1757
104.7778	1.1302	1.1036	1.0345	1.0739	1.1769
104.8082	1.1394	1.0818	1.0368	1.0871	1.1795
104.8387	1.1485	1.0980	1.0342	1.0940	1.1812
104.8692	1.1467	1.1074	1.0376	1.0897	1.1930
104.8997	1.1419	1.1070	1.0417	1.0819	1.1906
104.9302	1.1245	1.1091	1.0454	1.0820	1.1906
104.9606	1.1291	1.1305	1.0462	1.0962	1.1952
104.9911	1.1940	1.1305	1.0369	1.0954	1.1856
105.0216	1.1974	1.1375	1.0050	1.0990	1.1845
105.0521	1.2148	1.1432	0.9820	1.1107	1.1833
105.0826	1.2317	1.1435	1.0605	1.1328	1.1810
105.1130	1.2608	1.1404	1.1142	1.1731	1.1802
105.1435	1.3021	1.1450	1.0905	1.1760	1.1805
105.1740	1.2863	1.2274	1.0860	1.2084	1.1766
105.2045	1.3113	1.2538	1.1835	1.2230	1.1719
105.2350	1.3501	1.2139	1.1681	1.1979	1.1688
105.2654	1.3575	1.1711	1.1809	1.1537	1.1698
105.2959	1.3230	1.3331	1.1520	1.1395	1.1696
105.3264	1.2804	1.2883	1.1655	1.1493	1.1613
105.3569	1.2672	1.2160	1.1835	1.1240	1.1694
105.3874	1.1854	1.1529	1.1144	1.0804	1.1675
105.4178	1.0752	1.0692	0.9893	1.1077	1.1618
105.4483	1.0034	1.0751	1.0199	1.0582	1.1638
105.4788	1.0556	1.1638	1.0436	1.0469	1.1637
105.5093	1.0801	1.1237	1.0476	1.0603	1.1633
105.5398	1.0872	1.1032	1.0413	1.0789	1.1624
105.5702	1.1083	1.1067	1.0391	1.0793	1.1605
105.6007	1.0973	1.1010	1.0406	1.0702	1.1534
105.6312	1.0970	1.0847	1.0301	1.0763	1.1524
105.6617	1.1119	1.0720	1.0554	1.0736	1.1565
105.6922	1.1263	1.0640	1.0725	1.0703	1.1574
105.7226	1.1431	1.0616	1.0606	1.0725	1.1500
105.7531	1.1772	1.0570	1.0616	1.0643	1.1583
105.7836	1.1730	1.0559	1.0639	1.0572	1.1525
105.8141	1.1567	1.0535	1.0517	1.0534	1.1545
105.8446	1.1531	1.0575	1.0555	1.0512	1.1585
105.8750	1.1511	1.0629	1.0677	1.0547	1.1595
105.9055	1.1548	1.0564	1.0668	1.0619	1.1566
105.9360	1.1525	1.0777	1.0071	1.0664	1.1619
105.9665	1.1478	1.0812	1.0744	1.0597	1.1657
105.9970	1.1504	1.0673	1.0382	1.0636	1.1571
106.0274	1.1492	1.0807	1.0164	1.0656	1.1708
106.0579	1.1550	1.0783	1.0087	1.0652	1.1715
106.0884	1.1658	1.0852	1.0278	1.0685	1.1666
106.1189	1.1747	1.0937	1.0252	1.0733	1.1689
106.1494	1.1725	1.0955	1.0296	1.0829	1.1801
106.1798	1.1775	1.1048	1.0308	1.0862	1.1781
106.2103	1.1532	1.1204	1.0354	1.0868	1.1809
106.2408	1.1395	1.1281	1.0401	1.0964	1.1767
106.2713	1.1524	1.0364	1.0440	1.1021	1.1770
106.3018	1.1487	1.0385	1.0478	1.1038	1.1793
106.3322	1.1674	1.0519	1.0489	1.1298	1.1766
106.3627	1.1907	1.0656	1.0459	1.1564	1.1717
106.3932	1.2844	1.0733	1.0529	1.1779	1.1750
106.4237	1.3363	1.0796	1.0853	1.2811	1.1767
106.4542	1.0714	1.0827	1.0699	1.2748	1.1740
106.4846	1.0843	1.0781	1.0616	1.2491	1.1687
106.5151	1.1201	1.1519	1.0803	1.2208	1.1673
106.5456	1.1583	1.2787	1.0998	1.1758	1.1672
106.5761	1.1766	1.2651	1.1284	1.1345	1.1644
106.6066	1.1929	1.2799	1.1658	1.2465	1.1663
106.6370	1.2236	1.2259	1.2222	1.2464	1.1738
106.6675	1.2790	1.1760	1.2742	1.2152	1.1674
106.6980	1.1962	1.1690	1.2057	1.1851	1.1695
106.7285	1.1055	1.1668	1.1610	1.1675	1.1687
106.7590	1.1221	1.1637	1.1318	1.1623	1.1671
106.7894	1.1362	1.1605	1.1071	1.1572	1.1680
106.8199	1.1409	1.1173	1.1085	1.1477	1.1659
106.8504	1.1456	1.1000	1.1607	1.1382	1.1632
106.8809	1.1563	1.1103	1.1339	1.1002	1.1704
106.9114	1.1574	1.0980	1.1062	1.1020	1.1657
106.9418	1.1377	1.0853	1.0752	1.1087	1.1670
106.9723	1.1214	1.0730	1.0634	1.1049	1.1698
107.0028	1.1446	1.1169	1.0581	1.0989	1.1679
107.0333	1.1625	1.1699	1.0624	1.1000	1.1642
107.0638	1.1788	1.2423	1.1916	1.1068	1.1700
107.0942	1.2399	1.3105	1.1862	1.1533	1.1720
107.1247	1.2740	1.3254	1.1872	1.2084	1.1667
107.1552	1.2411	1.2531	1.1856	1.2170	1.1658
107.1857	1.2624	1.2652	1.1701	1.1999	1.1692
107.2162	1.2779	1.2723	1.1898	1.1863	1.1699
107.2466	1.2792	1.2789	1.2021	1.1834	1.1705
107.2771	1.3017	1.3085	1.2328	1.1863	1.1690
107.3076	1.3407	1.3947	1.2754	1.2316	1.1707
107.3381	1.3756	1.4554	1.2962	1.2664	1.1719
107.3686	1.3863	1.3492	1.2297	1.2927	1.1687
107.3990	1.3924	1.2913	1.2697	1.2682	1.1661
107.4295	1.3378	1.2534	1.1468	1.2342	1.1646
107.4600	1.2670	1.2099	1.0836	1.1763	1.1670
107.4905	1.2241	1.2485	1.1052	1.1401	1.1689
107.5210	1.2448	1.2645	1.1373	1.1579	1.1665
107.5514	1.3394	1.3233	1.1458	1.2003	1.1658
107.5819	1.3850	1.3780	1.1642	1.2395	1.1618
107.6124	1.3947	1.3925	1.2044	1.2482	1.1617
107.6429	1.3724	1.4029	1.1712	1.2578	1.1640
107.6734	1.2996	1.3813	1.1669	1.2401	1.1658
107.7038	1.3231	1.3030	1.1866	1.1953	1.1620
107.7343	1.2864	1.2913	1.2129	1.1628	1.1637
107.7648	1.2715	1.3303	1.2238	1.1789	1.1628
107.7953	1.2990	1.3459	1.2072	1.1866	1.1622
107.8258	1.3205	1.3597	1.1816	1.1922	1.1626
107.8562	1.2977	1.3717	1.1974	1.1968	1.1628
107.8867	1.2484	1.3432	1.2027	1.1846	1.1658
107.9172	1.2047	1.2517	1.1917	1.1386	1.1653
107.9477	1.1851	1.2513	1.1350	1.0894	1.1644
107.9782	1.1969	1.1876	1.1180	1.1081	1.1617
108.0086	1.2041	1.1910	1.1495	1.1155	1.1621
108.0391	1.2210	1.2587	1.1723	1.1343	1.1638
108.0696	1.2417	1.2765	1.1698	1.1234	1.1626
108.1001	1.2547	1.2315	1.1475	1.0928	1.1618
108.1306	1.2509	1.1650	1.1200	1.0795	1.1653
108.1610	1.1587	1.1276	1.0945	1.0746	1.1609
108.1915	1.1687	1.1407	1.0878	1.0437	1.1585
108.2220	1.1440	1.1307	1.0908	1.0377	1.1562
108.2525	1.1308	1.1403	1.1178	1.0352	1.1561
108.2830	1.1470	1.1806	1.1308	1.0369	1.1612
108.3134	1.1760	1.1815	1.1335	1.0512	1.1610
108.3439	1.1975	1.1961	1.1381	1.0746	1.1567
108.3744	1.2072	1.2375	1.1494	1.0952	1.1618
108.4049	1.2384	1.2673	1.1775	1.1207	1.1651
108.4354	1.2474	1.2725	1.1908	1.1435	1.1624
108.4658	1.2232	1.2455	1.1820	1.1365	1.1645
108.4963	1.1716	1.2155	1.1638	1.1084	1.1708
108.5268	1.1343	1.1940	1.1648	1.1176	1.1680
108.5573	1.1510	1.1870	1.1877	1.1102	1.1689
108.5878	1.1542	1.1779	1.1677	1.0909	1.1744
108.6182	1.1400	1.1543	1.1252	1.0773	1.1749
108.6487	1.1132	1.1451	1.0976	1.0778	1.1739
108.6792	1.0995	1.1530	1.0988	1.0620	1.1779
108.7097	1.1069	1.1487	1.0916	1.0527	1.1703
108.7402	1.1276	1.0996	1.0634	1.0469	1.1479
108.7706	1.1436	1.0981	1.0314	1.0533	1.1467
108.8011	1.1314	1.1262	1.0289	1.0595	1.1502
108.8316	1.1197	1.1099	0.9701	1.0514	1.1543
108.8621	1.1235	1.0609	1.0248	1.0496	1.1578
108.8926	1.1408	1.0899	1.0552	1.0672	1.1601
108.9230	1.1337	1.1245	1.0745	1.0772	1.1625
108.9535	1.1597	1.1498	1.0859	1.1037	1.1617
108.9840	1.1968	1.1617	1.0828	1.1318	1.1604
109.0145	1.2229	1.1748	1.0936	1.1400	1.1573
109.0450	1.2405	1.1841	1.1202	1.1447	1.1615
109.0754	1.2521	1.1810	1.1277	1.1448	1.1587
109.1059	1.2579	1.1645	1.1236	1.1379	1.1592
109.1364	1.1799	1.1477	1.1172	1.1243	1.1610
109.1669	1.1897	1.1500	1.1136	1.1237	1.1633
109.1974	1.1837	1.1491	1.1011	1.1168	1.1662
109.2278	1.1756	1.1416	1.0948	1.0974	1.1695
109.2583	1.1695	1.1318	1.0987	1.0826	1.1728
109.2888	1.1592	1.1122	1.0900	1.0630	1.1740
109.3193	1.1572	1.1089	1.0851	1.0476	1.1735
109.3498	1.1285	1.1101	1.0890	1.0405	1.1763
109.3802	1.1353	1.1129	1.0987	1.0367	1.1761
109.4107	1.1358	1.1164	1.0909	1.0430	1.1733
109.4412	1.1351	1.1169	1.0866	1.0360	1.1800
109.4717	1.1386	1.1195	1.0831	1.0325	1.1848
109.5022	1.1293	1.1326	1.0668	1.0280	1.1858
109.5326	1.1305	1.1321	1.0440	1.0247	1.1868
109.5631	1.1498	1.1371	1.0777	1.0319	1.1878
109.5936	1.1652	1.1591	1.1578	1.0530	1.1915
109.6241	1.2091	1.2115	1.2401	1.0849	1.1949
109.6546	1.2577	1.2599	1.2022	1.1476	1.1920
109.6850	1.2965	1.2500	1.1936	1.2458	1.1901
109.7155	1.4121	1.2959	1.2577	1.2716	1.1951
109.7460	1.5215	1.4945	1.3264	1.3462	1.1931
109.7765	1.5874	1.5079	1.3616	1.4672	1.1981
109.8070	1.6197	1.5046	1.3825	1.5196	1.1977
109.8374	1.6306	1.5429	1.3873	1.5426	1.1932
109.8679	1.5719	1.5600	1.3755	1.5306	1.1922
109.8984	1.4517	1.5273	1.2481	1.5067	1.2060
109.9289	1.3504	1.2893	1.1958	1.3765	1.2039
109.9594	1.3777	1.2268	1.2079	1.2871	1.2070
109.9898	1.3400	1.2496	1.1985	1.2164	1.2104
110.0203	1.2626	1.2499	1.1762	1.2011	1.2108
110.0508	1.2310	1.2351	1.1590	1.2775	1.2098
110.0813	1.1667	1.2259	1.1580	1.1541	1.2035
110.1118	1.1682	1.2284	1.1337	1.1098	1.2138
110.1422	1.1470	1.2253	1.1511	1.1041	1.2122
110.1727	1.2152	1.2072	1.1623	1.0857	1.2123
110.2032	1.2106	1.2168	1.1503	1.0817	1.2096
110.2337	1.2193	1.2287	1.1640	1.0913	1.2081
110.2642	1.2450	1.2091	1.1622	1.1093	1.2134
110.2946	1.2392	1.2367	1.1543	1.1309	1.2105
110.3251	1.2270	1.1870	1.1535	1.1508	1.2069
110.3556	1.2252	1.2184	1.1760	1.1415	1.2097
110.3861	1.2308	1.2363	1.1630	1.1323	1.2107
110.4166	1.2304	1.2188	1.1342	1.2526	1.2075
110.4470	1.1903	1.1870	1.1499	1.2947	1.2050
110.4775	1.3218	1.2660	1.2067	1.4475	1.2096
110.5080	1.5098	1.3856	1.3746	1.3876	1.2148
110.5385	1.3954	1.6008	1.3974	1.4398	1.2138
110.5690	1.4600	1.5653	1.3833	1.3545	1.2075
110.5994	1.5206	1.5103	1.3647	1.3860	1.2046
110.6299	1.4647	1.4174	1.3278	1.3770	1.2032
110.6604	1.3381	1.4001	1.2800	1.2719	1.2093
110.6909	1.3241	1.4093	1.2859	1.2657	1.2120
110.7214	1.3012	1.3923	1.2573	1.2946	1.2103
110.7518	1.2940	1.2948	1.2579	1.2357	1.2169
110.7823	1.2685	1.2537	1.1640	1.2311	1.2171
110.8128	1.2074	1.1856	1.1595	1.1579	1.2122
110.8433	1.1998	1.2033	1.1514	1.1292	1.2141
110.8738	1.2035	1.2265	1.1989	1.1343	1.2180
110.9042	1.2040	1.2190	1.1611	1.1439	1.2166
110.9347	1.2113	1.2500	1.1814	1.1559	1.2174
110.9652	1.3051	1.2171	1.1955	1.1814	1.2146
110.9957	1.3988	1.2371	1.1998	1.2002	1.2101
111.0262	1.3811	1.2511	1.1860	1.2058	1.2102
111.0566	1.3612	1.2561	1.2317	1.2113	1.2109
111.0871	1.3169	1.3033	1.2636	1.2262	1.2032
111.1176	1.2949	1.3513	1.2609	1.2670	1.1963
111.1481	1.3047	1.2991	1.2708	1.2626	1.2002
111.1786	1.3675	1.2404	1.1552	1.2043	1.2022
111.2090	1.2504	1.1905	1.0888	1.1783	1.2033
111.2395	1.2703	1.1567	1.0658	1.1608	1.2047
111.2700	1.2437	1.1704	1.0422	1.1465	1.1973
111.3005	1.2362	1.1693	1.1137	1.1776	1.1989
111.3310	1.2666	1.1880	1.2284	1.1924	1.2035
111.3614	1.3082	1.2363	1.1645	1.2002	1.2049
111.3919	1.3365	1.2283	1.1410	1.2063	1.2027
111.4224	1.3319	1.2730	1.1682	1.2343	1.1976
111.4529	1.3433	1.2273	1.2222	1.2225	1.1943
111.4834	1.3314	1.2200	1.2237	1.1924	1.1943
111.5138	1.2953	1.2357	1.1369	1.1676	1.1970
111.5443	1.2531	1.1985	1.1168	1.1397	1.1950
111.5748	1.2467	1.1860	1.0729	1.1143	1.1913
111.6053	1.2424	1.2085	1.0505	1.1099	1.1925
111.6358	1.2318	1.1831	1.0553	1.1096	1.1921
111.6662	1.2407	1.1731	1.0500	1.1002	1.1903
111.6967	1.2297	1.1058	1.0552	1.0938	1.1905
111.7272	1.2377	1.1936	1.0572	1.0951	1.1910
111.7577	1.2491	1.2056	1.0525	1.1048	1.1873
111.7882	1.1784	1.1882	1.0451	1.1061	1.1823
111.8186	1.2402	1.2071	1.0376	1.1035	1.1812
111.8491	1.2215	1.1833	1.0412	1.1094	1.1815
111.8796	1.2103	1.1793	1.0504	1.1015	1.1804
111.9101	1.2395	1.1739	1.0359	1.1051	1.1772
111.9406	1.2219	1.1592	1.0411	1.1045	1.1806
111.9710	1.2213	1.1433	1.0494	1.1092	1.1816
112.0015	1.2235	1.1623	1.0570	1.1107	1.1792
112.0320	1.2188	1.1871	1.0684	1.1157	1.1749
112.0625	1.2385	1.1716	1.0751	1.1197	1.1769
112.0930	1.2483	1.1864	1.0721	1.1327	1.1777
112.1234	1.2564	1.2042	1.0696	1.1500	1.1719
112.1539	1.2699	1.2251	1.0687	1.1644	1.1636
112.1844	1.2878	1.2332	1.0722	1.1724	1.1716
112.2149	1.2904	1.2165	1.0756	1.1913	1.1587
112.2454	1.2921	1.2268	1.0812	1.2105	1.1585
112.2758	1.3004	1.2459	1.0820	1.2262	1.1552
112.3063	1.3091	1.2491	1.0865	1.2781	1.1550
112.3368	1.3416	1.2685	1.0848	1.2678	1.1577
112.3673	1.3268	1.2652	1.1343	1.2587	1.1602
112.3978	1.3091	1.3323	1.1864	1.2434	1.1582
112.4282	1.3619	1.3494	1.2016	1.2595	1.1532
112.4587	1.3378	1.3329	1.2180	1.2599	1.1543
112.4892	1.2874	1.3209	1.2424	1.2355	1.1565
112.5197	1.3117	1.3205	1.2591	1.2230	1.1519
112.5502	1.3540	1.3143	1.2922	1.2428	1.1572
112.5806	1.3067	1.2479	1.3090	1.1754	1.1526
112.6111	1.2989	1.2297	1.2736	1.1590	1.1545
112.6416	1.2741	1.2272	1.2086	1.1564	1.1447
112.6721	1.2053	1.2327	1.1240	1.1164	1.1434
112.7026	1.1738	1.2150	1.0888	1.0978	1.1519
112.7330	1.1806	1.1765	1.1277	1.1169	1.1468
112.7635	1.2039	1.2451	1.1913	1.1444	1.1471
112.7940	1.2683	1.3537	1.2376	1.1581	1.1472
112.8245	1.3675	1.3247	1.2089	1.2230	1.1418
112.8550	1.4048	1.3174	1.2145	1.2251	1.1402
112.8854	1.3686	1.2738	1.2225	1.2128	1.1541
112.9159	1.2737	1.2844	1.1993	1.1803	1.1474
112.9464	1.2133	1.3127	1.1769	1.1544	1.1505
112.9769	1.1456	1.2936	1.1535	1.1425	1.1569
113.0074	1.0781	1.2559	1.1316	1.1456	1.1529
113.0378	1.1191	1.2604	1.1140	1.1547	1.1507
113.0683	1.1438	1.2650	1.0976	1.1465	1.1520
113.0988	1.1796	1.2718	1.0910	1.1324	1.1565
113.1293	1.1827	1.2833	1.1096	1.1349	1.1606
113.1598	1.1471	1.3168	1.0957	1.1257	1.1616
113.1902	1.1120	1.2878	1.0717	1.1137	1.1626
113.2207	1.1163	1.1846	1.0432	1.0968	1.1595
113.2512	1.1207	1.1603	1.0284	1.0803	1.1610
113.2817	1.1177	1.1513	1.0138	1.0894	1.1680
113.3122	1.1064	1.1527	1.0458	1.0951	1.1646
113.3426	1.0777	1.0441	1.0485	1.0816	1.1719
113.3731	1.0773	1.0094	1.0603	1.0784	1.1753
113.4036	1.1069	0.9914	1.0635	1.0774	1.1674
113.4341	1.1374	1.0114	1.0645	1.0774	1.1741
113.4646	1.1737	1.0501	1.0632	1.0798	1.1665
113.4950	1.2000	1.0992	1.0532	1.0820	1.1672
113.5255	1.1723	1.1137	1.0440	1.0847	1.1627
113.5560	1.1730	1.1041	1.0484	1.0937	1.1695
113.5865	1.1881	1.1025	1.0642	1.0959	1.1719
113.6170	1.1940	1.1202	1.0872	1.0981	1.1697
113.6474	1.1908	1.1456	1.0555	1.1009	1.1636
113.6779	1.1814	1.1426	1.0739	1.1010	1.1589
113.7084	1.1632	1.1346	1.0756	1.0983	1.1600
113.7389	1.1520	1.1215	1.0519	1.0974	1.1615
113.7694	1.1609	1.0529	1.0352	1.0972	1.1609
113.7998	1.1999	1.0447	1.0380	1.0951	1.1569
113.8303	1.2205	1.0765	1.0642	1.0943	1.1512
113.8608	1.1848	1.0707	1.0773	1.0955	1.1470
113.8913	1.1715	1.0590	1.0804	1.0934	1.1492
113.9218	1.1901	1.0901	1.1085	1.0968	1.1518
113.9522	1.1515	1.1294	1.1134	1.0947	1.1502
113.9827	1.2084	1.1338	1.1208	1.1006	1.1451
114.0132	1.1560	1.1165	1.1310	1.0987	1.1489
114.0437	1.1835	1.1513	1.1254	1.1012	1.1464
114.0742	1.1811	1.1662	1.1191	1.1075	1.1434
114.1046	1.1955	1.1757	1.1205	1.1012	1.1456
114.1351	1.1977	1.1880	1.1309	1.1001	1.1448
114.1656	1.1723	1.1783	1.1265	1.1087	1.1448
114.1961	1.1887	1.1725	1.1256	1.1096	1.1461
114.2266	1.2110	1.1726	1.1336	1.1121	1.1472
114.2570	1.2169	1.1786	1.1357	1.1182	1.1440
114.2875	1.2258	1.1775	1.1225	1.1241	1.1459
114.3180	1.2370	1.1764	1.1289	1.1300	1.1462
114.3485	1.2292	1.1774	1.1388	1.1222	1.1494
114.3790	1.2273	1.1799	1.1434	1.1237	1.1528
114.4094	1.2277	1.1815	1.1420	1.1269	1.1493
114.4399	1.2268	1.1988	1.1405	1.1226	1.1524
114.4704	1.2259	1.2157	1.1512	1.1349	1.1563
114.5009	1.2166	1.2083	1.1574	1.1375	1.1543
114.5314	1.2102	1.1909	1.1445	1.1423	1.1505
114.5618	1.2037	1.1899	1.1421	1.1664	1.1492
114.5923	1.1943	1.2089	1.1470	1.2299	1.1524
114.6228	1.2213	1.2227	1.1459	1.2446	1.1596
114.6533	1.2470	1.2967	1.2211	1.2781	1.1603
114.6838	1.3228	1.3484	1.3031	1.3361	1.1547
114.7142	1.4363	1.3445	1.3181	1.3250	1.1539
114.7447	1.4387	1.4181	1.3064	1.3224	1.1608
114.7752	1.3971	1.4084	1.3233	1.3175	1.1610
114.8057	1.3846	1.3923	1.3758	1.3090	1.1631
114.8362	1.3646	1.3729	1.4651	1.3180	1.1622
114.8666	1.3594	1.3483	1.4163	1.2658	1.1618
114.8971	1.3429	1.3380	1.3828	1.2618	1.1675
114.9276	1.2810	1.3434	1.4153	1.2571	1.1709
114.9581	1.2731	1.3301	1.2896	1.2364	1.1598
114.9886	1.2009	1.2092	1.2407	1.1816	1.1671
115.0190	1.1825	1.1842	1.2127	1.1039	1.1730
115.0495	1.1657	1.2265	1.1740	1.1229	1.1696
115.0800	1.1283	1.2009	1.1886	1.0998	1.1666
115.1105	1.1319	1.1818	1.1695	1.0832	1.1678
115.1410	1.1548	1.1842	1.1512	1.0781	1.1736
115.1714	1.1013	1.1851	1.1410	1.0820	1.1772
115.2019	1.0644	1.1921	1.1440	1.0857	1.1696
115.2324	1.0414	1.1862	1.1641	1.0839	1.1664
115.2629	0.9854	1.1780	1.1680	1.0832	1.1739
115.2934	0.9692	1.1663	1.1772	1.0806	1.1663
115.3238	0.9724	1.1494	1.1581	1.0751	1.1699
115.3543	0.9697	1.1290	1.1299	1.0774	1.1738
115.3848	0.9592	1.1157	1.1261	1.0847	1.1644
115.4153	0.9808	1.1151	1.1179	1.0753	1.1658
115.4458	0.9926	1.1158	1.1115	1.0629	1.1709
115.4762	0.9986	1.1152	1.0978	1.0650	1.1703
115.5067	1.0051	1.1215	1.0862	1.0655	1.1680
115.5372	1.0196	1.1261	1.0906	1.0678	1.1651
115.5677	1.0107	1.1222	1.0967	1.0636	1.1638
115.5982	1.0141	1.1147	1.0921	1.0558	1.1687
115.6286	1.0121	1.1109	1.0886	1.0518	1.1688
115.6591	1.0050	1.1210	1.0839	1.0524	1.1670
115.6896	1.0013	1.1253	1.0782	1.0586	1.1669
115.7201	1.0061	1.1224	1.0868	1.0602	1.1669
115.7506	0.9909	1.1152	1.0808	1.0618	1.1658
115.7810	0.9807	1.1089	1.0786	1.0709	1.1645
115.8115	0.9801	1.1097	1.0792	1.0826	1.1633
115.8420	0.9871	1.1222	1.0878	1.0870	1.1592
115.8725	1.0054	1.1563	1.1336	1.1075	1.1563
115.9030	1.0704	1.2119	1.2006	1.1385	1.1549
115.9334	1.1237	1.2569	1.2044	1.1650	1.1516
115.9639	1.1770	1.2643	1.0353	1.1564	1.1509
115.9944	1.2391	1.2630	1.0396	1.1738	1.1470
116.0249	1.2299	1.2442	1.0438	1.1769	1.1476
116.0554	1.2348	1.2598	1.0629	1.1772	1.1469
116.0858	1.2299	1.0912	1.0861	1.1807	1.1403
116.1163	1.2303	1.0919	1.0926	1.1824	1.1402
116.1468	1.2487	1.0921	1.0861	1.1714	1.1372
116.1773	1.2591	1.0943	1.0769	1.1591	1.1354
116.2078	1.2634	1.0973	1.0662	1.1519	1.1375
116.2382	1.2931	1.0980	1.0502	1.1494	1.1373
116.2687	1.1889	1.0959	1.0374	1.1405	1.1357
116.2992	1.1985	1.0958	1.0289	1.1025	1.1397
116.3297	1.2082	1.0960	1.0209	1.0992	1.1392
116.3602	1.2030	1.0888	1.0190	1.0671	1.1382
116.3906	1.1945	1.0877	1.0258	1.0668	1.1403
116.4211	1.1926	1.1006	1.0317	1.0981	1.1422
116.4516	1.1957	1.1113	1.0447	1.1029	1.1420
116.4821	1.2141	1.1211	1.0517	1.1090	1.1392
116.5126	1.2323	1.1273	1.0464	1.1139	1.1412
116.5430	1.2261	1.1089	1.0540	1.1173	1.1456
116.5735	1.2281	1.1081	1.0569	1.1203	1.1470
116.6040	1.2427	1.1132	1.0419	1.1214	1.1516
116.6345	1.2570	1.1080	1.0359	1.1198	1.1493
116.6650	1.2648	1.1101	1.0288	1.1142	1.1447
116.6954	1.2622	1.1243	1.0244	1.1083	1.1530
116.7259	1.2583	1.1478	1.0241	1.1024	1.1597
116.7564	1.2610	1.1577	1.0243	1.1045	1.1621
116.7869	1.2617	1.1479	1.0292	1.1030	1.1640
116.8174	1.2304	1.1422	1.0405	1.1002	1.1678
116.8478	1.2222	1.1465	1.0352	1.1062	1.1613
116.8783	1.2308	1.1513	1.0177	1.1053	1.1626
116.9088	1.2485	1.1620	1.0333	1.1070	1.1659
116.9393	1.2800	1.1634	1.0427	1.1127	1.1725
116.9698	1.2925	1.1640	1.0528	1.1049	1.1713
117.0002	1.2914	1.1637	1.0571	1.0969	1.1750
117.0307	1.2683	1.1559	1.0680	1.1052	1.1752
117.0612	1.2466	1.1748	1.0799	1.1135	1.1752
117.0917	1.2427	1.1802	1.0751	1.1203	1.1734
117.1222	1.2523	1.1509	1.0737	1.1180	1.1704
117.1526	1.2531	1.1286	1.0732	1.1164	1.1711
117.1831	1.2471	1.1313	1.0772	1.1168	1.1711
117.2136	1.2212	1.1273	1.0950	1.1010	1.1705
117.2441	1.2052	1.1166	1.0821	1.0997	1.1671
117.2746	1.1879	1.1126	1.0803	1.1059	1.1648
117.3050	1.1976	1.1123	1.0724	1.1104	1.1710
117.3355	1.1864	1.1243	1.0690	1.1011	1.1696
117.3660	1.1711	1.1356	1.0905	1.0964	1.1661
117.3965	1.2597	1.1773	1.1628	1.1130	1.1633
117.4270	1.3900	1.1923	1.2133	1.1946	1.1555
117.4574	1.4652	1.3043	1.2306	1.2856	1.1579
