HOLE:	1244D
LEG:	204
TOP:	0.0180
BOTTOM:	380.1036
DEPTH_LSF	BDAV	BMAV	BSAV	RING	RBIT
m	ohmm	ohmm	ohmm	ohmm	ohmm		
200.2106	1.4136	1.3702	1.3890	1.4358	1.3044
200.2411	1.4064	1.3719	1.4042	1.4308	1.3038
200.2716	1.4064	1.3752	1.3988	1.4297	1.3067
200.3021	1.4094	1.3642	1.3518	1.4322	1.3040
200.3326	1.4036	1.3587	1.3307	1.4207	1.3002
200.3630	1.4125	1.3590	1.3291	1.4247	1.3078
200.3935	1.4013	1.3569	1.3290	1.4197	1.3032
200.4240	1.4004	1.3477	1.3176	1.4292	1.3068
200.4545	1.3966	1.3451	1.3277	1.4255	1.3044
200.4850	1.3901	1.3495	1.3200	1.4205	1.3026
200.5154	1.3979	1.3488	1.3146	1.4178	1.3097
200.5459	1.3994	1.3063	1.3077	1.4059	1.3095
200.5764	1.3871	1.3032	1.3089	1.3974	1.3088
200.6069	1.3457	1.2977	1.3121	1.4113	1.3067
200.6374	1.3302	1.3008	1.2930	1.3932	1.3027
200.6678	1.3319	1.3050	1.2898	1.3786	1.3060
200.6983	1.3357	1.3101	1.2883	1.3744	1.3102
200.7288	1.3337	1.3152	1.2873	1.3755	1.3109
200.7593	1.3374	1.3131	1.2891	1.3724	1.3088
200.7898	1.3309	1.3102	1.2989	1.3699	1.3076
200.8202	1.3210	1.3080	1.2979	1.3676	1.3066
200.8507	1.3211	1.3078	1.3087	1.3761	1.3071
200.8812	1.3232	1.3073	1.3217	1.3872	1.3082
200.9117	1.3286	1.3135	1.3277	1.4085	1.3106
200.9422	1.3510	1.3050	1.3223	1.4182	1.3070
200.9726	1.3596	1.3134	1.3160	1.4271	1.3083
201.0031	1.3635	1.3354	1.3146	1.4380	1.3106
201.0336	1.3611	1.3500	1.3014	1.4427	1.3132
201.0641	1.3572	1.3542	1.3102	1.4475	1.3078
201.0946	1.3719	1.3479	1.3043	1.4418	1.3106
201.1250	1.3681	1.3362	1.2955	1.4392	1.3138
201.1555	1.3707	1.3112	1.2967	1.4424	1.3104
201.1860	1.3754	1.3169	1.3036	1.4362	1.3101
201.2165	1.3762	1.3294	1.3116	1.4339	1.3113
201.2470	1.3789	1.3436	1.3212	1.4380	1.3113
201.2774	1.3825	1.3604	1.3391	1.4402	1.3096
201.3079	1.3858	1.3432	1.3534	1.4394	1.3108
201.3384	1.3895	1.3526	1.3645	1.4418	1.3134
201.3689	1.3925	1.3681	1.3748	1.4450	1.3156
201.3994	1.3881	1.3743	1.3855	1.4461	1.3155
201.4298	1.3824	1.3742	1.3830	1.4401	1.3155
201.4603	1.3803	1.3738	1.3774	1.4405	1.3154
201.4908	1.3767	1.3719	1.3711	1.4326	1.3165
201.5213	1.3771	1.3641	1.3670	1.4281	1.3179
201.5518	1.3770	1.3677	1.3690	1.4281	1.3171
201.5822	1.3723	1.3694	1.3738	1.4206	1.3063
201.6127	1.3730	1.3707	1.3507	1.4169	1.2993
201.6432	1.3791	1.3752	1.3551	1.4203	1.3003
201.6737	1.3831	1.3873	1.3539	1.4263	1.3081
201.7042	1.3811	1.3914	1.3543	1.4323	1.3127
201.7346	1.3921	1.3978	1.3745	1.4347	1.3117
201.7651	1.3937	1.5211	1.3836	1.4351	1.3134
201.7956	1.3917	1.5516	1.3841	1.4364	1.3143
201.8261	1.3924	1.5833	1.3762	1.4432	1.2980
201.8566	1.3999	1.5766	1.3623	1.4449	1.3151
201.8870	1.4038	1.5729	1.3668	1.4490	1.3132
201.9175	1.4614	1.5740	1.3838	1.4560	1.3108
201.9480	1.4505	1.5720	1.3844	1.4642	1.3138
201.9785	1.4514	1.5665	1.3980	1.4648	1.3152
202.0090	1.4520	1.5612	1.4408	1.4622	1.3180
202.0394	1.4489	1.5561	1.4068	1.4690	1.3217
202.0699	1.4467	1.5612	1.3637	1.4759	1.3232
202.1004	1.4450	1.5606	1.3781	1.4646	1.3195
202.1309	1.4505	1.5388	1.3885	1.4673	1.3195
202.1614	1.4615	1.5258	1.3820	1.4703	1.3194
202.1918	1.4679	1.5516	1.3912	1.4719	1.3176
202.2223	1.4700	1.5533	1.3605	1.4720	1.3216
202.2528	1.4622	1.5400	1.3695	1.4670	1.3092
202.2833	1.4533	1.5259	1.3871	1.4618	1.3123
202.3138	1.4420	1.4897	1.3920	1.4547	1.3194
202.3442	1.4229	1.4795	1.3750	1.4464	1.3186
202.3747	1.4213	1.4514	1.3666	1.4308	1.3171
202.4052	1.4208	1.4179	1.4024	1.4192	1.3197
202.4357	1.4134	1.3976	1.4211	1.4096	1.3204
202.4662	1.4006	1.4102	1.4211	1.3993	1.3194
202.4966	1.3903	1.3872	1.4150	1.3948	1.3183
202.5271	1.3812	1.3929	1.4096	1.3916	1.3155
202.5576	1.3876	1.3945	1.4048	1.3923	1.3185
202.5881	1.3706	1.3998	1.4073	1.3892	1.3124
202.6186	1.3327	1.4090	1.3994	1.3854	1.3114
202.6490	1.3224	1.4199	1.4118	1.3969	1.3172
202.6795	1.3856	1.4260	1.4148	1.3941	1.3124
202.7100	1.4054	1.4357	1.4139	1.3891	1.3078
202.7405	1.4063	1.4709	1.4235	1.4075	1.3102
202.7710	1.4136	1.4628	1.4264	1.4174	1.3072
202.8014	1.4077	1.4547	1.4316	1.4257	1.3100
202.8319	1.3945	1.4703	1.4396	1.4113	1.3134
202.8624	1.4129	1.4553	1.4429	1.3922	1.3144
202.8929	1.4234	1.4561	1.4355	1.3885	1.3140
202.9234	1.4076	1.4490	1.4165	1.3952	1.3107
202.9538	1.4180	1.4455	1.4125	1.4068	1.3077
202.9843	1.4288	1.4538	1.3872	1.4262	1.3114
203.0148	1.4295	1.4762	1.4417	1.4272	1.3111
203.0453	1.4315	1.4511	1.3568	1.4254	1.3096
203.0758	1.4385	1.4539	1.3411	1.4150	1.3072
203.1062	1.4235	1.4314	1.3228	1.3870	1.3071
203.1367	1.4039	1.4565	1.3219	1.3741	1.3103
203.1672	1.3914	1.3789	1.3240	1.3814	1.3103
203.1977	1.3888	1.4183	1.3141	1.3773	1.3086
203.2282	1.3740	1.3942	1.3400	1.3822	1.3093
203.2586	1.3722	1.3692	1.3422	1.3875	1.3093
203.2891	1.3795	1.3809	1.3307	1.3893	1.3067
203.3196	1.3953	1.3925	1.2894	1.3890	1.3046
203.3501	1.3914	1.3903	1.2793	1.3925	1.3003
203.3806	1.4009	1.3552	1.2923	1.3849	1.3037
203.4110	1.3920	1.3455	1.3034	1.3773	1.3092
203.4415	1.3801	1.3660	1.3018	1.3675	1.3092
203.4720	1.3797	1.3673	1.2994	1.3724	1.3086
203.5025	1.3547	1.3691	1.2952	1.3401	1.3074
203.5330	1.3766	1.3430	1.2920	1.3643	1.3063
203.5634	1.4073	1.3664	1.2895	1.3522	1.3063
203.5939	1.4231	1.3878	1.2943	1.3434	1.3056
203.6244	1.4206	1.3945	1.3062	1.3590	1.3058
203.6549	1.4310	1.3986	1.3307	1.3800	1.3060
203.6854	1.4355	1.3999	1.3247	1.3973	1.3049
203.7158	1.4056	1.4017	1.3136	1.4126	1.3017
203.7463	1.4050	1.4040	1.3203	1.3986	1.2998
203.7768	1.4078	1.4076	1.3278	1.4138	1.3016
203.8073	1.4177	1.4064	1.3373	1.4128	1.3035
203.8378	1.4265	1.4033	1.3427	1.4276	1.3019
203.8682	1.4346	1.4023	1.3411	1.4162	1.3016
203.8987	1.4426	1.4014	1.3320	1.4158	1.3017
203.9292	1.4460	1.4008	1.3326	1.4226	1.3013
203.9597	1.4392	1.3963	1.3414	1.4242	1.3013
203.9902	1.4615	1.3963	1.3533	1.4251	1.2994
204.0206	1.4909	1.4284	1.3606	1.4252	1.2992
204.0511	1.5117	1.4210	1.3437	1.4270	1.3017
204.0816	1.5225	1.4061	1.3191	1.4313	1.3061
204.1121	1.5109	1.3879	1.3162	1.4192	1.3007
204.1426	1.4863	1.3578	1.3046	1.4084	1.2978
204.1730	1.4649	1.3426	1.2954	1.4021	1.3036
204.2035	1.4708	1.3361	1.2931	1.4016	1.3064
204.2340	1.4761	1.3139	1.2945	1.4043	1.3114
204.2645	1.4749	1.2926	1.2656	1.3994	1.3134
204.2950	1.4713	1.2803	1.2470	1.3941	1.3160
204.3254	1.4700	1.2827	1.2484	1.3904	1.3171
204.3559	1.4842	1.3064	1.2441	1.3915	1.3169
204.3864	1.5045	1.3839	1.2198	1.3918	1.3157
204.4169	1.4823	1.4148	1.2599	1.3904	1.3145
204.4474	1.4656	1.4274	1.2536	1.3867	1.3165
204.4778	1.4606	1.4326	1.2704	1.3866	1.3185
204.5083	1.4540	1.4354	1.3055	1.3884	1.3189
204.5388	1.4097	1.4337	1.3378	1.3881	1.3184
204.5693	1.4019	1.4236	1.3689	1.3863	1.3170
204.5998	1.3857	1.4181	1.3685	1.3848	1.3219
204.6302	1.3617	1.4227	1.3736	1.3861	1.3235
204.6607	1.3546	1.4200	1.3792	1.3799	1.3223
204.6912	1.3099	1.4136	1.3683	1.3767	1.3168
204.7217	1.3066	1.4321	1.3855	1.3770	1.3174
204.7522	1.2991	1.4215	1.3913	1.3782	1.3143
204.7826	1.2912	1.3974	1.3960	1.3789	1.3187
204.8131	1.2762	1.4111	1.3978	1.3835	1.3133
204.8436	1.2510	1.4241	1.4024	1.3879	1.3014
204.8741	1.2199	1.4340	1.4065	1.3924	1.3227
204.9046	1.1976	1.4474	1.4126	1.3954	1.3254
204.9350	1.2429	1.4559	1.4331	1.3989	1.3247
204.9655	1.2565	1.4576	1.4402	1.4127	1.3231
204.9960	1.1798	1.4557	1.4392	1.4220	1.3259
205.0265	1.2220	1.4458	1.4243	1.4363	1.3273
205.0570	1.2337	1.4407	1.4132	1.4448	1.3246
205.0874	1.2276	1.4463	1.4053	1.4464	1.3244
205.1179	1.2069	1.4473	1.4139	1.4383	1.3230
205.1484	1.2204	1.4290	1.4038	1.4409	1.3226
205.1789	1.2308	1.4229	1.3876	1.4056	1.3226
205.2094	1.2393	1.4199	1.3875	1.3973	1.3215
205.2398	1.2663	1.4252	1.3958	1.3960	1.3174
205.2703	1.3038	1.4171	1.3822	1.4009	1.3188
205.3008	1.3321	1.3915	1.3792	1.4055	1.3210
205.3313	1.3553	1.3805	1.3748	1.4100	1.3163
205.3618	1.3691	1.3887	1.3385	1.4090	1.3173
205.3922	1.3630	1.3819	1.3411	1.4103	1.3187
205.4227	1.3707	1.3784	1.3245	1.4126	1.3144
205.4532	1.3784	1.3581	1.3594	1.4150	1.3144
205.4837	1.3855	1.3784	1.3664	1.4172	1.3201
205.5142	1.3964	1.3779	1.3783	1.4198	1.3240
205.5446	1.4041	1.3843	1.3807	1.4213	1.3249
205.5751	1.4073	1.3932	1.3930	1.4156	1.3211
205.6056	1.4244	1.4021	1.3887	1.4260	1.3188
205.6361	1.4114	1.4046	1.3773	1.4071	1.3060
205.6666	1.3907	1.3880	1.3812	1.3976	1.3246
205.6970	1.3843	1.3840	1.3939	1.4041	1.3112
205.7275	1.3856	1.3895	1.3943	1.4064	1.3150
205.7580	1.3868	1.3986	1.3970	1.4104	1.3270
205.7885	1.3852	1.4015	1.4023	1.4087	1.3265
205.8190	1.3930	1.4033	1.3822	1.4133	1.3253
205.8494	1.3868	1.3925	1.3777	1.4163	1.3311
205.8799	1.3967	1.3804	1.3655	1.4168	1.3222
205.9104	1.3934	1.3775	1.3603	1.4149	1.3259
205.9409	1.3785	1.3714	1.3624	1.4067	1.3169
205.9714	1.3671	1.3981	1.3637	1.3948	1.3282
206.0018	1.3640	1.4134	1.3754	1.3889	1.3178
206.0323	1.3780	1.4195	1.3788	1.3848	1.3142
206.0628	1.3976	1.4287	1.3765	1.3933	1.3212
206.0933	1.4123	1.4246	1.3870	1.4023	1.3239
206.1238	1.4029	1.4267	1.3962	1.4166	1.3255
206.1542	1.4009	1.4292	1.4037	1.4249	1.3255
206.1847	1.3960	1.4398	1.4028	1.4235	1.3267
206.2152	1.3958	1.4250	1.4051	1.4148	1.3310
206.2457	1.4071	1.4189	1.4111	1.4112	1.3298
206.2762	1.4103	1.4267	1.4007	1.4173	1.3278
206.3066	1.4112	1.4263	1.3970	1.4349	1.3278
206.3371	1.4144	1.4207	1.4002	1.4407	1.3281
206.3676	1.4156	1.4089	1.3922	1.4438	1.3287
206.3981	1.4102	1.4109	1.3891	1.4399	1.3295
206.4286	1.4116	1.4155	1.3916	1.4455	1.3303
206.4590	1.4202	1.4215	1.3957	1.4430	1.3291
206.4895	1.4165	1.4211	1.4033	1.4280	1.3288
206.5200	1.4140	1.4229	1.4051	1.4512	1.3283
206.5505	1.4130	1.4300	1.4051	1.4360	1.3273
206.5810	1.4072	1.4409	1.3557	1.4145	1.3256
206.6114	1.4012	1.4328	1.3329	1.4183	1.3263
206.6419	1.3951	1.4102	1.3124	1.4196	1.3290
206.6724	1.3878	1.3860	1.3452	1.4188	1.3290
206.7029	1.3816	1.3780	1.3090	1.4156	1.3271
206.7334	1.3774	1.3823	1.2949	1.4137	1.3242
206.7638	1.3757	1.3799	1.3092	1.4136	1.3269
206.7943	1.3848	1.3992	1.3090	1.4239	1.3268
206.8248	1.3893	1.3732	1.3100	1.4307	1.3250
206.8553	1.3939	1.3648	1.3212	1.4343	1.3257
206.8858	1.4038	1.3942	1.3174	1.4340	1.3255
206.9162	1.3976	1.3868	1.3287	1.4338	1.3214
206.9467	1.3879	1.3811	1.3322	1.4369	1.3242
206.9772	1.4013	1.3723	1.3314	1.4381	1.3242
207.0077	1.3747	1.3708	1.3311	1.4219	1.3233
207.0382	1.3676	1.3831	1.3367	1.4132	1.3259
207.0686	1.3864	1.3867	1.3337	1.4102	1.3242
207.0991	1.3868	1.3891	1.3324	1.4124	1.3263
207.1296	1.3872	1.3857	1.3353	1.4192	1.3296
207.1601	1.4021	1.3801	1.3456	1.4163	1.3317
207.1906	1.3976	1.3794	1.3500	1.4003	1.3341
207.2210	1.3947	1.3735	1.3343	1.4104	1.3349
207.2515	1.3998	1.3785	1.3261	1.4126	1.3331
207.2820	1.4114	1.3856	1.3333	1.4120	1.3383
207.3125	1.4123	1.3881	1.3329	1.4054	1.3429
207.3430	1.4170	1.3780	1.3249	1.4103	1.3319
207.3734	1.4119	1.3691	1.3259	1.4095	1.3349
207.4039	1.4108	1.3757	1.3242	1.4058	1.3389
207.4344	1.4135	1.3822	1.3268	1.4063	1.3411
207.4649	1.4203	1.3871	1.3229	1.4122	1.3421
207.4954	1.4241	1.3923	1.3226	1.4041	1.3424
207.5258	1.4184	1.3950	1.3237	1.4123	1.3433
207.5563	1.4205	1.3968	1.3348	1.4046	1.3443
207.5868	1.4233	1.4017	1.3301	1.4077	1.3443
207.6173	1.4233	1.3901	1.3393	1.4103	1.3386
207.6478	1.4201	1.3892	1.3466	1.4216	1.3417
207.6782	1.4199	1.3889	1.3515	1.4075	1.3357
207.7087	1.4182	1.3728	1.3552	1.4084	1.3386
207.7392	1.4243	1.3857	1.3550	1.4100	1.3413
207.7697	1.4183	1.3915	1.3514	1.4109	1.3340
207.8002	1.4196	1.3917	1.3476	1.4118	1.3341
207.8306	1.4296	1.3971	1.3639	1.4193	1.3400
207.8611	1.4339	1.3941	1.3503	1.4233	1.3424
207.8916	1.4375	1.3912	1.3579	1.4262	1.3426
207.9221	1.4484	1.3691	1.3765	1.4346	1.3378
207.9526	1.4490	1.3806	1.3922	1.4403	1.3377
207.9830	1.4748	1.3158	1.3350	1.4477	1.3421
208.0135	1.4815	1.3322	1.3367	1.4683	1.3428
208.0440	1.4852	1.3393	1.2886	1.4718	1.3428
208.0745	1.4879	1.3663	1.2992	1.4815	1.3439
208.1050	1.4863	1.2876	1.3414	1.4545	1.3390
208.1354	1.4687	1.3280	1.3794	1.4461	1.3376
208.1659	1.4404	1.3282	1.3911	1.4336	1.3346
208.1964	1.4176	1.3410	1.3911	1.4222	1.3395
208.2269	1.4053	1.3645	1.3950	1.4091	1.3363
208.2574	1.4332	1.3653	1.4096	1.4128	1.3352
208.2878	1.4047	1.3701	1.4167	1.4443	1.3350
208.3183	1.4221	1.3792	1.4039	1.4363	1.3364
208.3488	1.4201	1.3798	1.4110	1.4396	1.3386
208.3793	1.4188	1.3906	1.4288	1.4455	1.3394
208.4098	1.4180	1.4012	1.4652	1.4386	1.3423
208.4402	1.4260	1.3923	1.4878	1.4499	1.3392
208.4707	1.4299	1.3838	1.5014	1.4456	1.3358
208.5012	1.4305	1.3757	1.4980	1.4292	1.3331
208.5317	1.4301	1.3577	1.4926	1.4178	1.3388
208.5622	1.4284	1.3494	1.4866	1.4267	1.3285
208.5926	1.4268	1.3506	1.4833	1.4249	1.3335
208.6231	1.4265	1.3490	1.4816	1.4125	1.3371
208.6536	1.4280	1.3462	1.4797	1.4029	1.3399
208.6841	1.4305	1.3346	1.4777	1.4019	1.3380
208.7146	1.4139	1.3304	1.4761	1.4033	1.3343
208.7450	1.4074	1.3320	1.4699	1.4122	1.3403
208.7755	1.4075	1.3295	1.4390	1.4182	1.3418
208.8060	1.4081	1.3239	1.4126	1.4230	1.3374
208.8365	1.4104	1.3234	1.3942	1.4241	1.3394
208.8670	1.4226	1.3263	1.3777	1.4261	1.3400
208.8974	1.4298	1.3132	1.3792	1.4289	1.3384
208.9279	1.4343	1.3055	1.3806	1.4318	1.3437
208.9584	1.4371	1.3162	1.3821	1.4327	1.3471
208.9889	1.4390	1.3271	1.3803	1.4315	1.3478
209.0194	1.4400	1.3307	1.3760	1.4293	1.3470
209.0498	1.4391	1.3340	1.3915	1.4281	1.3480
209.0803	1.4308	1.3373	1.4029	1.4311	1.3500
209.1108	1.4221	1.3444	1.3809	1.4310	1.3520
209.1413	1.4124	1.3561	1.3808	1.4208	1.3513
209.1718	1.4034	1.3619	1.3990	1.4149	1.3554
209.2022	1.4028	1.3593	1.4161	1.4225	1.3511
209.2327	1.4022	1.3596	1.4264	1.4202	1.3514
209.2632	1.4017	1.3860	1.4381	1.4143	1.3457
209.2937	1.4034	1.4121	1.4537	1.4189	1.3412
209.3242	1.4071	1.4425	1.4514	1.4246	1.3309
209.3546	1.4131	1.4140	1.4568	1.4296	1.3399
209.3851	1.4310	1.3862	1.4498	1.4342	1.3463
209.4156	1.4578	1.3921	1.4537	1.4388	1.3452
209.4461	1.4358	1.3897	1.4565	1.4440	1.3511
209.4766	1.4217	1.3956	1.4167	1.4522	1.3537
209.5070	1.4264	1.3914	1.3982	1.4620	1.3526
209.5375	1.4273	1.3892	1.4004	1.4801	1.3478
209.5680	1.4105	1.3880	1.3996	1.4525	1.3478
209.5985	1.4203	1.3850	1.3977	1.4654	1.3510
209.6290	1.4262	1.3829	1.3922	1.4630	1.3442
209.6594	1.4173	1.3821	1.3497	1.4490	1.3482
209.6899	1.4205	1.3674	1.3127	1.4474	1.3444
209.7204	1.4221	1.3527	1.2710	1.4251	1.3466
209.7509	1.4227	1.3471	1.2652	1.4180	1.3531
209.7814	1.4146	1.3201	1.2878	1.4256	1.3509
209.8118	1.4016	1.3106	1.3041	1.4205	1.3450
209.8423	1.3834	1.3050	1.2977	1.4188	1.3490
209.8728	1.3847	1.3123	1.2794	1.4206	1.3499
209.9033	1.3867	1.3197	1.3138	1.4236	1.3459
209.9338	1.3898	1.3041	1.3219	1.4230	1.3477
209.9642	1.3870	1.3131	1.3282	1.4212	1.3509
209.9947	1.3985	1.3126	1.3298	1.4301	1.3519
210.0252	1.4137	1.3153	1.3249	1.4346	1.3509
210.0557	1.4117	1.3244	1.3296	1.4358	1.3551
210.0862	1.4249	1.3335	1.3320	1.4421	1.3539
210.1166	1.3949	1.3377	1.3340	1.4421	1.3570
210.1471	1.4204	1.3414	1.3413	1.4508	1.3564
210.1776	1.4188	1.3463	1.3508	1.4523	1.3512
210.2081	1.4088	1.3595	1.3266	1.4566	1.3604
210.2386	1.4168	1.3738	1.3180	1.4605	1.3535
210.2690	1.4231	1.3562	1.3188	1.4542	1.3568
210.2995	1.4224	1.3448	1.3142	1.4578	1.3563
210.3300	1.4255	1.3313	1.3371	1.4703	1.3537
210.3605	1.4188	1.3442	1.3294	1.4583	1.3519
210.3910	1.4003	1.3486	1.3218	1.4507	1.3538
210.4214	1.3824	1.3488	1.3192	1.4503	1.3616
210.4519	1.3838	1.3549	1.3203	1.4434	1.3489
210.4824	1.3966	1.3567	1.3270	1.4349	1.3577
210.5129	1.4018	1.3579	1.3305	1.4245	1.3569
210.5434	1.4186	1.3598	1.3291	1.4161	1.3690
210.5738	1.4246	1.3595	1.3294	1.4268	1.3678
210.6043	1.4238	1.3538	1.3323	1.4379	1.3656
210.6348	1.4250	1.3521	1.3362	1.4551	1.3637
210.6653	1.4242	1.3590	1.3416	1.4602	1.3617
210.6958	1.4257	1.3654	1.3447	1.4619	1.3606
210.7262	1.4312	1.3706	1.3442	1.4521	1.3616
210.7567	1.4342	1.3775	1.3495	1.4629	1.3649
210.7872	1.4337	1.3883	1.3578	1.4606	1.3612
210.8177	1.4362	1.3963	1.3675	1.4679	1.3644
210.8482	1.4436	1.3979	1.3740	1.4648	1.3673
210.8786	1.4488	1.4017	1.3753	1.4617	1.3619
210.9091	1.4508	1.4072	1.3725	1.4586	1.3615
210.9396	1.4504	1.4009	1.3693	1.4651	1.3617
210.9701	1.4465	1.3945	1.3712	1.4718	1.3604
211.0006	1.4436	1.3943	1.3744	1.4674	1.3588
211.0310	1.4425	1.3932	1.3757	1.4629	1.3577
211.0615	1.4443	1.3919	1.3719	1.4604	1.3641
211.0920	1.4477	1.4018	1.3669	1.4580	1.3665
211.1225	1.4492	1.4062	1.3596	1.4579	1.3623
211.1530	1.4538	1.4059	1.3579	1.4578	1.3630
211.1834	1.4632	1.3972	1.3613	1.4574	1.3663
211.2139	1.4575	1.3931	1.3564	1.4567	1.3668
211.2444	1.4491	1.3953	1.3846	1.4548	1.3668
211.2749	1.4513	1.3992	1.3835	1.4544	1.3630
211.3054	1.4518	1.3980	1.4028	1.4557	1.3603
211.3358	1.4528	1.4084	1.3978	1.4608	1.3654
211.3663	1.4556	1.4275	1.4040	1.4663	1.3622
211.3968	1.4737	1.4269	1.4206	1.4724	1.3541
211.4273	1.4795	1.4376	1.4185	1.4861	1.3573
211.4578	1.4723	1.4279	1.4154	1.4957	1.3634
211.4882	1.4682	1.4210	1.4048	1.4931	1.3660
211.5187	1.4748	1.4216	1.4076	1.4872	1.3657
211.5492	1.5018	1.4210	1.4277	1.4866	1.3654
211.5797	1.5073	1.4277	1.4410	1.4957	1.3651
211.6102	1.5324	1.4353	1.4572	1.5129	1.3661
211.6406	1.5457	1.4441	1.4685	1.5020	1.3672
211.6711	1.5424	1.4471	1.4518	1.5039	1.3709
211.7016	1.5231	1.4446	1.4661	1.5199	1.3695
211.7321	1.5074	1.4565	1.4766	1.5118	1.3709
211.7626	1.5174	1.4713	1.4825	1.5170	1.3711
211.7930	1.5332	1.4753	1.4645	1.5292	1.3664
211.8235	1.5549	1.4990	1.4959	1.5361	1.3750
211.8540	1.5706	1.4837	1.5150	1.5508	1.3642
211.8845	1.5609	1.4605	1.4955	1.5552	1.3650
211.9150	1.5397	1.4511	1.4708	1.5482	1.3627
211.9454	1.5221	1.4534	1.4482	1.5318	1.3656
211.9759	1.5029	1.4435	1.4405	1.5007	1.3690
212.0064	1.5059	1.4355	1.4320	1.4875	1.3708
212.0369	1.5125	1.4385	1.4164	1.4903	1.3714
212.0674	1.5218	1.4429	1.4175	1.4893	1.3694
212.0978	1.5068	1.4479	1.4199	1.4930	1.3653
212.1283	1.5134	1.4603	1.4208	1.4945	1.3703
212.1588	1.5275	1.4654	1.4441	1.5082	1.3725
212.1893	1.5257	1.4877	1.4595	1.5196	1.3706
212.2198	1.5384	1.4987	1.4623	1.5161	1.3710
212.2502	1.5479	1.5063	1.4635	1.4846	1.3716
212.2807	1.5425	1.4920	1.4577	1.4917	1.3727
212.3112	1.5243	1.4544	1.4459	1.4806	1.3707
212.3417	1.5121	1.4496	1.4560	1.4721	1.3722
212.3722	1.5107	1.4477	1.4423	1.4687	1.3682
212.4026	1.5023	1.4391	1.4285	1.4629	1.3640
212.4331	1.4893	1.4250	1.4160	1.4682	1.3660
212.4636	1.4671	1.4189	1.4083	1.4689	1.3695
212.4941	1.4791	1.4124	1.4045	1.4603	1.3646
212.5246	1.4777	1.4035	1.3844	1.4562	1.3640
212.5550	1.4731	1.3929	1.3609	1.4626	1.3709
212.5855	1.4593	1.3854	1.3326	1.4587	1.3741
212.6160	1.4395	1.3848	1.2889	1.4529	1.3734
212.6465	1.4550	1.3818	1.2476	1.4593	1.3710
212.6770	1.4506	1.3747	1.2475	1.4616	1.3721
212.7074	1.4525	1.3582	1.2473	1.4560	1.3694
212.7379	1.4590	1.3428	1.2619	1.4618	1.3687
212.7684	1.4647	1.3294	1.2836	1.4355	1.3687
212.7989	1.4647	1.3329	1.2991	1.4329	1.3657
212.8294	1.4414	1.3365	1.3148	1.4292	1.3626
212.8598	1.4250	1.3174	1.3305	1.4166	1.3527
212.8903	1.4180	1.2839	1.3435	1.4077	1.3560
212.9208	1.4101	1.2906	1.3392	1.3989	1.3567
212.9513	1.4027	1.2975	1.3349	1.4002	1.3600
212.9818	1.4001	1.3080	1.2402	1.4055	1.3578
213.0122	1.3975	1.3182	1.1213	1.4122	1.3582
213.0427	1.3781	1.3184	1.1287	1.4098	1.3590
213.0732	1.3548	1.3186	1.1518	1.4097	1.3611
213.1037	1.3555	1.3174	1.1936	1.4171	1.3634
213.1342	1.3550	1.3153	1.1897	1.4159	1.3648
213.1646	1.3484	1.3076	1.1836	1.4116	1.3661
213.1951	1.3436	1.3001	1.2108	1.4076	1.3649
213.2256	1.3494	1.3157	1.1811	1.4046	1.3635
213.2561	1.3553	1.3162	1.1767	1.4043	1.3625
213.2866	1.3655	1.3129	1.2252	1.4049	1.3617
213.3170	1.3781	1.3405	1.2529	1.4046	1.3626
213.3475	1.3929	1.3593	1.2751	1.4039	1.3637
213.3780	1.4099	1.3569	1.3485	1.4133	1.3637
213.4085	1.4364	1.3431	1.3947	1.4265	1.3620
213.4390	1.4166	1.3474	1.3918	1.4382	1.3576
213.4694	1.3933	1.3524	1.3744	1.4445	1.3591
213.4999	1.3846	1.3599	1.3812	1.4392	1.3605
213.5304	1.3897	1.3692	1.3926	1.4218	1.3594
213.5609	1.3993	1.3756	1.3903	1.4231	1.3579
213.5914	1.4167	1.3752	1.3923	1.4296	1.3575
213.6218	1.4286	1.3822	1.4045	1.4344	1.3611
213.6523	1.4319	1.3863	1.4301	1.4481	1.3608
213.6828	1.4355	1.3819	1.4350	1.4600	1.3598
213.7133	1.4413	1.3800	1.4353	1.4624	1.3596
213.7438	1.4564	1.3823	1.4352	1.4660	1.3631
213.7742	1.4590	1.3895	1.4404	1.4900	1.3517
213.8047	1.4637	1.4084	1.4425	1.5065	1.3598
213.8352	1.4665	1.4071	1.4383	1.4917	1.3656
213.8657	1.4598	1.3979	1.4356	1.4885	1.3637
213.8962	1.4670	1.4137	1.4341	1.4955	1.3666
213.9266	1.4764	1.4261	1.4417	1.4552	1.3705
213.9571	1.4651	1.4227	1.4689	1.4495	1.3675
213.9876	1.4290	1.4246	1.4587	1.4664	1.3708
214.0181	1.4367	1.4324	1.4181	1.4636	1.3713
214.0486	1.4525	1.4337	1.4126	1.4599	1.3722
214.0790	1.4413	1.4122	1.4237	1.4632	1.3770
214.1095	1.4297	1.3801	1.4314	1.4633	1.3719
214.1400	1.4171	1.3932	1.4311	1.4624	1.3775
214.1705	1.4126	1.3966	1.4243	1.4609	1.3834
214.2010	1.4143	1.3717	1.3964	1.4590	1.3783
214.2314	1.4150	1.3303	1.3605	1.4585	1.3868
214.2619	1.4135	1.3154	1.3565	1.4589	1.3864
214.2924	1.3696	1.3184	1.3679	1.4332	1.3877
