HOLE:	1244D
LEG:	204
TOP:	0.0180
BOTTOM:	351.7572
DEPTH_LSF	DCAL
m	in
208.8060	0.1007
208.9584	0.1454
209.1108	0.2378
209.2632	0.2957
209.4156	0.2170
209.5680	0.0947
209.7204	0.0749
209.8728	0.0908
210.0252	0.1193
210.1776	0.0941
210.3300	0.0742
210.4824	0.1199
210.6348	0.1285
210.7872	0.1791
210.9396	0.1918
211.0920	0.2394
211.2444	0.1536
211.3968	0.0982
211.5492	0.0859
211.7016	0.0511
211.8540	0.1432
212.0064	0.1375
212.1588	0.1770
212.3112	0.4231
212.4636	0.5058
212.6160	0.3129
212.7684	0.1079
212.9208	0.2195
213.0732	0.2509
213.2256	0.1884
213.3780	0.1993
213.5304	0.1512
213.6828	0.0991
213.8352	0.0614
213.9876	0.0793
214.1400	0.0908
214.2924	0.1363
214.4448	0.1292
214.5972	0.0797
214.7496	0.0328
214.9020	0.0812
215.0544	0.1492
215.2068	0.1703
215.3592	0.2107
215.5116	0.2439
215.6640	0.2128
215.8164	0.1659
215.9688	0.1480
216.1212	0.1674
216.2736	0.3171
216.4260	0.5685
216.5784	0.7541
216.7308	0.6931
216.8832	0.6430
217.0356	0.5027
217.1880	0.2200
217.3404	0.2161
217.4928	0.2697
217.6452	0.3148
217.7976	0.2593
217.9500	0.1728
218.1024	0.2694
218.2548	0.1788
218.4072	0.0992
218.5596	0.0287
218.7120	0.1033
218.8644	0.1385
219.0168	0.1701
219.1692	0.1957
219.3216	0.2392
219.4740	0.3429
219.6264	0.3329
219.7788	0.3075
219.9312	0.2460
220.0836	0.2614
220.2360	0.2196
220.3884	0.1430
220.5408	0.0507
220.6932	0.0622
220.8456	0.1079
220.9980	0.1089
221.1504	0.0539
221.3028	0.0896
221.4552	0.1234
221.6076	0.1639
221.7600	0.1536
221.9124	0.0713
222.0648	0.0868
222.2172	0.1118
222.3696	0.0574
222.5220	0.1318
222.6744	0.1682
222.8268	0.2059
222.9792	0.1175
223.1316	0.1370
223.2840	0.1489
223.4364	0.0666
223.5888	0.1368
223.7412	0.1867
223.8936	0.2048
224.0460	0.2368
224.1984	0.1855
224.3508	0.1690
224.5032	0.1356
224.6556	0.1030
224.8080	0.1490
224.9604	0.2066
225.1128	0.2543
225.2652	0.2423
225.4176	0.2297
225.5700	0.2080
225.7224	0.1599
225.8748	0.1734
226.0272	0.1493
226.1796	0.2310
226.3320	0.2154
226.4844	0.1041
226.6368	0.1424
226.7892	0.1299
226.9416	0.1435
227.0940	0.2112
227.2464	0.1355
227.3988	0.1746
227.5512	0.2053
227.7036	0.2348
227.8560	0.1411
228.0084	0.0594
228.1608	0.1351
228.3132	0.2487
228.4656	0.2144
228.6180	0.1672
228.7704	0.1614
228.9228	0.1732
229.0752	0.1765
229.2276	0.1106
229.3800	0.0958
229.5324	0.1602
229.6848	0.1754
229.8372	0.1359
229.9896	0.1462
230.1420	0.1513
230.2944	0.1631
230.4468	0.1165
230.5992	0.0883
230.7516	0.1117
230.9040	0.2010
231.0564	0.2307
231.2088	0.2149
231.3612	0.1358
231.5136	0.1172
231.6660	0.0924
231.8184	0.1301
231.9708	0.1563
232.1232	0.2177
232.2756	0.2734
232.4280	0.3355
232.5804	0.3754
232.7328	0.3536
232.8852	0.2185
233.0376	0.2181
233.1900	0.1716
233.3424	0.1447
233.4948	0.1876
233.6472	0.1478
233.7996	0.0810
233.9520	0.1025
234.1044	0.1427
234.2568	0.1594
234.4092	0.2201
234.5616	0.2539
234.7140	0.2067
234.8664	0.1599
235.0188	0.1385
235.1712	0.1167
235.3236	0.1070
235.4760	0.1133
235.6284	0.1515
235.7808	0.2229
235.9332	0.2606
236.0856	0.3092
236.2380	0.3194
236.3904	0.2835
236.5428	0.2195
236.6952	0.1719
236.8476	0.0763
237.0000	0.0949
237.1524	0.1309
237.3048	0.0990
237.4572	0.2340
237.6096	0.2943
237.7620	0.2874
237.9144	0.2036
238.0668	0.2132
238.2192	0.2308
238.3716	0.1975
238.5240	0.1867
238.6764	0.1782
238.8288	0.2225
238.9812	0.2199
239.1336	0.1296
239.2860	0.1201
239.4384	0.1046
239.5908	0.1422
239.7432	0.1382
239.8956	0.1715
240.0480	0.1557
240.2004	0.1757
240.3528	0.1655
240.5052	0.1317
240.6576	0.1297
240.8100	0.1339
240.9624	0.1102
241.1148	0.2141
241.2672	0.2001
241.4196	0.1582
241.5720	0.0938
241.7244	0.1384
241.8768	0.1517
242.0292	0.1623
242.1816	0.1684
242.3340	0.1757
242.4864	0.1430
242.6388	0.1313
242.7912	0.2114
242.9436	0.2650
243.0960	0.2725
243.2484	0.2664
243.4008	0.2579
243.5532	0.2895
243.7056	0.2524
243.8580	0.1824
244.0104	0.1259
244.1628	0.1527
244.3152	0.1339
244.4676	0.2011
244.6200	0.2052
244.7724	0.0799
244.9248	0.0714
245.0772	0.1427
245.2296	0.1634
245.3820	0.1591
245.5344	0.1736
245.6868	0.2337
245.8392	0.2286
245.9916	0.2197
246.1440	0.2117
246.2964	0.2156
246.4488	0.2128
246.6012	0.1368
246.7536	0.1089
246.9060	0.1035
247.0584	0.1421
247.2108	0.1179
247.3632	0.0950
247.5156	0.1111
247.6680	0.1523
247.8204	0.1776
247.9728	0.1188
248.1252	0.1067
248.2776	0.1901
248.4300	0.2863
248.5824	0.4498
248.7348	0.6869
248.8872	0.8896
249.0396	0.9036
249.1920	0.8599
249.3444	0.8159
249.4968	0.7279
249.6492	0.5846
249.8016	0.5512
249.9540	0.5828
250.1064	0.5656
250.2588	0.4428
250.4112	0.4179
250.5636	0.4975
250.7160	0.5802
250.8684	0.6308
251.0208	0.6332
251.1732	0.7295
251.3256	0.8290
251.4780	0.6399
251.6304	0.5369
251.7828	0.4838
251.9352	0.4707
252.0876	0.4843
252.2400	0.4582
252.3924	0.7270
252.5448	0.5011
252.6972	0.3224
252.8496	0.1360
253.0020	0.1338
253.1544	0.1908
253.3068	0.2338
253.4592	0.3176
253.6116	0.2419
253.7640	0.1381
253.9164	0.1129
254.0688	0.3340
254.2212	0.4733
254.3736	0.4293
254.5260	0.4596
254.6784	0.5301
254.8308	0.7209
254.9832	0.7395
255.1356	0.6630
255.2880	0.5160
255.4404	0.4434
255.5928	0.3502
255.7452	0.2177
255.8976	0.1481
256.0500	0.3385
256.2024	0.4615
256.3548	0.4949
256.5072	0.4611
256.6596	0.4264
256.8120	0.3297
256.9644	0.2103
257.1168	0.2733
257.2692	0.4112
257.4216	0.5795
257.5740	0.4909
257.7264	0.2637
257.8788	0.0876
258.0312	0.1101
258.1836	0.1335
258.3360	0.2264
258.4884	0.1758
258.6408	0.2047
258.7932	0.2159
258.9456	0.4314
259.0980	0.6155
259.2504	0.6891
259.4028	0.6300
259.5552	0.4945
259.7076	0.4128
259.8600	0.4486
260.0124	0.4601
260.1648	0.3422
260.3172	0.2377
260.4696	0.2368
260.6220	0.2972
260.7744	0.4580
260.9268	0.7981
261.0792	0.7731
261.2316	0.6300
261.3840	0.5772
261.5364	0.8434
261.6888	0.5082
261.8412	0.2147
261.9936	0.5582
262.1460	0.7706
262.2984	0.8552
262.4508	0.9590
262.6032	0.8567
262.7556	0.6265
262.9080	0.4453
263.0604	0.3590
263.2128	0.3142
263.3652	0.4102
263.5176	0.3617
263.6700	0.3781
263.8224	0.4307
263.9748	0.4992
264.1272	0.6348
264.2796	0.7233
264.4320	0.8070
264.5844	0.7722
264.7368	0.4688
264.8892	0.6909
265.0416	1.0943
265.1940	1.2178
265.3464	1.3045
265.4988	1.2461
265.6512	1.2203
265.8036	0.6756
265.9560	0.3579
266.1084	0.6261
266.2608	0.7919
266.4132	0.8454
266.5656	0.8147
266.7180	0.6379
266.8704	0.4914
267.0228	0.4603
267.1752	0.5171
267.3276	0.5397
267.4800	0.3380
267.6324	0.2952
267.7848	0.6428
267.9372	0.7710
268.0896	0.6191
268.2420	0.4574
268.3944	0.3020
268.5468	0.2170
268.6992	0.3236
268.8516	0.4299
269.0040	0.4988
269.1564	0.5879
269.3088	0.5529
269.4612	0.4490
269.6136	0.3730
269.7660	0.2708
269.9184	0.2430
270.0708	0.2054
270.2232	0.1878
270.3756	0.2481
270.5280	0.2854
270.6804	0.2839
270.8328	0.3142
270.9852	0.2676
271.1376	0.3681
271.2900	0.3546
271.4424	0.3072
271.5948	0.2217
271.7472	0.2971
271.8996	0.2787
272.0520	0.2886
272.2044	0.4379
272.3568	0.5463
272.5092	0.4100
272.6616	0.3847
272.8140	0.4636
272.9664	0.3319
273.1188	0.2227
273.2712	0.2552
273.4236	0.4818
273.5760	0.6282
273.7284	0.6670
273.8808	0.6068
274.0332	0.6445
274.1856	0.7430
274.3380	0.7390
274.4904	0.6599
274.6428	0.4005
274.7952	0.2804
274.9476	0.3130
275.1000	0.3761
275.2524	0.4137
275.4048	0.5678
275.5572	0.6275
275.7096	0.6198
275.8620	0.5521
276.0144	0.6363
276.1668	0.8305
276.3192	0.7988
276.4716	0.7592
276.6240	0.7845
276.7764	0.7198
276.9288	0.5218
277.0812	0.3679
277.2336	0.3665
277.3860	0.3711
277.5384	0.2153
277.6908	0.2870
277.8432	0.6512
277.9956	0.9587
278.1480	1.0486
278.3004	1.0889
278.4528	1.0690
278.6052	0.7858
278.7576	0.4212
278.9100	0.1681
279.0624	0.1794
279.2148	0.2010
279.3672	0.1478
279.5196	0.1384
279.6720	0.2177
279.8244	0.2448
279.9768	0.2736
280.1292	0.3432
280.2816	0.3820
280.4340	0.4016
280.5864	0.3841
280.7388	0.3820
280.8912	0.6384
281.0436	0.5265
281.1960	0.3454
281.3484	0.2086
281.5008	0.1916
281.6532	0.2375
281.8056	0.4000
281.9580	0.6528
282.1104	0.7798
282.2628	0.5292
282.4152	0.1478
282.5676	0.1277
282.7200	0.1125
282.8724	0.1069
283.0248	0.3054
283.1772	0.3503
283.3296	0.2200
283.4820	0.2519
283.6344	0.2270
283.7868	0.2162
283.9392	0.1338
284.0916	0.1614
284.2440	0.3969
284.3964	0.4218
284.5488	0.5135
284.7012	0.6195
284.8536	0.7281
285.0060	0.8515
285.1584	0.9030
285.3108	0.8985
285.4632	0.7697
285.6156	0.5839
285.7680	0.6341
285.9204	0.2994
286.0728	0.1536
286.2252	0.4539
286.3776	0.5073
286.5300	0.6535
286.6824	0.4086
286.8348	0.2561
286.9872	0.2097
287.1396	0.1707
287.2920	0.2100
287.4444	0.3240
287.5968	0.3022
287.7492	0.3153
287.9016	0.1832
288.0540	0.1499
288.2064	0.2403
288.3588	0.2425
288.5112	0.2747
288.6636	0.3715
288.8160	0.4259
288.9684	0.4485
289.1208	0.3601
289.2732	0.3821
289.4256	0.4783
289.5780	0.8609
289.7304	1.2600
289.8828	1.1374
290.0352	0.6852
290.1876	0.4877
290.3400	0.5985
290.4924	0.9171
290.6448	0.9453
290.7972	0.8882
290.9496	0.6959
291.1020	0.5689
291.2544	0.6747
291.4068	0.8358
291.5592	0.8495
291.7116	0.6895
291.8640	0.6448
292.0164	0.5284
292.1688	0.4740
292.3212	0.3646
292.4736	0.3875
292.6260	0.4852
292.7784	0.4975
292.9308	0.6716
293.0832	0.6352
293.2356	0.4154
293.3880	0.2460
293.5404	0.2970
293.6928	0.2941
293.8452	0.2645
293.9976	0.3326
294.1500	0.4126
294.3024	0.3096
294.4548	0.1760
294.6072	0.4061
294.7596	0.6528
294.9120	0.0000
295.0644	0.0000
295.2168	0.0000
295.3692	0.6680
295.5216	0.8960
295.6740	1.0139
295.8264	1.1528
295.9788	1.2196
296.1312	1.1457
296.2836	0.8747
296.4360	0.5620
296.5884	0.4478
296.7408	0.3611
296.8932	0.1923
297.0456	0.1865
297.1980	0.3847
297.3504	0.3739
297.5028	0.6499
297.6552	1.2508
297.8076	0.9275
297.9600	0.5273
298.1124	0.3902
298.2648	0.3170
298.4172	0.2573
298.5696	0.1671
298.7220	0.3097
298.8744	0.3887
299.0268	0.2648
299.1792	0.2717
299.3316	0.4298
299.4840	0.3485
299.6364	0.2109
299.7888	0.2300
299.9412	0.4054
300.0936	0.4935
300.2460	0.4149
300.3984	0.2530
300.5508	0.3106
300.7032	0.4981
300.8556	0.4509
301.0080	0.2841
301.1604	0.5160
301.3128	0.7786
301.4652	0.8861
301.6176	0.6919
301.7700	0.6082
301.9224	0.7222
302.0748	0.6909
302.2272	0.3256
302.3796	0.2302
302.5320	0.1717
302.6844	0.3190
302.8368	0.2990
302.9892	0.3599
303.1416	0.4598
303.2940	0.4517
303.4464	0.4234
303.5988	0.4043
303.7512	0.4433
303.9036	0.4317
304.0560	0.3823
304.2084	0.3231
304.3608	0.3133
304.5132	0.2148
304.6656	0.1599
304.8180	0.1204
304.9704	0.1195
305.1228	0.2803
305.2752	0.5244
305.4276	0.3149
305.5800	0.4053
305.7324	0.8088
305.8848	0.4257
306.0372	0.7234
306.1896	0.8967
306.3420	0.9529
306.4944	0.7291
306.6468	0.3212
306.7992	0.1614
306.9516	0.3146
307.1040	0.4127
307.2564	0.4448
307.4088	0.4399
307.5612	0.4448
307.7136	0.2744
307.8660	0.3324
308.0184	0.3535
308.1708	0.2949
308.3232	0.1792
308.4756	0.3069
308.6280	0.5902
308.7804	0.6750
308.9328	0.7106
309.0852	0.7933
309.2376	0.8277
309.3900	0.9083
309.5424	0.8714
309.6948	0.6553
309.8472	0.4133
309.9996	0.1583
310.1520	0.0673
310.3044	0.1782
310.4568	0.2292
310.6092	0.2470
310.7616	0.2719
310.9140	0.2944
311.0664	0.2097
311.2188	0.2393
311.3712	0.1903
311.5236	0.1186
311.6760	0.1153
311.8284	0.1526
311.9808	0.3344
312.1332	0.5971
312.2856	0.5283
312.4380	0.2543
312.5904	0.1627
312.7428	0.2834
312.8952	0.4429
313.0476	0.5680
313.2000	0.6158
313.3524	0.6214
313.5048	0.5001
313.6572	0.3846
313.8096	0.4601
313.9620	0.8233
314.1144	0.7817
314.2668	0.5382
314.4192	0.3333
314.5716	0.3455
314.7240	0.4728
314.8764	0.5121
315.0288	0.4865
315.1812	0.4465
315.3336	0.4389
315.4860	0.3564
315.6384	0.3889
315.7908	0.0916
315.9432	0.2174
316.0956	0.4239
316.2480	0.2798
316.4004	0.2860
316.5528	0.5052
316.7052	0.6928
316.8576	0.8011
317.0100	0.8726
317.1624	0.8945
317.3148	0.7121
317.4672	0.5824
317.6196	0.4815
317.7720	0.5516
317.9244	0.8036
318.0768	1.0424
318.2292	1.3259
318.3816	1.2755
318.5340	0.7824
318.6864	0.3508
318.8388	0.4192
318.9912	0.2887
319.1436	0.0827
319.2960	0.2391
319.4484	0.4290
319.6008	0.6680
319.7532	0.7043
319.9056	0.5954
320.0580	0.4836
320.2104	0.4458
320.3628	0.5548
320.5152	0.5635
320.6676	0.5913
320.8200	0.3691
320.9724	0.3937
321.1248	0.4839
321.2772	0.5423
321.4296	0.5111
321.5820	0.3538
321.7344	0.3168
321.8868	0.2363
322.0392	0.1893
322.1916	0.1621
322.3440	0.2194
322.4964	0.4597
322.6488	0.5796
322.8012	0.3538
322.9536	0.4090
323.1060	0.6172
323.2584	0.5963
323.4108	0.6493
323.5632	0.6562
323.7156	0.6463
323.8680	0.7169
324.0204	0.8620
324.1728	0.7902
324.3252	0.7150
324.4776	0.5888
324.6300	0.5331
324.7824	0.5116
324.9348	0.4877
325.0872	0.4547
325.2396	0.3834
325.3920	0.4093
325.5444	0.3197
325.6968	0.2860
325.8492	0.5699
326.0016	0.8228
326.1540	0.9122
326.3064	0.7997
326.4588	0.6815
326.6112	0.3631
326.7636	0.4554
326.9160	0.9288
327.0684	1.1067
327.2208	1.2091
327.3732	1.2125
327.5256	0.7624
327.6780	0.9566
327.8304	1.5730
327.9828	1.1146
328.1352	0.3582
328.2876	0.2652
328.4400	0.4902
328.5924	0.6096
328.7448	0.5018
328.8972	0.3651
329.0496	0.1585
329.2020	0.2409
329.3544	0.3997
329.5068	0.4735
329.6592	0.2755
329.8116	0.1962
329.9640	0.3466
330.1164	0.2990
330.2688	0.0659
330.4212	0.1834
330.5736	0.3623
330.7260	0.5036
330.8784	0.5951
331.0308	0.5926
331.1832	0.5381
331.3356	0.3259
331.4880	0.1932
331.6404	0.1129
331.7928	0.2289
331.9452	0.3267
332.0976	0.2624
332.2500	0.1648
332.4024	0.1758
332.5548	0.3556
332.7072	0.2414
332.8596	0.1191
333.0120	0.1759
333.1644	0.1694
333.3168	0.0787
333.4692	0.1735
333.6216	0.1878
333.7740	0.3617
333.9264	0.6623
334.0788	0.7671
334.2312	0.7251
334.3836	0.5266
334.5360	0.4370
334.6884	0.3280
334.8408	0.2594
334.9932	0.3212
335.1456	0.3868
335.2980	0.3227
335.4504	0.3653
335.6028	0.3675
335.7552	0.3875
335.9076	0.4346
336.0600	0.4335
336.2124	0.3979
336.3648	0.4536
336.5172	0.6747
336.6696	0.7986
336.8220	0.9182
336.9744	0.7458
337.1268	0.5095
337.2792	0.3405
337.4316	0.3085
337.5840	0.3054
337.7364	0.3146
337.8888	0.5001
338.0412	0.5852
338.1936	0.5623
338.3460	0.4451
338.4984	0.3413
338.6508	0.4343
338.8032	0.5871
338.9556	0.6888
339.1080	0.4730
339.2604	0.2383
339.4128	0.1443
339.5652	0.2403
339.7176	0.3524
339.8700	0.3812
340.0224	0.3163
340.1748	0.2377
340.3272	0.2357
340.4796	0.2676
340.6320	0.3291
340.7844	0.3585
340.9368	0.4092
341.0892	0.3603
341.2416	0.3079
341.3940	0.1970
341.5464	0.1575
341.6988	0.1091
341.8512	0.1462
342.0036	0.1383
342.1560	0.2201
342.3084	0.1847
342.4608	0.3312
342.6132	0.3652
342.7656	0.2709
342.9180	0.1396
343.0704	0.1697
343.2228	0.1422
343.3752	0.1617
343.5276	0.1528
343.6800	0.2727
343.8324	0.2272
343.9848	0.1653
344.1372	0.1865
344.2896	0.2848
344.4420	0.2708
344.5944	0.2239
344.7468	0.1931
344.8992	0.2656
345.0516	0.2251
345.2040	0.2609
345.3564	0.6525
345.5088	0.7328
345.6612	0.4995
345.8136	0.2460
345.9660	0.2701
346.1184	0.3353
346.2708	0.3303
346.4232	0.2783
346.5756	0.2325
346.7280	0.3114
346.8804	0.4761
347.0328	0.5862
347.1852	0.5591
347.3376	0.5117
347.4900	0.5468
347.6424	0.5732
347.7948	0.5321
347.9472	0.5813
348.0996	0.6211
348.2520	0.5793
348.4044	0.4878
348.5568	0.2701
348.7092	0.1507
348.8616	0.0833
349.0140	0.2473
349.1664	0.3242
349.3188	0.3446
349.4712	0.4339
349.6236	0.4620
349.7760	0.4359
349.9284	0.4040
350.0808	0.5187
350.2332	0.5863
350.3856	0.5179
350.5380	0.4155
350.6904	0.3236
350.8428	0.3346
350.9952	0.3078
351.1476	0.4537
351.3000	0.5570
351.4524	0.5664
351.6048	0.4618
351.7572	0.2951
