HOLE: 1230A			
LEG: 201			
LOGGING RUN: DIT/APS/HLDT/SGT/HNGS			
DATE: 3/16/2002			Sea Floor Depth: 5099 mbrf						
Depth	Elapsed Time	Temp	Pressure
(mbsf)	(sec)	(degC)	(bar)
218.3000	1502	5.59	540.83
218.6900	1503	5.61	540.97
219.0700	1504	5.62	540.83
219.5500	1505	5.61	540.76
219.9300	1506	5.62	540.90
220.3100	1507	5.64	541.17
220.7900	1508	5.62	541.17
221.1800	1509	5.63	540.97
221.5600	1510	5.63	541.17
221.9400	1511	5.65	541.03
222.4200	1512	5.63	541.45
222.8000	1513	5.64	541.52
223.1400	1514	5.62	541.52
223.4900	1515	5.64	541.24
223.8500	1516	5.63	541.31
224.0700	1517	5.64	541.45
224.2800	1518	5.62	541.66
224.6100	1519	5.67	541.59
224.9500	1520	5.65	541.45
225.2700	1521	5.65	541.52
225.5900	1522	5.64	541.66
225.9400	1523	5.68	541.86
226.3500	1524	5.68	541.79
226.6700	1525	5.69	541.86
226.9900	1526	5.68	541.93
227.4300	1527	5.70	542.07
227.7900	1528	5.68	541.93
228.1400	1529	5.70	541.72
228.6000	1530	5.71	542.07
228.9800	1531	5.71	542.21
229.3500	1532	5.72	542.21
229.7300	1533	5.74	542.07
229.9700	1534	5.72	542.07
230.2000	1535	5.73	542.14
230.5800	1536	5.75	542.34
230.9500	1537	5.76	542.41
231.3300	1538	5.77	542.41
231.8000	1539	5.77	542.48
232.1800	1540	5.79	542.48
232.5600	1541	5.76	542.62
233.0000	1542	5.76	542.62
233.3700	1543	5.79	542.69
233.7400	1544	5.78	542.62
234.1900	1545	5.81	542.62
234.5600	1546	5.80	542.76
234.9000	1547	5.79	542.83
235.2600	1548	5.82	542.90
235.4900	1549	5.80	542.69
235.7100	1550	5.80	542.76
236.0800	1551	5.79	542.90
236.5400	1552	5.80	542.90
236.9200	1553	5.83	542.97
237.2900	1554	5.81	543.10
237.7500	1555	5.82	543.17
238.1200	1556	5.80	543.17
238.5000	1557	5.81	543.17
238.8700	1558	5.84	543.31
239.3300	1559	5.82	543.45
239.7000	1560	5.83	543.45
240.0700	1561	5.80	543.24
240.3000	1562	5.82	543.24
240.5300	1563	5.82	543.24
240.9000	1564	5.84	543.38
241.2700	1565	5.84	543.45
241.6400	1566	5.80	543.45
242.1000	1567	5.83	543.66
242.4700	1568	5.83	543.66
242.8400	1569	5.81	543.66
243.2200	1570	5.82	543.72
243.5900	1571	5.85	543.72
243.9600	1572	5.85	543.93
244.4200	1573	5.85	543.79
244.7900	1574	5.86	543.72
245.1600	1575	5.85	543.86
245.5300	1576	5.84	543.79
245.9900	1577	5.80	543.93
246.3600	1578	5.84	544.00
246.7400	1579	5.84	544.14
246.9200	1580	5.84	544.21
247.1100	1581	5.85	544.14
247.5700	1582	5.84	544.07
247.9400	1583	5.84	544.21
248.3100	1584	5.84	544.34
248.6800	1585	5.85	544.41
249.1500	1586	5.86	544.41
249.5200	1587	5.84	544.28
249.9800	1588	5.85	544.34
250.3500	1589	5.88	544.28
250.7200	1590	5.84	544.48
251.0700	1591	5.85	544.41
251.4000	1592	5.86	544.62
251.8200	1593	5.87	544.69
252.1800	1594	5.86	544.69
252.5400	1595	5.88	544.83
252.7800	1596	5.86	544.90
253.0000	1597	5.88	544.83
253.3400	1598	5.86	544.76
253.7100	1599	5.86	544.76
254.1500	1600	5.88	544.83
254.5200	1601	5.91	544.83
254.8700	1602	5.87	545.03
255.3000	1603	5.88	545.03
255.6500	1604	5.92	544.90
256.0900	1605	5.92	545.03
256.4500	1606	5.88	545.31
256.8100	1607	5.87	545.38
257.0400	1608	5.88	545.31
257.2600	1609	5.89	545.24
257.6100	1610	5.92	545.24
257.9700	1611	5.88	545.38
258.3300	1612	5.92	545.31
258.7600	1613	5.89	545.45
259.1100	1614	5.93	545.45
259.4600	1615	5.88	545.52
259.8900	1616	5.94	545.52
260.2400	1617	5.91	545.66
260.5900	1618	5.92	545.66
260.9400	1619	5.92	545.59
261.2800	1620	5.93	545.59
261.6900	1621	5.93	545.86
262.0400	1622	5.94	545.93
262.3700	1623	5.93	545.86
262.7100	1624	5.94	545.72
262.9200	1625	5.93	545.93
263.1100	1626	5.96	545.86
263.4200	1627	5.94	546.14
263.7500	1628	5.94	546.07
264.0700	1629	5.93	545.86
264.4100	1630	5.94	546.00
264.7400	1631	5.95	546.07
265.1500	1632	5.92	546.28
265.4800	1633	5.93	546.28
265.8100	1634	5.90	546.28
266.1400	1635	5.93	546.21
266.5500	1636	5.96	546.21
266.8800	1637	5.96	546.41
267.2100	1638	5.97	546.55
267.5400	1639	5.99	546.41
267.9500	1640	6.01	546.34
268.2800	1641	6.04	546.34
268.6100	1642	6.05	546.62
268.8500	1643	6.05	546.69
268.9500	1644	6.07	546.69
269.0700	1645	6.09	546.55
269.3400	1646	6.08	546.55
269.5500	1647	6.09	546.76
269.7200	1648	6.11	546.90
269.8700	1649	6.10	546.97
270.0500	1650	6.11	546.83
270.2000	1651	6.14	546.69
270.3500	1652	6.14	546.90
270.5400	1653	6.14	547.24
270.6900	1654	6.14	547.17
270.8400	1655	6.15	546.97
270.9900	1656	6.17	546.83
271.1400	1657	6.18	547.10
271.2900	1658	6.17	547.31
271.4400	1659	6.19	547.24
271.6200	1660	6.22	547.17
271.7700	1661	6.19	547.31
271.9200	1662	6.20	547.31
272.0100	1663	6.22	547.24
272.1100	1664	6.25	547.38
272.2600	1665	6.25	547.38
272.4100	1666	6.25	547.59
272.5600	1667	6.29	547.45
272.7500	1668	6.29	547.66
272.9000	1669	6.30	547.59
273.0500	1670	6.34	547.52
273.2000	1671	6.42	547.59
273.3500	1672	6.45	547.59
273.5100	1673	6.46	547.66
273.7000	1674	6.50	547.59
273.8500	1675	6.53	547.66
274.0000	1676	6.51	547.72
274.1500	1677	6.55	547.79
274.3100	1678	6.58	547.79
274.5000	1679	6.59	547.79
274.6100	1680	6.59	547.79
274.7500	1681	6.59	547.86
274.8100	1682	6.62	547.86
274.8700	1683	6.63	547.72
275.0400	1684	6.64	547.79
275.1700	1685	6.65	547.66
275.3100	1686	6.62	547.79
275.4500	1687	6.67	547.86
275.5900	1688	6.65	547.79
275.7700	1689	6.67	547.93
275.9200	1690	6.64	548.07
276.0600	1691	6.63	548.21
276.2500	1692	6.66	548.07
276.3900	1693	6.67	547.93
276.5400	1694	6.66	547.79
276.7200	1695	6.66	547.93
276.8000	1696	6.68	548.00
276.8700	1697	6.62	548.14
277.0600	1698	6.65	548.14
277.2100	1699	6.64	548.07
277.3600	1700	6.66	547.93
277.5000	1701	6.64	548.00
277.6800	1702	6.65	548.07
277.8200	1703	6.65	548.14
277.9700	1704	6.66	548.28
278.1600	1705	6.64	548.34
278.3100	1706	6.66	548.14
278.4600	1707	6.62	548.28
278.6400	1708	6.66	548.21
278.7900	1709	6.67	548.34
278.8500	1710	6.66	548.21
278.9200	1711	6.66	548.21
279.0800	1712	6.66	548.14
279.2100	1713	6.67	548.34
279.3400	1714	6.67	548.41
279.4800	1715	6.66	548.55
279.6100	1716	6.67	548.48
279.7500	1717	6.68	548.34
279.9200	1718	6.68	548.55
280.0500	1719	6.70	548.62
280.1900	1720	6.69	548.55
280.3500	1721	6.71	548.28
280.4900	1722	6.72	548.21
280.6500	1723	6.74	548.41
280.7300	1724	6.74	548.41
280.7900	1725	6.73	548.62
280.9200	1726	6.77	548.55
281.0900	1727	6.76	548.55
281.2200	1728	6.77	548.62
281.3500	1729	6.77	548.55
281.4800	1730	6.79	548.48
281.6100	1731	6.78	548.83
281.7500	1732	6.79	548.90
281.9100	1733	6.81	548.55
282.0500	1734	6.83	548.41
282.1800	1735	6.84	548.41
282.3200	1736	6.82	548.83
282.4500	1737	6.85	548.97
282.5800	1738	6.85	548.76
282.7200	1739	6.86	548.69
282.8500	1740	6.85	548.69
282.9800	1741	6.86	548.83
283.0800	1742	6.87	548.90
283.1600	1743	6.85	548.90
283.2500	1744	6.89	548.90
283.3400	1745	6.92	548.62
283.4000	1746	6.93	548.69
283.4600	1747	6.95	548.69
283.5200	1748	6.95	548.97
283.5900	1749	6.98	549.03
283.6400	1750	7.02	548.97
283.7000	1751	7.11	548.76
283.7500	1752	7.23	548.69
283.8000	1753	7.38	548.76
283.8700	1754	7.53	548.97
283.9200	1755	7.67	549.10
283.9700	1756	7.77	549.10
284.0300	1757	7.86	548.90
284.0800	1758	7.94	548.90
284.1300	1759	7.97	549.03
284.1900	1760	8.02	549.38
284.2400	1761	8.11	549.24
284.2900	1762	8.21	549.03
284.3200	1763	8.25	548.76
284.3500	1764	8.29	548.97
284.4200	1765	8.32	549.24
284.4700	1766	8.35	549.10
284.5200	1767	8.37	549.17
284.5800	1768	8.38	548.97
284.6300	1769	8.39	548.90
284.6800	1770	8.42	549.03
284.7400	1771	8.40	549.03
284.7900	1772	8.41	549.03
284.8600	1773	8.41	549.10
284.9100	1774	8.42	549.24
284.9600	1775	8.39	549.24
285.0200	1776	8.43	548.97
285.0300	1777	8.41	548.90
285.0500	1778	8.41	549.03
285.0600	1779	8.41	549.03
285.0700	1780	8.45	549.17
285.0900	1781	8.44	549.24
285.1000	1782	8.41	549.10
285.1000	1783	8.44	548.97
285.1000	1784	8.44	548.90
