HOLE:	1230A
LEG:	201
TOP:	81.0763
BOTTOM:	279.9583
DEPTH_WMSF	IDPH	IMPH	SFLU
m	ohmm	ohmm	ohmm
184.5559	1.0909	1.1349	1.0322
184.7083	1.0942	1.1318	1.0034
184.8607	1.0936	1.1179	0.9714
185.0131	1.0850	1.1017	0.9675
185.1655	1.0791	1.0865	0.9619
185.3179	1.0601	1.0681	0.9798
185.4703	1.0151	1.0425	0.9472
185.6227	0.9997	1.0110	0.9210
185.7751	0.9937	0.9811	0.8658
185.9275	0.9891	0.9621	0.8572
186.0799	0.9851	0.9592	0.8569
186.2323	0.9774	0.9694	0.8507
186.3847	0.9626	0.9839	0.9088
186.5371	0.9578	0.9927	0.9536
186.6895	0.9547	0.9899	0.9142
186.8419	0.9534	0.9763	0.9054
186.9943	0.9523	0.9589	0.9058
187.1467	0.9524	0.9452	0.8642
187.2991	0.9521	0.9385	0.8246
187.4515	0.9518	0.9382	0.8338
187.6039	0.9438	0.9419	0.8353
187.7563	0.9432	0.9473	0.8293
187.9087	0.9371	0.9524	0.8301
188.0611	0.9373	0.9564	0.8458
188.2135	0.9407	0.9607	0.8438
188.3659	0.9533	0.9681	0.8362
188.5183	0.9547	0.9807	0.8494
188.6707	0.9537	0.9953	0.8524
188.8231	0.9515	1.0032	0.9675
188.9755	0.9519	0.9965	0.9922
189.1279	0.9550	0.9769	0.9060
189.2803	0.9483	0.9551	0.7988
189.4327	0.9430	0.9418	0.8041
189.5851	0.9418	0.9401	0.8078
189.7375	0.9416	0.9448	0.8396
189.8899	0.9377	0.9490	0.8291
190.0423	0.9460	0.9501	0.8393
190.1947	0.9483	0.9507	0.8402
190.3471	0.9540	0.9540	0.8578
190.4995	0.9577	0.9604	0.8596
190.6519	0.9593	0.9675	0.8571
190.8043	0.9628	0.9727	0.8864
190.9567	0.9655	0.9759	0.8618
191.1091	0.9702	0.9783	0.8702
191.2615	0.9728	0.9802	0.8557
191.4139	0.9751	0.9816	0.8657
191.5663	0.9810	0.9832	0.8694
191.7187	0.9933	0.9864	0.8478
191.8711	1.0012	0.9930	0.8524
192.0235	1.0134	1.0042	0.8839
192.1759	1.0178	1.0191	0.9151
192.3283	1.0214	1.0348	0.9198
192.4807	1.0320	1.0477	0.9306
192.6331	1.0354	1.0554	0.9307
192.7855	1.0421	1.0576	0.9386
192.9379	1.0388	1.0568	0.9136
193.0903	1.0365	1.0552	0.9077
193.2427	1.0357	1.0532	0.8950
193.3951	1.0332	1.0502	0.9523
193.5475	1.0252	1.0461	0.9463
193.6999	1.0245	1.0417	0.9619
193.8523	1.0251	1.0385	0.9548
194.0047	1.0264	1.0371	0.9486
194.1571	1.0281	1.0367	0.9464
194.3095	1.0340	1.0375	0.9487
194.4619	1.0608	1.0427	0.9503
194.6143	1.0700	1.0556	0.9738
194.7667	1.0743	1.0755	1.0673
194.9191	1.0797	1.0963	1.0934
195.0715	1.0841	1.1096	1.0931
195.2239	1.0934	1.1109	1.0792
195.3763	1.1069	1.1043	0.9937
195.5287	1.1078	1.0973	0.9814
195.6811	1.1053	1.0943	0.9298
195.8335	1.0955	1.0953	0.9491
195.9859	1.0895	1.0976	0.9547
196.1383	1.0722	1.0956	0.9625
196.2907	1.0701	1.0847	0.9737
196.4431	1.0683	1.0659	0.9591
196.5955	1.0671	1.0453	0.9438
196.7479	1.0653	1.0308	0.9287
196.9003	1.0587	1.0279	0.9249
197.0527	1.0475	1.0361	0.9153
197.2051	1.0454	1.0487	0.9762
197.3575	1.0445	1.0568	0.9884
197.5099	1.0445	1.0557	0.9998
197.6623	1.0503	1.0484	0.9606
197.8147	1.0622	1.0439	0.9736
197.9671	1.0577	1.0500	0.9755
198.1195	1.0571	1.0666	0.9930
198.2719	1.0542	1.0856	0.9891
198.4243	1.0515	1.0961	1.0287
198.5767	1.0539	1.0928	1.0217
198.7291	1.0543	1.0800	0.9230
198.8815	1.0501	1.0661	0.9336
199.0339	1.0470	1.0571	0.9349
199.1863	1.0442	1.0547	0.9543
199.3387	1.0393	1.0573	0.9641
199.4911	1.0319	1.0610	0.9926
199.6435	1.0274	1.0610	0.9906
199.7959	1.0179	1.0548	0.9834
199.9483	1.0043	1.0437	0.9743
200.1007	0.9827	1.0292	0.9696
200.2531	0.9620	1.0110	0.9674
200.4055	0.9570	0.9881	0.8613
200.5579	0.9510	0.9636	0.8303
200.7103	0.9556	0.9440	0.8056
200.8627	0.9649	0.9375	0.7749
201.0151	0.9792	0.9499	0.8578
201.1675	0.9959	0.9821	0.9513
201.3199	1.0171	1.0300	0.9886
201.4723	1.0418	1.0839	1.0549
201.6247	1.0767	1.1283	1.1206
201.7771	1.0849	1.1461	1.0458
201.9295	1.0862	1.1325	1.0520
202.0819	1.0872	1.0998	0.9991
202.2343	1.0809	1.0658	0.9112
202.3867	1.0579	1.0419	0.9213
202.5391	1.0482	1.0311	0.9110
202.6915	1.0373	1.0307	0.8890
202.8439	1.0278	1.0356	0.9142
202.9963	1.0253	1.0406	0.9265
203.1487	1.0143	1.0401	0.9626
203.3011	1.0052	1.0312	0.9080
203.4535	1.0033	1.0158	0.8880
203.6059	1.0008	1.0001	0.9181
203.7583	1.0003	0.9901	0.8710
203.9107	1.0001	0.9883	0.8664
204.0631	1.0025	0.9937	0.8926
204.2155	1.0046	1.0042	0.9087
204.3679	1.0110	1.0186	0.9046
204.5203	1.0233	1.0358	0.9221
204.6727	1.0300	1.0535	1.0330
204.8251	1.0371	1.0692	1.0141
204.9775	1.0479	1.0827	0.9334
205.1299	1.0492	1.0952	0.9129
205.2823	1.0614	1.1060	0.9110
205.4347	1.0674	1.1122	1.0489
205.5871	1.0674	1.1109	1.0359
205.7395	1.0716	1.1029	1.0009
205.8919	1.0820	1.0936	1.0123
206.0443	1.0852	1.0889	1.0184
206.1967	1.0870	1.0911	0.9940
206.3491	1.0835	1.0984	1.0061
206.5015	1.0868	1.1077	0.9994
206.6539	1.0883	1.1164	1.0010
206.8063	1.0960	1.1229	1.0006
206.9587	1.0990	1.1274	0.9984
207.1111	1.0994	1.1308	0.9961
207.2635	1.0962	1.1314	1.0045
207.4159	1.0950	1.1267	0.9728
207.5683	1.0957	1.1178	0.9742
207.7207	1.0969	1.1106	0.9907
207.8731	1.0988	1.1116	0.9975
208.0255	1.1026	1.1235	0.9931
208.1779	1.0942	1.1413	0.9807
208.3303	1.0903	1.1540	1.0223
208.4827	1.0883	1.1533	1.0762
208.6351	1.0857	1.1412	1.0564
208.7875	1.0780	1.1249	1.0260
208.9399	1.0665	1.1091	0.9624
209.0923	1.0608	1.0933	0.9471
209.2447	1.0496	1.0746	0.9526
209.3971	1.0311	1.0531	0.9504
209.5495	1.0231	1.0338	0.9504
209.7019	1.0190	1.0222	0.9144
209.8543	1.0088	1.0203	0.8873
210.0067	1.0077	1.0259	0.8850
210.1591	1.0073	1.0355	0.8925
210.3115	1.0063	1.0455	0.9340
210.4639	1.0084	1.0532	0.9595
210.6163	1.0106	1.0572	0.9607
210.7687	1.0192	1.0585	0.9355
210.9211	1.0399	1.0594	0.9177
211.0735	1.0496	1.0624	0.9195
211.2259	1.0569	1.0700	0.9452
211.3783	1.0614	1.0829	1.0006
211.5307	1.0644	1.0991	1.0028
211.6831	1.0690	1.1143	1.0117
211.8355	1.0685	1.1231	0.9905
211.9879	1.0649	1.1207	0.9737
212.1403	1.0602	1.1065	0.9546
212.2927	1.0540	1.0850	0.9541
212.4451	1.0477	1.0628	0.9317
212.5975	1.0329	1.0465	0.8972
212.7499	1.0246	1.0407	0.9310
212.9023	1.0197	1.0461	0.9653
213.0547	1.0135	1.0585	0.9654
213.2071	1.0127	1.0704	0.9542
213.3595	1.0119	1.0741	0.9507
213.5119	1.0105	1.0650	0.9045
213.6643	1.0084	1.0454	0.9102
213.8167	1.0079	1.0228	0.9010
213.9691	1.0095	1.0053	0.9336
214.1215	1.0146	0.9990	0.8764
214.2739	1.0308	1.0065	0.8648
214.4263	1.0387	1.0267	0.8698
214.5787	1.0528	1.0555	0.9092
214.7311	1.0521	1.0877	0.9163
214.8835	1.0529	1.1149	0.9143
215.0359	1.0484	1.1242	0.9705
215.1883	1.0358	1.1061	0.9397
215.3407	1.0357	1.0669	0.9190
215.4931	1.0406	1.0266	0.8282
215.6455	1.0461	1.0051	0.7991
215.7979	1.0566	1.0139	0.8004
215.9503	1.0843	1.0550	0.8643
216.1027	1.1026	1.1232	1.0656
216.2551	1.1398	1.2090	1.1299
216.4075	1.2036	1.3012	1.3120
216.5599	1.2665	1.3849	1.3387
216.7123	1.2962	1.4469	1.3532
216.8647	1.3948	1.4906	1.4221
217.0171	1.4903	1.5359	1.4576
217.1695	1.5273	1.6004	1.4662
217.3219	1.5763	1.6846	1.4193
217.4743	1.6217	1.7650	1.3390
217.6267	1.6414	1.8057	1.3391
217.7791	1.6607	1.7933	1.4386
217.9315	1.6820	1.7522	1.5765
218.0839	1.6862	1.7157	1.6050
218.2363	1.6865	1.7000	1.5847
218.3887	1.6865	1.7039	1.5615
218.5411	1.6614	1.7141	1.5743
218.6935	1.6490	1.7128	1.5694
218.8459	1.6253	1.6908	1.5076
218.9983	1.6172	1.6562	1.4663
219.1507	1.6054	1.6249	1.4568
219.3031	1.5759	1.6071	1.3768
219.4555	1.5497	1.5999	1.3437
219.6079	1.5363	1.5887	1.3371
219.7603	1.4903	1.5595	1.3262
219.9127	1.4518	1.5107	1.3352
220.0651	1.4325	1.4513	1.3368
220.2175	1.4032	1.3907	1.2588
220.3699	1.3799	1.3363	1.2012
220.5223	1.3652	1.2928	1.1879
220.6747	1.3151	1.2622	1.0482
220.8271	1.2906	1.2447	1.0391
220.9795	1.2844	1.2371	1.0528
221.1319	1.2767	1.2322	1.0696
221.2843	1.2755	1.2250	1.0928
221.4367	1.2771	1.2189	1.0758
221.5891	1.2859	1.2203	1.0866
221.7415	1.3171	1.2344	1.1152
221.8939	1.3455	1.2648	1.1134
222.0463	1.3649	1.3123	1.1566
222.1987	1.3949	1.3726	1.2297
222.3511	1.4243	1.4492	1.2301
222.5035	1.4423	1.5645	1.3060
222.6559	1.5103	1.7460	1.6436
222.8083	1.6692	2.0024	1.7881
222.9607	1.7382	2.2881	1.8354
223.1131	1.7589	2.4727	1.8751
223.2655	1.8392	2.4469	1.8755
223.4179	1.9195	2.2828	1.8751
223.5703	1.9195	2.1107	1.8176
223.7227	1.8657	1.9782	1.5514
223.8751	1.7018	1.8833	1.4645
224.0275	1.6465	1.8101	1.4484
224.1799	1.6025	1.7318	1.3764
224.3323	1.4857	1.6320	1.3992
224.4847	1.4159	1.5203	1.3969
224.6371	1.4025	1.4187	1.3427
224.7895	1.3934	1.3460	1.2359
224.9419	1.3930	1.3109	1.2241
225.0943	1.3959	1.3084	1.2045
225.2467	1.4007	1.3302	1.1912
225.3991	1.4269	1.3750	1.2634
225.5515	1.5000	1.4434	1.3200
225.7039	1.5364	1.5256	1.3704
225.8563	1.5551	1.5993	1.4121
226.0087	1.5755	1.6394	1.4316
226.1611	1.5899	1.6400	1.4470
226.3135	1.5991	1.6223	1.4491
226.4659	1.6401	1.6080	1.4097
226.6183	1.6798	1.5984	1.4144
226.7707	1.6781	1.5843	1.4202
226.9231	1.6505	1.5613	1.4122
227.0755	1.6445	1.5345	1.4029
227.2279	1.6441	1.5158	1.4010
227.3803	1.6468	1.5149	1.3412
227.5327	1.6491	1.5341	1.2739
227.6851	1.6322	1.5722	1.2590
227.8375	1.6246	1.6276	1.2181
227.9899	1.6183	1.6929	1.1998
228.1423	1.6119	1.7466	1.2040
228.2947	1.6080	1.7580	1.2571
228.4471	1.6075	1.7146	1.3606
228.5995	1.6230	1.6426	1.2163
228.7519	1.6370	1.5838	1.1697
228.9043	1.6139	1.5627	1.1515
229.0567	1.5507	1.5771	1.1634
229.2091	1.5279	1.6007	1.1828
229.3615	1.5179	1.5981	1.2131
229.5139	1.4938	1.5547	1.3312
229.6663	1.4764	1.4871	1.2893
229.8187	1.4745	1.4252	1.2424
229.9711	1.4733	1.3912	1.2181
230.1235	1.5475	1.3902	1.2129
230.2759	1.6434	1.4188	1.2074
230.4283	1.7172	1.4867	1.1978
230.5807	1.7661	1.6204	1.2731
230.7331	1.7948	1.8342	1.2986
230.8855	1.8503	2.0812	1.5022
231.0379	1.9674	2.2324	1.7599
231.1903	1.9920	2.1958	1.6723
231.3427	2.0252	2.0584	1.7042
231.4951	2.0981	1.9611	1.8548
231.6475	2.0534	1.9385	1.8980
231.7999	1.8933	1.9237	1.8953
231.9523	1.5539	1.8418	1.6168
232.1047	1.4484	1.6898	1.4668
232.2571	1.3959	1.5174	1.3174
232.4095	1.2977	1.3725	1.0641
232.5619	1.2604	1.2775	1.0332
232.7143	1.2586	1.2285	1.0083
232.8667	1.2654	1.2150	1.0575
233.0191	1.2854	1.2357	1.0656
233.1715	1.3834	1.2953	1.1403
233.3239	1.4391	1.3943	1.3787
233.4763	1.4560	1.5240	1.4474
233.6287	1.5052	1.6605	1.4503
233.7811	1.5953	1.7601	1.4486
233.9335	1.6335	1.7860	1.4618
234.0859	1.6507	1.7466	1.6156
234.2383	1.6710	1.6811	1.5979
234.3907	1.6613	1.6216	1.5965
234.5431	1.6597	1.5819	1.5318
234.6955	1.6550	1.5609	1.3625
234.8479	1.5990	1.5477	1.3641
235.0003	1.5644	1.5322	1.3520
235.1527	1.5627	1.5142	1.3079
235.3051	1.5621	1.5004	1.3141
235.4575	1.5598	1.4974	1.3206
235.6099	1.5638	1.5078	1.3341
235.7623	1.5823	1.5309	1.3789
235.9147	1.5896	1.5607	1.3943
236.0671	1.5940	1.5874	1.4042
236.2195	1.6085	1.6017	1.3938
236.3719	1.6141	1.5998	1.3949
236.5243	1.6212	1.5867	1.3908
236.6767	1.6438	1.5736	1.3198
236.8291	1.6851	1.5691	1.3040
236.9815	1.7049	1.5769	1.3014
237.1339	1.7375	1.6019	1.3373
237.2863	1.7578	1.6505	1.4278
237.4387	1.7671	1.7195	1.4717
237.5911	1.7807	1.7868	1.6019
237.7435	1.7903	1.8151	1.5238
237.8959	1.8061	1.7846	1.4480
238.0483	1.8285	1.7195	1.4601
238.2007	1.8064	1.6663	1.4910
238.3531	1.7941	1.6546	1.5853
238.5055	1.7903	1.6846	1.6759
238.6579	1.8068	1.7374	1.6890
238.8103	1.8181	1.7929	1.6606
238.9627	1.8175	1.8397	1.4750
239.1151	1.8043	1.8691	1.4860
239.2675	1.7949	1.8709	1.4986
239.4199	1.7993	1.8425	1.5094
239.5723	1.8123	1.7943	1.5765
239.7247	1.8401	1.7509	1.5595
239.8771	1.8641	1.7562	1.5670
240.0295	2.0179	1.8681	1.6104
240.1819	2.1677	2.1514	2.0250
240.3343	2.2098	2.6798	2.1556
240.4867	2.2415	3.4819	2.6069
240.6391	2.2726	4.2661	3.4062
240.7915	2.3095	4.3213	3.7414
240.9439	2.3816	3.6233	4.3267
241.0963	2.4334	2.8534	2.7834
241.2487	2.4392	2.3167	2.5782
241.4011	2.4164	2.0171	2.5062
241.5535	2.3780	1.9087	2.4195
241.7059	2.3628	1.9435	2.2249
241.8583	2.2674	2.0627	1.6057
242.0107	2.1647	2.1906	1.5377
242.1631	2.1440	2.2518	1.5336
242.3155	2.0893	2.2196	1.8978
242.4679	2.0726	2.1414	2.3103
242.6203	2.0774	2.0829	2.3160
242.7727	2.0788	2.0652	2.1905
242.9251	2.1008	2.0690	1.9400
243.0775	2.0500	2.0721	1.9110
243.2299	2.0277	2.0617	1.7728
243.3823	2.0001	2.0227	1.6667
243.5347	1.9166	1.9394	1.6692
243.6871	1.8931	1.8170	1.6536
243.8395	1.8995	1.6918	1.4973
243.9919	1.8987	1.6093	1.3879
244.1443	1.8985	1.5979	1.3612
244.2967	1.9029	1.6665	1.3988
244.4491	1.9283	1.8111	1.4874
244.6015	1.9499	2.0111	1.6583
244.7539	1.9514	2.2170	1.8245
244.9063	1.9674	2.3591	1.8754
245.0587	2.0297	2.3899	1.8832
245.2111	2.0957	2.3220	1.9796
245.3635	2.1089	2.2123	2.0447
245.5159	2.1874	2.1134	1.9502
245.6683	2.2113	2.0462	1.8671
245.8207	2.1909	2.0060	1.8304
245.9731	2.1450	1.9762	1.6722
246.1255	2.0088	1.9334	1.5823
246.2779	1.9266	1.8530	1.5856
246.4303	1.8182	1.7273	1.4588
246.5827	1.7202	1.5789	1.1953
246.7351	1.6785	1.4473	1.1532
246.8875	1.6349	1.3650	1.1168
247.0399	1.6279	1.3502	1.0424
247.1923	1.6059	1.4085	1.0366
247.3447	1.5469	1.5276	1.0190
247.4971	1.5415	1.6663	1.0530
247.6495	1.5586	1.7613	1.0293
247.8019	1.6089	1.7747	1.1144
247.9543	1.6292	1.7300	1.1670
248.1067	1.6668	1.6802	1.2551
248.2591	1.7242	1.6606	1.3938
248.4115	1.7388	1.6772	1.4416
248.5639	1.7809	1.7193	1.6958
248.7163	1.7731	1.7713	1.7638
248.8687	1.7576	1.8162	1.7580
249.0211	1.7509	1.8401	1.6379
249.1735	1.7397	1.8403	1.5699
249.3259	1.7347	1.8234	1.5685
249.4783	1.7204	1.7953	1.5052
249.6307	1.6829	1.7594	1.4921
249.7831	1.6625	1.7204	1.4863
249.9355	1.6610	1.6871	1.4758
250.0879	1.6655	1.6689	1.4424
250.2403	1.6730	1.6718	1.4398
250.3927	1.6820	1.6961	1.4332
250.5451	1.7207	1.7370	1.3831
250.6975	1.7379	1.7844	1.4317
250.8499	1.7433	1.8227	1.4384
251.0023	1.7482	1.8353	1.4385
251.1547	1.7537	1.8184	1.6593
251.3071	1.7583	1.7887	1.6113
251.4595	1.7924	1.7684	1.5444
251.6119	1.8163	1.7663	1.5639
251.7643	1.8130	1.7769	1.5648
251.9167	1.7784	1.7881	1.5699
252.0691	1.7333	1.7870	1.6090
252.2215	1.7271	1.7677	1.6314
252.3739	1.7142	1.7386	1.5905
252.5263	1.6892	1.7148	1.5694
252.6787	1.6793	1.7033	1.5657
252.8311	1.6629	1.6961	1.4952
252.9835	1.6552	1.6799	1.3815
253.1359	1.6599	1.6528	1.3766
253.2883	1.6640	1.6311	1.3712
253.4407	1.6664	1.6346	1.4134
253.5931	1.6409	1.6673	1.4455
253.7455	1.6349	1.7082	1.4604
253.8979	1.6353	1.7241	1.5171
254.0503	1.6357	1.6995	1.4981
254.2027	1.6428	1.6539	1.4825
254.3551	1.6645	1.6206	1.4628
254.5075	1.6666	1.6202	1.4729
254.6599	1.6626	1.6523	1.4244
254.8123	1.6417	1.6974	1.4049
254.9647	1.6316	1.7277	1.4048
255.1171	1.6320	1.7269	1.4066
255.2695	1.6302	1.6998	1.4156
255.4219	1.6303	1.6601	1.4379
255.5743	1.6105	1.6189	1.4256
255.7267	1.5927	1.5865	1.3764
255.8791	1.5760	1.5694	1.3258
256.0315	1.5390	1.5642	1.3146
256.1839	1.5148	1.5582	1.3134
256.3363	1.5088	1.5404	1.2443
256.4887	1.5100	1.5126	1.2372
256.6411	1.5046	1.4876	1.2826
256.7935	1.5012	1.4776	1.3030
256.9459	1.4878	1.4835	1.2679
257.0983	1.4684	1.4926	1.2166
257.2507	1.4686	1.4890	1.2136
257.4031	1.4794	1.4680	1.1897
257.5555	1.5094	1.4380	1.1842
257.7079	1.5209	1.4125	1.1870
257.8603	1.5218	1.4046	1.2179
258.0127	1.5127	1.4206	1.2558
258.1651	1.5124	1.4520	1.2558
258.3175	1.5006	1.4776	1.2694
258.4699	1.4866	1.4817	1.2463
258.6223	1.4905	1.4719	1.2258
258.7747	1.4920	1.4742	1.2023
258.9271	1.5188	1.5133	1.2194
259.0795	1.5271	1.5919	1.2205
259.2319	1.5263	1.6784	1.2122
259.3843	1.5064	1.7200	1.2503
259.5367	1.5050	1.6897	1.2302
259.6891	1.5098	1.6140	1.2511
259.8415	1.5308	1.5418	1.3421
259.9939	1.5420	1.5072	1.3221
260.1463	1.5500	1.5181	1.3134
260.2987	1.5625	1.5614	1.2387
260.4511	1.5569	1.6123	1.2267
260.6035	1.5439	1.6445	1.2305
260.7559	1.5311	1.6433	1.3244
260.9083	1.5316	1.6154	1.3473
261.0607	1.5297	1.5807	1.3445
261.2131	1.5278	1.5543	1.2989
261.3655	1.5286	1.5401	1.2925
261.5179	1.5266	1.5363	1.2952
261.6703	1.5283	1.5412	1.3336
261.8227	1.5286	1.5531	1.3417
261.9751	1.5291	1.5662	1.3621
262.1275	1.5300	1.5702	1.3834
262.2799	1.5306	1.5575	1.3779
262.4323	1.5315	1.5321	1.4322
262.5847	1.5267	1.5070	1.4423
262.7371	1.5255	1.4937	1.4062
262.8895	1.5218	1.4953	1.3952
263.0419	1.5167	1.5060	1.3540
263.1943	1.5129	1.5178	1.3463
263.3467	1.5022	1.5258	1.3258
263.4991	1.5023	1.5290	1.3275
263.6515	1.5018	1.5281	1.3282
263.8039	1.5034	1.5258	1.3251
263.9563	1.5051	1.5238	1.3286
264.1087	1.4991	1.5200	1.3235
264.2611	1.4945	1.5120	1.3390
264.4135	1.4926	1.5001	1.3412
264.5659	1.4908	1.4866	1.3417
264.7183	1.4888	1.4754	1.3467
264.8707	1.4844	1.4711	1.3338
265.0231	1.4772	1.4755	1.3112
265.1755	1.4746	1.4852	1.2822
265.3279	1.4664	1.4940	1.2838
265.4803	1.4547	1.4954	1.3038
265.6327	1.4537	1.4861	1.3301
265.7851	1.4531	1.4720	1.3319
265.9375	1.4562	1.4658	1.3135
266.0899	1.4647	1.4759	1.2766
266.2423	1.4652	1.4986	1.2919
266.3947	1.4632	1.5204	1.3162
266.5471	1.4544	1.5257	1.3270
266.6995	1.4501	1.5095	1.3274
266.8519	1.4525	1.4826	1.2685
267.0043	1.4594	1.4607	1.2405
267.1567	1.4614	1.4520	1.2527
267.3091	1.4574	1.4582	1.2858
267.4615	1.4549	1.4768	1.3218
267.6139	1.4539	1.4988	1.2770
267.7663	1.4528	1.5100	1.2752
267.9187	1.4511	1.5014	1.2908
268.0711	1.4475	1.4778	1.3109
268.2235	1.4475	1.4544	1.3814
268.3759	1.4487	1.4462	1.3754
268.5283	1.4540	1.4584	1.3660
268.6807	1.4555	1.4823	1.3563
268.8331	1.4523	1.5038	1.3649
268.9855	1.4447	1.5134	1.3324
269.1379	1.4437	1.5103	1.3032
269.2903	1.4463	1.4984	1.2905
269.4427	1.4508	1.4839	1.2747
269.5951	1.4530	1.4736	1.2768
269.7475	1.4576	1.4714	1.2986
269.8999	1.4622	1.4779	1.2865
270.0523	1.4639	1.4902	1.2946
270.2047	1.4632	1.5024	1.3212
270.3571	1.4607	1.5089	1.3027
270.5095	1.4607	1.5094	1.3028
270.6619	1.4616	1.5078	1.3131
270.8143	1.4654	1.5079	1.3146
270.9667	1.4701	1.5105	1.3045
271.1191	1.4708	1.5142	1.3069
271.2715	1.4715	1.5170	1.3083
271.4239	1.4630	1.5176	1.3175
271.5763	1.4595	1.5141	1.3245
271.7287	1.4512	1.5035	1.3274
271.8811	1.4320	1.4839	1.3115
272.0335	1.4236	1.4576	1.3026
272.1859	1.4118	1.4284	1.2650
272.3383	1.3797	1.3993	1.2165
272.4907	1.3707	1.3726	1.2116
272.6431	1.3668	1.3509	1.1791
272.7955	1.3642	1.3393	1.1948
272.9479	1.3640	1.3424	1.2170
273.1003	1.3638	1.3597	1.2257
273.2527	1.3683	1.3828	1.2699
273.4051	1.3778	1.4013	1.2686
273.5575	1.3849	1.4109	1.2578
273.7099	1.3893	1.4148	1.2356
273.8623	1.3948	1.4184	1.2216
274.0147	1.4001	1.4245	1.2312
274.1671	1.4068	1.4350	1.2339
274.3195	1.4312	1.4525	1.2469
274.4719	1.4467	1.4787	1.2639
274.6243	1.4536	1.5096	1.2819
274.7767	1.4535	1.5346	1.3211
274.9291	1.4538	1.5405	1.3394
275.0815	1.4515	1.5210	1.3535
275.2339	1.4519	1.4824	1.3193
275.3863	1.4519	1.4388	1.1948
275.5387	1.4515	1.4032	1.1515
275.6911	1.4512	1.3835	1.1600
275.8435	1.4507	1.3811	1.1621
275.9959	1.4504	1.3905	1.1838
276.1483	1.4501	1.4024	1.1868
276.3007	1.4497	1.4099	1.1828
276.4531	1.4493	1.4112	1.1811
276.6055	1.4487	1.4077	1.1827
276.7579	1.4486	1.4027	1.1789
276.9103	1.4481	1.3995	1.1750
277.0627	1.4480	1.3988	1.1762
277.2151	1.4476	1.4000	1.1769
277.3675	1.4473	1.4017	1.1750
277.5199	1.4473	1.4029	1.1747
277.6723	1.4472	1.4026	1.1767
277.8247	1.4471	1.4011	1.1755
277.9771	1.4470	1.3994	1.1770
278.1295	1.4468	1.3983	1.1795
278.2819	1.4466	1.3981	1.1801
278.4343	1.4465	1.3988	1.1817
278.5867	1.4465	1.3997	1.1832
278.7391	1.4465	1.4004	1.1836
278.8915	1.4462	1.4007	1.1878
279.0439	1.4463	1.4007	1.1901
279.1963	1.4461	1.4004	1.1900
279.3487	1.4462	1.4001	1.1917
279.5011	1.4465	1.3999	1.1884
279.6535	1.4465	1.3997	1.1850
279.8059	1.4465	1.3996	1.1846
279.9583	1.4465	1.3996	1.1846
