HOLE:	1230A
LEG:	201
TOP:	79.0956
BOTTOM:	261.9756
DEPTH_WMSF	DTCO	DT2	DTST	VCO	VS2	VST
m	us/ft	us/ft	us/ft	km/s	km/s	km/s
135.9408	180.4575	713.2646	233.0536	1.6891	0.4273	1.3079
136.0932	180.8447	713.7174	183.4888	1.6854	0.4271	1.6612
136.2456	179.7511	713.7174	188.9916	1.6957	0.4271	1.6128
136.3980	170.4857	692.6575	191.9534	1.7879	0.4400	1.5879
136.5504	155.6480	692.6575	184.3839	1.9583	0.4400	1.6531
136.7028	155.6158	695.6175	187.5179	1.9587	0.4382	1.6255
136.8552	155.3130	694.7592	186.5318	1.9625	0.4387	1.6341
137.0076	160.4596	689.1429	185.3764	1.8996	0.4423	1.6442
137.1600	165.6062	598.8691	180.0732	1.8405	0.5090	1.6927
137.3124	165.6566	609.2747	186.9160	1.8400	0.5003	1.6307
137.4648	165.7069	628.7830	180.2381	1.8394	0.4848	1.6911
137.6172	168.2978	625.9755	182.1768	1.8111	0.4869	1.6731
137.7696	168.6648	661.3470	182.1768	1.8072	0.4609	1.6731
137.9220	168.6827	691.9165	182.1768	1.8070	0.4405	1.6731
138.0744	172.9138	672.0477	212.7039	1.7627	0.4535	1.4330
138.2268	177.1450	672.0477	212.7039	1.7206	0.4535	1.4330
138.3792	174.8860	672.0477	212.7039	1.7429	0.4535	1.4330
138.5316	173.7474	671.1978	209.9124	1.7543	0.4541	1.4521
138.6840	173.6770	671.1978	215.7385	1.7550	0.4541	1.4128
138.8364	178.9874	670.7728	199.6890	1.7029	0.4544	1.5264
138.9888	175.0853	674.6797	182.3587	1.7409	0.4518	1.6715
139.1412	175.1696	674.6797	190.6409	1.7400	0.4518	1.5988
139.2936	175.4268	659.1044	193.2327	1.7375	0.4625	1.5774
139.4460	177.9312	666.2718	183.4997	1.7130	0.4575	1.6611
139.5984	178.6971	655.2631	203.6094	1.7057	0.4652	1.4970
139.7508	178.7961	667.6646	202.7142	1.7048	0.4565	1.5036
139.9032	178.8759	644.0587	204.0581	1.7040	0.4733	1.4937
140.0556	179.4204	632.4401	206.1812	1.6988	0.4819	1.4783
140.2080	178.3178	596.7933	206.1812	1.7093	0.5107	1.4783
140.3604	178.1362	707.1339	191.8042	1.7111	0.4310	1.5891
140.5128	178.7052	707.1339	197.4136	1.7056	0.4310	1.5440
140.6652	177.0558	707.1339	190.6607	1.7215	0.4310	1.5987
140.8176	180.4580	706.6870	186.0740	1.6891	0.4313	1.6381
140.9700	180.9308	706.2401	191.2612	1.6846	0.4316	1.5937
141.1224	183.1505	705.7932	188.1086	1.6642	0.4319	1.6204
141.2748	183.7644	705.7932	186.8385	1.6587	0.4319	1.6314
141.4272	184.6412	705.7932	192.4396	1.6508	0.4319	1.5839
141.5796	184.1956	705.7932	192.6161	1.6548	0.4319	1.5824
141.7320	184.1803	705.3463	192.4269	1.6549	0.4321	1.5840
141.8844	184.2224	706.2401	192.9252	1.6545	0.4316	1.5799
142.0368	184.3878	706.2401	192.8539	1.6531	0.4316	1.5805
142.1892	178.5056	706.4782	192.5193	1.7075	0.4314	1.5832
142.3416	178.4626	706.7164	190.8113	1.7079	0.4313	1.5974
142.4940	180.6495	706.8527	191.7283	1.6873	0.4312	1.5898
142.6464	181.5901	706.2523	189.8033	1.6785	0.4316	1.6059
142.7988	182.5308	705.3524	183.8799	1.6699	0.4321	1.6576
142.9512	182.4564	704.9001	190.7383	1.6706	0.4324	1.5980
143.1036	182.7315	703.9954	186.3665	1.6680	0.4330	1.6355
143.2560	180.8867	703.1028	188.6122	1.6851	0.4335	1.6160
143.4084	179.0419	702.6564	191.8627	1.7024	0.4338	1.5887
143.5608	177.1970	721.4456	188.8760	1.7201	0.4225	1.6138
143.7132	177.0159	720.0068	186.2406	1.7219	0.4233	1.6366
143.8656	176.9352	719.1936	187.4941	1.7227	0.4238	1.6257
144.0180	176.9422	728.8304	189.1864	1.7226	0.4182	1.6111
144.1704	176.0005	663.1638	185.1930	1.7318	0.4596	1.6459
144.3228	175.0589	642.9009	192.5490	1.7411	0.4741	1.5830
144.4752	175.0485	637.1763	202.1546	1.7413	0.4784	1.5078
144.6276	175.5908	624.1793	198.6746	1.7359	0.4883	1.5342
144.7800	175.4948	598.4818	188.5879	1.7368	0.5093	1.6162
144.9324	175.4666	602.0276	191.8939	1.7371	0.5063	1.5884
145.0848	175.0224	604.0633	196.8129	1.7415	0.5046	1.5487
145.2372	173.2927	655.6663	190.3341	1.7589	0.4649	1.6014
145.3896	174.4867	670.7639	189.1621	1.7469	0.4544	1.6113
145.5420	174.6679	716.2802	191.0918	1.7450	0.4255	1.5951
145.6944	174.7271	723.2872	198.2809	1.7445	0.4214	1.5372
145.8468	174.7477	723.5261	196.6817	1.7443	0.4213	1.5497
145.9992	174.7437	724.7450	197.7786	1.7443	0.4206	1.5411
146.1516	176.0525	732.5093	196.2904	1.7313	0.4161	1.5528
146.3040	177.3613	625.0907	184.9904	1.7185	0.4876	1.6477
146.4564	178.6702	625.0907	186.9703	1.7060	0.4876	1.6302
146.6088	179.9790	625.0907	187.0333	1.6936	0.4876	1.6297
146.7612	181.2878	625.0907	187.6514	1.6813	0.4876	1.6243
146.9136	182.5966	625.4872	186.8203	1.6693	0.4873	1.6315
147.0660	187.3171	625.4872	195.8389	1.6272	0.4873	1.5564
147.2184	184.0299	625.4872	247.0431	1.6563	0.4873	1.2338
147.3708	184.7466	625.4872	247.0431	1.6498	0.4873	1.2338
147.5232	185.4632	625.4872	188.3921	1.6435	0.4873	1.6179
147.6756	186.1799	625.8838	188.3921	1.6371	0.4870	1.6179
147.8280	186.8965	625.4872	188.3921	1.6309	0.4873	1.6179
147.9804	187.6132	625.4872	188.3921	1.6246	0.4873	1.6179
148.1328	187.5577	625.0907	188.3921	1.6251	0.4876	1.6179
148.2852	179.9377	623.6689	185.0460	1.6939	0.4887	1.6472
148.4376	176.1001	616.8712	187.4402	1.7309	0.4941	1.6261
148.5900	178.0218	462.1075	189.1427	1.7122	0.6596	1.6115
148.7424	179.7300	497.7140	190.6560	1.6959	0.6124	1.5987
148.8948	185.9177	505.9945	193.4934	1.6395	0.6024	1.5753
149.0472	187.4286	487.4226	186.6911	1.6262	0.6253	1.6327
149.1996	187.4454	511.6997	182.9116	1.6261	0.5957	1.6664
149.3520	187.6285	540.5394	185.3012	1.6245	0.5639	1.6449
149.5044	187.8119	536.2505	188.5974	1.6229	0.5684	1.6162
149.6568	187.7421	520.0746	190.3082	1.6235	0.5861	1.6016
149.8092	186.9126	508.2766	194.3584	1.6307	0.5997	1.5683
149.9616	186.0831	508.2766	196.1718	1.6380	0.5997	1.5538
150.1140	185.1499	508.2766	195.1966	1.6463	0.5997	1.5615
150.2664	184.2167	508.2766	192.1637	1.6546	0.5997	1.5862
150.4188	183.2835	508.2766	207.5470	1.6630	0.5997	1.4686
150.5712	182.3503	507.9541	198.2666	1.6715	0.6001	1.5373
150.7236	181.4171	514.4529	193.6320	1.6801	0.5925	1.5741
150.8760	180.4839	520.0786	198.1945	1.6888	0.5861	1.5379
151.0284	178.8894	521.0697	193.8647	1.7039	0.5850	1.5722
151.1808	176.5048	520.3469	193.8742	1.7269	0.5858	1.5722
151.3332	176.5844	508.2779	196.3613	1.7261	0.5997	1.5523
151.4856	177.5373	595.0763	187.1071	1.7168	0.5122	1.6290
151.6380	178.0535	594.3428	190.5688	1.7119	0.5128	1.5994
151.7904	178.4368	593.9857	197.3367	1.7082	0.5131	1.5446
151.9428	179.2473	592.5177	189.7058	1.7005	0.5144	1.6067
152.0952	180.0579	515.6365	191.2546	1.6928	0.5911	1.5937
152.2476	180.8684	515.6365	187.1371	1.6852	0.5911	1.6288
152.4000	177.4510	515.6365	191.6151	1.7177	0.5911	1.5907
152.5524	174.0337	515.6365	186.9059	1.7514	0.5911	1.6308
152.7048	173.4179	481.5216	201.5979	1.7576	0.6330	1.5119
152.8572	172.5423	481.4293	190.9689	1.7665	0.6331	1.5961
153.0096	174.7646	702.5635	197.4006	1.7441	0.4338	1.5441
153.1620	176.9869	702.5635	199.0003	1.7222	0.4338	1.5317
153.3144	173.0936	712.4233	198.2445	1.7609	0.4278	1.5375
153.4668	174.2832	687.8148	197.1424	1.7489	0.4431	1.5461
153.6192	174.2286	668.2333	190.6253	1.7494	0.4561	1.5990
153.7716	174.2026	659.5768	187.9210	1.7497	0.4621	1.6220
153.9240	176.9944	663.0491	188.2924	1.7221	0.4597	1.6188
154.0764	179.7862	691.7769	186.2567	1.6954	0.4406	1.6365
154.2288	182.5779	720.5046	184.9379	1.6694	0.4230	1.6481
154.3812	185.3697	648.8160	185.0827	1.6443	0.4698	1.6469
154.5336	181.7246	723.1071	191.7997	1.6773	0.4215	1.5892
154.6860	178.9812	723.5646	192.7112	1.7030	0.4213	1.5817
154.8384	177.6312	723.5646	191.3837	1.7159	0.4213	1.5926
154.9908	176.3149	722.0902	198.9886	1.7287	0.4221	1.5318
155.1432	175.6830	514.7539	190.3132	1.7350	0.5921	1.6016
155.2956	179.4220	514.7539	187.3147	1.6988	0.5921	1.6272
155.4480	180.0317	488.1778	196.2438	1.6931	0.6244	1.5532
155.6004	174.3630	485.7476	188.2221	1.7481	0.6275	1.6194
155.7528	173.5022	525.7371	188.2221	1.7568	0.5798	1.6194
155.9052	173.4857	521.0775	185.1865	1.7569	0.5849	1.6459
156.0576	172.6005	519.0508	204.0954	1.7659	0.5872	1.4934
156.2100	165.4294	570.5787	204.0954	1.8425	0.5342	1.4934
156.3624	165.5067	606.7177	217.0151	1.8416	0.5024	1.4045
156.5148	168.4084	608.8865	218.6175	1.8099	0.5006	1.3942
156.6672	177.9538	644.0109	212.4998	1.7128	0.4733	1.4344
156.8196	177.6976	679.3265	185.7949	1.7153	0.4487	1.6405
156.9720	177.6736	679.9295	185.7642	1.7155	0.4483	1.6408
157.1244	177.5835	679.5315	189.3062	1.7164	0.4485	1.6101
157.2768	175.6652	694.2851	204.7994	1.7351	0.4390	1.4883
157.4292	173.6671	682.9842	196.6076	1.7551	0.4463	1.5503
157.5816	172.7132	679.9023	239.0801	1.7648	0.4483	1.2749
157.7340	173.4638	659.8056	227.6726	1.7572	0.4620	1.3388
157.8864	174.2143	676.2661	227.7822	1.7496	0.4507	1.3381
158.0388	170.3665	678.2570	207.9255	1.7891	0.4494	1.4659
158.1912	175.7155	725.5344	194.0892	1.7346	0.4201	1.5704
158.3436	176.4660	716.8322	190.9775	1.7273	0.4252	1.5960
158.4960	177.2166	717.0626	189.4370	1.7200	0.4251	1.6090
158.6484	177.9672	678.1964	182.0014	1.7127	0.4494	1.6747
158.8008	170.0775	630.8600	196.2561	1.7921	0.4832	1.5531
158.9532	172.4330	582.7249	192.2790	1.7677	0.5231	1.5852
159.1056	170.5482	582.7249	196.6533	1.7872	0.5231	1.5500
159.2580	171.0453	571.7537	194.7450	1.7820	0.5331	1.5651
159.4104	168.1282	583.6359	192.5057	1.8129	0.5222	1.5833
159.5628	171.7834	556.9647	187.8348	1.7743	0.5473	1.6227
159.7152	172.5368	541.8134	187.5371	1.7666	0.5626	1.6253
159.8676	173.0340	541.8134	185.4208	1.7615	0.5626	1.6438
160.0200	169.2124	541.8134	185.4208	1.8013	0.5626	1.6438
160.1724	174.0283	540.5263	189.2589	1.7515	0.5639	1.6105
160.3248	174.5255	724.1826	187.9944	1.7465	0.4209	1.6213
160.4772	175.0226	722.3537	187.9944	1.7415	0.4220	1.6213
160.6296	175.5198	730.9316	199.5517	1.7366	0.4170	1.5274
160.7820	176.0169	720.5206	197.4478	1.7317	0.4230	1.5437
160.9344	176.5141	718.2324	218.9970	1.7268	0.4244	1.3918
161.0868	176.8582	705.9958	221.6797	1.7234	0.4317	1.3750
161.2392	176.8341	706.5748	227.6888	1.7237	0.4314	1.3387
161.3916	176.8254	709.0684	227.4542	1.7238	0.4299	1.3401
161.5440	176.9016	705.6985	216.1967	1.7230	0.4319	1.4098
161.6964	176.7598	710.5214	219.3964	1.7244	0.4290	1.3893
161.8488	177.0847	661.3168	218.6084	1.7212	0.4609	1.3943
162.0012	176.5597	683.6320	213.2187	1.7263	0.4459	1.4295
162.1536	176.2755	685.6467	214.9409	1.7291	0.4445	1.4181
162.3060	176.1288	685.4104	224.1237	1.7306	0.4447	1.3600
162.4584	175.4494	670.5083	216.8094	1.7373	0.4546	1.4059
162.6108	176.3206	690.1531	223.9004	1.7287	0.4416	1.3613
162.7632	177.3150	700.8888	225.7914	1.7190	0.4349	1.3499
162.9156	177.8311	698.0637	219.1155	1.7140	0.4366	1.3911
163.0680	178.3880	688.3659	222.2827	1.7087	0.4428	1.3712
163.2204	179.5626	675.7444	239.4495	1.6975	0.4511	1.2729
163.3728	180.9492	678.5022	239.4267	1.6845	0.4492	1.2731
163.5252	180.3766	656.0218	239.4039	1.6898	0.4646	1.2732
163.6776	178.4966	633.3152	239.4450	1.7076	0.4813	1.2730
163.8300	177.7921	604.0500	241.1256	1.7144	0.5046	1.2641
163.9824	176.9769	596.5895	237.9393	1.7223	0.5109	1.2810
164.1348	175.6529	585.0281	224.4458	1.7353	0.5210	1.3580
164.2872	175.3574	579.6113	229.4073	1.7382	0.5259	1.3287
164.4396	175.3308	578.1888	233.2922	1.7384	0.5272	1.3065
164.5920	175.9015	623.5487	215.9192	1.7328	0.4888	1.4117
164.7444	180.1599	667.0551	220.4784	1.6919	0.4569	1.3825
164.8968	180.4641	677.6326	212.6373	1.6890	0.4498	1.4334
165.0492	180.2035	678.6774	212.4409	1.6914	0.4491	1.4348
165.2016	179.9425	677.4293	218.5544	1.6939	0.4499	1.3946
165.3540	179.6823	676.7585	224.0648	1.6963	0.4504	1.3603
165.5064	179.4217	664.6395	224.2099	1.6988	0.4586	1.3595
165.6588	179.1610	652.0911	222.8268	1.7013	0.4674	1.3679
165.8112	178.9004	696.3273	231.4201	1.7038	0.4377	1.3171
165.9636	178.6398	712.1149	240.4320	1.7062	0.4280	1.2677
166.1160	178.3297	702.9857	224.6028	1.7092	0.4336	1.3571
166.2684	178.0630	670.4185	228.4678	1.7118	0.4546	1.3341
166.4208	178.1407	659.6428	217.3997	1.7110	0.4621	1.4020
166.5732	178.2798	650.3322	225.5230	1.7097	0.4687	1.3515
166.7256	178.7571	664.3087	203.5152	1.7051	0.4588	1.4977
166.8780	179.1898	689.6276	204.8924	1.7010	0.4420	1.4876
167.0304	179.3951	694.0744	199.0878	1.6991	0.4392	1.5310
167.1828	179.3859	698.0150	198.4742	1.6992	0.4367	1.5357
167.3352	179.3989	683.6501	199.3675	1.6990	0.4458	1.5289
167.4876	179.2165	654.8260	212.0632	1.7008	0.4655	1.4373
167.6400	179.1129	608.1024	211.3404	1.7017	0.5012	1.4422
167.7924	178.5849	597.8126	213.5640	1.7068	0.5099	1.4272
167.9448	178.2441	590.3450	218.4024	1.7100	0.5163	1.3956
168.0972	178.1623	599.5466	212.3207	1.7108	0.5084	1.4356
168.2496	178.1337	604.9534	203.5315	1.7111	0.5038	1.4976
168.4020	177.9867	604.3944	210.3038	1.7125	0.5043	1.4493
168.5544	179.2425	672.0875	257.1370	1.7005	0.4535	1.1854
168.7068	178.4104	677.2123	244.1190	1.7084	0.4501	1.2486
168.8592	178.3863	683.9639	245.8716	1.7087	0.4456	1.2397
169.0116	178.3087	689.5745	239.3721	1.7094	0.4420	1.2733
169.1640	178.3081	686.9429	235.3321	1.7094	0.4437	1.2952
169.3164	178.4648	686.4205	240.4898	1.7079	0.4440	1.2674
169.4688	178.4189	692.0059	242.7161	1.7084	0.4405	1.2558
169.6212	177.3771	707.1599	234.0541	1.7184	0.4310	1.3023
169.7736	176.3336	714.4233	217.1249	1.7286	0.4266	1.4038
169.9260	175.2882	713.0050	216.2993	1.7389	0.4275	1.4092
170.0784	174.2429	707.7853	210.9516	1.7493	0.4306	1.4449
170.2308	173.1975	691.0131	208.8808	1.7599	0.4411	1.4592
170.3832	172.8640	691.1852	207.3861	1.7633	0.4410	1.4697
170.5356	172.8148	710.7511	210.9539	1.7638	0.4288	1.4449
170.6880	172.7656	719.2930	209.5594	1.7643	0.4238	1.4545
170.8404	171.5497	713.4635	205.8784	1.7768	0.4272	1.4805
170.9928	171.2474	706.9267	208.8104	1.7799	0.4312	1.4597
171.1452	171.0045	714.2383	231.7278	1.7824	0.4268	1.3154
171.2976	170.7610	698.5842	237.8845	1.7850	0.4363	1.2813
171.4500	170.2303	687.1544	251.7264	1.7905	0.4436	1.2109
171.6024	168.7139	684.7352	242.1958	1.8066	0.4451	1.2585
171.7548	168.1038	674.9003	231.4898	1.8132	0.4516	1.3167
171.9072	168.8638	685.4247	227.1631	1.8050	0.4447	1.3418
172.0596	173.8994	698.0176	211.2622	1.7528	0.4367	1.4428
172.2120	180.5567	698.5948	205.4471	1.6881	0.4363	1.4836
172.3644	185.9034	667.4946	210.7354	1.6396	0.4566	1.4464
172.5168	186.0609	659.0447	207.6475	1.6382	0.4625	1.4679
172.6692	183.0884	696.6072	208.3339	1.6648	0.4376	1.4631
172.8216	181.8680	708.3651	197.5132	1.6760	0.4303	1.5432
172.9740	181.2309	705.8662	210.9487	1.6819	0.4318	1.4449
173.1264	180.5933	705.0925	196.1678	1.6878	0.4323	1.5538
173.2788	179.9580	702.7455	198.8786	1.6937	0.4337	1.5326
173.4312	179.4215	702.4106	209.1693	1.6988	0.4339	1.4572
173.5836	178.8837	702.6712	210.3237	1.7039	0.4338	1.4492
173.7360	178.3469	702.7455	209.8511	1.7090	0.4337	1.4525
173.8884	177.8104	702.7455	202.0197	1.7142	0.4337	1.5088
174.0408	177.2731	702.7455	203.1314	1.7194	0.4337	1.5005
174.1932	176.7358	694.4874	204.6008	1.7246	0.4389	1.4897
174.3456	176.3822	681.3903	194.7571	1.7281	0.4473	1.5650
174.4980	176.4022	673.3292	187.7735	1.7279	0.4527	1.6233
174.6504	176.4349	647.0146	185.4359	1.7276	0.4711	1.6437
174.8028	176.3557	636.2062	187.2517	1.7283	0.4791	1.6278
174.9552	176.2763	661.4033	210.9638	1.7291	0.4608	1.4448
175.1076	176.2423	668.2938	198.7929	1.7295	0.4561	1.5333
175.2600	176.1979	672.7485	200.2899	1.7299	0.4531	1.5218
175.4124	182.7814	690.2420	210.7930	1.6676	0.4416	1.4460
175.5648	186.6089	709.6116	223.5312	1.6334	0.4295	1.3636
175.7172	185.5557	719.3988	230.7346	1.6427	0.4237	1.3210
175.8696	184.5075	721.2219	230.7346	1.6520	0.4226	1.3210
176.0220	183.4586	721.5060	230.7346	1.6614	0.4225	1.3210
176.1744	182.4077	720.8505	230.7346	1.6710	0.4228	1.3210
176.3268	181.3629	718.1518	230.7346	1.6806	0.4244	1.3210
176.4792	180.3144	702.9643	230.7346	1.6904	0.4336	1.3210
176.6316	179.2638	697.4311	421.4585	1.7003	0.4370	0.7232
176.7840	178.2149	703.2609	468.9674	1.7103	0.4334	0.6499
176.9364	177.1667	698.6020	586.6191	1.7204	0.4363	0.5196
177.0888	176.1135	692.0755	665.2421	1.7307	0.4404	0.4582
177.2412	175.0636	684.8734	665.2421	1.7411	0.4451	0.4582
177.3936	174.2887	676.3190	665.2421	1.7488	0.4507	0.4582
177.5460	174.0522	672.1102	665.2421	1.7512	0.4535	0.4582
177.6984	174.2980	656.0391	665.2421	1.7488	0.4646	0.4582
177.8508	178.2442	656.0391	665.2421	1.7100	0.4646	0.4582
178.0032	178.1278	662.4527	645.6426	1.7112	0.4601	0.4721
178.1556	177.9202	668.6042	625.9929	1.7131	0.4559	0.4869
178.3080	177.2294	679.4996	621.6459	1.7198	0.4486	0.4903
178.4604	174.1891	665.1097	648.5699	1.7498	0.4583	0.4700
178.6128	172.1648	628.5881	688.8275	1.7704	0.4849	0.4425
178.7652	171.9446	609.7121	711.0491	1.7727	0.4999	0.4287
178.9176	171.9004	612.2155	711.0491	1.7731	0.4979	0.4287
179.0700	171.9965	598.8889	711.0491	1.7722	0.5089	0.4287
179.2224	172.7105	593.1958	711.0491	1.7648	0.5138	0.4287
179.3748	175.2019	590.3392	711.0491	1.7397	0.5163	0.4287
179.5272	177.9236	575.7154	720.1130	1.7131	0.5294	0.4233
179.6796	179.1542	633.2231	721.1298	1.7013	0.4814	0.4227
179.8320	179.9641	663.3248	721.1298	1.6937	0.4595	0.4227
179.9844	180.1973	669.3612	721.1298	1.6915	0.4554	0.4227
180.1368	180.4180	668.3773	721.1298	1.6894	0.4560	0.4227
180.2892	182.2113	674.3029	721.1298	1.6728	0.4520	0.4227
180.4416	182.8336	688.7082	721.1298	1.6671	0.4426	0.4227
180.5940	178.7558	702.3897	717.8883	1.7051	0.4340	0.4246
180.7464	177.8067	713.1523	706.7881	1.7142	0.4274	0.4313
180.8988	175.5113	712.9477	721.3520	1.7367	0.4275	0.4225
181.0512	175.5169	710.7139	721.5303	1.7366	0.4289	0.4224
181.2036	176.3348	707.1837	721.5742	1.7286	0.4310	0.4224
181.3560	176.9728	705.3176	737.2313	1.7223	0.4322	0.4134
181.5084	177.1703	705.4658	760.4677	1.7204	0.4321	0.4008
181.6608	177.3674	705.4658	760.4677	1.7185	0.4321	0.4008
181.8132	177.5650	723.3770	760.4677	1.7166	0.4214	0.4008
181.9656	177.7627	727.8549	760.4677	1.7147	0.4188	0.4008
182.1180	177.9603	727.8549	760.4677	1.7128	0.4188	0.4008
182.2704	177.9751	724.8997	760.4677	1.7126	0.4205	0.4008
182.4228	177.4414	713.0789	760.4677	1.7178	0.4274	0.4008
182.5752	176.7743	713.0789	760.4677	1.7243	0.4274	0.4008
182.7276	176.1072	700.4323	760.4677	1.7308	0.4352	0.4008
182.8800	176.1069	695.9500	741.3532	1.7308	0.4380	0.4111
183.0324	177.2146	710.8256	743.8275	1.7200	0.4288	0.4098
183.1848	178.3223	722.3237	713.0200	1.7093	0.4220	0.4275
183.3372	179.4300	711.4880	734.9695	1.6987	0.4284	0.4147
183.4896	180.5377	707.9636	719.6299	1.6883	0.4305	0.4236
183.6420	181.6454	623.9358	752.6744	1.6780	0.4885	0.4050
183.7944	181.7145	623.9358	757.9821	1.6774	0.4885	0.4021
183.9468	181.5428	623.9358	757.7866	1.6790	0.4885	0.4022
184.0992	180.8583	663.2687	757.2977	1.6853	0.4595	0.4025
184.2516	180.2673	722.8808	757.2977	1.6908	0.4217	0.4025
184.4040	178.6915	727.9812	747.6225	1.7058	0.4187	0.4077
184.5564	177.9227	723.6819	743.7524	1.7131	0.4212	0.4098
184.7088	177.7657	720.7259	743.7524	1.7146	0.4229	0.4098
184.8612	177.7381	711.3305	733.9497	1.7149	0.4285	0.4153
185.0136	176.9007	706.8450	724.1470	1.7230	0.4312	0.4209
185.1660	177.4014	710.4525	737.4980	1.7182	0.4290	0.4133
185.3184	176.4534	703.9015	737.4980	1.7274	0.4330	0.4133
185.4708	176.6506	713.5115	737.8043	1.7255	0.4272	0.4131
185.6232	176.6998	716.2979	738.1106	1.7250	0.4255	0.4130
185.7756	176.7572	703.3379	738.7232	1.7244	0.4334	0.4126
185.9280	177.8172	682.1005	727.7665	1.7141	0.4469	0.4188
186.0804	186.7010	683.2269	510.2720	1.6326	0.4461	0.5973
186.2328	186.3403	707.6915	483.0852	1.6357	0.4307	0.6310
186.3852	184.6687	713.1663	483.0852	1.6505	0.4274	0.6310
186.5376	182.9953	712.4451	483.0852	1.6656	0.4278	0.6310
186.6900	182.0507	712.4101	483.0852	1.6743	0.4278	0.6310
186.8424	181.9100	712.4101	569.0726	1.6756	0.4278	0.5356
186.9948	181.8601	712.4101	741.0473	1.6760	0.4278	0.4113
187.1472	181.7679	712.3599	741.0473	1.6769	0.4279	0.4113
187.2996	182.0464	711.9578	741.0473	1.6743	0.4281	0.4113
187.4520	181.3325	712.8623	550.0854	1.6809	0.4276	0.5541
187.6044	182.0730	702.1477	571.2252	1.6741	0.4341	0.5336
187.7568	182.2595	709.0906	571.2252	1.6724	0.4299	0.5336
187.9092	182.5338	704.4995	571.2252	1.6698	0.4327	0.5336
188.0616	183.4485	699.6143	751.2808	1.6615	0.4357	0.4057
188.2140	183.8622	695.5490	751.2808	1.6578	0.4382	0.4057
188.3664	182.0762	687.0543	751.2808	1.6740	0.4436	0.4057
188.5188	180.3753	687.4184	744.0135	1.6898	0.4434	0.4097
188.6712	180.0260	688.6562	744.0135	1.6931	0.4426	0.4097
188.8236	175.4210	688.2193	744.0135	1.7376	0.4429	0.4097
188.9760	182.0291	649.3905	718.1051	1.6745	0.4694	0.4245
189.1284	181.9035	637.0416	683.5328	1.6756	0.4785	0.4459
189.2808	183.5315	614.2324	646.0018	1.6608	0.4962	0.4718
189.4332	181.2165	598.4852	753.0421	1.6820	0.5093	0.4048
189.5856	180.7680	681.6240	753.0421	1.6862	0.4472	0.4048
189.7380	180.2604	719.8099	772.3931	1.6909	0.4235	0.3946
189.8904	180.3537	723.6683	773.3253	1.6900	0.4212	0.3941
190.0428	180.4468	717.5065	776.0667	1.6892	0.4248	0.3928
190.1952	180.4095	712.6576	768.9361	1.6895	0.4277	0.3964
190.3476	180.3575	713.2688	768.9361	1.6900	0.4273	0.3964
190.5000	180.5413	692.3898	750.1138	1.6883	0.4402	0.4063
190.6524	180.6877	700.1938	742.1816	1.6869	0.4353	0.4107
190.8048	182.1834	702.8911	741.6439	1.6731	0.4336	0.4110
190.9572	182.2024	703.9438	736.2363	1.6729	0.4330	0.4140
191.1096	182.0934	703.4844	713.5685	1.6739	0.4333	0.4272
191.2620	182.0390	697.6870	714.1948	1.6744	0.4369	0.4268
191.4144	181.5349	691.8943	714.8212	1.6790	0.4405	0.4264
191.5668	180.9489	699.4592	716.0739	1.6845	0.4358	0.4257
191.7192	179.5517	701.2314	716.0739	1.6976	0.4347	0.4257
191.8716	179.2564	641.7722	741.4104	1.7004	0.4749	0.4111
192.0240	179.1160	704.7626	741.4104	1.7017	0.4325	0.4111
192.1764	178.7288	709.4360	741.4104	1.7054	0.4296	0.4111
192.3288	179.1183	682.2380	704.9138	1.7017	0.4468	0.4324
192.4812	179.7777	702.5044	704.9138	1.6954	0.4339	0.4324
192.6336	181.5518	703.3817	704.9138	1.6789	0.4333	0.4324
192.7860	180.1423	697.3297	679.9183	1.6920	0.4371	0.4483
192.9384	180.0388	692.9007	692.3544	1.6930	0.4399	0.4402
193.0908	179.7846	699.1425	730.5901	1.6954	0.4360	0.4172
193.2432	179.7301	696.3835	730.5901	1.6959	0.4377	0.4172
193.3956	179.2505	686.8946	739.9566	1.7004	0.4437	0.4119
193.5480	179.2608	677.7651	715.9065	1.7003	0.4497	0.4258
193.7004	179.2232	681.0090	701.2229	1.7007	0.4476	0.4347
193.8528	179.1816	678.3792	701.3088	1.7011	0.4493	0.4346
194.0052	179.2444	673.8760	690.6981	1.7005	0.4523	0.4413
194.1576	179.3888	659.2728	680.1733	1.6991	0.4623	0.4481
194.3100	178.8788	648.7161	680.1733	1.7040	0.4699	0.4481
194.4624	178.2723	661.7460	707.6117	1.7098	0.4606	0.4307
194.6148	177.0193	649.4135	707.6117	1.7219	0.4694	0.4307
194.7672	176.9897	645.8306	739.6331	1.7222	0.4720	0.4121
194.9196	176.9177	617.9254	739.6331	1.7229	0.4933	0.4121
195.0720	176.9554	652.3132	739.0929	1.7225	0.4673	0.4124
195.2244	176.9263	647.6955	738.5527	1.7228	0.4706	0.4127
195.3768	177.7659	663.7040	737.4723	1.7146	0.4592	0.4133
195.5292	180.2980	672.9517	725.6718	1.6906	0.4529	0.4200
195.6816	180.3577	671.6960	713.8713	1.6900	0.4538	0.4270
195.8340	180.4451	654.9728	621.1597	1.6892	0.4654	0.4907
195.9864	179.6790	668.5681	619.9631	1.6964	0.4559	0.4916
196.1388	179.4349	668.7608	618.7665	1.6987	0.4558	0.4926
196.2912	179.5544	625.0361	650.9946	1.6976	0.4877	0.4682
