HOLE:	1230A
LEG:	201
TOP:	0.1519
BOTTOM:	266.3947
DEPTH_WMSF	HSGR	HCGR	HFK	HTHO	HURA	HBHK
m	gAPI	gAPI	%	ppm	ppm	%	
173.8879	51.1593	28.3879	0.8799	3.9497	2.9867	-0.2143
174.0403	51.2003	28.6498	0.8577	4.1636	2.9871	-0.2143
174.1927	51.2325	28.7584	0.8641	4.1613	2.9373	-0.2143
174.3451	51.4755	29.9048	0.8864	4.3984	2.7956	-0.2143
174.4975	52.0625	30.8166	0.8961	4.6341	2.6906	-0.2143
174.6499	53.5869	31.7390	0.9064	4.8693	2.7514	-0.2143
174.8023	53.4738	31.8854	0.9154	4.8638	2.7320	-0.2143
174.9547	55.2145	31.9431	0.8991	4.9775	2.9702	-0.2143
175.1071	55.9344	32.8252	0.9568	4.9226	3.0158	-0.2143
175.2595	56.1334	34.4559	0.9800	5.3097	2.8194	-0.2143
175.4119	56.5301	35.4596	1.0009	5.5092	2.6487	-0.2143
175.5643	55.6408	34.8061	0.9903	5.3620	2.5565	-0.2143
175.7167	57.9109	36.1373	1.0294	5.5600	2.7090	-0.2143
175.8691	56.8461	35.7458	0.9946	5.6379	2.6711	-0.2143
176.0215	58.2458	34.2552	0.9657	5.3294	3.1055	-0.2143
176.1739	57.3932	34.5276	0.9767	5.3518	2.9681	-0.2143
176.3263	57.1852	34.0884	0.9557	5.3344	3.0594	-0.2143
176.4787	56.2028	33.1670	0.9487	5.0802	3.0243	-0.2143
176.6311	55.7227	32.9221	0.9286	5.1193	2.9771	-0.2143
176.7835	58.1814	34.5725	0.9635	5.4444	3.0904	-0.2143
176.9359	59.6943	35.0895	0.9719	5.5610	3.2302	-0.2143
177.0883	62.0188	37.1624	1.0371	5.8437	3.3268	-0.2143
177.2407	61.6368	35.9864	0.9765	5.8217	3.4499	-0.2143
177.3931	62.6231	36.6451	0.9821	5.9998	3.5038	-0.2143
177.5455	60.8535	35.6733	0.9534	5.8566	3.4342	-0.2143
177.6979	60.0691	35.9219	0.9796	5.7827	3.2819	-0.2143
177.8503	60.9344	36.0873	0.9742	5.8674	3.3820	-0.2143
178.0027	62.8372	36.3385	1.0137	5.7167	3.5865	-0.2143
178.1551	64.8089	38.9615	1.0422	6.3909	3.5280	-0.2143
178.3075	62.9286	38.2623	1.0407	6.1757	3.3676	-0.2143
178.4599	62.8014	37.5003	1.0318	5.9837	3.4597	-0.2143
178.6123	62.1819	36.2563	1.0097	5.7142	3.5667	-0.2143
178.7647	63.3966	35.5683	0.9868	5.6277	3.7252	-0.2143
178.9171	64.4431	37.7117	1.0831	5.7513	3.6457	-0.2143
179.0695	65.4968	38.2172	1.1421	5.5680	3.6149	-0.2143
179.2219	68.3759	40.5057	1.2266	5.8072	3.6379	-0.2143
179.3743	67.9687	41.2195	1.2717	5.7724	3.4011	-0.2143
179.5267	68.0545	41.1238	1.2640	5.7867	3.4317	-0.2143
179.6791	65.7494	40.4866	1.2029	5.9397	3.2563	-0.2143
179.8315	63.7311	37.8779	1.1582	5.3653	3.3438	-0.2143
179.9839	61.9103	36.2825	1.1164	5.0982	3.3052	-0.2143
180.1363	60.3374	35.3874	1.1013	4.8995	3.1592	-0.2143
180.2887	60.3577	36.6677	1.1133	5.2396	2.9708	-0.2143
180.4411	59.2977	35.8662	1.0912	5.1123	3.0339	-0.2143
180.5935	56.2944	33.3447	1.0099	4.7800	2.9163	-0.2143
180.7459	54.0608	32.1356	0.9501	4.7420	2.8150	-0.2143
180.8983	54.1453	31.5612	0.9282	4.6862	2.8666	-0.2143
181.0507	53.7786	31.2538	0.8752	4.8977	2.8470	-0.2143
181.2031	54.6403	30.6466	0.8567	4.8115	3.0362	-0.2143
181.3555	53.4153	29.8039	0.8602	4.5209	2.9123	-0.2143
181.5079	56.6774	32.5373	0.9303	4.9871	2.9798	-0.2143
181.6603	57.4668	32.3264	0.9136	5.0171	3.1900	-0.2143
181.8127	60.3890	33.8018	0.9481	5.2884	3.4374	-0.2143
181.9651	64.0601	35.9185	1.0332	5.4688	3.6865	-0.2143
182.1175	66.8798	38.7466	1.1103	5.9241	3.6674	-0.2143
182.2699	65.9202	38.5718	1.0782	6.0563	3.5702	-0.2143
182.4223	63.5944	36.2068	1.0237	5.6169	3.5873	-0.2143
182.5747	62.0865	36.5352	1.0326	5.6703	3.4286	-0.2143
182.7271	62.6323	35.2270	0.9728	5.6010	3.7289	-0.2143
182.8795	61.9738	36.8357	1.0090	5.9050	3.4109	-0.2143
183.0319	64.7945	37.7511	1.0331	6.0575	3.7223	-0.2143
183.1843	65.0880	38.0878	1.0377	6.1382	3.6523	-0.2143
183.3367	68.5013	42.4499	1.1533	6.8605	3.4430	-0.2143
183.4891	66.8444	41.0956	1.0989	6.7445	3.3685	-0.2143
183.6415	68.1907	40.4288	1.0919	6.5720	3.5767	-0.2143
183.7939	66.3569	37.9157	1.0460	6.0348	3.6908	-0.2143
183.9463	70.2298	39.3169	1.0929	6.2094	4.0532	-0.2143
184.0987	71.6798	41.1946	1.1424	6.5217	4.0147	-0.2143
184.2511	74.6159	41.8032	1.1998	6.3808	4.3363	-0.2143
184.4035	74.3774	43.7446	1.2829	6.5174	3.9860	-0.2143
184.5559	74.8732	44.0108	1.3150	6.4148	4.0507	-0.2143
184.7083	75.5880	45.8322	1.3826	6.6031	3.9245	-0.2143
184.8607	76.6607	48.3079	1.4441	7.0368	3.7714	-0.2143
185.0131	78.3807	48.2152	1.4550	6.9432	4.0651	-0.2143
185.1655	76.2124	49.7221	1.5267	7.0069	3.5743	-0.2143
185.3179	72.3573	48.1899	1.4616	6.8964	3.2714	-0.2143
185.4703	68.6197	47.9041	1.4587	6.8221	2.7836	-0.2143
185.6227	65.8254	47.4354	1.4437	6.7596	2.4640	-0.2143
185.7751	64.0304	46.2448	1.4096	6.5774	2.3836	-0.2143
185.9275	60.0021	43.5613	1.3042	6.3339	2.1856	-0.2143
186.0799	57.6614	41.7664	1.2663	5.9801	2.1753	-0.2143
186.2323	57.1804	40.8999	1.2489	5.8042	2.2441	-0.2143
186.3847	59.9679	41.9910	1.2699	6.0309	2.4368	-0.2143
186.5371	63.5489	43.3163	1.3172	6.1792	2.7040	-0.2143
186.6895	65.4537	45.6976	1.3974	6.4733	2.5782	-0.2143
186.8419	66.3396	45.3353	1.3489	6.6409	2.7710	-0.2143
186.9943	65.7166	45.0145	1.3395	6.5934	2.7781	-0.2143
187.1467	63.0703	44.1799	1.2697	6.7342	2.5440	-0.2143
187.2991	59.8306	42.6528	1.1868	6.7302	2.3529	-0.2143
187.4515	58.1166	42.2292	1.1831	6.6157	2.1827	-0.2143
187.6039	57.6545	42.1703	1.1855	6.5824	2.1187	-0.2143
187.7563	61.0020	45.6516	1.2696	7.2068	2.1248	-0.2143
187.9087	63.3587	47.3578	1.2999	7.5765	2.1597	-0.2143
188.0611	64.4904	49.9405	1.3363	8.1916	2.0183	-0.2143
188.2135	62.9396	49.7061	1.3018	8.3188	1.8398	-0.2143
188.3659	61.9567	47.1079	1.2708	7.6671	2.0671	-0.2143
188.5183	61.1782	44.5532	1.2411	7.0218	2.2277	-0.2143
188.6707	60.3064	44.0434	1.2313	6.9153	2.1255	-0.2143
188.8231	58.2262	40.6254	1.1627	6.2206	2.2641	-0.2143
188.9755	57.6612	40.0032	1.1766	5.9396	2.1983	-0.2143
189.1279	58.0410	39.9871	1.1374	6.1639	2.2333	-0.2143
189.2803	60.8509	41.8346	1.2083	6.3413	2.3348	-0.2143
189.4327	62.3312	41.8329	1.2177	6.2862	2.4900	-0.2143
189.5851	62.4440	42.1710	1.2674	6.1033	2.5202	-0.2143
189.7375	61.6236	41.2879	1.2379	5.9934	2.5193	-0.2143
189.8899	61.7434	40.7710	1.2568	5.7168	2.6312	-0.2143
190.0423	63.1411	43.2222	1.2567	6.5032	2.4850	-0.2143
190.1947	62.7514	46.7175	1.2948	7.4012	2.0125	-0.2143
190.3471	62.1484	46.4379	1.2858	7.3641	2.0118	-0.2143
190.4995	61.2914	46.1271	1.2651	7.3853	2.0137	-0.2143
190.6519	60.5254	45.9108	1.2633	7.3265	1.9392	-0.2143
190.8043	62.3303	47.8410	1.3391	7.5021	1.9401	-0.2143
190.9567	62.6768	48.6929	1.3301	7.8279	1.9085	-0.2143
191.1091	65.0725	50.8879	1.3841	8.2154	1.9716	-0.2143
191.2615	65.4988	52.1036	1.3826	8.6138	1.8754	-0.2143
191.4139	67.5545	53.5059	1.4449	8.6985	1.9368	-0.2143
191.5663	68.0059	53.7441	1.4373	8.8198	1.9927	-0.2143
191.7187	67.9319	52.3693	1.4234	8.4602	2.1883	-0.2143
191.8711	68.1918	49.1254	1.4055	7.5246	2.6651	-0.2143
192.0235	68.1951	49.7157	1.3952	7.7744	2.6216	-0.2143
192.1759	68.8921	50.2601	1.4450	7.6579	2.6114	-0.2143
192.3283	68.2607	49.4404	1.4524	7.3516	2.7326	-0.2143
192.4807	67.7047	48.9204	1.4485	7.2078	2.6924	-0.2143
192.6331	69.3379	50.0890	1.5039	7.2585	2.6369	-0.2143
192.7855	69.1532	49.8144	1.5158	7.1009	2.5764	-0.2143
192.9379	70.5452	49.0669	1.4797	7.0725	2.8338	-0.2143
193.0903	71.3307	49.6150	1.5045	7.1026	2.8697	-0.2143
193.2427	73.0695	50.4913	1.5675	7.0149	2.9385	-0.2143
193.3951	72.1034	50.3733	1.5632	7.0021	2.8268	-0.2143
193.5475	70.6239	49.9060	1.5003	7.2203	2.6858	-0.2143
193.6999	69.4944	48.3602	1.4722	6.8895	2.6745	-0.2143
193.8523	71.5992	51.3459	1.5030	7.6663	2.5606	-0.2143
194.0047	71.8243	50.2758	1.4480	7.6452	2.6590	-0.2143
194.1571	70.6117	48.2661	1.3847	7.3714	2.7684	-0.2143
194.3095	72.5083	48.6283	1.3877	7.4701	3.0497	-0.2143
194.4619	74.9247	50.8714	1.4390	7.8889	3.1217	-0.2143
194.6143	79.2847	55.2601	1.5600	8.5878	3.0723	-0.2143
194.7667	76.4806	52.6497	1.5036	8.0809	3.0189	-0.2143
194.9191	73.0617	49.8710	1.3927	7.8389	2.9559	-0.2143
195.0715	70.3389	48.3597	1.3749	7.4587	2.8173	-0.2143
195.2239	70.4093	48.6533	1.4003	7.4039	2.7706	-0.2143
195.3763	70.0651	48.8765	1.3979	7.4899	2.7183	-0.2143
195.5287	70.4445	47.9395	1.3922	7.2225	2.8475	-0.2143
195.6811	71.6378	48.5960	1.4098	7.3303	2.8723	-0.2143
195.8335	72.7328	48.9237	1.4444	7.2326	2.9169	-0.2143
195.9859	73.4777	50.9163	1.5199	7.4297	2.7475	-0.2143
196.1383	71.7244	49.1114	1.4901	7.0257	2.7426	-0.2143
196.2907	70.2178	47.8878	1.4727	6.7352	2.7970	-0.2143
196.4431	70.0191	48.3255	1.4695	6.8947	2.7724	-0.2143
196.5955	69.3856	48.7823	1.5067	6.8230	2.6107	-0.2143
196.7479	70.0846	49.9668	1.5117	7.1739	2.5545	-0.2143
196.9003	68.9037	50.2729	1.5089	7.2881	2.4008	-0.2143
197.0527	70.5833	52.0415	1.5842	7.4147	2.3868	-0.2143
197.2051	70.8723	52.3883	1.6076	7.3887	2.3644	-0.2143
197.3575	72.3166	54.2903	1.6480	7.7622	2.3984	-0.2143
197.5099	70.5458	53.1761	1.6134	7.6073	2.3671	-0.2143
197.6623	70.3543	51.2596	1.5163	7.5608	2.5593	-0.2143
197.8147	69.1504	49.6234	1.4243	7.5746	2.7223	-0.2143
197.9671	70.6908	50.6986	1.4703	7.6501	2.7053	-0.2143
198.1195	72.5169	52.0130	1.4934	7.9367	2.7368	-0.2143
198.2719	74.7846	53.5261	1.5332	8.1892	2.8466	-0.2143
198.4243	77.0465	55.1933	1.5871	8.4080	2.9233	-0.2143
198.5767	77.0112	53.5686	1.5654	8.0141	3.0953	-0.2143
198.7291	77.3443	54.1369	1.5600	8.2282	3.0976	-0.2143
198.8815	76.7522	53.0455	1.5211	8.1055	3.1373	-0.2143
199.0339	77.7268	53.2402	1.5503	7.9970	3.1674	-0.2143
199.1863	77.9635	53.4014	1.5409	8.1037	3.1832	-0.2143
199.3387	77.2984	54.2449	1.5743	8.1787	3.0071	-0.2143
199.4911	78.0468	54.3527	1.5799	8.1807	3.0385	-0.2143
199.6435	78.4560	54.7930	1.5863	8.2842	3.0737	-0.2143
199.7959	78.0392	55.1085	1.5743	8.4556	3.0055	-0.2143
199.9483	75.9338	51.7885	1.4666	8.0214	3.1927	-0.2143
200.1007	75.5613	49.7575	1.4151	7.6715	3.3906	-0.2143
200.2531	78.5894	52.4771	1.4630	8.2630	3.4369	-0.2143
200.4055	80.5370	51.7041	1.4941	7.8335	3.6917	-0.2143
200.5579	81.2194	51.5363	1.4657	7.9456	3.8147	-0.2143
200.7103	80.9016	50.2355	1.4415	7.6702	4.0036	-0.2143
200.8627	82.5358	50.8549	1.4769	7.6615	4.1066	-0.2143
201.0151	83.2810	49.9070	1.4475	7.5300	4.3435	-0.2143
201.1675	85.2349	51.1085	1.5123	7.5360	4.3932	-0.2143
201.3199	89.4414	52.5713	1.5397	7.8448	4.7678	-0.2143
201.4723	92.4372	51.5743	1.5583	7.4157	5.1967	-0.2143
201.6247	93.4218	50.9699	1.5424	7.3154	5.3654	-0.2143
201.7771	91.3505	49.4805	1.4865	7.1648	5.2924	-0.2143
201.9295	92.1389	49.0819	1.4441	7.2855	5.4834	-0.2143
202.0819	89.7697	46.9540	1.3491	7.1594	5.5399	-0.2143
202.2343	86.1405	44.9555	1.3213	6.6813	5.4408	-0.2143
202.3867	79.5595	41.2330	1.1639	6.4089	5.0705	-0.2143
202.5391	76.1019	39.2546	1.0571	6.3996	4.8833	-0.2143
202.6915	73.5175	38.0625	1.0120	6.2812	4.6747	-0.2143
202.8439	72.6708	37.0082	0.9735	6.1688	4.7632	-0.2143
202.9963	72.3513	36.3135	0.9541	6.0597	4.7626	-0.2143
203.1487	71.0471	37.3505	0.9572	6.3738	4.5478	-0.2143
203.3011	70.5051	38.6497	0.9965	6.5602	4.3368	-0.2143
203.4535	68.5238	37.8414	0.9866	6.3591	4.1412	-0.2143
203.6059	69.0484	37.9856	1.0019	6.3161	4.1677	-0.2143
203.7583	68.1735	37.7780	0.9892	6.3234	4.0820	-0.2143
203.9107	66.7278	37.1767	0.9562	6.3237	3.9336	-0.2143
204.0631	66.3349	37.6445	1.0014	6.2092	3.7702	-0.2143
204.2155	66.6382	38.1122	1.0538	6.0527	3.6803	-0.2143
204.3679	68.1091	38.8257	1.0948	6.0411	3.7838	-0.2143
204.5203	70.1195	40.2165	1.1350	6.2522	3.8194	-0.2143
204.6727	69.9727	39.2662	1.1269	5.9949	3.9190	-0.2143
204.8251	70.5115	39.4079	1.1652	5.8160	3.8675	-0.2143
204.9775	67.5595	38.9692	1.1448	5.7944	3.5534	-0.2143
205.1299	65.1157	36.8165	1.0826	5.4684	3.5310	-0.2143
205.2823	63.6467	35.2727	1.0684	5.0567	3.5665	-0.2143
205.4347	61.4877	34.6145	1.0619	4.8832	3.3079	-0.2143
205.5871	61.7043	34.6450	1.0869	4.7465	3.3006	-0.2143
205.7395	63.3479	35.9603	1.1360	4.8809	3.3625	-0.2143
205.8919	67.5576	38.3745	1.2192	5.1678	3.5987	-0.2143
206.0443	70.4950	39.8681	1.3000	5.1740	3.7547	-0.2143
206.1967	73.2769	43.4551	1.3912	5.7901	3.5501	-0.2143
206.3491	72.7084	44.9276	1.4452	5.9461	3.3345	-0.2143
206.5015	71.0944	43.9030	1.3660	6.0812	3.3620	-0.2143
206.6539	68.6033	42.4277	1.3025	5.9799	3.1822	-0.2143
206.8063	70.2502	45.0975	1.3643	6.4749	3.0466	-0.2143
206.9587	71.6222	46.3320	1.3986	6.6693	3.0514	-0.2143
207.1111	72.7148	47.7003	1.3896	7.1604	3.1008	-0.2143
207.2635	72.2242	48.2070	1.3718	7.4263	3.0413	-0.2143
207.4159	70.9094	47.8107	1.3435	7.4640	2.8938	-0.2143
207.5683	69.9763	48.8831	1.3842	7.5688	2.6678	-0.2143
207.7207	67.6181	47.8877	1.3048	7.7140	2.5683	-0.2143
207.8731	67.8423	47.0753	1.3112	7.4153	2.7586	-999.2500
208.0255	68.0337	47.4967	1.2643	7.8243	2.6946	-999.2500
208.1779	70.9252	49.3198	1.3233	8.0621	2.8371	-999.2500
208.3303	72.7526	49.5406	1.3566	7.9374	3.0437	-999.2500
208.4827	73.5907	49.4271	1.3593	7.8844	3.1476	-999.2500
208.6351	72.4663	48.9042	1.3415	7.8207	3.0185	-999.2500
208.7875	70.3709	46.3045	1.3036	7.2090	3.0480	-999.2500
208.9399	69.1920	45.1902	1.2699	7.0490	3.0065	-999.2500
209.0923	68.1148	43.8874	1.2442	6.7821	3.0783	-999.2500
209.2447	68.6649	43.1005	1.1824	6.8917	3.2890	-999.2500
209.3971	66.4543	41.7966	1.1388	6.7289	3.1629	-999.2500
209.5495	64.8457	40.4072	1.0753	6.6554	3.1781	-999.2500
209.7019	63.2620	38.3387	1.0464	6.1619	3.2548	-999.2500
209.8543	64.3329	38.9630	1.0861	6.1294	3.2257	-999.2500
210.0067	65.2348	40.0938	1.1055	6.3785	3.2678	-999.2500
210.1591	68.0222	41.0711	1.1407	6.4857	3.4484	-999.2500
210.3115	69.9659	42.4261	1.1523	6.8518	3.6371	-999.2500
210.4639	72.0590	44.8792	1.2036	7.3377	3.5601	-999.2500
210.6163	72.5952	44.9058	1.2116	7.2996	3.6359	-999.2500
210.7687	70.3410	41.9512	1.1123	6.9336	3.6470	-999.2500
210.9211	67.6719	40.7583	1.0838	6.7176	3.5056	-999.2500
211.0735	65.8612	39.7766	1.0561	6.5650	3.4148	-999.2500
211.2259	66.2666	39.7938	1.0666	6.5090	3.3812	-999.2500
211.3783	68.7691	42.6866	1.1387	7.0141	3.3869	-999.2500
211.5307	69.9456	43.4657	1.1538	7.1750	3.5016	-999.2500
211.6831	70.6040	42.5174	1.1514	6.8850	3.6908	-999.2500
211.8355	69.4983	42.9839	1.1764	6.8886	3.5611	-999.2500
211.9879	69.7606	43.4029	1.1820	6.9898	3.5715	-999.2500
212.1403	68.6169	41.9007	1.1438	6.7324	3.6067	-999.2500
212.2927	67.4168	41.3672	1.1419	6.5724	3.4482	-999.2500
212.4451	66.1470	41.1607	1.1628	6.3841	3.3362	-999.2500
212.5975	67.4150	41.3534	1.1762	6.3675	3.4405	-999.2500
212.7499	68.2897	41.0057	1.1676	6.3061	3.5031	-999.2500
212.9023	65.8632	40.7269	1.1496	6.3223	3.2489	-999.2500
213.0547	64.4866	37.9250	1.1095	5.6586	3.3974	-999.2500
213.2071	62.2327	36.5790	1.0555	5.5434	3.3354	-999.2500
213.3595	62.7550	36.6624	1.0143	5.8116	3.3889	-999.2500
213.5119	60.6186	35.2958	0.9400	5.8082	3.2719	-999.2500
213.6643	60.9674	35.5424	0.9859	5.6180	3.1342	-999.2500
213.8167	62.5654	37.2802	1.0236	5.9545	3.1239	-999.2500
213.9691	64.5004	39.1753	1.0450	6.4362	3.1995	-999.2500
214.1215	67.2654	42.2269	1.1002	7.0911	3.1802	-999.2500
214.2739	66.9124	40.5442	1.0624	6.7738	3.3631	-999.2500
214.4263	68.9931	39.3051	1.0717	6.3222	3.8310	-999.2500
214.5787	71.1410	39.0512	1.0670	6.2687	4.1456	-999.2500
214.7311	77.2909	41.3161	1.1243	6.6591	4.6714	-999.2500
214.8835	80.5198	41.5477	1.1342	6.6752	4.9453	-999.2500
215.0359	82.2709	42.6334	1.1994	6.6412	4.9787	-999.2500
215.1883	79.7220	39.8641	1.1231	6.2004	5.0883	-999.2500
215.3407	78.6071	38.0206	1.0439	6.0729	5.2696	-999.2500
215.4931	72.6059	34.8041	0.9648	5.5054	4.8709	-999.2500
215.6455	68.9260	32.4357	0.9350	4.9206	4.6916	-999.2500
215.7979	64.7123	29.6950	0.8644	4.4559	4.5016	-999.2500
215.9503	65.3254	30.7651	0.8953	4.6175	4.4010	-999.2500
216.1027	66.4886	33.9182	1.0018	5.0051	4.0991	-999.2500
216.2551	69.0278	36.0272	1.0782	5.2332	4.1706	-999.2500
216.4075	69.4023	39.0262	1.1623	5.7021	3.8013	-999.2500
216.5599	71.8889	42.3801	1.2782	6.0984	3.6584	-999.2500
216.7123	73.2986	42.7277	1.2933	6.1214	3.8163	-999.2500
216.8647	74.4221	46.2444	1.4383	6.4001	3.4545	-999.2500
217.0171	69.9072	44.2698	1.3708	6.1626	3.1559	-999.2500
217.1695	68.5824	42.9775	1.3853	5.6639	3.2241	-999.2500
217.3219	69.4742	43.7274	1.3758	5.9594	3.2433	-999.2500
217.4743	73.0632	44.9615	1.4276	6.0515	3.5571	-999.2500
217.6267	72.1984	43.6162	1.4065	5.7438	3.6703	-999.2500
217.7791	70.5673	42.1958	1.3154	5.8219	3.7577	-999.2500
217.9315	68.3567	41.4633	1.2549	5.9415	3.5559	-999.2500
218.0839	65.4929	39.9759	1.1860	5.8681	3.4076	-999.2500
218.2363	65.9745	40.3868	1.1968	5.9371	3.4502	-999.2500
218.3887	66.0979	41.5895	1.2042	6.2792	3.3438	-999.2500
218.5411	68.8288	41.0705	1.1599	6.3719	3.7814	-999.2500
218.6935	66.6668	40.3019	1.1746	6.0398	3.5254	-999.2500
218.8459	64.6781	40.5515	1.1255	6.4068	3.2017	-999.2500
218.9983	63.0936	40.1646	1.1021	6.4201	3.0234	-999.2500
219.1507	63.6165	40.4395	1.1051	6.4908	2.9985	-999.2500
219.3031	64.0828	41.3419	1.1334	6.6147	2.9352	-999.2500
219.4555	64.0416	42.1059	1.1697	6.6467	2.7446	-999.2500
219.6079	64.6547	42.1614	1.2019	6.4761	2.8233	-999.2500
219.7603	64.3751	40.0489	1.1839	5.9044	2.9875	-999.2500
219.9127	61.9713	38.5090	1.1248	5.7569	2.9139	-999.2500
220.0651	57.2817	35.0277	1.0526	5.0639	2.7646	-999.2500
220.2175	53.8001	33.6017	1.0075	4.8713	2.4982	-999.2500
220.3699	54.1213	33.4464	0.9776	4.9963	2.5887	-999.2500
220.5223	52.7801	31.6064	0.9467	4.5871	2.6235	-999.2500
220.6747	51.0745	30.2506	0.9256	4.2760	2.5580	-999.2500
220.8271	47.1034	29.0001	0.8880	4.0951	2.2561	-999.2500
220.9795	49.1040	30.7858	0.9414	4.3551	2.2282	-999.2500
221.1319	49.0064	30.2755	0.9405	4.1964	2.2906	-999.2500
221.2843	48.4899	30.1669	0.9177	4.2950	2.2290	-999.2500
221.4367	46.8207	29.8592	0.8541	4.5690	2.1010	-999.2500
221.5891	46.7120	29.7480	0.8485	4.5661	2.1145	-999.2500
221.7415	47.4641	30.2717	0.8535	4.7043	2.0640	-999.2500
221.8939	48.6354	31.1518	0.9249	4.5687	2.0960	-999.2500
222.0463	51.2094	32.5064	0.9716	4.7293	2.2449	-999.2500
222.1987	52.8889	35.4038	1.0352	5.2854	2.1686	-999.2500
222.3511	52.4482	33.7840	1.0086	4.9224	2.3132	-999.2500
222.5035	52.9272	33.5802	1.0387	4.6811	2.3478	-999.2500
222.6559	55.3442	35.5814	1.0735	5.1185	2.5226	-999.2500
222.8083	57.6290	37.1770	1.1415	5.2315	2.5827	-999.2500
222.9607	58.3621	36.1167	1.1125	5.0616	2.8305	-999.2500
223.1131	59.4148	37.7067	1.1923	5.1039	2.7050	-999.2500
223.2655	60.6251	38.0664	1.2043	5.1482	2.7983	-999.2500
223.4179	60.2963	37.8164	1.2127	5.0186	2.8768	-999.2500
223.5703	60.8284	37.2369	1.1432	5.2392	3.0220	-999.2500
223.7227	60.9098	37.3089	1.1335	5.3186	3.0096	-999.2500
223.8751	61.1309	34.8009	1.0809	4.8228	3.3663	-999.2500
224.0275	59.0090	34.0674	1.0474	4.7838	3.2044	-999.2500
224.1799	58.2037	32.6593	0.9565	4.8641	3.3095	-999.2500
224.3323	58.2481	32.2981	0.9260	4.9268	3.2948	-999.2500
224.4847	56.2071	30.4767	0.8448	4.8187	3.2250	-999.2500
224.6371	53.5953	29.3717	0.8037	4.7052	3.0035	-999.2500
224.7895	51.3258	27.1697	0.7122	4.5349	3.0151	-999.2500
224.9419	50.7485	26.3372	0.7298	4.1653	3.0738	-999.2500
225.0943	47.7599	24.8238	0.6720	4.0195	2.8033	-999.2500
225.2467	45.2318	23.8777	0.6265	3.9827	2.5997	-999.2500
225.3991	43.3619	23.6167	0.6105	3.9932	2.3661	-999.2500
225.5515	43.2799	23.2038	0.5997	3.9244	2.3463	-999.2500
225.7039	42.2464	23.2505	0.6132	3.8608	2.2106	-999.2500
225.8563	41.6012	24.0428	0.6470	3.9171	2.0618	-999.2500
226.0087	43.8919	23.9154	0.6759	3.7070	2.3095	-999.2500
226.1611	47.2467	26.2784	0.7291	4.1536	2.4620	-999.2500
226.3135	49.1711	28.0119	0.8066	4.2552	2.5240	-999.2500
226.4659	50.9335	29.0802	0.8576	4.2993	2.6358	-999.2500
226.6183	53.0857	31.0898	0.8672	4.8877	2.6409	-999.2500
226.7707	56.8589	34.0058	0.9673	5.2359	2.8180	-999.2500
226.9231	58.4340	35.0845	1.0162	5.2954	2.8657	-999.2500
227.0755	56.0225	31.9163	0.9538	4.6454	3.0570	-999.2500
227.2279	51.2735	30.6405	0.8509	4.8384	2.6712	-999.2500
227.3803	47.3222	27.9174	0.7640	4.4741	2.5318	-999.2500
227.5327	46.8080	27.5532	0.7408	4.4933	2.4511	-999.2500
227.6851	46.9962	29.5504	0.7730	4.9445	2.2893	-999.2500
227.8375	48.5341	30.6924	0.8168	5.0537	2.3466	-999.2500
227.9899	48.9061	30.9772	0.7951	5.2720	2.3194	-999.2500
228.1423	50.9469	31.5965	0.8226	5.3092	2.4496	-999.2500
228.2947	50.2268	31.2787	0.8156	5.2485	2.3424	-999.2500
228.4471	50.2206	31.8660	0.8195	5.4137	2.2167	-999.2500
228.5995	49.1790	31.6950	0.8323	5.2846	2.1248	-999.2500
228.7519	48.5479	32.3360	0.8439	5.4221	1.9543	-999.2500
228.9043	49.6854	33.2446	0.9433	5.1316	1.9254	-999.2500
229.0567	51.3639	35.2752	0.9957	5.4754	1.9012	-999.2500
229.2091	54.0466	36.4070	1.0544	5.4948	2.1621	-999.2500
229.3615	53.1397	35.3419	1.0314	5.2879	2.1279	-999.2500
229.5139	55.1407	37.4720	1.0773	5.7025	2.1428	-999.2500
229.6663	52.3776	35.5611	1.0348	5.3385	2.0748	-999.2500
229.8187	52.4319	36.2202	1.0467	5.4800	2.0301	-999.2500
229.9711	49.5327	34.6676	1.0087	5.2051	1.9104	-999.2500
230.1235	49.7785	34.7160	0.9833	5.3686	1.9945	-999.2500
230.2759	51.8337	35.6413	1.0113	5.5008	2.1668	-999.2500
230.4283	52.2305	36.0597	1.0476	5.4222	2.1265	-999.2500
230.5807	52.2122	35.3882	1.0172	5.3846	2.2484	-999.2500
230.7331	46.7244	30.5310	0.8933	4.5536	2.2221	-999.2500
230.8855	45.2953	29.5052	0.8673	4.3769	2.1547	-999.2500
231.0379	46.3825	28.8032	0.8758	4.1021	2.3977	-999.2500
231.1903	50.7596	30.8310	0.9467	4.3368	2.7201	-999.2500
231.3427	53.4275	31.3931	0.9862	4.2853	3.0192	-999.2500
231.4951	55.7886	32.2240	1.0030	4.4536	3.2205	-999.2500
231.6475	59.0628	32.4193	1.0092	4.4796	3.5988	-999.2500
231.7999	59.3184	31.3268	1.0115	4.1167	3.7187	-999.2500
231.9523	58.7066	31.0239	1.0189	3.9764	3.6752	-999.2500
232.1047	59.0009	31.7362	1.0199	4.1988	3.6545	-999.2500
232.2571	61.1618	34.2440	1.0905	4.5888	3.5710	-999.2500
232.4095	61.2367	35.4942	1.1064	4.8968	3.3383	-999.2500
232.5619	59.6859	34.4093	1.0967	4.6058	3.2753	-999.2500
