HOLE:	1230A
LEG:	201
TOP:	0.1519
BOTTOM:	266.3947
DEPTH_WMSF	HSGR	HCGR	HFK	HTHO	HURA	HBHK
m	gAPI	gAPI	%	ppm	ppm	%	
56.2351	5.9000	2.7894	0.0672	0.4976	0.4648	-0.1371
56.3875	5.9604	2.6459	0.0546	0.5256	0.4805	-0.1371
56.5399	5.0517	2.0051	0.0396	0.4088	0.4554	-0.1371
56.6923	4.6966	2.1972	0.0427	0.4520	0.3759	-0.1371
56.8447	3.9390	1.8065	0.0367	0.3624	0.2938	-0.1371
56.9971	4.2638	1.9870	0.0468	0.3607	0.2958	-0.1371
57.1495	4.4538	1.5728	0.0448	0.2402	0.3504	-0.1371
57.3019	4.5988	1.5509	0.0368	0.2796	0.3597	-0.1371
57.4543	4.3087	1.5141	0.0313	0.3002	0.2862	-0.1371
57.6067	4.1827	1.6441	0.0345	0.3229	0.2578	-0.1371
57.7591	4.1210	1.4881	0.0321	0.2874	0.2658	-0.1371
57.9115	3.6900	1.4592	0.0340	0.2668	0.2141	-0.1371
58.0639	3.6021	1.4645	0.0352	0.2617	0.1974	-0.1371
58.2163	3.5923	1.5447	0.0415	0.2501	0.1865	-0.1371
58.3687	4.0512	1.8050	0.0435	0.3221	0.2220	-0.1371
58.5211	4.2201	1.8280	0.0479	0.3034	0.2558	-0.1371
58.6735	4.3383	1.9716	0.0561	0.3011	0.2643	-0.1371
58.8259	4.5473	2.2738	0.0647	0.3476	0.2627	-0.1371
58.9783	4.8407	2.7147	0.0780	0.4102	0.2690	-0.1371
59.1307	4.9418	2.7547	0.0792	0.4163	0.3091	-0.1371
59.2831	4.7323	2.7102	0.0764	0.4183	0.3043	-0.1371
59.4355	4.9306	2.9233	0.0818	0.4549	0.3010	-0.1371
59.5879	5.0583	2.8573	0.0771	0.4612	0.3345	-0.1371
59.7403	5.2041	3.0990	0.0856	0.4887	0.3337	-0.1371
59.8927	4.8311	2.6390	0.0664	0.4540	0.3368	-0.1371
60.0451	5.0389	2.5844	0.0690	0.4215	0.3692	-0.1371
60.1975	5.3844	2.8357	0.0705	0.4931	0.4006	-0.1371
60.3499	5.6294	3.1803	0.0685	0.6147	0.3862	-0.1371
60.5023	5.3097	3.2713	0.0722	0.6218	0.3397	-0.1371
60.6547	5.1469	3.2963	0.0800	0.5846	0.3037	-0.1371
60.8071	5.2338	3.4888	0.0834	0.6257	0.2902	-0.1371
60.9595	4.9824	3.5186	0.0851	0.6255	0.2517	-0.1371
61.1119	4.7704	3.4473	0.0900	0.5740	0.2408	-0.1371
61.2643	4.3430	3.1335	0.0845	0.5059	0.2112	-0.1371
61.4167	4.6141	3.3197	0.0900	0.5332	0.2263	-0.1371
61.5691	4.7023	3.5231	0.0943	0.5729	0.2095	-0.1371
61.7215	4.8349	3.4300	0.0940	0.5453	0.2304	-0.1371
61.8739	4.6976	3.7689	0.0932	0.6582	0.1683	-0.1371
62.0263	5.0779	4.2484	0.1105	0.7099	0.1582	-0.1371
62.1787	5.1044	4.2621	0.1038	0.7538	0.1644	-0.1371
62.3311	5.1540	4.2904	0.0868	0.8623	0.1631	-0.1371
62.4835	4.7010	3.8105	0.0751	0.7776	0.1530	-0.1371
62.6359	4.7737	3.4993	0.0658	0.7327	0.2008	-0.1371
62.7883	4.9853	3.6225	0.0600	0.8057	0.2193	-0.1371
62.9407	4.7839	3.3895	0.0552	0.7592	0.2200	-0.1371
63.0931	4.8340	3.3554	0.0538	0.7565	0.2243	-0.1371
63.2455	4.5259	3.3302	0.0535	0.7502	0.1932	-0.1371
63.3979	5.0016	4.0732	0.0705	0.8883	0.1666	-0.1371
63.5503	4.6636	3.4927	0.0711	0.6990	0.1838	-0.1371
63.7027	4.7241	3.1521	0.0624	0.6410	0.2433	-0.1371
63.8551	4.7082	2.9558	0.0672	0.5507	0.2734	-0.1371
64.0075	4.5523	2.4288	0.0580	0.4360	0.3210	-0.1371
64.1599	4.9007	2.6515	0.0638	0.4735	0.3499	-0.1371
64.3123	4.6779	2.4785	0.0517	0.4886	0.3419	-0.1371
64.4647	4.7961	2.6268	0.0456	0.5721	0.3316	-0.1371
64.6171	4.7888	3.0560	0.0656	0.5921	0.2930	-0.1371
64.7695	4.8201	3.5535	0.0627	0.7676	0.2446	-0.1371
64.9219	5.0214	3.5219	0.0746	0.6882	0.2730	-0.1371
65.0743	4.6329	3.2871	0.0677	0.6532	0.2478	-0.1371
65.2267	4.6672	3.0989	0.0604	0.6362	0.2787	-0.1371
65.3791	4.6998	3.4850	0.0726	0.6882	0.2209	-0.1371
65.5315	5.1029	4.3561	0.0714	0.9730	0.1609	-0.1371
65.6839	5.1462	4.6346	0.0831	0.9937	0.1383	-0.1371
65.8363	5.1922	4.5883	0.0821	0.9845	0.1578	-0.1371
65.9887	4.8514	4.4963	0.0845	0.9414	0.1246	-0.1371
66.1411	4.3713	4.0482	0.0749	0.8544	0.1214	-0.1371
66.2935	4.1074	3.8409	0.0613	0.8676	0.1010	-0.1371
66.4459	4.2439	3.7633	0.0639	0.8279	0.1336	-0.1371
66.5983	4.3242	3.6869	0.0569	0.8445	0.1618	-0.1371
66.7507	4.3759	3.1976	0.0432	0.7682	0.2459	-0.1371
66.9031	4.3476	3.4410	0.0457	0.8313	0.2316	-0.1371
67.0555	4.6948	3.3364	0.0433	0.8120	0.2983	-0.1371
67.2079	5.1191	3.2339	0.0542	0.7156	0.3681	-0.1371
67.3603	5.3928	3.2820	0.0587	0.7047	0.3872	-0.1371
67.5127	5.8518	3.5714	0.0702	0.7295	0.4129	-0.1371
67.6651	6.6298	4.1018	0.0919	0.7722	0.4503	-0.1371
67.8175	7.5745	4.6958	0.1168	0.8162	0.4930	-0.1371
67.9699	8.0111	5.0742	0.1223	0.9044	0.5009	-0.1371
68.1223	8.1109	4.9831	0.1362	0.7943	0.5115	-0.1371
68.2747	8.1474	5.1458	0.1333	0.8632	0.4749	-0.1371
68.4271	7.8333	5.6012	0.1438	0.9469	0.3599	-0.1371
68.5795	7.2547	5.1239	0.1417	0.8068	0.3101	-0.1371
68.7319	5.9823	4.1881	0.1145	0.6672	0.2642	-0.1371
68.8843	5.3579	3.8056	0.1091	0.5769	0.2101	-0.1371
69.0367	4.9591	3.6879	0.1016	0.5829	0.1813	-0.1371
69.1891	4.7044	3.5418	0.0930	0.5869	0.1620	-0.1371
69.3415	4.2946	3.1886	0.0747	0.5810	0.1580	-0.1371
69.4939	3.7804	2.7675	0.0671	0.4910	0.1577	-0.1371
69.6463	3.3429	2.3016	0.0625	0.3689	0.1653	-0.1371
69.7987	3.2492	2.3114	0.0550	0.4164	0.1529	-0.1371
69.9511	3.2759	2.2710	0.0553	0.4016	0.1644	-0.1371
70.1035	3.4855	2.3521	0.0629	0.3827	0.1828	-0.1371
70.2559	3.5635	2.3656	0.0628	0.3877	0.2049	-0.1371
70.4083	2.8952	2.0852	0.0556	0.3404	0.1427	-0.1371
70.5607	2.7082	1.7702	0.0476	0.2864	0.1683	-0.1371
70.7131	2.6880	2.0978	0.0513	0.3695	0.1194	-0.1371
70.8655	3.1889	2.6076	0.0594	0.4849	0.1266	-0.1371
71.0179	3.1851	2.8568	0.0685	0.5113	0.0757	-0.1371
71.1703	3.3315	2.9865	0.0683	0.5539	0.0728	-0.1371
71.3227	3.4453	3.0237	0.0706	0.5523	0.0817	-0.1371
71.4751	3.8121	3.0005	0.0698	0.5493	0.1461	-0.1371
71.6275	3.7221	3.2038	0.0705	0.6101	0.1116	-0.1072
71.7799	3.7623	3.2320	0.0721	0.6102	0.1086	-0.1072
71.9323	3.5399	2.8868	0.0609	0.5655	0.1146	-0.1072
72.0847	3.5237	2.7081	0.0563	0.5354	0.1318	-0.1072
72.2371	3.3737	2.5931	0.0541	0.5116	0.1255	-0.1072
72.3895	3.4917	2.5365	0.0624	0.4446	0.1565	-0.1072
72.5419	3.4499	2.4915	0.0692	0.3905	0.1542	-0.1072
72.6943	3.7931	2.4944	0.0731	0.3683	0.1928	-0.1072
72.8467	3.6583	2.3389	0.0647	0.3679	0.1911	-0.1072
72.9991	3.8160	2.4907	0.0650	0.4149	0.1955	-0.1072
73.1515	3.7039	2.4304	0.0668	0.3849	0.1904	-0.1072
73.3039	3.8676	2.1758	0.0650	0.3144	0.2448	-0.1072
73.4563	3.9246	2.3812	0.0683	0.3608	0.2280	-0.1072
73.6087	3.7145	2.3742	0.0733	0.3289	0.2040	-0.1072
73.7611	4.0485	2.6980	0.0786	0.4016	0.2161	-0.1072
73.9135	4.0940	2.7770	0.0686	0.4852	0.2199	-0.1072
74.0659	4.1409	2.6405	0.0551	0.5206	0.2456	-0.1072
74.2183	3.9415	2.5565	0.0517	0.5136	0.2124	-0.1072
74.3707	4.0332	2.8071	0.0609	0.5398	0.2024	-0.1072
74.5231	4.2262	2.8956	0.0655	0.5410	0.2231	-0.1072
74.6755	4.2920	2.9518	0.0663	0.5544	0.2301	-0.1072
74.8279	4.2698	3.2786	0.0754	0.6059	0.1586	-0.1072
74.9803	4.0063	3.3057	0.0799	0.5880	0.1160	-0.1072
75.1327	3.8152	2.9207	0.0666	0.5430	0.1437	-0.1072
75.2851	3.8667	2.8760	0.0635	0.5469	0.1553	-0.1072
75.4375	3.7041	2.8016	0.0633	0.5243	0.1335	-0.1072
75.5899	3.7801	2.7814	0.0703	0.4767	0.1370	-0.1072
75.7423	3.3499	2.4794	0.0668	0.4006	0.1149	-0.1072
75.8947	3.6413	2.5061	0.0605	0.4463	0.1678	-0.1072
76.0471	3.2848	2.1027	0.0471	0.3956	0.1772	-0.1072
76.1995	3.4944	2.4145	0.0526	0.4634	0.1560	-0.1072
76.3519	3.5177	2.6406	0.0581	0.5029	0.1160	-0.1072
76.5043	3.9520	2.8155	0.0537	0.5847	0.1620	-0.1072
76.6567	4.1574	2.9840	0.0523	0.6465	0.1535	-0.1072
76.8091	4.0643	2.8282	0.0486	0.6186	0.1553	-0.1072
76.9615	4.2701	3.1614	0.0533	0.6976	0.1471	-0.1072
77.1139	3.9854	2.8765	0.0457	0.6512	0.1453	-0.1072
77.2663	4.4186	3.2121	0.0507	0.7290	0.1711	-0.1072
77.4187	4.0670	3.0242	0.0446	0.7045	0.1418	-0.1072
77.5711	4.0920	3.4650	0.0631	0.7373	0.1010	-0.1072
77.7235	3.8126	3.1612	0.0568	0.6767	0.1102	-0.1072
77.8759	4.0539	3.4640	0.0623	0.7417	0.1005	-0.1072
78.0283	4.0308	3.4130	0.0568	0.7574	0.1144	-0.1072
78.1807	4.0375	3.2173	0.0551	0.7048	0.1435	-0.1072
78.3331	4.1443	3.2551	0.0616	0.6789	0.1714	-0.1072
78.4855	4.7779	3.8443	0.0786	0.7673	0.1756	-0.1072
78.6379	5.5514	4.2362	0.0856	0.8518	0.2198	-0.1072
78.7903	5.6110	4.0748	0.0877	0.7880	0.2539	-0.1072
78.9427	5.8875	4.0265	0.0970	0.7180	0.2812	-0.1072
79.0951	5.8022	4.0525	0.1035	0.6879	0.2624	-0.1072
79.2475	6.1177	4.1272	0.1105	0.6708	0.2767	-0.1072
79.3999	7.9593	5.5171	0.1511	0.8771	0.3145	-0.1072
79.5523	10.4959	7.1603	0.2170	1.0158	0.4504	-0.1072
79.7047	13.6456	8.6816	0.2769	1.1511	0.6675	-0.1072
79.8571	15.1105	9.4025	0.3024	1.2319	0.7672	-0.1072
80.0095	15.4123	9.3188	0.2935	1.2573	0.8015	-0.1072
80.1619	15.7898	9.5108	0.3056	1.2477	0.8342	-0.1072
80.3143	15.6304	9.2032	0.2999	1.1832	0.8412	-0.1072
80.4667	15.7242	9.6918	0.3231	1.2034	0.7706	-0.1072
80.6191	15.7997	9.9354	0.3220	1.2876	0.7601	-0.1072
80.7715	15.8877	9.8275	0.3313	1.1984	0.7883	-0.1072
80.9239	16.0179	9.9984	0.3324	1.2464	0.8020	-0.1072
81.0763	16.3070	10.1491	0.3243	1.3420	0.8360	-0.1072
81.2287	16.3888	10.0296	0.3075	1.4026	0.8334	-0.1072
81.3811	16.4746	10.3145	0.3037	1.5159	0.8064	-0.1072
81.5335	16.1751	10.6836	0.3033	1.6360	0.7268	-0.1072
81.6859	16.5240	11.0445	0.3185	1.6619	0.7305	-0.1072
81.8383	17.3429	11.8277	0.3393	1.7905	0.7197	-0.1072
81.9907	17.1749	12.0283	0.3377	1.8639	0.7028	-0.1072
82.1431	16.7842	11.3254	0.3032	1.8413	0.7301	-0.1072
82.2955	16.0924	11.1623	0.2950	1.8378	0.6521	-0.1072
82.4479	16.9214	12.0308	0.3110	2.0210	0.6374	-0.1072
82.6003	17.4420	12.1727	0.3136	2.0516	0.6600	-0.1072
82.7527	17.6845	12.1656	0.3346	1.9262	0.6996	-0.1072
82.9051	17.8372	12.4352	0.3444	1.9550	0.6954	-0.1072
83.0575	17.7855	12.8161	0.3505	2.0405	0.6467	-0.1072
83.2099	18.9817	13.6526	0.3958	2.0429	0.6731	-0.1072
83.3623	18.6025	13.4688	0.3739	2.1119	0.6521	-0.1072
83.5147	19.0605	13.2292	0.3665	2.0791	0.7318	-0.1072
83.6671	18.7326	12.8485	0.3590	2.0011	0.7144	-0.1072
83.8195	18.7378	12.8773	0.3738	1.9236	0.7422	-0.1072
83.9719	18.9300	12.8905	0.3623	1.9952	0.7428	-0.1072
84.1243	19.2725	12.4726	0.3471	1.9505	0.8405	-0.1072
84.2767	20.4065	12.8897	0.3618	1.9982	0.9752	-0.1072
84.4291	20.1134	13.0250	0.3446	2.1420	0.9104	-0.1072
84.5815	20.0496	13.0199	0.3553	2.0777	0.8884	-0.1072
84.7339	19.4161	12.0895	0.3450	1.8407	0.9132	-0.1072
84.8863	19.5550	12.1250	0.3341	1.9160	0.9193	-0.1072
85.0387	19.1120	12.1284	0.3473	1.8400	0.8480	-0.1072
85.1911	19.0238	12.5244	0.3551	1.9208	0.8182	-0.1072
85.3435	18.7871	11.8598	0.3376	1.8112	0.8679	-0.1072
85.4959	18.6485	12.2188	0.3377	1.9252	0.8071	-0.1072
85.6483	18.3242	11.8771	0.3494	1.7475	0.7944	-0.1072
85.8007	18.0563	11.7492	0.3404	1.7595	0.8044	-0.1072
85.9531	17.8695	11.8544	0.3447	1.7682	0.7453	-0.1072
86.1055	17.9716	11.7518	0.3443	1.7388	0.7716	-0.1072
86.2579	18.1903	11.9470	0.3543	1.7434	0.8041	-0.1072
86.4103	19.6506	12.6990	0.3775	1.8490	0.8934	-0.1072
86.5627	21.1575	12.8027	0.3842	1.8440	1.1019	-0.1072
86.7151	22.6707	13.7774	0.4005	2.0623	1.1643	-0.1072
86.8675	23.8962	14.3239	0.3961	2.2649	1.2664	-0.1072
87.0199	24.7248	17.5047	0.4377	3.0413	0.9548	-0.1072
87.1723	25.7535	17.8582	0.4509	3.0796	1.0039	-0.1072
87.3247	27.9129	19.0110	0.4660	3.3621	1.1856	-0.1072
87.4771	31.0825	21.9029	0.5345	3.8892	1.1955	-0.1072
87.6295	34.2216	25.7862	0.6290	4.5823	1.0108	-0.1072
87.7819	35.2849	27.2310	0.6808	4.7432	0.9235	-0.1072
87.9343	37.1529	27.9664	0.7024	4.8538	1.0782	-0.1072
88.0867	37.5721	28.1886	0.7101	4.8804	1.1694	-0.1072
88.2391	37.3802	30.0512	0.7758	5.0934	0.8593	-0.1072
88.3915	34.9934	27.5726	0.7117	4.6744	0.9078	-0.1072
88.5439	34.1804	27.3912	0.7423	4.4374	0.8010	-0.1072
88.6963	34.4301	25.0760	0.7237	3.8044	1.1608	-0.1072
88.8487	34.5802	25.6952	0.7423	3.8935	1.1432	-0.1072
89.0011	34.4826	25.5425	0.7675	3.6972	1.1126	-0.1072
89.1535	33.1580	23.4410	0.7177	3.3151	1.2084	-0.1072
89.3059	33.9324	21.9633	0.6676	3.1343	1.5505	-0.1072
89.4583	33.6905	21.1884	0.6455	3.0155	1.6333	-0.1072
89.6107	35.8071	22.3304	0.6611	3.2903	1.6898	-0.1072
89.7631	35.2206	22.6950	0.6653	3.3824	1.5139	-0.1072
89.9155	35.3844	21.5946	0.6488	3.1262	1.6962	-0.1072
90.0679	33.5380	21.2102	0.6341	3.0889	1.4641	-0.1072
90.2203	33.6360	20.7714	0.6211	3.0246	1.5507	-0.1072
90.3727	34.3004	21.7871	0.6267	3.3169	1.4876	-0.1072
90.5251	35.1870	21.3967	0.6006	3.3447	1.6010	-0.1072
90.6775	34.0293	21.4986	0.5916	3.4302	1.4445	-0.1072
90.8299	35.0229	22.5854	0.6280	3.5653	1.4435	-0.1072
90.9823	34.5028	22.8542	0.6471	3.5395	1.3544	-0.1072
91.1347	36.1289	23.7883	0.6738	3.6832	1.4692	-0.1072
91.2871	36.7466	24.7991	0.6882	3.9227	1.4731	-0.1072
91.4395	39.4524	27.1055	0.7654	4.2105	1.5276	-0.1072
91.5919	40.6812	26.5709	0.7167	4.3241	1.8126	-0.1072
91.7443	42.1502	28.0428	0.7477	4.6140	1.8427	-0.1072
91.8967	42.6316	28.5322	0.7768	4.6006	1.8145	-0.1072
92.0491	45.4851	31.4078	0.8653	5.0046	1.7965	-0.1072
92.2015	47.1268	32.6484	0.9342	4.9987	1.8586	-0.1072
92.3539	48.8815	32.9108	0.9608	4.9270	2.0621	-0.1072
92.5063	47.9568	32.0738	0.9073	4.9720	2.0626	-0.1072
92.6587	47.6049	31.6931	0.8842	4.9853	2.1148	-0.1072
92.8111	47.6000	31.7070	0.8890	4.9613	2.1598	-0.1072
92.9635	48.3611	32.0555	0.9195	4.8943	2.2068	-0.1072
93.1159	48.6090	30.8379	0.8973	4.6339	2.3874	-0.1072
93.2683	47.7732	31.5039	0.9317	4.6458	2.1128	-0.1072
93.4207	47.6813	30.2304	0.9204	4.3037	2.3066	-0.1072
93.5731	48.2556	30.3827	0.9141	4.3893	2.3418	-0.1072
93.7255	48.3584	29.9203	0.9127	4.2493	2.4202	-0.1072
93.8779	48.4093	30.6778	0.8843	4.6587	2.3710	-0.1072
94.0303	48.0964	31.2296	0.8621	4.9653	2.2700	-0.1072
94.1827	49.3292	32.3968	0.9216	4.9911	2.2873	-0.1072
94.3351	50.0888	32.5583	0.9534	4.8566	2.3557	-0.1072
94.4875	50.5432	32.5092	0.9278	4.9905	2.3820	-0.1072
94.6399	51.8555	34.6359	0.9510	5.5364	2.2587	-0.1072
94.7923	54.0277	36.8614	0.9837	6.0587	2.2157	-0.1072
94.9447	56.1104	38.4631	1.0167	6.3787	2.3100	-0.1072
95.0971	56.4068	38.5670	1.0294	6.3377	2.3232	-0.1072
95.2495	55.0295	39.0163	1.0151	6.5654	2.1147	-0.1072
95.4019	54.5209	37.6966	0.9675	6.4210	2.2049	-0.1072
95.5543	57.2241	39.5906	1.0548	6.5169	2.2848	-0.1072
95.7067	58.3490	39.9338	1.0929	6.4040	2.3847	-0.1072
95.8591	58.9922	39.0729	1.0747	6.2343	2.5073	-0.1072
96.0115	56.7703	36.9077	1.0291	5.8076	2.4604	-0.1072
96.1639	58.2829	38.0980	1.1006	5.7705	2.5250	-0.1072
96.3163	58.4656	36.7850	1.1068	5.3134	2.7476	-0.1072
96.4687	59.3204	37.2087	1.1339	5.2904	2.7935	-0.1072
96.6211	58.7539	36.1933	1.0916	5.2130	2.8729	-0.1072
96.7735	58.6870	36.9913	1.1120	5.3493	2.7031	-0.1072
96.9259	57.4851	35.4140	1.0771	5.0481	2.7803	-0.1072
97.0783	55.3040	34.4499	1.0564	4.8606	2.6626	-0.1072
97.2307	52.4240	31.8468	0.9990	4.3622	2.6576	-0.1072
97.3831	49.9664	30.6384	0.9472	4.2782	2.5378	-0.1072
97.5355	47.9318	30.7447	0.9422	4.3416	2.3018	-0.1072
97.6879	48.2075	31.5915	0.9317	4.6747	2.2317	-0.1072
97.8403	48.5585	32.4277	0.9252	4.9812	2.1606	-0.1072
97.9927	48.5359	32.4075	0.9139	5.0406	2.1953	-0.1072
98.1451	45.9776	30.5128	0.8592	4.7537	2.1361	-0.1072
98.2975	44.1796	29.7632	0.8529	4.5498	1.9923	-0.1072
98.4499	44.3819	29.3943	0.8027	4.7254	2.1525	-0.1072
98.6023	44.4050	29.6200	0.7959	4.8376	2.0591	-0.1072
98.7547	42.8617	27.7367	0.7635	4.4233	2.0957	-0.1072
98.9071	40.9500	26.0209	0.6872	4.3203	2.0679	-0.1072
99.0595	41.0701	26.6117	0.6726	4.5950	2.0017	-0.1072
99.2119	41.6518	26.8555	0.6713	4.6812	2.0316	-0.1072
99.3643	42.0425	27.4891	0.6759	4.8573	2.0450	-0.1072
99.5167	41.1303	25.7971	0.6609	4.4026	2.0902	-0.1072
99.6691	42.1540	26.4653	0.6663	4.5853	2.0951	-0.1072
99.8215	41.9965	25.7831	0.6554	4.4303	2.1880	-0.1072
99.9739	41.9586	26.2304	0.6825	4.4151	2.1592	-0.1072
100.1263	39.2605	24.4955	0.6894	3.8190	2.0131	-0.1072
100.2787	37.0036	22.5362	0.6597	3.3642	1.9937	-0.1072
100.4311	37.0735	23.2746	0.6751	3.5108	1.8714	-0.1072
100.5835	37.1873	23.8001	0.6961	3.5563	1.7860	-0.1072
100.7359	38.7581	23.9402	0.7373	3.3599	1.9573	-0.1072
100.8883	37.5049	23.2567	0.7525	3.0519	1.9038	-0.1072
101.0407	39.1511	23.7456	0.7888	2.9963	2.0504	-0.1072
101.1931	38.0702	23.0536	0.7400	3.0600	2.0227	-0.1072
101.3455	38.9777	22.9759	0.7619	2.9069	2.1452	-0.1072
101.4979	39.2611	23.2483	0.7915	2.8203	2.1470	-0.1072
101.6503	41.4837	23.4457	0.7924	2.8782	2.3393	-0.1072
101.8027	43.1608	24.5963	0.7676	3.3922	2.3520	-0.1072
101.9551	43.1172	24.1530	0.7080	3.5986	2.4364	-0.1072
102.1075	43.1016	24.4620	0.7043	3.7188	2.4313	-0.1072
102.2599	43.6453	25.5593	0.7306	3.9164	2.3926	-0.1072
102.4123	44.5612	25.9990	0.7502	3.9428	2.4906	-0.1072
102.5647	44.8988	24.7023	0.6814	3.9296	2.6986	-0.1072
102.7171	44.9194	25.3977	0.7120	3.9732	2.5060	-0.1072
102.8695	45.3876	26.4334	0.7229	4.2412	2.4636	-0.1072
103.0219	45.8113	27.3836	0.7232	4.5437	2.4213	-0.1072
103.1743	43.9628	26.6119	0.6761	4.5718	2.2701	-0.1072
103.3267	43.1165	25.5166	0.6631	4.2967	2.2993	-0.1072
103.4791	41.7197	24.8525	0.6782	3.9957	2.2142	-0.1072
103.6315	42.6174	24.8784	0.7075	3.8326	2.3467	-0.1072
103.7839	43.1641	23.2942	0.6791	3.4908	2.5910	-0.1072
103.9363	44.3266	22.9331	0.6904	3.3087	2.7551	-0.1072
104.0887	44.4130	22.3788	0.6527	3.3517	2.8093	-0.1072
104.2411	43.9935	23.1230	0.6594	3.5513	2.6871	-0.1072
104.3935	44.4645	22.8147	0.6418	3.5553	2.8491	-0.1072
104.5459	45.2458	22.1247	0.6460	3.3093	3.0139	-0.1072
104.6983	45.4237	22.3630	0.6548	3.3344	3.0166	-0.1072
104.8507	45.3587	21.1149	0.6264	3.1007	3.1670	-0.1072
105.0031	43.8356	20.9690	0.6107	3.1461	3.0288	-0.1072
105.1555	44.4920	20.2503	0.5777	3.1086	3.2881	-0.1072
105.3079	45.1181	21.4540	0.6138	3.2831	3.2145	-0.1072
105.4603	48.2668	24.2464	0.6995	3.6765	3.3546	-0.1072
105.6127	49.5240	25.9815	0.7378	4.0083	3.3172	-0.1072
105.7651	49.3972	25.7622	0.7286	3.9918	3.3030	-0.1072
105.9175	48.1597	25.2280	0.7171	3.8877	3.1934	-0.1072
106.0699	45.6942	23.6494	0.6988	3.4891	3.0650	-0.1072
106.2223	45.6475	24.1894	0.7170	3.5557	3.0194	-0.1072
106.3747	45.9894	23.7612	0.7136	3.4383	3.0727	-0.1072
106.5271	49.5383	27.0518	0.8189	3.8763	3.1218	-0.1072
106.6795	50.1101	27.6074	0.8265	4.0097	3.1118	-0.1072
106.8319	48.2704	27.1982	0.8182	3.9274	2.8649	-0.1072
106.9843	45.5468	25.1471	0.7598	3.6119	2.7642	-0.1072
107.1367	44.3025	24.5827	0.7339	3.5827	2.6328	-0.1072
107.2891	44.2348	25.1077	0.7271	3.7910	2.5279	-0.1072
107.4415	43.3415	25.4469	0.7558	3.7317	2.3796	-0.1072
107.5939	42.6126	25.2957	0.7644	3.6325	2.3645	-0.1072
107.7463	41.2292	24.9136	0.7019	3.8764	2.2916	-0.1072
107.8987	39.8376	24.4018	0.6907	3.7779	2.1245	-0.1072
108.0511	39.0357	24.8691	0.6795	3.9935	1.9848	-0.1072
108.2035	39.4971	24.7741	0.6665	4.0390	2.0800	-0.1072
108.3559	39.7291	25.7680	0.6943	4.1951	1.9743	-0.1072
108.5083	39.0344	25.3835	0.6966	4.0588	1.9240	-0.1072
108.6607	37.2051	24.9893	0.6789	4.0362	1.6991	-0.1072
108.8131	38.3686	25.5814	0.7025	4.0876	1.7917	-0.1072
108.9655	38.6885	25.2666	0.7142	3.9183	1.8630	-0.1072
109.1179	39.9619	26.0510	0.7420	4.0071	1.9466	-0.1072
109.2703	39.4043	26.6951	0.7605	4.1056	1.7166	-0.1072
109.4227	40.5019	28.2649	0.8245	4.2343	1.6740	-0.1072
109.5751	41.5545	29.4160	0.8289	4.5771	1.6590	-0.1072
109.7275	42.6815	30.5317	0.8647	4.7254	1.6574	-0.1072
109.8799	43.4327	31.3868	0.8832	4.8911	1.6364	-0.1072
110.0323	44.1086	31.6217	0.8805	4.9822	1.6869	-0.1072
110.1847	43.4398	31.2768	0.8811	4.8682	1.6167	-0.1072
110.3371	42.9417	30.8602	0.8763	4.7624	1.6287	-0.1072
110.4895	42.2968	30.5860	0.8744	4.6859	1.5750	-0.1072
110.6419	43.2430	31.5081	0.8675	5.0211	1.5968	-0.1072
110.7943	42.7215	31.6884	0.8709	5.0590	1.4942	-0.1072
110.9467	44.3717	31.9638	0.8780	5.1057	1.6595	-0.1072
111.0991	43.8991	31.3364	0.8690	4.9569	1.6249	-0.1072
111.2515	44.6738	31.8541	0.9080	4.8941	1.6415	-0.1072
111.4039	42.9453	29.5504	0.8832	4.3012	1.6990	-0.1072
111.5563	42.5373	29.3867	0.8834	4.2473	1.6860	-0.1072
111.7087	42.6423	29.1838	0.8790	4.2078	1.7439	-0.1072
111.8611	44.2807	29.8797	0.9008	4.3028	1.8611	-0.1072
112.0135	46.9597	31.5215	0.9543	4.5157	1.9327	-0.1072
112.1659	48.6290	33.4207	0.9828	4.9572	1.8867	-0.1072
112.3183	49.0301	34.1490	1.0290	4.9203	1.8844	-0.1072
112.4707	48.2782	32.1587	0.9919	4.4995	1.9569	-0.1072
112.6231	47.5476	31.6963	0.9692	4.4845	1.8806	-0.1072
112.7755	48.9391	32.0522	0.9698	4.5950	2.0096	-0.1072
112.9279	49.4589	32.0721	0.9774	4.5571	2.0997	-0.1072
113.0803	50.4146	33.7820	0.9798	5.0909	2.0514	-0.1072
113.2327	49.7048	33.6251	0.9289	5.3386	1.9406	-0.1072
113.3851	49.8669	34.5950	0.9515	5.5174	1.8287	-0.1072
113.5375	48.6493	34.4388	0.9278	5.6062	1.7243	-0.1072
113.6899	48.3271	33.9013	0.9177	5.4932	1.7860	-0.1072
113.8423	49.2096	34.4841	0.9332	5.5890	1.8110	-0.1072
113.9947	51.2028	35.2734	0.9594	5.6886	1.8749	-0.1072
114.1471	51.5916	36.9397	0.9629	6.2020	1.7667	-0.1072
114.2995	50.2727	35.0750	0.9154	5.8824	1.9170	-0.1072
114.4519	49.2523	35.3621	0.9176	5.9620	1.8056	-0.1072
114.6043	47.2871	34.2753	0.8621	5.9384	1.7252	-0.1072
114.7567	47.7502	34.4944	0.8802	5.9025	1.7276	-0.1072
114.9091	48.2322	35.3564	0.9375	5.8438	1.7029	-0.1072
