HOLE: 1230A								
LEG: 201								
LOGGING RUN: DIT/APS/HLDT/SGT/HNGS								
DATE: 3/16/2002		Sea Floor Depth: 5099 mbrf						
Depth	Temp	Pressure						
(mbsf)	(degC)	(bar)						
215.4200	5.54	540.48						
215.8100	5.60	540.48						
216.1900	5.58	540.62						
216.6700	5.58	540.62						
217.0500	5.57	540.48						
217.4300	5.59	540.69						
217.8200	5.61	540.90						
218.0600	5.62	540.97						
218.3000	5.59	540.83						
218.6900	5.61	540.97						
219.0700	5.62	540.83						
219.5500	5.61	540.76						
219.9300	5.62	540.90						
220.3100	5.64	541.17						
220.7900	5.62	541.17						
221.1800	5.63	540.97						
221.5600	5.63	541.17						
221.9400	5.65	541.03						
222.4200	5.63	541.45						
222.8000	5.64	541.52						
223.1400	5.62	541.52						
223.4900	5.64	541.24						
223.8500	5.63	541.31						
224.0700	5.64	541.45						
224.2800	5.62	541.66						
224.6100	5.67	541.59						
224.9500	5.65	541.45						
225.2700	5.65	541.52						
225.5900	5.64	541.66						
225.9400	5.68	541.86						
226.3500	5.68	541.79						
226.6700	5.69	541.86						
226.9900	5.68	541.93						
227.4300	5.70	542.07						
227.7900	5.68	541.93						
228.1400	5.70	541.72						
228.6000	5.71	542.07						
228.9800	5.71	542.21						
229.3500	5.72	542.21						
229.7300	5.74	542.07						
229.9700	5.72	542.07						
230.2000	5.73	542.14						
230.5800	5.75	542.34						
230.9500	5.76	542.41						
231.3300	5.77	542.41						
231.8000	5.77	542.48						
232.1800	5.79	542.48						
232.5600	5.76	542.62						
233.0000	5.76	542.62						
233.3700	5.79	542.69						
233.7400	5.78	542.62						
234.1900	5.81	542.62						
234.5600	5.80	542.76						
234.9000	5.79	542.83						
235.2600	5.82	542.90						
235.4900	5.80	542.69						
235.7100	5.80	542.76						
236.0800	5.79	542.90						
236.5400	5.80	542.90						
236.9200	5.83	542.97						
237.2900	5.81	543.10						
237.7500	5.82	543.17						
238.1200	5.80	543.17						
238.5000	5.81	543.17						
238.8700	5.84	543.31						
239.3300	5.82	543.45						
239.7000	5.83	543.45						
240.0700	5.80	543.24						
240.3000	5.82	543.24						
240.5300	5.82	543.24						
240.9000	5.84	543.38						
241.2700	5.84	543.45						
241.6400	5.80	543.45						
242.1000	5.83	543.66						
242.4700	5.83	543.66						
242.8400	5.81	543.66						
243.2200	5.82	543.72						
243.5900	5.85	543.72						
243.9600	5.85	543.93						
244.4200	5.85	543.79						
244.7900	5.86	543.72						
245.1600	5.85	543.86						
245.5300	5.84	543.79						
245.9900	5.80	543.93						
246.3600	5.84	544.00						
246.7400	5.84	544.14						
246.9200	5.84	544.21						
247.1100	5.85	544.14						
247.5700	5.84	544.07						
247.9400	5.84	544.21						
248.3100	5.84	544.34						
248.6800	5.85	544.41						
249.1500	5.86	544.41						
249.5200	5.84	544.28						
249.9800	5.85	544.34						
250.3500	5.88	544.28						
250.7200	5.84	544.48						
251.0700	5.85	544.41						
251.4000	5.86	544.62						
251.8200	5.87	544.69						
252.1800	5.86	544.69						
252.5400	5.88	544.83						
252.7800	5.86	544.90						
253.0000	5.88	544.83						
253.3400	5.86	544.76						
253.7100	5.86	544.76						
254.1500	5.88	544.83						
254.5200	5.91	544.83						
254.8700	5.87	545.03						
255.3000	5.88	545.03						
255.6500	5.92	544.90						
256.0900	5.92	545.03						
256.4500	5.88	545.31						
256.8100	5.87	545.38						
257.0400	5.88	545.31						
257.2600	5.89	545.24						
257.6100	5.92	545.24						
257.9700	5.88	545.38						
258.3300	5.92	545.31						
258.7600	5.89	545.45						
259.1100	5.93	545.45						
259.4600	5.88	545.52						
259.8900	5.94	545.52						
260.2400	5.91	545.66						
260.5900	5.92	545.66						
260.9400	5.92	545.59						
261.2800	5.93	545.59						
261.6900	5.93	545.86						
262.0400	5.94	545.93						
262.3700	5.93	545.86						
262.7100	5.94	545.72						
262.9200	5.93	545.93						
263.1100	5.96	545.86						
263.4200	5.94	546.14						
263.7500	5.94	546.07						
264.0700	5.93	545.86						
264.4100	5.94	546.00						
264.7400	5.95	546.07						
265.1500	5.92	546.28						
265.4800	5.93	546.28						
265.8100	5.90	546.28						
266.1400	5.93	546.21						
266.5500	5.96	546.21						
266.8800	5.96	546.41						
267.2100	5.97	546.55						
267.5400	5.99	546.41						
267.9500	6.01	546.34						
268.2800	6.04	546.34						
268.6100	6.05	546.62						
268.8500	6.05	546.69						
268.9500	6.07	546.69						
269.0700	6.09	546.55						
269.3400	6.08	546.55						
269.5500	6.09	546.76						
269.7200	6.11	546.90						
269.8700	6.10	546.97						
270.0500	6.11	546.83						
270.2000	6.14	546.69						
270.3500	6.14	546.90						
270.5400	6.14	547.24						
270.6900	6.14	547.17						
270.8400	6.15	546.97						
270.9900	6.17	546.83						
271.1400	6.18	547.10						
271.2900	6.17	547.31						
271.4400	6.19	547.24						
271.6200	6.22	547.17						
271.7700	6.19	547.31						
271.9200	6.20	547.31						
272.0100	6.22	547.24						
272.1100	6.25	547.38						
272.2600	6.25	547.38						
272.4100	6.25	547.59						
272.5600	6.29	547.45						
272.7500	6.29	547.66						
272.9000	6.30	547.59						
273.0500	6.34	547.52						
273.2000	6.42	547.59						
273.3500	6.45	547.59						
273.5100	6.46	547.66						
273.7000	6.50	547.59						
273.8500	6.53	547.66						
274.0000	6.51	547.72						
274.1500	6.55	547.79						
274.3100	6.58	547.79						
274.5000	6.59	547.79						
274.6100	6.59	547.79						
274.7500	6.59	547.86						
274.8100	6.62	547.86						
274.8700	6.63	547.72						
275.0400	6.64	547.79						
275.1700	6.65	547.66						
275.3100	6.62	547.79						
275.4500	6.67	547.86						
275.5900	6.65	547.79						
275.7700	6.67	547.93						
275.9200	6.64	548.07						
276.0600	6.63	548.21						
276.2500	6.66	548.07						
276.3900	6.67	547.93						
276.5400	6.66	547.79						
276.7200	6.66	547.93						
276.8000	6.68	548.00						
276.8700	6.62	548.14						
277.0600	6.65	548.14						
277.2100	6.64	548.07						
277.3600	6.66	547.93						
277.5000	6.64	548.00						
277.6800	6.65	548.07						
277.8200	6.65	548.14						
277.9700	6.66	548.28						
278.1600	6.64	548.34						
278.3100	6.66	548.14						
278.4600	6.62	548.28						
278.6400	6.66	548.21						
278.7900	6.67	548.34						
278.8500	6.66	548.21						
278.9200	6.66	548.21						
279.0800	6.66	548.14						
279.2100	6.67	548.34						
279.3400	6.67	548.41						
279.4800	6.66	548.55						
279.6100	6.67	548.48						
279.7500	6.68	548.34						
279.9200	6.68	548.55						
280.0500	6.70	548.62						
280.1900	6.69	548.55						
280.3500	6.71	548.28						
280.4900	6.72	548.21						
280.6500	6.74	548.41						
280.7300	6.74	548.41						
280.7900	6.73	548.62						
280.9200	6.77	548.55						
281.0900	6.76	548.55						
281.2200	6.77	548.62						
281.3500	6.77	548.55						
281.4800	6.79	548.48						
281.6100	6.78	548.83						
281.7500	6.79	548.90						
281.9100	6.81	548.55						
282.0500	6.83	548.41						
282.1800	6.84	548.41						
282.3200	6.82	548.83						
282.4500	6.85	548.97						
282.5800	6.85	548.76						
282.7200	6.86	548.69						
282.8500	6.85	548.69						
282.9800	6.86	548.83						
283.0800	6.87	548.90						
283.1600	6.85	548.90						
283.2500	6.89	548.90						
283.3400	6.92	548.62						
283.4000	6.93	548.69						
283.4600	6.95	548.69						
283.5200	6.95	548.97						
283.5900	6.98	549.03						
283.6400	7.02	548.97						
283.7000	7.11	548.76						
283.7500	7.23	548.69						
283.8000	7.38	548.76						
283.8700	7.53	548.97						
283.9200	7.67	549.10						
283.9700	7.77	549.10						
284.0300	7.86	548.90						
284.0800	7.94	548.90						
284.1300	7.97	549.03						
284.1900	8.02	549.38						
284.2400	8.11	549.24						
284.2900	8.21	549.03						
284.3200	8.25	548.76						
284.3500	8.29	548.97						
284.4200	8.32	549.24						
284.4700	8.35	549.10						
284.5200	8.37	549.17						
284.5800	8.38	548.97						
284.6300	8.39	548.90						
284.6800	8.42	549.03						
284.7400	8.40	549.03						
284.7900	8.41	549.03						
284.8600	8.41	549.10						
284.9100	8.42	549.24						
284.9600	8.39	549.24						
285.0200	8.43	548.97						
285.0300	8.41	548.90						
285.0500	8.41	549.03						
285.0600	8.41	549.03						
285.0700	8.45	549.17						
285.0900	8.44	549.24						
285.1000	8.41	549.10						
285.1000	8.44	548.97						
285.1000	8.44	548.90						
