HOLE:	1230A
LEG:	201
TOP:	80.1619
BOTTOM:	272.1859
DEPTH_WMSF	RHOB	DRHO	PEF
m	g/cm3	g/cm3	barns/e-
182.5747	1.5396	0.0174	2.7171
182.7271	1.5538	0.0346	2.7091
182.8795	1.5510	0.0293	2.7404
183.0319	1.5466	0.0181	2.7379
183.1843	1.5409	0.0069	2.6861
183.3367	1.5515	0.0097	2.6729
183.4891	1.5466	-0.0008	2.7224
183.6415	1.5489	-0.0033	2.7937
183.7939	1.5609	0.0034	2.7580
183.9463	1.5597	-0.0014	2.8169
184.0987	1.5714	0.0054	2.8085
184.2511	1.5951	0.0258	2.9116
184.4035	1.6412	0.0586	2.9432
184.5559	1.6497	0.0564	3.0012
184.7083	1.6572	0.0485	3.0421
184.8607	1.6421	0.0270	3.0002
185.0131	1.6396	0.0211	3.0185
185.1655	1.6208	0.0138	3.0296
185.3179	1.6005	0.0100	3.0705
185.4703	1.5869	0.0065	3.0389
185.6227	1.5794	0.0014	2.9314
185.7751	1.5731	-0.0005	2.7899
185.9275	1.5596	-0.0025	2.7516
186.0799	1.5744	0.0190	2.7749
186.2323	1.5915	0.0358	2.8134
186.3847	1.5975	0.0377	2.8312
186.5371	1.5803	0.0220	2.9348
186.6895	1.5872	0.0180	3.1057
186.8419	1.6056	0.0178	3.1645
186.9943	1.6108	0.0105	3.0581
187.1467	1.6002	0.0113	2.8978
187.2991	1.5785	0.0084	2.8196
187.4515	1.5773	0.0153	2.7737
187.6039	1.5674	0.0107	2.7489
187.7563	1.5751	0.0216	2.7181
187.9087	1.5753	0.0259	2.7055
188.0611	1.5876	0.0318	2.7704
188.2135	1.5822	0.0198	2.8228
188.3659	1.5777	0.0109	2.8744
188.5183	1.5715	0.0100	2.8503
188.6707	1.5714	0.0130	2.8712
188.8231	1.5687	0.0150	2.8573
188.9755	1.5759	0.0227	2.8473
189.1279	1.5775	0.0265	2.8257
189.2803	1.5810	0.0241	2.8592
189.4327	1.5854	0.0258	2.8791
189.5851	1.6080	0.0426	2.8287
189.7375	1.6161	0.0507	2.7848
189.8899	1.6088	0.0353	2.7846
190.0423	1.5929	0.0185	2.8243
190.1947	1.5948	0.0214	2.8415
190.3471	1.6092	0.0439	2.8249
190.4995	1.6273	0.0607	2.8877
190.6519	1.6521	0.0739	2.9281
190.8043	1.6548	0.0609	2.9983
190.9567	1.6481	0.0502	2.9244
191.1091	1.6223	0.0340	2.8940
191.2615	1.6250	0.0497	2.8152
191.4139	1.6354	0.0671	2.8369
191.5663	1.6580	0.0872	2.8695
191.7187	1.6584	0.0793	2.9117
191.8711	1.6482	0.0581	2.9289
192.0235	1.6278	0.0290	2.9160
192.1759	1.6268	0.0209	2.9423
192.3283	1.6328	0.0215	2.9495
192.4807	1.6374	0.0242	2.9570
192.6331	1.6275	0.0167	2.9266
192.7855	1.6234	0.0159	2.8685
192.9379	1.6292	0.0174	2.8633
193.0903	1.6428	0.0219	2.8980
193.2427	1.6478	0.0170	2.9900
193.3951	1.6459	0.0125	2.9723
193.5475	1.6371	0.0081	2.9527
193.6999	1.6411	0.0122	2.9853
193.8523	1.6494	0.0169	3.0193
194.0047	1.6530	0.0193	3.0185
194.1571	1.6547	0.0216	3.0097
194.3095	1.6512	0.0208	3.0410
194.4619	1.6549	0.0234	3.0961
194.6143	1.6613	0.0280	3.1351
194.7667	1.6851	0.0470	3.1766
194.9191	1.7068	0.0652	3.1358
195.0715	1.6888	0.0634	3.1055
195.2239	1.6768	0.0731	2.9772
195.3763	1.6742	0.0870	3.0059
195.5287	1.6956	0.1018	2.9573
195.6811	1.6692	0.0720	2.9479
195.8335	1.6535	0.0491	2.9240
195.9859	1.6436	0.0330	2.9428
196.1383	1.6524	0.0337	2.9888
196.2907	1.6536	0.0333	3.0294
196.4431	1.6522	0.0376	2.9942
196.5955	1.6444	0.0341	3.0499
196.7479	1.6380	0.0307	3.0295
196.9003	1.6289	0.0258	3.0605
197.0527	1.6403	0.0383	3.0227
197.2051	1.6385	0.0373	2.9837
197.3575	1.6463	0.0444	2.9704
197.5099	1.6386	0.0385	2.7947
197.6623	1.6206	0.0376	2.7021
197.8147	1.6145	0.0408	2.6837
197.9671	1.5938	0.0276	2.9626
198.1195	1.6166	0.0313	3.1338
198.2719	1.6369	0.0441	3.1716
198.4243	1.6965	0.0969	3.1144
198.5767	1.7251	0.1261	3.1474
198.7291	1.7035	0.0991	3.1817
198.8815	1.6900	0.0763	3.1595
199.0339	1.6626	0.0561	3.1905
199.1863	1.6804	0.0774	3.1480
199.3387	1.6746	0.0752	3.1199
199.4911	1.6868	0.0759	2.9845
199.6435	1.6832	0.0657	2.9700
199.7959	1.6812	0.0556	2.9177
199.9483	1.6712	0.0436	2.9816
200.1007	1.6544	0.0231	3.0086
200.2531	1.6375	0.0160	2.9849
200.4055	1.6440	0.0368	2.8334
200.5579	1.6630	0.0586	2.7369
200.7103	1.6639	0.0504	2.8800
200.8627	1.6432	0.0148	3.0961
201.0151	1.6348	0.0105	3.1388
201.1675	1.6142	0.0068	3.0338
201.3199	1.6392	0.0333	2.9963
201.4723	1.6641	0.0570	2.9524
201.6247	1.6525	0.0515	2.8840
201.7771	1.6162	0.0296	2.8818
201.9295	1.5933	0.0162	2.9927
202.0819	1.6061	0.0138	3.1194
202.2343	1.6036	0.0232	3.1306
202.3867	1.6015	0.0382	2.9627
202.5391	1.5753	0.0392	2.8741
202.6915	1.5793	0.0397	2.7832
202.8439	1.5727	0.0262	2.9278
202.9963	1.5773	0.0212	2.8462
203.1487	1.5798	0.0129	2.7214
203.3011	1.5735	0.0148	2.6046
203.4535	1.5825	0.0272	2.6592
203.6059	1.5708	0.0291	2.7655
203.7583	1.5673	0.0226	2.8032
203.9107	1.5575	0.0127	2.7463
204.0631	1.5630	0.0142	2.6792
204.2155	1.5806	0.0173	2.6902
204.3679	1.5955	0.0139	2.7621
204.5203	1.6115	0.0052	2.9068
204.6727	1.6295	0.0060	2.9571
204.8251	1.6322	0.0059	3.0767
204.9775	1.6462	0.0147	3.2481
205.1299	1.6670	0.0252	3.1744
205.2823	1.6726	0.0305	3.0531
205.4347	1.6536	0.0279	2.8790
205.5871	1.6211	0.0166	2.9008
205.7395	1.6190	0.0158	2.9222
205.8919	1.6192	0.0158	2.8931
206.0443	1.6186	0.0139	2.9027
206.1967	1.6167	0.0084	2.9100
206.3491	1.6160	0.0031	2.9410
206.5015	1.6165	0.0005	2.9482
206.6539	1.6165	-0.0000	2.9886
206.8063	1.6158	-0.0005	2.9732
206.9587	1.6289	0.0055	2.9949
207.1111	1.6468	0.0162	3.0386
207.2635	1.6517	0.0133	3.0763
207.4159	1.6284	0.0079	3.0099
207.5683	1.6417	0.0379	2.7694
207.7207	1.6433	0.0635	2.6214
207.8731	1.6447	0.0769	2.6178
208.0255	1.6077	0.0474	2.8159
208.1779	1.6084	0.0265	3.0426
208.3303	1.6436	0.0350	3.0427
208.4827	1.6636	0.0437	2.9983
208.6351	1.6786	0.0697	2.9423
208.7875	1.6664	0.0657	2.9480
208.9399	1.6515	0.0509	2.8746
209.0923	1.6179	0.0238	2.7752
209.2447	1.5912	0.0122	2.7172
209.3971	1.5782	0.0129	2.7068
209.5495	1.5730	0.0208	2.7798
209.7019	1.5685	0.0221	2.8178
209.8543	1.5638	0.0226	2.8404
210.0067	1.5655	0.0228	2.7680
210.1591	1.5843	0.0383	2.7050
210.3115	1.5848	0.0353	2.6984
210.4639	1.5713	0.0204	2.7542
210.6163	1.5469	0.0007	2.8372
210.7687	1.5504	0.0036	2.8999
210.9211	1.5567	0.0081	2.8949
211.0735	1.5675	0.0085	2.8307
211.2259	1.5833	0.0160	2.7603
211.3783	1.5989	0.0212	2.7890
211.5307	1.6074	0.0232	2.8521
211.6831	1.5989	0.0152	2.8506
211.8355	1.5960	0.0157	2.8119
211.9879	1.6005	0.0240	2.8291
212.1403	1.5941	0.0225	2.8660
212.2927	1.5745	0.0156	2.8680
212.4451	1.5674	0.0209	2.8104
212.5975	1.5959	0.0520	2.7861
212.7499	1.6166	0.0736	2.7932
212.9023	1.6256	0.0832	2.7653
213.0547	1.6015	0.0591	2.7595
213.2071	1.5905	0.0415	2.7401
213.3595	1.5680	0.0173	2.7060
213.5119	1.5472	0.0078	2.6831
213.6643	1.5402	0.0119	2.6605
213.8167	1.5365	0.0173	2.7561
213.9691	1.5443	0.0301	2.7723
214.1215	1.5180	0.0295	2.7666
214.2739	1.5077	0.0423	2.6685
214.4263	1.5004	0.0493	2.5962
214.5787	1.5291	0.0581	2.5398
214.7311	1.5502	0.0565	2.6541
214.8835	1.5723	0.0540	2.6525
215.0359	1.5905	0.0479	2.6978
215.1883	1.6101	0.0601	2.6054
215.3407	1.6045	0.0597	2.4869
215.4931	1.5791	0.0635	2.3775
215.6455	1.5618	0.0581	2.2629
215.7979	1.5713	0.0551	2.4788
215.9503	1.6160	0.0627	2.5994
216.1027	1.6719	0.0594	2.7595
216.2551	1.7177	0.0528	2.7784
216.4075	1.7195	0.0167	2.7443
216.5599	1.7319	0.0059	2.5994
216.7123	1.7194	0.0108	2.4778
216.8647	1.7566	0.0295	2.6411
217.0171	1.7764	0.0294	3.0270
217.1695	1.8077	0.0085	3.2097
217.3219	1.8049	0.0082	3.2167
217.4743	1.8210	0.0382	3.1930
217.6267	1.8650	0.0938	3.0031
217.7791	1.9102	0.1540	2.9017
217.9315	1.8994	0.1439	2.7616
218.0839	1.8293	0.0768	2.7582
218.2363	1.7919	0.0211	2.7431
218.3887	1.7953	0.0086	2.7944
218.5411	1.8225	0.0195	2.9446
218.6935	1.8341	0.0245	3.1447
218.8459	1.8218	0.0339	2.9270
218.9983	1.7693	0.0477	2.6889
219.1507	1.7595	0.0888	2.3787
219.3031	1.7396	0.0935	2.4427
219.4555	1.7753	0.1104	2.6936
219.6079	1.7911	0.1032	2.8013
219.7603	1.7688	0.1111	2.7333
219.9127	1.7238	0.1172	2.6487
220.0651	1.6452	0.0892	2.6638
220.2175	1.6149	0.0759	2.6284
220.3699	1.5839	0.0485	2.5647
220.5223	1.5883	0.0525	2.4583
220.6747	1.5860	0.0455	2.5246
220.8271	1.5820	0.0389	2.5553
220.9795	1.5648	0.0304	2.5605
221.1319	1.5732	0.0531	2.4378
221.2843	1.5819	0.0770	2.3746
221.4367	1.6156	0.0943	2.4335
221.5891	1.6282	0.0794	2.6871
221.7415	1.6360	0.0617	2.7722
221.8939	1.6136	0.0590	2.7558
222.0463	1.6066	0.0884	2.5556
222.1987	1.5855	0.0960	2.3844
222.3511	1.5761	0.0935	2.2834
222.5035	1.6335	0.0867	2.3850
222.6559	1.7108	0.0660	2.6841
222.8083	1.8489	0.0580	2.7813
222.9607	1.8900	0.0332	2.7000
223.1131	1.9458	0.0327	2.6916
223.2655	1.9213	0.0077	2.8229
223.4179	1.9521	0.0232	2.9845
223.5703	1.9726	0.0592	2.9371
223.7227	1.9623	0.0886	2.9379
223.8751	1.8727	0.0501	2.9335
224.0275	1.7964	0.0116	2.9130
224.1799	1.6996	0.0075	2.8402
224.3323	1.5942	0.0047	2.7368
224.4847	1.5191	0.0114	2.6754
224.6371	1.5313	0.0317	2.7198
224.7895	1.5560	0.0372	2.7090
224.9419	1.5457	0.0330	2.7034
225.0943	1.5224	0.0497	2.5869
225.2467	1.4888	0.0571	2.4888
225.3991	1.4853	0.0720	2.4365
225.5515	1.5216	0.0783	2.3499
225.7039	1.5646	0.0890	2.4479
225.8563	1.6378	0.1184	2.3971
226.0087	1.6399	0.1115	2.4311
226.1611	1.6206	0.1084	2.2830
226.3135	1.5915	0.1048	2.2305
226.4659	1.6034	0.1221	2.2829
226.6183	1.6387	0.1147	2.3786
226.7707	1.6822	0.1127	2.5171
226.9231	1.7140	0.1207	2.4132
227.0755	1.7081	0.1407	2.5198
227.2279	1.7313	0.1500	2.5664
227.3803	1.6968	0.1253	2.7350
227.5327	1.6728	0.1009	2.6857
227.6851	1.6124	0.0787	2.4876
227.8375	1.5957	0.0800	2.3951
227.9899	1.6216	0.0932	2.3735
228.1423	1.6566	0.0894	2.6018
228.2947	1.7058	0.0925	2.5660
228.4471	1.7206	0.0863	2.4750
228.5995	1.7513	0.1145	2.4210
228.7519	1.7320	0.0863	2.4935
228.9043	1.7397	0.0778	2.8440
229.0567	1.7506	0.0663	2.8716
229.2091	1.7545	0.0884	2.7788
229.3615	1.6502	0.0696	2.7343
229.5139	1.6142	0.0823	2.6163
229.6663	1.5677	0.0899	2.4670
229.8187	1.5485	0.0879	2.1798
229.9711	1.4792	0.0505	2.1809
230.1235	1.4627	0.0222	2.2286
230.2759	1.5107	0.0248	2.4005
230.4283	1.5610	0.0369	2.4705
230.5807	1.7040	0.0150	3.3818
230.7331	1.9068	0.0139	2.9211
230.8855	1.9602	0.0196	2.7480
231.0379	1.6972	0.0278	2.5223
231.1903	1.5552	0.0524	2.5438
231.3427	1.5197	0.0580	2.6584
231.4951	1.5959	0.0740	2.7566
231.6475	1.6642	0.1013	2.7801
231.7999	1.6851	0.1213	2.6659
231.9523	1.5695	0.0975	2.5234
232.1047	1.4857	0.0803	2.3682
232.2571	1.4478	0.0656	2.2469
232.4095	1.5108	0.0667	2.2385
232.5619	1.5478	0.0197	2.3034
232.7143	1.6174	0.0128	2.3263
232.8667	1.6074	-0.0092	2.6053
233.0191	1.6289	0.0025	2.8244
233.1715	1.6515	0.0109	2.9671
233.3239	1.6720	0.0066	2.8225
233.4763	1.7411	0.0504	2.8214
233.6287	1.8223	0.0882	2.9104
233.7811	1.8100	0.0766	3.0131
233.9335	1.8184	0.0883	2.9576
234.0859	1.8080	0.1185	2.9529
234.2383	1.8481	0.1742	2.8562
234.3907	1.8781	0.2106	2.6895
234.5431	1.9043	0.2289	2.6912
234.6955	1.8304	0.1888	2.6950
234.8479	1.7060	0.1225	2.7823
235.0003	1.6153	0.0855	2.6234
235.1527	1.5861	0.0703	2.4602
235.3051	1.6264	0.1048	2.3367
235.4575	1.6356	0.0946	2.4816
235.6099	1.6285	0.0642	2.6651
235.7623	1.6282	0.0300	2.9179
235.9147	1.6871	0.0404	2.8789
236.0671	1.7314	0.0592	2.7973
236.2195	1.7288	0.0607	2.7994
236.3719	1.6704	0.0335	2.8132
236.5243	1.6530	0.0311	2.8719
236.6767	1.6396	0.0238	2.7426
236.8291	1.6461	0.0308	2.6715
236.9815	1.6640	0.0336	2.6697
237.1339	1.6888	0.0408	2.7862
237.2863	1.7161	0.0388	3.0334
237.4387	1.7539	0.0254	3.3406
237.5911	1.7974	0.0109	3.3166
237.7435	1.8091	0.0016	3.3189
237.8959	1.6952	0.0151	3.1766
238.0483	1.5619	0.0062	2.9250
238.2007	1.4821	0.0179	2.7000
238.3531	1.4477	0.0271	2.5701
238.5055	1.4134	0.0155	2.5469
238.6579	1.3862	0.0161	2.4412
238.8103	1.3694	0.0165	2.3277
238.9627	1.3847	0.0318	2.1961
239.1151	1.4574	0.0497	2.2651
239.2675	1.5712	0.0474	2.5266
239.4199	1.6797	0.0298	2.9087
239.5723	1.7428	0.0200	3.1988
239.7247	1.7682	0.0415	3.0788
239.8771	1.7973	0.0834	2.8826
240.0295	1.7861	0.1189	2.5478
240.1819	1.7804	0.1459	2.3118
240.3343	1.7613	0.1454	2.2021
240.4867	1.7746	0.1313	2.2231
240.6391	1.7485	0.0743	2.4711
240.7915	1.7791	0.0375	2.7850
240.9439	1.8496	0.0216	2.8399
241.0963	1.8749	0.0698	2.7085
241.2487	1.8473	0.1216	2.6820
241.4011	1.8129	0.1687	2.7602
241.5535	1.8021	0.1445	2.8265
241.7059	1.7949	0.1040	2.8809
241.8583	1.7920	0.0628	3.0433
242.0107	1.7971	0.0287	3.2757
242.1631	1.8351	0.0554	3.1907
242.3155	1.8871	0.1219	2.8764
242.4679	1.9077	0.2028	2.4799
242.6203	1.8847	0.2150	2.4472
242.7727	1.8886	0.2043	2.6360
242.9251	1.8881	0.1707	2.9724
243.0775	1.9042	0.1672	3.0285
243.2299	1.8578	0.1482	2.8207
243.3823	1.8217	0.1573	2.5772
243.5347	1.7578	0.1292	2.4375
243.6871	1.7039	0.0866	2.5062
243.8395	1.7260	0.0522	2.9194
243.9919	1.7926	0.0364	2.7733
244.1443	1.8081	0.0249	2.6124
244.2967	1.6883	0.0214	2.4730
244.4491	1.6287	0.0510	2.3638
244.6015	1.6080	0.0870	2.3434
244.7539	1.7051	0.1238	2.3041
244.9063	1.7838	0.1059	2.6568
245.0587	1.8970	0.0829	2.9703
245.2111	1.9469	0.0500	3.1342
245.3635	1.9426	0.0398	2.9565
245.5159	1.9536	0.0659	2.8300
245.6683	1.9236	0.0754	2.7574
245.8207	1.8582	0.0801	2.8071
245.9731	1.8065	0.0944	2.8665
246.1255	1.8193	0.1458	2.9680
246.2779	1.8546	0.1848	2.9861
246.4303	1.8475	0.1788	2.7839
246.5827	1.7590	0.1545	2.4558
246.7351	1.5958	0.1145	2.2059
246.8875	1.4810	0.0807	1.9723
247.0399	1.4484	0.0680	2.0513
247.1923	1.5197	0.0785	2.2933
247.3447	1.5834	0.0677	2.6573
247.4971	1.5958	0.0182	2.9625
247.6495	1.6777	0.0156	3.3228
247.8019	1.7476	-0.0014	3.5058
247.9543	1.8490	0.0081	3.4421
248.1067	1.8576	0.0048	3.1773
248.2591	1.8088	0.0196	2.8912
248.4115	1.7159	0.0106	2.8375
248.5639	1.6392	0.0062	2.9553
248.7163	1.6366	0.0267	3.1949
248.8687	1.6392	0.0157	3.2330
249.0211	1.6579	0.0155	3.2053
249.1735	1.6737	0.0217	3.1764
249.3259	1.6627	0.0175	3.1093
249.4783	1.6517	0.0162	3.1398
249.6307	1.6423	0.0144	3.1912
249.7831	1.6467	0.0163	3.2867
249.9355	1.6709	0.0258	3.2786
250.0879	1.6788	0.0184	3.1427
250.2403	1.6826	0.0023	3.0827
250.3927	1.7002	0.0060	3.1847
250.5451	1.7042	-0.0066	3.2933
250.6975	1.7139	-0.0041	3.3724
250.8499	1.7115	0.0131	3.2086
251.0023	1.6768	0.0032	3.1251
251.1547	1.6607	0.0155	2.9736
251.3071	1.6463	0.0217	2.9861
251.4595	1.6367	0.0325	2.9895
251.6119	1.6294	0.0459	3.0890
251.7643	1.6152	0.0452	3.1510
251.9167	1.6222	0.0659	2.9627
252.0691	1.6495	0.0975	2.7380
252.2215	1.6759	0.1227	2.5100
252.3739	1.6490	0.0942	2.5761
252.5263	1.6232	0.0557	2.6418
252.6787	1.6279	0.0431	2.6777
252.8311	1.6782	0.0779	2.5132
252.9835	1.7064	0.1158	2.4612
253.1359	1.6972	0.1125	2.5169
253.2883	1.6408	0.0576	2.7584
253.4407	1.6167	0.0149	2.8528
253.5931	1.6334	0.0192	2.8353
253.7455	1.6563	0.0309	2.6865
253.8979	1.6474	0.0399	2.5910
254.0503	1.6426	0.0544	2.5820
254.2027	1.6261	0.0533	2.6530
254.3551	1.6327	0.0363	2.8703
254.5075	1.6396	0.0160	2.9337
254.6599	1.6468	0.0026	2.9529
254.8123	1.6498	0.0132	2.8766
254.9647	1.6294	0.0018	2.8682
255.1171	1.6344	0.0101	2.8515
255.2695	1.6405	0.0119	2.8445
255.4219	1.6417	0.0119	2.7282
255.5743	1.6494	0.0238	2.6630
255.7267	1.6698	0.0371	2.5426
255.8791	1.6793	0.0371	2.6283
256.0315	1.6861	0.0268	2.6944
256.1839	1.6428	0.0063	2.5720
256.3363	1.5942	0.0217	2.4856
256.4887	1.5979	0.0539	2.3222
256.6411	1.6112	0.0736	2.4231
256.7935	1.6403	0.0696	2.4039
256.9459	1.6162	0.0395	2.5181
257.0983	1.6080	0.0268	2.5332
257.2507	1.5903	0.0089	2.6066
257.4031	1.5797	0.0069	2.4544
257.5555	1.5727	0.0046	2.3666
257.7079	1.5914	0.0220	2.2504
257.8603	1.6199	0.0377	2.3523
258.0127	1.6445	0.0545	2.4536
258.1651	1.6554	0.0527	2.6021
258.3175	1.6355	0.0349	2.6532
258.4699	1.6187	0.0254	2.6772
258.6223	1.5952	0.0227	2.5565
258.7747	1.5509	0.0400	2.4148
258.9271	1.4896	0.0372	2.3907
259.0795	1.4797	0.0469	2.5033
259.2319	1.5231	0.0343	2.6827
259.3843	1.5944	0.0382	2.6081
259.5367	1.6217	0.0310	2.5612
259.6891	1.6217	0.0360	2.5346
259.8415	1.6234	0.0346	2.5345
259.9939	1.6266	0.0294	2.4651
260.1463	1.6204	0.0179	2.4874
260.2987	1.6255	0.0141	2.5371
260.4511	1.6368	0.0051	2.7378
260.6035	1.6596	0.0059	2.8357
260.7559	1.6842	0.0082	2.9167
260.9083	1.6926	0.0161	2.9043
261.0607	1.7022	0.0264	2.9602
261.2131	1.6960	0.0254	3.0635
261.3655	1.6845	0.0134	3.0408
261.5179	1.6741	0.0018	3.0444
261.6703	1.6885	0.0057	3.0238
261.8227	1.6967	0.0055	3.0825
261.9751	1.7022	0.0070	3.1792
262.1275	1.7041	0.0107	3.2700
262.2799	1.7027	0.0094	3.2836
262.4323	1.7192	0.0287	3.0148
262.5847	1.7464	0.0854	2.8204
262.7371	1.7544	0.1340	2.6608
262.8895	1.7258	0.1349	2.7262
263.0419	1.7235	0.1254	2.7729
263.1943	1.7309	0.1158	2.7851
263.3467	1.7360	0.1192	2.7707
263.4991	1.7107	0.1107	2.7462
263.6515	1.6920	0.1039	2.7738
263.8039	1.6799	0.0881	2.6745
263.9563	1.6536	0.0637	2.6096
264.1087	1.6627	0.0601	2.5808
264.2611	1.6609	0.0422	2.7773
264.4135	1.6758	0.0315	2.8339
264.5659	1.6508	0.0084	2.8773
264.7183	1.6457	0.0280	2.6973
264.8707	1.6606	0.0672	2.7037
265.0231	1.6841	0.0973	2.6904
265.1755	1.6739	0.0750	2.7240
265.3279	1.6507	0.0447	2.6429
265.4803	1.6183	0.0363	2.6183
265.6327	1.6314	0.0699	2.6560
265.7851	1.6376	0.0845	2.6751
265.9375	1.6354	0.0966	2.6187
266.0899	1.5552	0.0829	2.5818
266.2423	1.4864	0.0776	2.4704
266.3947	1.4431	0.0701	2.4220
266.5471	1.4717	0.0717	2.4426
266.6995	1.5525	0.0909	2.6226
266.8519	1.6118	0.0773	2.7119
267.0043	1.6419	0.0586	2.7324
267.1567	1.6290	0.0360	2.7965
267.3091	1.6244	0.0390	2.8387
267.4615	1.6236	0.0496	2.8891
267.6139	1.6190	0.0568	2.9014
267.7663	1.6344	0.0713	2.9337
267.9187	1.6335	0.0718	2.8786
268.0711	1.6313	0.0710	2.8683
268.2235	1.6248	0.0651	2.8864
268.3759	1.6238	0.0620	2.9156
268.5283	1.6217	0.0599	2.9328
268.6807	1.6233	0.0633	2.8670
268.8331	1.6238	0.0646	2.8741
268.9855	1.6302	0.0662	2.8653
269.1379	1.6360	0.0719	2.8704
269.2903	1.6421	0.0787	2.8367
269.4427	1.6419	0.0810	2.8168
269.5951	1.6441	0.0806	2.8239
269.7475	1.6419	0.0795	2.8446
269.8999	1.6457	0.0834	2.8045
270.0523	1.6403	0.0794	2.8377
270.2047	1.6372	0.0742	2.8721
270.3571	1.6312	0.0684	2.9519
270.5095	1.6289	0.0669	2.9184
270.6619	1.6363	0.0764	2.8614
270.8143	1.6420	0.0823	2.7731
270.9667	1.6381	0.0771	2.7634
271.1191	1.6364	0.0723	2.7771
271.2715	1.6282	0.0646	2.7626
271.4239	1.6287	0.0673	2.7710
271.5763	1.6188	0.0582	2.7862
271.7287	1.6269	0.0662	2.8443
271.8811	1.6236	0.0713	2.8638
272.0335	1.6211	0.0787	2.8640
272.1859	1.6088	0.0751	2.8640
