HOLE:	1249A
LEG:	204
TOP:	0.0241
BOTTOM:	90.1839
DEPTH_LSF	BDAV	BMAV	BSAV	RING	RBIT
m	ohmm	ohmm	ohmm	ohmm	ohmm		
13.4048	5.7369	5.2674	3.0802	5.8628	5.9665
13.4353	6.2709	6.4410	4.3468	6.0144	5.8393
13.4658	6.9802	5.7717	4.0174	5.7046	5.9684
13.4962	6.5413	6.0868	5.0018	6.4351	6.2361
13.5267	4.9793	5.8566	4.0559	5.1914	6.2701
13.5572	6.8852	7.9263	4.1493	6.7428	6.3269
13.5877	6.8566	5.8612	4.3730	4.8351	6.5604
13.6182	8.3194	6.2437	3.4631	6.4718	6.4599
13.6486	6.7467	5.9928	3.6566	6.4591	6.7720
13.6791	6.4807	6.1876	3.6173	6.3901	7.0219
13.7096	5.4742	6.2155	3.4233	6.9908	7.0154
13.7401	6.4535	6.0719	3.7035	5.8931	7.0162
13.7706	5.4322	6.9693	4.7652	7.1343	6.7917
13.8010	6.2038	6.1668	3.4947	5.7390	6.8276
13.8315	5.8214	5.2515	5.3160	6.3454	7.1340
13.8620	7.1579	5.8421	3.9645	5.9000	7.1330
13.8925	7.1712	6.2493	3.7597	6.4247	7.1792
13.9230	5.9241	5.2460	4.4502	7.7867	6.6960
13.9534	6.8148	5.5456	3.8033	5.6617	6.4347
13.9839	5.9039	5.5183	3.6581	5.8525	7.0232
14.0144	5.5156	6.1122	3.5318	6.6557	7.6239
14.0449	6.4311	6.1912	4.0798	6.7277	7.6256
14.0754	8.6254	6.7247	3.9471	6.3452	7.6275
14.1058	6.8408	6.0504	3.8801	5.8676	7.6899
14.1363	6.8755	6.3653	2.9461	6.7245	7.7123
14.1668	6.2277	5.5401	2.8874	4.9241	7.8260
14.1973	6.0354	5.3586	4.0453	6.1702	7.6854
14.2278	6.7895	5.1575	3.0476	7.2109	7.6803
14.2582	5.4067	4.9525	3.2227	8.0106	7.9265
14.2887	6.0680	6.7955	4.3245	6.7159	8.0665
14.3192	5.5772	5.1853	2.2169	6.8911	8.1005
14.3497	6.5916	4.1405	3.4783	6.7690	8.2299
14.3802	6.1596	5.8328	3.5661	7.3716	8.3567
14.4106	6.1054	9.5113	2.8941	6.4844	8.4547
14.4411	6.0720	7.7533	2.7665	6.5882	8.4448
14.4716	10.9037	6.2781	3.1970	6.4514	8.4032
14.5021	8.8790	6.4571	2.8955	6.5645	8.3658
14.5326	7.8294	6.3618	3.3156	6.5667	8.3909
14.5630	6.5426	5.7086	4.7761	6.9309	8.4488
14.5935	7.9997	5.2570	4.2924	6.5429	8.4971
14.6240	5.7951	5.2005	3.3302	8.6013	8.5400
14.6545	6.7980	5.4315	3.0514	7.3711	8.6812
14.6850	6.0103	5.2268	3.4104	7.6497	8.7725
14.7154	6.2204	6.7093	3.6593	8.0758	8.6796
14.7459	6.9979	6.5030	4.4446	10.6182	8.7211
14.7764	7.6164	6.3925	3.2713	11.2520	9.0830
14.8069	6.8926	8.5392	2.4128	11.3202	9.1272
14.8374	8.1520	7.1544	3.2310	9.0163	9.0771
14.8678	8.5085	6.1888	4.3100	8.1489	9.2132
14.8983	12.0580	6.6432	5.2643	9.6522	9.3675
14.9288	10.4760	9.6261	6.8778	12.2404	9.5283
14.9593	13.2059	9.6677	3.8584	14.3948	9.7223
14.9898	28.7021	7.4762	7.1472	13.8789	9.8171
15.0202	10.9019	7.3226	5.4108	14.7870	9.6379
15.0507	14.9957	17.6525	4.5583	21.5700	9.3086
15.0812	10.6105	9.9342	9.9700	14.8869	9.7849
15.1117	15.5089	14.8463	8.4654	9.8705	9.9786
15.1422	12.6219	11.6701	7.2969	39.2227	10.0501
15.1726	9.3750	15.0344	3.8452	86.6964	10.1833
15.2031	9.4455	59.3468	27.2405	67.6723	10.2520
15.2336	15.2359	88.8486	7.7831	30.6684	10.6671
15.2641	17.2943	31.1469	7.8786	18.0875	10.4474
15.2946	17.5562	24.8691	4.1267	24.4677	10.6335
15.3250	19.3435	65.0363	9.9804	16.3407	10.6837
15.3555	33.0205	16.5311	27.6959	12.3876	10.5854
15.3860	26.2771	13.4023	28.2805	12.1948	11.6987
15.4165	39.3267	15.6500	42.2708	14.7776	12.3761
15.4470	45.7804	47.4262	10.4371	33.1832	11.5051
15.4774	51.6062	25.5476	5.5152	17.5440	12.3199
15.5079	50.7106	33.8923	41.3452	24.9937	13.6587
15.5384	23.8683	34.8550	52.4106	21.8859	12.8767
15.5689	21.6994	14.1415	21.6117	16.7977	12.6694
15.5994	32.6426	17.0395	26.5963	26.1407	11.5165
15.6298	38.3691	23.7710	20.6183	23.0428	13.3553
15.6603	26.1609	72.4906	16.7439	18.1305	11.5033
15.6908	22.6619	18.9444	12.8526	15.1386	14.6429
15.7213	25.1020	31.3663	29.4357	33.6473	12.5942
15.7518	14.2744	17.9139	14.0773	17.1273	15.4172
15.7822	11.5346	16.3541	16.6780	20.5666	16.1864
15.8127	16.3719	12.8631	15.2519	15.7573	15.0129
15.8432	36.1837	22.0524	10.6831	19.9641	17.0602
15.8737	14.5640	16.5956	10.0197	15.1389	16.4787
15.9042	13.1862	14.4062	8.8345	16.7007	17.2965
15.9346	12.7274	13.7529	7.9263	26.2381	16.9256
15.9651	14.2520	13.2734	9.0139	15.0434	17.5659
15.9956	13.7294	12.5462	13.0478	17.0009	17.8710
16.0261	22.1164	11.3840	7.5625	17.4963	18.0313
16.0566	15.7035	11.2208	8.2327	14.4224	19.0552
16.0870	14.7120	10.2227	7.2899	18.9842	16.4891
16.1175	14.8493	13.9496	6.0592	17.3520	18.2289
16.1480	16.2109	12.6265	14.5739	19.7390	20.9944
16.1785	18.5608	12.6493	18.7380	25.9977	19.0115
16.2090	18.0558	13.3323	14.2171	22.8685	21.4944
16.2394	22.6853	20.4171	14.6641	22.5007	18.5305
16.2699	21.4855	18.4965	18.0596	35.9204	21.5311
16.3004	30.2935	26.5679	34.5242	28.2055	16.5729
16.3309	32.3745	25.8516	10.9930	36.8364	18.5583
16.3614	30.1956	27.8095	35.7806	35.4605	20.1390
16.3918	25.9606	26.2036	29.4942	30.3215	19.7957
16.4223	24.3232	27.6469	35.2514	25.1287	21.6513
16.4528	18.2839	21.9288	32.1507	21.1701	21.5877
16.4833	19.2117	28.2509	22.9555	25.6456	22.0361
16.5138	21.4637	28.6126	10.9190	23.7228	21.4635
16.5442	21.1520	26.4876	10.3241	24.7973	20.6888
16.5747	21.0005	27.2471	8.3880	22.5213	21.0319
16.6052	21.2434	20.2213	9.8792	25.7684	21.0308
16.6357	24.9637	24.8917	21.6242	23.9373	20.9750
16.6662	24.1887	23.7371	8.3125	22.8492	20.9538
16.6966	21.7514	19.1319	9.5681	22.4961	20.9596
16.7271	23.5670	19.5693	7.1344	22.8629	20.7071
16.7576	20.6661	26.8705	14.7962	22.0325	21.0485
16.7881	21.4044	17.9021	6.9402	23.3683	21.2570
16.8186	26.6780	19.8011	9.9590	24.7205	21.3387
16.8490	23.9265	17.4920	5.9481	23.6638	22.2739
16.8795	31.4804	23.8603	8.0018	28.4340	21.4387
16.9100	29.4417	21.1295	7.7518	24.4059	20.3967
16.9405	27.5846	20.7386	11.9336	27.8795	23.7831
16.9710	29.9915	17.8957	10.3815	29.9091	23.8470
17.0014	28.2999	19.8231	8.2608	26.3409	21.4820
17.0319	24.0942	19.1148	7.3217	26.4611	21.0195
17.0624	26.1346	25.5452	5.9762	27.3889	24.7966
17.0929	24.7367	20.4731	5.6529	27.5048	23.9931
17.1234	29.7621	19.8893	11.7797	27.9263	23.4751
17.1538	24.8374	18.5533	7.9326	28.9035	24.2305
17.1843	28.5224	19.3190	7.9083	28.7069	22.8778
17.2148	28.8194	28.3734	7.0134	30.5611	25.7409
17.2453	26.9338	22.0043	7.8436	28.5391	21.2859
17.2758	27.4058	22.8347	7.9664	25.9866	26.7168
17.3062	23.3379	17.7733	6.7777	26.5613	27.7519
17.3367	32.9184	23.6378	11.2829	26.1260	25.9471
17.3672	25.6775	38.4556	8.4932	28.9308	25.1456
17.3977	38.5699	27.2574	8.0312	31.3302	28.0655
17.4282	37.2309	36.7966	12.6919	36.2246	23.8949
17.4586	52.7213	22.3859	7.0892	35.5072	29.0716
17.4891	40.4085	39.5135	10.8814	34.9059	24.4736
17.5196	35.5546	22.5539	10.9156	43.7097	25.1027
17.5501	37.7765	34.9924	16.6156	33.8417	31.5884
17.5806	36.3884	26.4750	11.6460	32.5048	28.1000
17.6110	35.9539	25.2247	8.4464	33.2824	28.9245
17.6415	44.4657	26.3468	15.6529	36.1579	33.4111
17.6720	36.2836	22.4369	13.5346	34.7223	29.2390
17.7025	31.3789	23.5350	10.2476	31.0031	30.2663
17.7330	27.2061	23.4596	12.4779	32.7472	30.8701
17.7634	42.0576	21.5889	8.3572	35.7194	31.9512
17.7939	25.5673	20.0471	7.8677	37.8237	29.1991
17.8244	37.0958	14.8574	5.8658	30.9752	32.6915
17.8549	36.9275	17.7954	4.6934	33.5331	31.2155
17.8854	29.3622	16.1309	4.4063	33.3161	31.9360
17.9158	49.4032	22.2120	7.2444	39.9557	29.9321
17.9463	37.3759	29.8804	7.1739	35.0506	30.7783
17.9768	35.4874	43.5388	7.2411	31.0497	29.6063
18.0073	50.9184	33.0299	6.8132	28.7739	33.0253
18.0378	41.2127	27.0495	7.1669	36.3113	30.1377
18.0682	39.1569	26.4229	6.5757	26.2977	32.7804
18.0987	35.6445	29.3920	6.4811	24.5862	31.5326
18.1292	28.7877	30.0472	7.1844	28.3618	33.7682
18.1597	27.7643	38.1645	8.6866	23.9550	33.6287
18.1902	25.5252	43.0487	8.9318	23.5510	32.7734
18.2206	42.1091	43.0438	9.2906	25.4632	34.7213
18.2511	44.1057	39.6588	8.8306	22.2364	32.1498
18.2816	53.1578	33.9426	7.7899	22.1322	33.8910
18.3121	51.2854	28.1531	9.7887	22.1206	34.8486
18.3426	44.1869	24.6992	8.0019	22.2071	35.6785
18.3730	38.0116	23.3379	6.9431	38.4660	35.7513
18.4035	34.4265	20.9809	7.0561	36.3241	36.2024
18.4340	27.8635	20.3073	5.6839	31.4994	36.5913
18.4645	22.6490	21.8425	4.8343	31.9761	36.6374
18.4950	24.4579	19.2715	4.6804	31.6088	36.3943
18.5254	29.2499	19.1444	5.2153	31.5278	37.4194
18.5559	33.0010	22.8699	7.6691	33.2643	36.0592
18.5864	38.3151	29.3137	7.6038	37.1004	36.5344
18.6169	40.1438	44.1736	14.3004	41.0653	37.5140
18.6474	36.7521	53.1544	15.2553	36.6562	37.8223
18.6778	36.2508	45.4816	17.4407	34.1213	37.8089
18.7083	41.0058	49.9295	10.9754	31.9235	35.5833
18.7388	32.3922	33.1784	9.2013	23.1541	37.7720
18.7693	28.5345	29.8836	10.1316	24.0819	38.0577
18.7998	26.8554	29.6289	8.7336	27.8223	38.2387
18.8302	27.4945	23.6356	7.3800	23.9009	37.9530
18.8607	25.6795	19.2360	5.8622	23.0622	38.5151
18.8912	25.4140	20.5116	4.9349	27.0830	38.4360
18.9217	23.2943	19.5906	4.8456	22.1640	38.7756
18.9522	25.2413	18.5965	4.7708	23.9793	39.2207
18.9826	27.5748	17.9168	4.5060	23.5089	38.9797
19.0131	28.2896	17.7019	5.3187	27.1698	39.7718
19.0436	27.0549	17.9736	5.7429	28.1536	37.8529
19.0741	27.9537	17.9241	5.2401	29.0598	39.3800
19.1046	26.5019	18.0725	5.0536	28.5532	40.1379
19.1350	25.6358	18.5036	6.3497	28.6684	40.0792
19.1655	24.5650	16.1938	5.7230	29.0984	39.3918
19.1960	23.7724	15.3628	5.1387	30.9973	39.7787
19.2265	23.8170	15.9621	4.9530	30.9577	39.6150
19.2570	23.5316	15.2952	4.9791	31.5013	39.5532
19.2874	22.9392	16.7193	5.0080	32.2834	40.2512
19.3179	26.3453	14.8335	5.1469	32.7384	40.5934
19.3484	24.8142	16.0814	5.1339	31.9290	40.5645
19.3789	24.7417	14.1650	5.2017	32.0979	40.3001
19.4094	25.0799	12.6506	5.3422	31.7068	40.3073
19.4398	23.7803	11.3769	5.3627	30.6277	40.3793
19.4703	24.0815	11.3569	5.3382	30.0762	41.4089
19.5008	25.0013	11.0855	5.3645	30.3335	40.8408
19.5313	15.9234	10.2695	5.4715	30.7557	42.6535
19.5618	17.0097	10.2880	5.3108	31.2112	43.3250
19.5922	17.4985	10.3047	5.1192	32.1562	40.2946
19.6227	18.2518	10.3057	4.9997	27.9538	42.2707
19.6532	17.2542	10.2839	4.9782	20.3310	43.5297
19.6837	17.4160	10.5191	4.9339	21.0955	42.8959
19.7142	18.9154	10.7279	4.9797	25.3678	44.2309
19.7446	19.1928	10.8513	5.0328	26.8989	43.2120
19.7751	19.2861	10.9014	4.8833	29.4858	41.5457
19.8056	19.4186	10.9703	4.7918	31.3031	48.7867
19.8361	19.7092	11.3842	4.7686	32.3077	38.6510
19.8666	19.8982	12.4296	4.7673	41.5961	46.2660
19.8970	20.5105	13.5971	4.7464	41.6334	46.8484
19.9275	21.0751	13.6247	4.7056	41.8203	47.6043
19.9580	21.2655	13.9628	4.4287	47.2329	43.8892
19.9885	21.6791	14.4287	4.0532	50.1511	48.9456
20.0190	25.6809	14.4364	4.5679	50.3865	42.4760
20.0494	38.8210	14.3215	7.4958	47.5731	49.5486
20.0799	67.1162	19.2795	14.6208	44.8237	50.9208
20.1104	55.3143	35.0141	21.7487	42.9999	46.3516
20.1409	44.7167	36.3449	23.5172	40.7172	52.1330
20.1714	39.8301	30.9529	29.7323	37.7771	48.5029
20.2018	40.5018	41.8079	38.8712	38.2368	52.1150
20.2323	40.4590	63.5301	42.3684	45.9556	50.9478
20.2628	36.5478	85.5870	40.3695	50.0111	51.4370
20.2933	53.2610	74.9372	32.1926	51.1427	53.4314
20.3238	77.0992	53.9284	29.1952	55.3842	50.4197
20.3542	82.8022	58.0764	31.3045	63.3742	53.7236
20.3847	103.2517	62.8956	35.0130	65.3104	54.5012
20.4152	66.6784	57.3573	29.3807	69.3333	54.0950
20.4457	66.4831	56.6723	34.1140	78.5296	57.5837
20.4762	64.7574	63.5946	31.8103	82.5103	57.3682
20.5066	56.5084	65.6441	28.9491	68.1192	41.7684
20.5371	57.9085	57.2113	25.4874	63.9901	41.8206
20.5676	73.4497	57.0874	20.6068	69.0734	42.3456
20.5981	85.4375	46.0484	17.8358	65.5697	43.0758
20.6286	89.2570	45.3980	17.5829	68.7663	44.0196
20.6590	76.4874	47.1076	17.1563	87.0975	44.9949
20.6895	67.9225	53.4736	21.8877	106.6274	45.5803
20.7200	99.6356	81.2666	35.5031	110.5443	45.8701
20.7505	100.0467	79.9927	69.3628	107.7422	46.8666
20.7810	124.4094	87.5604	93.1179	88.6578	47.8363
20.8114	126.1097	104.0937	89.8012	88.6685	47.8067
20.8419	117.9598	112.2336	75.8477	100.3618	48.6626
20.8724	105.0674	102.3032	60.1371	94.3405	50.1161
20.9029	81.7578	98.2707	50.4901	65.2009	49.6887
20.9334	79.2282	76.3061	44.9185	64.4514	50.8539
20.9638	72.1352	60.6185	46.0439	69.2279	51.8672
20.9943	71.7129	53.9726	47.6360	69.2075	52.1134
21.0248	79.5361	72.3139	62.2314	73.6849	56.9272
21.0553	90.4439	88.1896	68.6239	87.7889	54.5707
21.0858	85.1427	104.5317	68.1660	88.8255	57.7478
21.1162	92.9464	98.8891	54.9252	91.0745	57.3404
21.1467	101.1273	80.7497	38.3467	92.8298	61.1944
21.1772	98.1308	68.3141	29.8038	89.1378	61.8749
21.2077	79.0584	62.6056	26.8166	86.4341	63.5515
21.2382	81.6448	62.4867	26.9875	87.9074	63.2938
21.2686	92.0142	61.2134	30.8038	89.9757	63.8105
21.2991	85.8389	57.6651	32.5653	89.9071	64.0173
21.3296	73.5351	53.5829	30.1150	86.2373	65.5363
21.3601	66.0998	50.6491	27.3393	79.6347	65.7236
21.3906	64.0013	50.4345	22.7039	76.3243	66.1929
21.4210	68.0457	54.5705	19.6820	79.3056	66.9531
21.4515	74.1992	61.8310	19.2416	83.4238	67.5922
21.4820	79.3173	66.6925	19.2173	87.2780	68.2753
21.5125	81.4089	55.1327	16.3635	88.9540	69.0914
21.5430	71.7576	45.8169	13.8354	83.4694	69.1199
21.5734	55.2785	41.5136	13.4494	73.6165	68.5779
21.6039	52.6139	39.7097	14.3034	64.2278	67.0175
21.6344	58.3402	47.6140	14.4392	61.5407	65.0486
21.6649	61.5312	47.6660	13.6812	65.4391	65.0673
21.6954	58.2346	44.0725	14.6827	68.2142	65.5773
21.7258	52.7719	45.4032	15.8088	67.6646	65.9504
21.7563	49.1368	51.4950	15.3628	64.8034	66.9304
21.7868	57.4571	49.7899	14.5442	59.5490	67.6309
21.8173	54.0969	49.7360	13.3737	57.7492	67.4722
21.8478	55.3813	51.2351	11.9139	59.3903	64.9623
21.8782	59.2204	59.6283	13.3582	60.2623	64.7034
21.9087	66.4742	71.0330	24.5855	60.6908	64.6359
21.9392	75.4022	74.9103	13.9029	62.1313	64.5423
21.9697	75.7613	76.4784	16.5214	69.5221	64.3853
22.0002	71.8045	72.0535	32.8781	73.2823	64.2400
22.0306	69.3187	64.6775	58.0944	69.9227	64.2124
22.0611	63.3822	68.5929	52.4573	65.8247	64.2011
22.0916	58.4390	72.9407	44.7009	61.6936	64.0894
22.1221	60.7485	62.7446	38.1347	60.7241	64.0653
22.1526	62.4577	56.6628	38.4797	63.1666	64.0051
22.1830	62.4824	61.2748	46.2835	64.4706	63.8888
22.2135	76.3232	61.2477	41.9443	65.5653	63.8127
22.2440	59.4631	70.2065	46.6921	62.8949	63.8907
22.2745	59.2470	64.2116	62.8611	56.6774	63.9867
22.3050	61.0206	54.4331	37.9973	48.4984	64.0658
22.3354	51.0398	43.9118	51.9293	46.9211	63.8968
22.3659	54.6389	46.4711	50.1483	53.8753	63.2998
22.3964	57.0162	56.7835	47.8810	57.3112	62.7409
22.4269	59.7608	81.8301	50.1255	50.9124	62.3044
22.4574	79.5491	83.1658	61.3046	55.8687	61.8727
22.4878	80.8424	73.3985	58.0855	84.0950	61.7398
22.5183	94.9933	74.7610	56.1068	91.2106	61.4161
22.5488	98.3234	76.8794	52.7070	92.4156	61.2524
22.5793	73.9916	81.9042	44.5513	86.4548	61.4291
22.6098	75.5662	69.5156	44.3574	81.9449	61.6126
22.6402	72.6516	64.3045	49.8080	81.5097	61.7984
22.6707	64.3871	77.2220	49.7628	79.8336	61.7613
22.7012	62.1205	70.1526	35.5841	74.8437	61.8043
22.7317	61.7533	71.9722	29.4621	66.5264	61.8919
22.7622	59.1302	66.7124	29.5837	58.0056	62.1001
22.7926	54.3561	61.2310	32.0108	62.3590	62.6695
22.8231	58.6666	58.5158	29.2778	66.1469	63.2375
22.8536	56.1576	48.5630	33.3019	65.2560	63.6269
22.8841	66.8409	49.9007	37.0098	64.0483	63.5314
22.9146	64.3401	50.8337	32.1776	63.8196	63.3343
22.9450	57.6678	47.6370	38.1430	58.2149	63.0058
22.9755	54.9053	51.5364	40.3578	57.9482	62.9646
23.0060	58.0631	54.7532	40.4547	58.2323	62.8911
23.0365	62.4590	54.8700	46.8585	53.6438	63.6219
23.0670	77.8489	59.0695	41.9068	54.2939	63.8544
23.0974	70.7856	58.8169	42.5973	55.7268	63.3593
23.1279	71.2917	63.0102	46.3002	62.4467	63.5850
23.1584	79.4476	81.5096	49.4195	72.2898	63.7612
23.1889	80.3447	75.1812	46.8999	64.7971	63.3907
23.2194	81.0586	65.4736	47.0340	58.5759	63.3383
23.2498	73.4184	53.1338	45.3254	59.3532	63.3898
23.2803	59.0404	59.2901	45.3739	59.9154	63.4830
23.3108	67.5722	56.1378	34.4360	58.5510	63.1246
23.3413	63.6907	60.4353	40.2640	58.5789	63.1016
23.3718	58.3312	52.9030	44.3875	60.5755	63.3262
23.4022	58.5742	50.6877	41.5361	63.2915	63.7245
23.4327	62.6772	62.8332	37.3134	67.2250	64.0583
23.4632	67.1061	65.7773	41.7873	70.3542	64.4203
23.4937	70.0054	65.5660	46.6660	70.6495	64.8134
23.5242	77.7276	61.1861	47.9050	75.0858	65.2439
23.5546	75.8961	57.6047	30.3216	72.9098	65.8438
23.5851	72.6562	60.5354	32.3898	74.2410	66.3614
23.6156	77.6072	60.7452	35.8481	73.8594	66.7724
23.6461	68.1174	61.8355	33.3718	71.6368	67.1306
23.6766	55.8617	52.9979	32.9909	73.7330	67.0841
23.7070	52.4287	58.3719	32.9792	69.0190	66.6266
23.7375	53.5390	62.8089	33.5818	63.4572	66.4405
23.7680	56.4482	55.5832	33.6287	64.0702	66.3907
23.7985	60.7791	54.7860	39.7114	61.8962	66.3138
23.8290	83.1182	52.5973	39.3909	64.2426	66.1839
23.8594	60.3504	51.7680	35.8717	67.6786	65.8431
23.8899	57.6145	54.5624	35.5035	69.7064	65.8947
23.9204	62.2350	75.0415	47.3190	70.4082	66.3827
23.9509	65.3145	73.1223	36.2317	69.4831	66.4025
23.9814	63.5467	57.3142	32.6740	69.6527	66.7974
24.0118	59.3171	48.6178	33.4995	75.2163	66.8655
24.0423	58.0576	52.9882	38.2581	91.0855	66.9986
24.0728	58.1494	55.3629	33.6595	79.2932	68.2364
24.1033	60.1393	60.2057	35.5397	80.0156	69.4499
24.1338	62.5935	57.6383	76.7754	79.3507	69.8806
24.1642	83.2289	76.6389	58.1378	85.3860	69.2575
24.1947	101.2425	89.5525	26.7413	85.7612	68.8696
24.2252	75.0335	74.1553	32.1873	78.4188	67.6589
24.2557	55.2319	55.5114	31.4736	64.7489	66.8307
24.2862	52.7867	47.5220	28.3360	66.2699	67.4320
24.3166	49.0464	53.2719	28.4259	61.0915	67.3693
24.3471	56.2774	40.9040	29.9463	49.8310	67.0931
24.3776	51.7410	36.1806	27.1725	54.9189	67.7649
24.4081	52.0572	33.2742	25.7866	60.5021	68.2095
24.4386	59.1223	34.1955	25.6533	57.6561	68.3513
24.4690	51.5555	34.3421	24.7187	58.1905	68.3246
24.4995	69.1199	33.8626	26.1778	57.7495	67.3464
24.5300	64.6973	52.9892	33.1062	54.8211	67.2759
24.5605	60.0659	45.5713	42.5787	55.7535	67.4233
24.5910	71.6148	48.5677	41.2869	60.0094	67.5212
24.6214	63.0258	55.9392	42.4851	70.4420	68.0757
24.6519	61.3343	52.5762	53.8259	72.5322	69.5024
24.6824	77.1576	68.8798	57.0618	69.5668	70.1795
24.7129	69.9129	71.1692	55.9494	68.0982	70.4473
24.7434	56.4636	72.3868	51.8706	72.8480	70.6011
24.7738	55.3316	58.8109	42.6176	76.0107	70.1890
24.8043	65.1324	70.7800	41.6905	73.7841	70.2608
24.8348	76.5570	80.3265	46.0218	77.6645	70.8281
24.8653	90.0169	92.2825	47.6965	92.2261	71.6116
24.8958	96.1830	86.7878	47.7941	100.0460	72.3954
24.9262	96.2376	78.6416	44.6573	101.0155	70.9997
24.9567	89.8336	63.7510	43.7831	101.5659	71.3367
24.9872	85.9900	55.8767	31.2314	97.5896	71.0770
25.0177	91.0598	57.9044	31.6661	97.9202	71.3019
25.0482	91.1819	59.8870	30.8471	94.9453	71.8762
25.0786	85.2438	57.5790	37.8218	92.6823	71.9844
25.1091	80.9747	41.5030	34.0468	80.7614	71.7757
25.1396	56.2237	44.6543	34.5958	66.0935	71.2925
25.1701	49.3868	41.3655	30.7363	62.6702	71.4148
25.2006	47.7946	50.2057	34.1422	57.4690	72.4799
25.2310	64.9083	72.7462	41.5658	55.2016	72.7959
25.2615	56.3704	69.2327	45.8208	51.9933	73.2350
25.2920	50.5030	82.3452	47.7190	49.3504	73.3446
25.3225	74.7274	83.6416	67.4132	53.1617	73.2653
25.3530	113.1761	85.2761	70.1563	58.3195	73.0327
25.3834	137.9819	95.1154	59.7266	65.5362	72.7374
25.4139	103.6615	100.7421	66.8890	73.8341	72.6854
25.4444	111.1760	120.2672	69.5225	77.2811	72.9902
25.4749	98.3708	98.9471	59.7930	109.5682	73.2983
25.5054	100.4146	81.1003	60.6182	98.6361	73.6613
25.5358	107.9577	73.2759	63.2650	97.7307	74.0392
25.5663	106.6821	73.4936	57.8255	100.9071	74.3326
25.5968	98.8302	68.9777	63.4663	104.1246	76.2333
25.6273	101.9833	74.1042	57.9968	101.2166	75.8611
25.6578	106.2946	71.1745	48.1666	103.6914	76.0817
25.6882	96.2735	64.1925	57.5175	99.7079	75.0602
25.7187	87.6231	71.5709	49.8238	99.9552	75.9447
25.7492	91.7503	71.1233	52.6699	102.7663	75.9772
25.7797	99.3942	67.2144	62.2710	103.0472	76.5201
25.8102	85.9675	70.9585	49.3632	104.3974	77.1108
25.8406	80.5865	69.8053	49.2618	106.1228	77.4905
25.8711	71.7441	61.1473	68.3991	93.7951	79.1234
25.9016	73.4902	55.8355	76.5741	88.4625	79.8607
25.9321	72.1014	67.2741	75.0430	84.4187	80.7520
25.9626	75.9448	86.5806	81.7583	84.3347	82.3201
25.9930	76.7766	85.5493	75.0546	91.2035	83.2571
26.0235	82.1377	80.9491	71.8789	99.7585	84.0125
26.0540	100.6512	72.6448	77.7842	95.4283	84.3558
26.0845	85.7595	70.2966	53.1465	88.7126	84.9944
26.1150	86.4929	83.6050	66.1324	93.6566	86.0105
26.1454	96.9479	98.3338	99.9795	93.9778	86.4441
26.1759	87.2870	84.5309	82.1114	92.6066	86.6399
26.2064	93.7366	76.5220	70.2494	93.1782	86.1546
26.2369	81.9234	81.4675	73.1593	90.1298	85.2602
26.2674	87.3623	83.1199	78.5199	87.2860	86.6566
26.2978	86.8085	77.0102	83.5954	87.0347	86.4591
26.3283	71.4406	68.6346	74.3859	98.4405	86.2033
26.3588	75.3479	68.8384	63.9589	106.3300	86.2288
26.3893	104.9512	77.3081	76.6480	109.2908	86.7875
26.4198	105.9126	105.3900	89.5400	114.0084	87.3772
26.4502	112.0574	103.3523	84.0895	116.0106	87.6611
26.4807	109.8567	95.2928	82.2437	114.1749	89.3039
26.5112	105.1502	94.0900	73.6468	115.6722	90.3287
26.5417	107.1530	88.6717	69.0533	117.6202	91.7885
26.5722	108.9360	86.7524	90.5831	123.6882	91.7811
26.6026	125.8964	96.9547	117.3543	135.6896	91.3533
26.6331	153.4517	108.4779	103.4903	140.8348	93.0557
26.6636	142.3299	124.8244	91.4033	134.2339	93.6528
26.6941	115.6481	107.6174	84.6575	125.0990	95.5653
26.7246	112.5551	102.5850	87.7403	121.9776	99.2784
26.7550	112.3357	111.4447	87.1735	117.4990	100.6475
26.7855	107.0047	78.8250	77.2239	120.5842	102.4836
26.8160	106.8446	73.5577	63.6533	110.6737	102.6521
26.8465	97.1828	66.3048	43.0696	110.9450	102.8204
26.8770	71.0262	78.5924	53.3009	81.9626	103.5928
26.9074	96.8897	76.2639	56.8035	85.9207	103.8349
26.9379	107.0193	65.3148	51.3937	81.2773	103.3094
26.9684	93.2304	71.1161	52.1357	91.9622	104.0743
26.9989	93.5982	79.1416	50.9963	105.5391	105.2922
27.0294	96.6527	66.7204	47.1549	99.7688	106.1642
27.0598	92.8300	53.9486	46.4559	97.8499	106.4171
27.0903	85.3160	58.2306	41.4292	87.0291	106.2742
27.1208	78.7385	57.8730	45.1435	85.6776	106.4029
27.1513	69.3196	64.4150	48.3226	84.2702	106.0660
27.1818	80.3125	70.6058	42.5064	86.6278	104.8696
27.2122	92.1285	66.2086	70.9643	85.2712	106.1193
27.2427	99.7766	70.6591	79.7230	88.7049	106.2548
27.2732	115.6761	66.9498	72.6731	91.3323	105.1116
27.3037	108.6534	74.5295	72.7190	101.2487	106.4829
27.3342	108.9400	93.0524	70.7420	108.5238	105.5840
27.3646	109.3166	83.2521	74.8470	128.2896	106.3459
27.3951	128.4896	84.4037	79.4509	128.7378	104.2209
27.4256	113.2283	100.2834	82.3515	118.6811	103.1665
27.4561	121.0943	98.7415	83.0230	116.3025	102.8926
27.4866	126.5789	88.1536	79.9862	106.5744	102.2061
