HOLE:	1249A
LEG:	204
TOP:	0.1460
BOTTOM:	91.4336
DEPTH_LSF	ROP5	GRTK	B3TM	B2TM	B1TM	RTIM	RBTM	DTAB	NTAB	RPM	ARPM
m	m/hr	s	s	s	s	s	s	s	s	rpm	rpm	
32.3024	27.5700	399.3594	469.2344	499.1875	514.1719	449.2812	154.7500	5156.7344	5296.5156	47.9999	23.3643
32.4548	28.5762	389.3750	464.2500	489.2031	509.1719	439.2812	144.7656	5156.7344	5296.5156	46.3845	44.6667
32.6072	28.5762	394.3750	469.2500	499.2031	519.1719	444.2812	149.7656	5151.7500	5301.5000	48.6475	50.5000
32.7596	28.5762	404.3594	479.2344	509.1875	534.1562	454.2812	159.7500	5151.7500	5301.5000	49.0001	49.7500
32.9120	28.5762	404.3438	489.2188	524.1562	544.1250	464.2500	159.7500	5146.7500	5306.5000	52.2588	49.0000
33.0644	28.5968	409.3438	499.2031	529.1562	554.1094	469.2500	164.7344	5156.7344	5316.4688	45.2181	49.5000
33.2168	30.6496	414.3281	504.1875	539.1406	559.0938	474.2344	164.7344	5151.7500	5321.4688	49.9999	46.8000
33.3692	29.4989	419.3281	519.1719	549.1250	574.0781	489.2188	169.7344	5151.7500	5321.4688	48.0001	48.5000
33.5216	28.5762	424.3125	519.1562	554.1094	574.0781	489.2188	164.7344	5151.7500	5331.4531	49.7885	49.2500
33.6740	27.8467	434.2969	529.1406	559.0938	584.0625	499.1875	164.7344	5156.7344	5331.4531	49.2420	49.0000
33.8264	27.2954	444.2969	539.1406	569.0938	594.0469	509.1875	174.7188	5156.7344	5341.4375	47.0000	50.0000
33.9788	27.0262	454.2656	549.1250	579.0781	599.0469	519.1719	174.7188	5161.7188	5341.4375	49.0000	49.2000
34.1312	26.6323	454.2656	549.1094	579.0625	599.0312	519.1562	169.7188	5156.7344	5346.4375	48.6452	49.6000
34.2836	26.5035	459.2656	554.1250	584.0781	604.0469	524.1719	169.7344	5171.7031	5351.4219	47.0001	50.2000
34.4360	26.3759	469.2500	559.1094	589.0625	609.0312	534.1562	174.7344	5166.7188	5351.4219	48.0898	50.2000
34.5884	26.2527	474.2500	564.1094	594.0469	609.0312	539.1406	174.7188	5176.7031	5346.4375	42.0002	50.8000
34.7408	26.0006	484.2344	569.0938	594.0469	614.0156	544.1406	174.7188	5176.7031	5351.4219	47.3641	50.8000
34.8932	26.1245	489.2188	569.0938	599.0469	619.0156	544.1250	179.7188	5181.7031	5351.4219	46.7455	52.2000
35.0456	25.7562	489.2188	569.0781	599.0312	619.0000	544.1250	174.7188	5181.7031	5346.4375	49.0001	49.0000
35.1980	25.7592	489.2031	574.0781	604.0312	624.0000	549.1094	179.7031	5191.6875	5346.4375	51.4920	49.2000
35.3504	25.5193	494.2031	579.0625	609.0156	628.9844	549.1094	189.6875	5191.6875	5351.4219	53.0000	52.4000
35.5028	25.4010	499.1875	584.0625	614.0156	633.9844	554.1094	199.6719	5191.6719	5346.4219	51.4714	51.0000
35.6552	24.9387	494.2031	584.0625	614.0156	629.0000	554.1094	199.6875	5186.6875	5346.4375	50.0000	53.6667
35.8076	24.2760	499.2031	589.0625	614.0156	633.9844	559.1094	204.6719	5176.7031	5336.4531	51.4761	51.6000
35.9600	23.9146	504.1875	589.0625	619.0000	638.9688	564.0938	214.6562	5176.7031	5336.4375	48.4680	48.0000
36.1124	23.3454	504.2031	589.0625	619.0156	638.9844	564.1094	219.6562	5166.7188	5326.4531	50.0000	51.0000
36.2648	22.3028	509.1875	594.0469	624.0000	643.9688	569.0938	224.6406	5161.7344	5326.4688	44.8363	52.0000
36.4172	21.8581	509.1875	594.0469	624.0000	643.9688	569.0781	224.6406	5156.7344	5316.4844	52.9998	53.6000
36.5696	21.4308	504.1875	589.0469	619.0000	643.9688	564.0938	224.6406	5156.7344	5326.4688	49.0000	50.5000
36.7220	20.8618	504.1875	589.0625	624.0000	1143.1719	559.1094	224.6406	5146.7500	5321.4688	47.0001	49.0000
36.8744	20.7042	499.2031	589.0625	1118.2031	1138.1719	559.1094	219.6562	5146.7500	5316.4844	49.0000	50.7500
37.0268	20.7042	494.2031	1083.2656	1113.2188	1123.2031	554.1094	209.6562	5141.7500	5311.4844	45.4951	49.0000
37.1792	20.5489	494.2188	1083.2656	1098.2500	1108.2344	1058.3125	209.6719	5141.7656	5311.4844	44.0000	48.8000
37.3316	20.7042	494.2031	1073.2812	1083.2656	1093.2500	1058.2969	209.6562	5136.7656	5321.4688	41.3397	49.5000
37.4840	20.9199	494.2031	1053.3125	1063.2969	1083.2656	1038.3281	199.6719	5136.7812	5341.4531	36.4713	50.5000
37.6364	21.1823	988.4219	1038.3438	1063.2969	1078.2812	1023.3594	199.6875	5141.7656	5341.4375	36.3846	51.2500
37.7888	21.3473	988.4062	1033.3438	1058.2969	1078.2656	1008.3750	199.6719	5146.7500	5341.4531	37.7952	53.0000
37.9412	21.3473	963.4531	1023.3594	1048.3125	1068.2812	998.3906	194.6875	5141.7656	5346.4375	40.7795	47.6667
38.0936	21.5997	953.4688	1023.3594	1048.3281	1068.2812	993.4062	194.6875	5136.7656	5341.4375	42.0000	48.2500
38.2460	21.9456	943.4844	1023.3594	1053.3125	1073.2812	998.4062	199.6875	5136.7656	5341.4375	39.0000	50.3333
38.3984	22.1206	943.5000	1023.3594	1053.3125	1073.2812	998.4062	199.6875	5141.7500	5336.4375	40.1956	51.1429
38.5508	23.0509	938.5000	1023.3594	1053.3125	1073.2812	998.3906	194.6875	5156.7344	5346.4375	38.0000	53.5000
38.7032	22.4835	943.4844	1028.3438	1058.2969	1083.2656	998.3906	199.6719	5161.7188	5341.4375	39.7181	52.8000
38.8556	22.4835	943.4844	1028.3594	1063.2969	1083.2656	1003.3906	199.6875	5171.7188	5346.4375	41.0000	52.8000
39.0080	22.8586	938.4844	1033.3438	1063.2969	1088.2500	998.3906	204.6719	5166.7188	5341.4375	41.0000	51.5000
39.1604	22.4858	938.5000	1033.3438	1068.2969	1088.2656	1003.3906	204.6719	5166.7188	5341.4375	41.7472	52.6000
39.3128	22.4858	938.4844	1038.3281	1068.2812	1098.2344	1003.3906	708.8594	5161.7188	5336.4375	42.4247	52.0000
39.4652	22.4858	938.5000	1038.3438	1078.2656	1093.2500	1013.3750	708.8594	5161.7344	5336.4531	43.0000	50.0000
39.6176	22.3028	948.4844	1053.3125	1078.2656	1088.2500	1018.3750	698.8750	5161.7188	5331.4531	38.7479	49.5000
39.7700	21.9456	948.4844	1043.3281	1063.2969	1073.2812	1018.3594	678.9062	4662.5312	4822.2812	38.1722	52.8000
39.9224	21.9456	958.4688	1038.3281	1063.2969	1088.2500	1023.3594	668.9219	4672.5156	4837.2500	34.0000	52.5000
40.0748	21.5084	958.4688	1028.3594	1068.2969	1088.2656	1013.3750	663.9375	4672.5156	4832.2500	35.6730	49.6000
40.2272	22.6718	963.4531	1038.3281	1068.2812	1088.2500	1003.3906	658.9375	4682.5000	4847.2344	43.0000	50.0000
40.3796	24.2760	953.4688	1033.3438	1063.2969	1083.2656	1008.3750	653.9531	4697.4688	4857.2188	43.2781	51.6000
40.5320	25.6387	429.3125	524.1562	554.1094	574.0781	494.2031	144.7656	4707.4531	4862.2188	40.0000	51.0000
40.6844	26.8936	444.2812	529.1562	564.0938	579.0625	499.2031	149.7500	4707.4531	5406.3438	33.6119	47.6000
40.8368	27.1601	449.2812	539.1406	569.0938	594.0469	514.1875	154.7500	4702.4531	5396.3438	44.0001	49.5000
40.9892	27.4320	464.2656	554.1094	589.0625	609.0312	529.1562	174.7188	4702.4531	5391.3594	45.8785	51.4000
41.1416	28.2813	484.2344	574.0781	604.0312	629.0000	544.1250	184.7031	4707.4531	5386.3594	44.0480	51.0000
41.2940	28.5762	494.2031	584.0625	619.0000	638.9688	559.0938	199.6719	4697.4844	5371.4062	36.0000	50.8000
41.4464	29.1848	499.1875	594.0469	624.0000	643.9688	564.0938	204.6719	4697.4844	5376.3906	43.0000	50.0000
41.5988	29.1810	499.2031	594.0469	624.0000	643.9688	564.0938	214.6562	4697.4688	5386.3594	43.0448	49.5000
41.7512	27.4320	509.1875	599.0469	629.0000	648.9531	569.0938	219.6562	4687.5000	5381.3750	40.0000	30.5439
41.9036	25.2839	504.1875	594.0469	628.9844	648.9531	564.0938	219.6406	5221.6406	5376.3906	39.0065	50.0000
42.0560	23.5460	509.1875	599.0312	633.9844	658.9375	569.0938	224.6406	5216.6406	5381.3750	41.0000	52.0000
42.2084	22.2124	509.1875	604.0312	638.9844	668.9375	574.0781	214.6562	5201.6562	5371.3906	42.0000	51.0000
42.3608	21.5169	514.1719	609.0156	648.9531	683.9062	574.0781	199.6719	5191.6719	5366.3906	43.0000	49.6667
42.5132	21.1843	509.1875	619.0156	663.9375	683.9062	579.0781	214.6562	5181.7031	5361.4219	41.9360	50.8000
42.6656	20.5489	509.1875	629.0000	653.9531	673.9219	584.0625	204.6719	5191.6719	5381.3750	42.0000	53.4286
42.8180	21.3473	509.1875	624.0000	648.9688	663.9375	599.0469	199.6875	5201.6719	5381.3750	39.0000	53.5000
42.9704	21.3473	509.1875	614.0156	638.9688	663.9375	589.0625	194.6875	5211.6562	5391.3594	40.0000	52.2000
43.1228	21.5149	524.1719	609.0312	638.9844	658.9531	584.0781	199.6875	5201.6562	5386.3594	45.0000	49.7500
43.2752	21.5149	529.1562	609.0312	633.9844	658.9531	579.0781	194.6875	5206.6562	5386.3594	53.0000	50.8000
43.4276	21.5149	534.1406	614.0156	643.9688	663.9375	589.0469	204.6719	5201.6719	5386.3750	50.0000	53.5000
43.5800	21.7713	544.1250	633.9844	658.9375	673.9219	604.0312	224.6406	5196.6719	5386.3594	40.0000	50.8000
43.7324	21.5997	534.1406	619.0156	643.9688	663.9375	594.0469	214.6562	5221.6250	5391.3594	48.0000	53.7778
43.8848	21.9456	534.1406	614.0156	643.9688	658.9375	589.0469	214.6562	5211.6562	5401.3438	52.6933	53.3333
44.0372	22.4835	534.1406	614.0156	638.9844	653.9531	589.0625	214.6562	5211.6562	5411.3281	53.0000	52.7500
44.1896	22.4835	534.1406	609.0156	633.9844	653.9531	584.0625	214.6562	5206.6562	5406.3438	51.7708	51.0000
44.3420	22.4858	524.1562	599.0312	624.0000	643.9531	579.0625	214.6406	5211.6562	5411.3281	50.9999	53.0000
44.4944	21.6017	524.1719	604.0469	629.0000	648.9688	579.0781	219.6562	5206.6562	5406.3438	44.8051	55.0000
44.6468	20.4722	519.1719	594.0469	624.0000	638.9844	569.0938	219.6562	5211.6562	5416.3281	43.4377	53.6000
44.7992	21.2665	509.1875	589.0625	614.0156	633.9844	564.0938	224.6406	5211.6406	5416.3125	49.0002	54.6667
44.9516	20.9415	509.1875	584.0625	614.0156	633.9844	559.0938	239.6094	5221.6250	5416.3281	53.9999	55.1429
45.1040	20.9415	504.1875	584.0625	614.0156	629.0000	559.1094	239.6250	5231.6094	5411.3125	53.5193	55.3333
45.2564	20.9415	504.1875	584.0625	609.0156	628.9844	554.1094	234.6250	5231.6094	5411.3281	53.9999	52.2000
45.4088	20.7827	499.2031	579.0781	609.0312	624.0000	554.1094	234.6250	5226.6250	5406.3281	51.9999	55.0000
45.5612	20.1708	499.1875	579.0625	604.0312	624.0000	554.1094	234.6094	5221.6250	5401.3438	52.2612	51.6667
45.7136	20.1708	489.2188	569.0938	599.0469	619.0156	549.1250	224.6406	5211.6562	5386.3750	48.0000	54.8000
45.8660	19.2515	484.2344	564.1094	594.0469	614.0156	539.1406	224.6406	5206.6562	5381.3750	55.5845	54.8000
46.0184	19.1156	479.2344	559.1094	584.0625	599.0469	534.1562	214.6562	5216.6406	5386.3750	52.0000	57.0000
46.1708	19.5241	459.2656	544.1250	564.0938	584.0625	514.1719	199.6875	5216.6406	5391.3594	48.0000	57.0000
46.3232	19.8064	454.2812	529.1562	554.1094	574.0781	509.1875	189.7031	5216.6406	5396.3594	52.6924	55.4000
46.4756	19.6642	454.2656	534.1406	559.1094	584.0625	504.1875	194.6875	5216.6406	5406.3438	53.0000	54.5000
46.6280	20.0968	454.2656	529.1406	559.0938	574.0781	504.1875	189.6875	5216.6406	5421.3125	54.0000	52.2000
46.7804	19.8064	449.2812	534.1406	554.1094	574.0781	504.1875	184.7031	5216.6406	5421.3125	58.0000	53.8000
46.9328	20.2453	449.2812	529.1562	559.1094	574.0781	509.1875	189.6875	5216.6406	5431.2969	52.9936	55.6000
47.0852	20.5489	444.2812	524.1562	549.1250	569.0781	499.2031	179.7031	5221.6406	5441.2812	47.0000	56.0000
47.2376	21.5149	449.2812	524.1562	554.1094	574.0781	499.2031	184.7031	5226.6250	5446.2812	54.4826	55.0000
47.3900	23.1482	449.2812	524.1562	554.1094	569.0938	499.2031	179.7188	5236.6094	5456.2500	52.0000	55.0000
47.5424	24.0628	449.2812	529.1562	554.1094	574.0781	504.1875	184.7031	5246.5938	5466.2344	54.0000	54.8571
47.6948	23.8534	444.2812	524.1562	554.1094	574.0781	499.1875	179.7031	5256.5625	5461.2344	52.0001	55.4286
47.8472	23.8534	449.2656	529.1406	559.0938	579.0625	504.1875	189.6875	5266.5625	5461.2500	55.7061	56.0000
47.9996	23.8534	449.2656	534.1406	564.0938	579.0625	509.1719	189.6875	5276.5469	5466.2500	50.0001	54.0000
48.1520	24.2760	449.2812	534.1406	559.1094	574.0781	509.1875	189.7031	5281.5312	5461.2500	54.4616	54.0000
48.3044	24.7138	454.2656	534.1406	559.1094	574.0781	514.1719	189.6875	5291.5156	5466.2344	52.5704	56.3333
48.4568	24.7138	459.2656	534.1406	559.1094	574.0781	514.1719	194.6875	5296.5156	5466.2344	52.6410	54.0000
48.6092	24.7111	459.2656	529.1562	554.1094	569.0938	509.1875	184.7031	5301.5000	5466.2500	49.3259	53.6667
48.7616	24.7111	454.2656	524.1562	544.1250	564.0938	504.1875	184.7031	5306.5000	5466.2500	55.6667	55.2500
48.9140	24.2760	454.2656	524.1562	549.1094	564.0938	504.1875	189.6875	5301.5000	5461.2344	53.0192	55.0000
49.0664	24.1690	449.2812	519.1719	544.1250	569.0938	494.2031	189.7031	5301.5000	5471.2188	54.3077	53.0000
49.2188	24.0628	444.2812	514.1719	549.1094	569.0781	494.2031	184.7031	5306.4844	5471.2188	52.6475	54.0000
49.3712	24.0628	444.2812	524.1562	554.1094	579.0625	489.2031	184.7031	5301.5000	5476.2188	55.7284	53.6000
49.5236	23.8534	439.2969	524.1562	559.1094	579.0781	499.2031	184.7031	5306.5000	5481.2188	51.0000	52.0000
49.6760	24.2760	434.3125	529.1562	559.1094	584.0781	499.2031	184.7031	5311.5000	5496.2031	56.0000	54.0000
49.8284	24.0628	439.2969	534.1562	569.0938	594.0469	509.1875	184.7031	5311.4844	5491.2031	56.7795	53.0000
49.9808	24.2760	449.2812	544.1406	579.0781	594.0469	514.1875	189.7031	5306.5000	5486.2188	49.8078	54.0000
50.1332	23.6501	454.2656	549.1094	569.0781	579.0625	519.1719	189.6875	5311.4844	5491.2031	55.7771	53.4000
50.2856	24.0654	454.2812	544.1250	554.1094	564.0938	519.1719	184.7031	5316.4844	5496.1875	55.2404	51.4000
50.4380	24.3840	459.2656	534.1406	549.1250	559.1094	519.1719	194.6875	5326.4688	5496.1875	54.5833	52.0000
50.5904	24.6029	469.2500	524.1562	544.1250	554.1094	514.1719	194.6875	5331.4531	5496.1875	53.2651	52.0000
50.7428	24.3840	469.2344	514.1719	529.1406	539.1250	499.1875	189.6875	5331.4688	5491.2031	51.0000	50.8333
50.8952	24.3840	459.2656	504.1875	519.1719	529.1562	489.2188	184.7031	5336.4531	5496.2031	53.8526	51.2500
51.0476	24.3840	449.2812	494.2031	509.1875	524.1562	479.2344	184.7031	5331.4531	5491.2031	54.8690	53.7500
51.2000	24.1690	439.2969	484.2344	499.2031	509.1875	469.2500	174.7188	5336.4375	5491.2031	55.0000	52.6000
51.3524	24.1690	429.3125	479.2344	494.2188	504.2031	464.2656	174.7188	5331.4531	5491.2031	54.6731	49.0000
51.5048	23.5460	419.3281	464.2500	484.2188	494.2031	449.2812	169.7188	5331.4531	5486.2031	51.5639	52.2000
51.6572	23.5460	404.3594	454.2812	474.2500	489.2188	439.2969	179.7188	5331.4531	5486.2031	53.0001	52.5000
51.8096	23.9577	394.3594	444.2812	464.2500	484.2188	429.3125	179.7031	5331.4531	5486.2031	55.0000	54.0000
51.9620	24.1690	389.3750	444.2812	474.2344	499.1875	424.3125	189.6875	5336.4531	5496.1875	54.8462	53.2500
52.1144	24.2760	384.3750	444.2812	484.2188	509.1719	419.3281	194.6875	5341.4375	5496.1875	56.0000	52.0000
52.2668	24.6029	384.3906	464.2500	504.1875	524.1562	429.3125	209.6719	5341.4375	5501.1875	53.9998	50.0000
52.4192	25.1678	379.3906	474.2344	514.1719	534.1406	444.2812	214.6562	5346.4375	5511.1719	51.0005	54.0000
52.5716	25.1678	374.4062	479.2344	519.1719	544.1406	449.2812	209.6719	5346.4375	5506.1719	55.9999	53.2500
52.7240	25.8808	389.3750	494.2031	534.1406	549.1250	464.2500	209.6562	5346.4219	5511.1719	52.0003	53.7500
52.8764	24.9387	389.3750	499.2031	519.1719	534.1406	464.2500	189.6875	5341.4375	5511.1719	55.0000	52.5000
53.0288	24.9387	399.3594	494.2188	514.1875	529.1562	469.2500	179.7188	5336.4375	5511.1562	54.6282	52.0000
53.1812	24.2760	399.3594	479.2344	504.1875	519.1719	464.2656	159.7500	5331.4531	5506.1719	56.9999	50.0000
53.3336	24.2760	404.3438	474.2344	499.1875	519.1562	454.2656	149.7500	5326.4688	5501.1875	54.0001	50.6000
53.4860	23.0509	399.3594	464.2500	489.2031	509.1719	444.2812	134.7812	5326.4531	5501.1719	56.0000	50.5000
53.6384	22.4858	389.3906	459.2656	484.2344	499.2031	434.3125	114.8281	5326.4688	5496.1875	53.3962	49.8000
53.7908	22.4858	384.3906	459.2656	484.2344	504.2031	434.3125	109.8281	5331.4531	5501.1875	52.0964	52.2000
53.9432	22.6718	389.3750	464.2500	494.2031	509.1875	444.2812	109.8281	5341.4531	5511.1719	56.1281	50.2000
54.0956	22.6718	399.3594	474.2500	499.2031	519.1719	449.2812	109.8281	5351.4219	5526.1562	56.9999	52.8000
54.2480	23.4453	409.3438	484.2344	514.1875	534.1562	464.2656	114.8281	5371.3906	5541.1250	58.0000	51.2000
54.4004	24.0628	414.3281	494.2031	529.1562	549.1094	469.2500	124.7969	5376.3750	5551.0938	53.5269	50.0000
54.5528	25.8778	429.3125	509.1875	544.1250	569.0781	484.2188	149.7500	5386.3594	5561.0781	56.0001	49.5000
54.7052	27.7094	434.3125	524.1562	559.1094	584.0625	494.2188	164.7344	5391.3594	5566.0781	55.0001	50.4000
54.8576	30.1439	449.2812	544.1250	579.0781	604.0312	514.1719	184.7031	5406.3281	5571.0625	56.0000	51.2000
55.0100	32.2739	459.2656	559.0938	594.0469	614.0156	524.1562	199.6719	5421.3125	5586.0469	57.0000	52.0000
55.1624	35.6251	474.2344	574.0781	604.0312	629.0000	539.1406	214.6562	5431.2969	5596.0312	54.0001	52.8000
55.3148	38.6387	484.2188	584.0625	619.0000	638.9688	554.1094	224.6406	5436.2812	5601.0156	53.4361	53.0000
55.4672	41.5615	499.2031	599.0469	629.0000	653.9531	564.0938	224.6406	5451.2656	5606.0156	55.6517	53.0000
55.6196	40.3380	509.1875	604.0312	633.9844	1262.9688	574.0781	224.6406	5451.2656	5606.0156	54.0001	53.4000
55.7720	38.3683	499.2031	599.0469	1238.0156	1253.0000	564.1094	209.6719	5431.2969	5586.0469	58.0000	54.7500
55.9244	32.8494	494.2188	1198.0781	1228.0312	1243.0156	564.0938	199.6875	5421.3125	5576.0625	34.0010	52.7500
56.0768	29.9830	494.2188	1193.0938	1213.0625	1228.0312	1163.1406	194.6875	5411.3281	5566.0781	49.6344	52.2000
56.2292	27.2954	494.2188	1183.1094	1203.0781	1218.0469	1158.1406	184.7031	5406.3281	5556.0938	47.0000	52.0000
56.3816	23.3454	489.2188	1168.1250	1188.0938	1203.0781	1148.1562	179.7188	5396.3594	5541.1250	51.0000	50.3333
56.5340	23.3454	1093.2500	1158.1406	1178.1094	1198.0781	1138.1719	169.7344	5391.3594	5541.1250	50.0000	46.5000
56.6864	21.9456	1098.2344	1158.1406	1183.0938	1198.0781	1138.1719	179.7031	5391.3594	5551.1094	49.0000	53.0000
56.8388	21.5169	1093.2500	1163.1406	1183.1094	1203.0781	1138.1875	184.7188	5391.3594	5556.0938	43.0000	54.5000
56.9912	21.1823	1093.2500	1158.1562	1183.1094	1203.0781	1138.1875	194.6875	5391.3594	5561.0938	46.0000	53.0000
57.1436	21.1007	1088.2656	1163.1406	1183.1094	1203.0781	1138.1875	199.6875	5396.3438	5566.0781	49.0000	52.4000
57.2960	22.3028	1083.2656	1158.1406	1183.0938	1198.0781	1138.1719	204.6719	5391.3594	5561.0938	46.0000	53.5000
57.4484	23.0509	1083.2656	1158.1406	1183.0938	1203.0625	1133.1875	214.6562	5391.3594	5561.0938	49.0000	53.2500
57.6008	23.8534	1083.2656	1158.1406	1188.0938	1208.0625	1138.1719	219.6406	5386.3594	5556.0938	49.0000	55.0000
57.7532	24.7138	1083.2656	1158.1406	1183.1094	1213.0625	1133.1875	224.6406	5391.3594	5556.0938	48.1027	56.5000
57.9056	25.4010	1078.2656	1158.1406	1188.0938	1203.0625	1133.1719	224.6406	5391.3594	5551.1094	48.0000	54.6667
58.0580	25.6387	1078.2656	1168.1250	1188.0938	1213.0469	1133.1719	234.6094	5396.3438	5546.1094	48.0000	55.6000
58.2104	24.1690	1063.2969	1148.1562	1183.1094	1198.0781	1128.1875	828.6719	5391.3750	5536.1406	51.8271	56.0000
58.3628	23.4453	1063.2969	1153.1562	1178.1250	1198.0938	1123.2031	828.6719	5381.3750	5526.1562	48.0386	53.5000
58.5152	22.4858	1058.3125	1143.1719	1173.1250	1193.0938	1118.2188	818.6875	5371.3906	5521.1562	48.9613	53.0000
58.6676	21.9456	1058.2969	1143.1719	1173.1094	1193.0781	1118.2031	813.6875	5356.4219	5506.1875	51.9999	55.0000
58.8200	21.4308	1053.3125	1138.1719	1168.1250	1188.0938	1108.2188	798.7188	5351.4219	5506.1719	51.0094	54.5000
58.9724	20.9415	1048.3125	1133.1719	1163.1250	1183.0938	1108.2188	788.7344	5341.4375	5491.1875	47.0000	55.4000
59.1248	20.6262	1048.3281	1133.1875	1163.1406	1178.1094	1108.2188	783.7500	5336.4375	5481.2031	48.9617	52.0000
59.2772	20.0234	1043.3281	1128.1875	1153.1562	1168.1250	1103.2344	773.7656	5331.4531	5471.2344	49.0000	51.5000
59.4296	19.9505	1043.3281	1123.2031	1148.1719	1163.1406	1098.2500	768.7812	4707.4531	4847.2344	52.0000	54.0000
59.5820	18.9832	439.2969	514.1719	539.1406	554.1094	494.2031	159.7500	4707.4531	4847.2344	51.0000	54.5000
59.7344	19.9862	439.2969	514.1719	539.1406	554.1094	494.2031	164.7344	4707.4531	4847.2344	50.0000	53.0000
59.8868	20.4722	444.2812	514.1719	539.1406	554.1094	494.2031	164.7344	4707.4531	4847.2344	49.0000	53.0000
60.0392	21.2645	449.2812	519.1719	544.1250	564.0938	494.2188	174.7188	4712.4531	4847.2344	51.0000	54.0000
60.1916	22.1228	449.2812	519.1719	549.1250	564.0938	499.2031	174.7188	4712.4531	4847.2344	52.0000	53.0000
60.3440	23.0532	449.2812	524.1562	549.1250	569.0938	499.2031	184.7031	4707.4531	4847.2344	51.1468	52.6667
60.4964	23.6476	454.2812	524.1562	549.1250	569.0938	504.1875	184.7031	4702.4531	5536.1250	48.0000	53.7500
60.6488	24.3309	449.2812	529.1562	549.1250	574.0781	504.1875	189.7031	4702.4531	5541.1094	50.0000	53.2500
60.8012	25.3982	454.2656	529.1562	554.1094	574.0781	504.1875	194.6875	4697.4688	5531.1250	45.0000	51.3333
60.9536	25.5164	449.2656	529.1406	549.1094	569.0781	499.1875	189.6875	4697.4844	5526.1562	45.0000	52.0000
61.1060	28.1361	454.2812	529.1562	549.1250	569.0938	504.2031	199.6875	4692.4844	5526.1406	48.0000	54.0000
61.2584	27.1546	454.2812	529.1562	554.1250	584.0781	504.2031	204.6719	4687.5000	5526.1562	49.0001	56.5000
61.4108	26.0036	449.2812	524.1562	564.0938	579.0625	504.1875	199.6719	4677.5156	5511.1719	48.9999	56.6667
61.5632	26.0036	449.2812	534.1562	559.1094	569.0938	499.2031	199.6875	5376.3906	5506.1719	50.0000	32.5455
61.7156	24.2760	444.2812	529.1406	549.1094	564.0938	509.1875	199.6719	5366.3906	5506.1719	48.5623	55.6000
61.8680	24.2760	439.2969	519.1719	544.1250	569.0938	504.1875	194.6875	5356.4219	5496.1875	37.8796	54.0000
62.0204	23.7900	444.2812	514.1719	549.1094	574.0781	494.2031	189.6875	5346.4219	5486.2031	47.0003	54.5000
62.1728	23.0532	454.2656	524.1562	559.0938	594.0469	494.2031	184.7031	5341.4375	5476.2188	47.5306	51.2000
62.3252	23.0532	439.2812	524.1562	569.0781	584.0625	489.2031	179.7031	5346.4375	5471.2344	50.0001	54.0000
62.4776	22.4858	434.3125	544.1406	569.0938	594.0625	499.2031	179.7188	5336.4531	5466.2344	52.9998	55.3333
62.6300	22.3028	429.3125	534.1562	564.1094	584.0625	509.1875	169.7344	5326.4688	5466.2500	49.0001	52.7500
62.7824	22.4033	439.2969	544.1406	564.0938	584.0625	514.1875	174.7188	5326.4688	5466.2500	52.0000	54.6000
62.9348	22.9543	449.2812	539.1250	559.0938	579.0625	514.1719	169.7188	5326.4688	5471.2344	49.0000	54.0000
63.0872	22.9543	464.2656	544.1250	569.0938	584.0625	519.1719	174.7188	5321.4688	5471.2344	50.0000	49.5000
63.2396	24.2760	464.2500	539.1250	564.0938	584.0625	514.1719	174.7188	5316.4844	5476.2188	50.0000	54.6667
63.3920	24.4930	469.2344	539.1250	569.0781	589.0469	519.1562	174.7188	5306.4844	-999.2500	45.5593	51.3333
63.5444	24.9360	469.2344	544.1250	574.0781	594.0469	519.1562	179.7031	5306.4844	-999.2500	50.0000	49.5000
63.6968	25.1678	469.2344	549.1094	579.0625	594.0469	524.1562	179.7031	5311.5000	-999.2500	50.7644	53.0000
63.8492	25.1225	464.2500	549.1250	574.0781	589.0625	524.1562	189.7031	5306.5000	-999.2500	47.0000	55.0000
64.0016	25.6357	469.2500	549.1250	574.0781	594.0469	529.1562	189.6875	5316.4844	-999.2500	47.4889	54.5000
64.1540	26.2496	474.2344	549.1250	574.0781	594.0469	529.1562	184.7031	5316.4844	-999.2500	49.2141	56.0000
64.3064	26.2496	479.2344	554.1094	579.0625	594.0469	529.1562	184.7031	5316.4844	-999.2500	49.0000	56.8000
64.4588	26.0036	474.2500	549.1250	574.0781	589.0625	524.1562	184.7031	-999.2500	-999.2500	50.9998	-999.2500
64.6112	25.0084	474.2500	549.1250	574.0781	589.0625	524.1562	194.6875	-999.2500	-999.2500	46.0000	-999.2500
64.7636	25.5164	474.2344	544.1250	569.0781	589.0469	524.1562	209.6562	-999.2500	-999.2500	46.7157	-999.2500
64.9160	23.9577	474.2344	544.1250	569.0781	584.0625	524.1562	214.6562	-999.2500	-999.2500	50.0001	-999.2500
65.0684	23.7526	464.2500	539.1250	559.0938	579.0625	514.1719	209.6562	-999.2500	-999.2500	50.0000	-999.2500
65.2208	24.6002	459.2656	529.1562	559.1094	574.0781	509.1875	204.6719	-999.2500	-999.2500	47.0002	-999.2500
65.3732	24.8258	469.2500	539.1406	564.1094	579.0781	514.1875	209.6719	-999.2500	-999.2500	47.3141	-999.2500
65.5256	24.8258	464.2656	539.1406	564.1094	574.0938	519.1719	209.6719	-999.2500	-999.2500	49.3195	-999.2500
65.6780	23.4453	464.2500	534.1406	554.1094	1088.2500	509.1875	209.6562	-999.2500	-999.2500	47.6538	-999.2500
