HOLE:	1249A
LEG:	204
TOP:	0.1460
BOTTOM:	91.4336
DEPTH_LSF	ROP5	GRTK	B3TM	B2TM	B1TM	RTIM	RBTM	DTAB	NTAB	RPM	ARPM
m	m/hr	s	s	s	s	s	s	s	s	rpm	rpm	
65.8304	22.1228	449.2812	519.1719	1063.2969	1078.2656	499.2031	204.6719	-999.2500	-999.2500	48.0001	-999.2500
65.9828	21.5997	439.2969	1023.3594	1043.3281	1053.3125	484.2344	194.6875	-999.2500	-999.2500	54.9999	-999.2500
66.1352	21.5997	429.3125	1013.3750	1028.3594	1043.3281	993.4062	189.7031	-999.2500	-999.2500	49.0000	-999.2500
66.2876	21.1027	424.3125	998.3906	1018.3594	1033.3438	988.4062	184.7031	-999.2500	-999.2500	52.9997	-999.2500
66.4400	22.4835	948.4688	998.3906	1013.3750	1028.3438	978.4219	184.7031	-999.2500	-999.2500	50.0000	-999.2500
66.5924	22.4835	938.5000	993.4219	1008.3906	1028.3594	973.4531	184.7031	-999.2500	-999.2500	48.1538	-999.2500
66.7448	21.9456	933.5156	988.4219	1013.3750	1038.3438	968.4531	184.7031	-999.2500	-999.2500	48.0000	-999.2500
66.8972	21.2645	923.5156	983.4219	1018.3594	1038.3281	958.4688	184.7031	-999.2500	-999.2500	51.0001	-999.2500
67.0496	22.4858	923.5156	993.4062	1018.3594	1038.3281	963.4531	184.7031	-999.2500	-999.2500	51.9999	-999.2500
67.2020	23.6476	903.5469	988.4062	1013.3750	1028.3438	963.4531	174.7188	-999.2500	-999.2500	51.1118	-999.2500
67.3544	24.4930	898.5625	983.4219	1008.3906	1028.3594	958.4688	169.7344	-999.2500	-999.2500	53.0000	-999.2500
67.5068	24.9387	903.5469	983.4219	1008.3906	1028.3594	958.4688	169.7344	-999.2500	-999.2500	49.2982	-999.2500
67.6592	24.9387	913.5312	988.4219	1013.3750	1028.3594	963.4531	174.7188	-999.2500	-999.2500	52.9999	-999.2500
67.8116	24.7111	913.5312	988.4219	1013.3750	1053.3125	963.4531	169.7344	-999.2500	-999.2500	51.9999	-999.2500
67.9640	24.7138	918.5312	988.4219	1038.3281	1048.3125	968.4531	169.7344	-999.2500	-999.2500	45.0002	-999.2500
68.1164	24.9387	913.5469	1008.3906	1028.3594	1043.3281	963.4688	164.7500	-999.2500	-999.2500	51.1924	-999.2500
68.2688	25.4010	913.5469	1003.3906	1023.3594	1043.3281	978.4375	683.9062	-999.2500	-999.2500	53.9999	-999.2500
68.4212	26.2527	913.5469	1003.3906	1028.3594	1048.3281	983.4219	683.9062	-999.2500	-999.2500	44.0000	-999.2500
68.5736	25.7592	913.5469	1003.3906	1028.3594	1048.3281	978.4375	673.9219	-999.2500	-999.2500	50.0000	-999.2500
68.7260	26.3759	938.5000	1008.3906	1033.3438	1053.3125	978.4375	668.9375	-999.2500	-999.2500	50.6282	-999.2500
68.8784	26.5035	933.5000	1008.3906	1033.3438	1053.3125	983.4219	663.9375	-999.2500	-999.2500	52.4617	-999.2500
69.0308	27.1601	923.5156	1008.3750	1033.3438	1058.2969	983.4219	653.9531	-999.2500	-999.2500	53.0000	-999.2500
69.1832	28.5762	938.5000	1013.3750	1048.3281	1073.2812	988.4219	658.9375	-999.2500	-999.2500	51.0001	-999.2500
69.3356	30.1439	938.5000	1023.3594	1058.2969	1083.2656	993.4062	668.9219	-999.2500	-999.2500	52.0000	-999.2500
69.4880	29.4951	419.3281	509.1875	544.1250	564.0938	479.2344	149.7656	-999.2500	-999.2500	51.9999	-999.2500
69.6404	31.1726	424.3125	524.1562	549.1094	574.0781	494.2031	154.7500	-999.2500	-999.2500	50.9998	-999.2500
69.7928	32.0804	434.3125	534.1406	559.1094	579.0781	509.1875	164.7344	-999.2500	-999.2500	49.1991	-999.2500
69.9452	29.8199	454.2812	549.1250	579.0781	599.0469	519.1719	174.7188	-999.2500	-999.2500	53.0000	-999.2500
70.0976	29.0302	469.2500	549.1250	579.0781	599.0469	524.1562	174.7188	-999.2500	-999.2500	44.0005	-999.2500
70.2500	28.8736	484.2188	569.0938	594.0469	614.0156	539.1406	184.7031	-999.2500	-999.2500	53.0000	-999.2500
70.4024	28.2777	484.2188	569.0938	599.0469	619.0156	544.1250	204.6719	-999.2500	-999.2500	51.0000	-999.2500
70.5548	26.6323	479.2344	564.0938	594.0469	619.0000	539.1406	199.6719	-999.2500	-999.2500	53.8972	-999.2500
70.7072	25.6387	479.2344	564.1094	599.0469	619.0156	539.1406	189.7031	-999.2500	-999.2500	55.9999	-999.2500
70.8596	24.9387	484.2344	574.0781	604.0312	629.0000	544.1406	189.7031	-999.2500	-999.2500	54.9999	-999.2500
71.0120	22.3917	479.2344	569.0938	604.0312	624.0000	544.1250	184.7031	-999.2500	-999.2500	51.9998	-999.2500
71.1644	22.8609	489.2188	584.0625	614.0156	638.9688	554.1094	194.6875	-999.2500	-999.2500	49.9618	-999.2500
71.3168	23.9577	489.2188	584.0625	619.0156	638.9844	554.1094	189.7031	-999.2500	-999.2500	54.0000	-999.2500
71.4692	23.9577	494.2031	594.0469	624.0000	653.9531	559.1094	194.6875	-999.2500	-999.2500	54.0000	-999.2500
71.6216	23.7526	504.1875	599.0469	638.9844	673.9219	569.0938	204.6719	-999.2500	-999.2500	54.3501	-999.2500
71.7740	23.9602	489.2188	594.0469	638.9688	678.9062	559.1094	194.6875	-999.2500	-999.2500	56.0000	-999.2500
71.9264	23.5460	504.2031	619.0156	668.9375	693.8906	574.0938	209.6719	-999.2500	-999.2500	55.0001	-999.2500
72.0788	22.9567	509.1875	643.9688	678.9219	713.8594	594.0469	209.6719	-999.2500	-999.2500	53.5290	-999.2500
72.2312	22.0338	514.1719	648.9531	693.8906	718.8438	619.0000	209.6562	-999.2500	-999.2500	54.4918	-999.2500
72.3836	21.5149	529.1562	663.9375	703.8750	728.8281	624.0000	209.6719	-999.2500	-999.2500	53.0000	-999.2500
72.5360	22.9567	554.1094	673.9219	713.8594	743.8125	638.9844	214.6562	-999.2500	-999.2500	54.8557	-999.2500
72.6884	21.8581	564.0938	683.8906	718.8438	738.8125	648.9531	214.6562	-999.2500	-999.2500	55.0000	-999.2500
72.8408	21.4308	574.0781	693.8906	718.8438	738.8125	658.9375	214.6562	-999.2500	-999.2500	54.0000	-999.2500
72.9932	21.4308	579.0781	683.9062	718.8438	738.8125	658.9375	209.6719	-999.2500	-999.2500	53.1155	-999.2500
73.1456	21.2645	579.0781	673.9219	708.8750	728.8438	648.9688	204.6719	-999.2500	-999.2500	52.0001	-999.2500
73.2980	21.1027	594.0469	683.9062	713.8594	733.8281	653.9531	209.6719	-999.2500	-999.2500	52.0000	-999.2500
73.4504	20.9395	594.0469	683.9062	713.8594	733.8281	653.9531	209.6562	-999.2500	-999.2500	52.3713	-999.2500
73.6028	20.9395	594.0469	683.9062	713.8594	733.8281	653.9531	209.6719	-999.2500	-999.2500	54.0000	-999.2500
73.7552	21.4308	594.0469	683.9062	713.8438	738.8125	653.9531	214.6562	-999.2500	-999.2500	51.8529	-999.2500
73.9076	21.7713	594.0469	683.9062	718.8438	738.8125	658.9531	214.6562	-999.2500	-999.2500	51.0000	-999.2500
74.0600	21.4308	599.0312	688.8906	718.8438	748.7969	653.9531	224.6406	-999.2500	-999.2500	49.0000	-999.2500
74.2124	21.2645	599.0312	693.8750	733.8125	758.7812	663.9219	244.5938	-999.2500	-999.2500	51.0000	-999.2500
74.3648	20.9395	599.0469	698.8906	733.8281	758.7969	663.9375	259.5938	-999.2500	-999.2500	51.0000	-999.2500
74.5172	20.9395	599.0312	703.8750	738.8125	758.7812	668.9219	269.5625	-999.2500	-999.2500	52.0000	-999.2500
74.6696	20.3204	599.0312	703.8750	733.8281	753.7969	673.9219	274.5625	-999.2500	-999.2500	52.0000	-999.2500
74.8220	19.1825	599.0469	703.8750	738.8125	758.7812	678.9219	284.5469	-999.2500	-999.2500	52.0097	-999.2500
74.9744	17.8706	604.0312	698.8906	733.8281	753.7969	673.9219	289.5312	-999.2500	-999.2500	48.0002	-999.2500
75.1268	17.7650	614.0156	703.8594	733.8125	748.7969	673.9219	294.5156	-999.2500	-999.2500	47.0000	-999.2500
75.2792	17.4177	609.0156	698.8750	723.8281	743.7969	668.9219	289.5312	-999.2500	-999.2500	54.0319	-999.2500
75.4316	16.8812	594.0625	678.9219	708.8750	728.8438	658.9531	274.5625	-999.2500	-999.2500	50.9554	-999.2500
75.5840	16.8812	574.0781	658.9375	688.8906	708.8594	633.9844	254.5938	-999.2500	-999.2500	53.0000	-999.2500
75.7364	16.5749	564.0938	648.9688	678.9219	698.8906	624.0000	244.6094	-999.2500	-999.2500	52.0000	-999.2500
75.8888	16.2807	554.1094	633.9844	663.9375	683.9062	609.0312	229.6406	-999.2500	-999.2500	48.0000	-999.2500
76.0412	16.2807	544.1250	629.0000	658.9531	678.9062	604.0312	229.6406	-999.2500	-999.2500	54.0542	-999.2500
76.1936	16.4765	534.1406	619.0000	648.9531	663.9219	594.0469	214.6562	-999.2500	-999.2500	53.0000	-999.2500
76.3460	16.8812	524.1562	609.0156	633.9844	653.9531	584.0625	209.6562	-999.2500	-999.2500	51.9296	-999.2500
76.4984	17.6419	524.1719	604.0312	633.9844	653.9531	584.0625	214.6562	-999.2500	-999.2500	51.0000	-999.2500
76.6508	17.6419	524.1562	604.0312	633.9844	653.9531	579.0625	219.6406	-999.2500	-999.2500	47.0000	-999.2500
76.8032	18.7895	524.1562	604.0312	633.9844	648.9688	579.0781	229.6406	-999.2500	-999.2500	49.2777	-999.2500
76.9556	18.9326	524.1562	604.0312	628.9844	648.9531	574.0781	234.6250	-999.2500	-999.2500	49.0000	-999.2500
77.1080	19.5939	519.1719	599.0469	629.0000	648.9688	574.0781	234.6250	-999.2500	-999.2500	46.0000	-999.2500
77.2604	20.1708	519.1562	599.0312	628.9844	648.9531	574.0781	234.6250	-999.2500	-999.2500	50.9999	-999.2500
77.4128	20.6262	514.1719	599.0469	629.0000	648.9531	574.0781	234.6250	-999.2500	-999.2500	50.7572	-999.2500
77.5652	20.6244	509.1875	594.0469	624.0000	643.9688	569.0938	234.6250	-999.2500	-999.2500	47.0002	-999.2500
77.7176	20.6244	509.1875	594.0469	624.0000	638.9844	569.0938	229.6406	-999.2500	-999.2500	49.2802	-999.2500
77.8700	20.3204	504.2031	589.0625	614.0156	629.0000	559.1094	224.6406	-999.2500	-999.2500	48.9999	-999.2500
78.0224	19.5939	494.2031	574.0781	599.0312	619.0000	554.1094	214.6562	-999.2500	-999.2500	50.7504	-999.2500
78.1748	19.7350	484.2188	559.1094	589.0625	609.0312	539.1406	204.6719	-999.2500	-999.2500	47.0002	-999.2500
78.3272	19.5939	484.2188	559.0938	589.0469	609.0156	534.1406	204.6719	-999.2500	-999.2500	49.5001	-999.2500
78.4796	19.7350	479.2344	559.1094	589.0625	609.0312	529.1562	204.6719	-999.2500	-999.2500	51.0001	-999.2500
78.6320	19.5939	474.2500	559.1094	589.0625	609.0312	534.1562	204.6719	-999.2500	-999.2500	49.0000	-999.2500
78.7844	19.5939	469.2500	559.1094	589.0469	604.0312	534.1406	199.6719	-999.2500	-999.2500	50.9998	-999.2500
78.9368	19.7350	474.2500	559.1094	584.0625	604.0312	534.1562	199.6875	-999.2500	-999.2500	54.1987	-999.2500
79.0892	19.8782	474.2344	554.1094	579.0625	599.0312	529.1562	194.6875	-999.2500	-999.2500	53.0000	-999.2500
79.2416	20.0968	474.2500	554.1094	574.0781	594.0469	529.1562	194.6875	-999.2500	-999.2500	53.0001	-999.2500
79.3940	20.6262	469.2500	549.1094	574.0781	594.0469	524.1562	194.6875	-999.2500	-999.2500	50.0002	-999.2500
79.5464	21.1823	474.2344	544.1250	569.0938	594.0469	519.1719	194.6875	-999.2500	-999.2500	52.9995	-999.2500
79.6988	21.9456	469.2344	544.1250	574.0781	589.0469	519.1562	189.6875	-999.2500	-999.2500	54.0573	-999.2500
79.8512	21.8581	464.2500	544.1250	564.0938	584.0625	514.1719	194.6875	-999.2500	-999.2500	51.0000	-999.2500
80.0036	21.8581	464.2500	544.1250	564.0938	579.0781	519.1719	194.6875	-999.2500	-999.2500	42.2620	-999.2500
80.1560	22.2124	459.2656	539.1406	559.1094	574.0781	519.1719	199.6875	-999.2500	-999.2500	50.0000	-999.2500
80.3084	22.5784	464.2656	534.1562	559.1094	574.0781	514.1875	199.6875	-999.2500	-999.2500	52.5239	-999.2500
80.4608	22.7660	464.2500	529.1406	554.1094	574.0781	509.1875	194.6875	-999.2500	-999.2500	51.0700	-999.2500
80.6132	22.7660	459.2656	524.1562	554.1094	564.0938	504.1875	189.7031	-999.2500	-999.2500	50.0000	-999.2500
80.7656	22.9567	454.2656	524.1562	549.1094	564.0938	499.1875	194.6875	-999.2500	-999.2500	55.2779	-999.2500
80.9180	22.8609	454.2656	519.1562	549.1094	564.0938	504.1875	199.6719	-999.2500	-999.2500	52.5750	-999.2500
81.0704	22.9567	444.2812	514.1719	539.1250	559.0938	489.2031	194.6875	-999.2500	-999.2500	52.0001	-999.2500
81.2228	22.8609	444.2969	514.1875	544.1406	569.0938	494.2188	194.7031	-999.2500	-999.2500	54.0001	-999.2500
81.3752	23.1482	439.2969	514.1719	549.1250	569.0938	489.2188	194.6875	-999.2500	-999.2500	55.3077	-999.2500
81.5276	23.0509	439.2969	524.1562	554.1094	574.0781	494.2031	194.6875	-999.2500	-999.2500	53.7222	-999.2500
81.6800	23.1482	434.3125	524.1719	549.1250	569.0938	494.2188	189.7031	-999.2500	-999.2500	50.0003	-999.2500
81.8324	23.0509	439.2969	529.1562	549.1250	569.0938	504.2031	194.6875	-999.2500	-999.2500	53.0000	-999.2500
81.9848	23.3454	439.2969	524.1562	544.1250	564.0938	499.2031	189.6875	-999.2500	-999.2500	52.6603	-999.2500
82.1372	23.0509	444.2969	519.1719	539.1406	559.1094	494.2031	189.7031	-999.2500	-999.2500	53.5847	-999.2500
82.2896	22.8586	439.2969	509.1875	529.1562	549.1250	484.2188	184.7031	-999.2500	-999.2500	52.9423	-999.2500
82.4420	22.8586	439.2969	509.1875	534.1406	549.1250	484.2188	179.7188	-999.2500	-999.2500	52.7179	-999.2500
82.5944	22.9543	434.3125	504.2031	529.1562	544.1406	479.2344	174.7344	-999.2500	-999.2500	53.7307	-999.2500
82.7468	23.0509	434.3125	504.2031	529.1562	544.1406	479.2344	174.7188	-999.2500	-999.2500	48.5130	-999.2500
82.8992	23.2488	434.3125	504.2031	529.1562	544.1406	484.2344	174.7188	-999.2500	-999.2500	54.0000	-999.2500
83.0516	23.8559	429.3125	499.2031	524.1562	539.1406	479.2344	169.7188	-999.2500	-999.2500	53.2308	-999.2500
83.2040	23.7526	429.3125	499.2031	524.1562	539.1250	479.2344	169.7188	-999.2500	-999.2500	51.7820	-999.2500
83.3564	23.8534	424.3281	494.2188	519.1719	534.1406	474.2500	169.7344	-999.2500	-999.2500	52.2052	-999.2500
83.5088	23.4453	419.3281	489.2031	514.1719	529.1406	469.2500	164.7344	-999.2500	-999.2500	52.2114	-999.2500
83.6612	23.9577	424.3281	494.2031	514.1719	529.1562	474.2344	174.7188	-999.2500	-999.2500	50.7733	-999.2500
83.8136	24.6029	424.3281	494.2031	514.1719	529.1562	474.2344	179.7188	-999.2500	-999.2500	51.6667	-999.2500
83.9660	25.2839	429.3125	489.2188	514.1719	529.1562	469.2500	189.7031	-999.2500	-999.2500	49.0003	-999.2500
84.1184	25.6387	424.3125	489.2188	514.1719	524.1562	469.2500	189.7031	-999.2500	-999.2500	52.9998	-999.2500
84.2708	26.2496	424.3125	489.2188	509.1875	524.1562	469.2500	189.6875	-999.2500	-999.2500	52.9997	-999.2500
84.4232	26.0006	419.3281	479.2344	504.2031	519.1719	464.2656	184.7031	-999.2500	-999.2500	49.6774	-999.2500
84.5756	26.0006	414.3438	479.2344	504.2031	519.1719	459.2656	184.7031	-999.2500	-999.2500	52.0000	-999.2500
84.7280	26.2496	414.3438	479.2344	504.2031	514.1875	459.2656	184.7031	-999.2500	-999.2500	55.0000	-999.2500
84.8804	26.2527	409.3438	474.2344	494.2031	1208.0625	454.2656	179.7031	-999.2500	-999.2500	54.5414	-999.2500
85.0328	26.3790	404.3594	464.2656	1183.1094	1208.0625	444.2969	179.7188	-999.2500	-999.2500	53.9997	-999.2500
85.1852	25.6387	389.3750	1153.1562	1178.1094	1188.0938	434.3125	169.7344	-999.2500	-999.2500	56.0000	-999.2500
85.3376	24.4930	389.3750	1158.1406	1168.1250	1183.1094	1133.1875	169.7344	-999.2500	-999.2500	50.8914	-999.2500
85.4900	24.2760	389.3750	1148.1562	1168.1250	1188.0938	1138.1719	169.7344	-999.2500	-999.2500	53.0000	-999.2500
85.6424	24.2760	384.3750	1143.1719	1173.1250	1193.0938	1128.1875	169.7344	-999.2500	-999.2500	52.9999	-999.2500
85.7948	24.2760	1078.2656	1148.1562	1173.1250	1183.1094	1123.2031	169.7188	-999.2500	-999.2500	53.0000	-999.2500
85.9472	24.4930	1083.2656	1153.1562	1168.1250	1183.0938	1123.2031	169.7188	-999.2500	-999.2500	55.0000	-999.2500
86.0996	24.4930	1073.2812	1143.1719	1168.1250	1188.0938	1133.1875	164.7344	-999.2500	-999.2500	46.0001	-999.2500
86.2520	24.4930	1068.2969	1138.1719	1163.1406	1178.1094	1118.2188	159.7500	-999.2500	-999.2500	51.0000	-999.2500
86.4044	24.4930	1078.2812	1143.1719	1158.1406	1173.1250	1118.2031	159.7500	-999.2500	-999.2500	54.7436	-999.2500
86.5568	24.9387	1073.2812	1138.1719	1158.1406	1168.1250	1118.2031	154.7500	-999.2500	-999.2500	47.0000	-999.2500
86.7092	25.8778	1073.2812	1133.1875	1148.1562	1168.1250	1118.2031	154.7500	-999.2500	-999.2500	48.7281	-999.2500
86.8616	26.6323	1068.2812	1128.1875	1148.1562	1163.1406	1108.2188	154.7500	-999.2500	-999.2500	55.0000	-999.2500
87.0140	27.1601	1068.2812	1128.1875	1148.1562	1168.1250	1108.2188	154.7500	-999.2500	-999.2500	45.0000	-999.2500
87.1664	27.4320	1063.2969	1123.2031	1153.1562	1168.1250	1103.2344	149.7656	-999.2500	-999.2500	47.6150	-999.2500
87.3188	27.7094	1063.2969	1133.1875	1163.1406	1183.1094	1108.2344	154.7656	-999.2500	-999.2500	55.0000	-999.2500
87.4712	27.9924	1063.2969	1133.1875	1163.1406	1183.1094	1113.2188	853.6406	-999.2500	-999.2500	52.0002	-999.2500
87.6236	27.9924	1058.3125	1143.1719	1168.1250	1188.0938	1113.2188	858.6250	-999.2500	-999.2500	55.0000	-999.2500
87.7760	28.2813	1063.2969	1143.1719	1173.1250	14660154687488.0000	1118.2188	848.6406	-999.2500	-999.2500	53.0001	-999.2500
87.9284	28.8736	1068.2812	1153.1406	-999.2500	-999.2500	1123.2031	848.6406	-999.2500	-999.2500	55.2305	-999.2500
88.0808	29.1810	1073.2812	-999.2500	-999.2500	-999.2500	1133.1719	848.6406	-999.2500	-999.2500	-999.2500	-999.2500
88.2332	29.1848	1078.2656	-999.2500	-999.2500	-999.2500	-999.2500	858.6250	-999.2500	-999.2500	-999.2500	-999.2500
88.3856	29.6586	1088.2500	-999.2500	-999.2500	-999.2500	-999.2500	853.6406	-999.2500	-999.2500	-999.2500	-999.2500
88.5380	29.6546	1088.2500	-999.2500	-999.2500	-999.2500	-999.2500	853.6250	-999.2500	-999.2500	-999.2500	-999.2500
88.6904	29.3410	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	154.7500	-999.2500	-999.2500	-999.2500	-999.2500
88.8428	29.3410	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	164.7344	-999.2500	-999.2500	-999.2500	-999.2500
88.9952	30.3106	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	149.7500	-999.2500	-999.2500	-999.2500	-999.2500
89.1476	29.6546	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	154.7500	-999.2500	-999.2500	-999.2500	-999.2500
89.3000	29.9790	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	149.7656	-999.2500	-999.2500	-999.2500	-999.2500
89.4524	29.6586	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	139.7812	-999.2500	-999.2500	-999.2500	-999.2500
89.6048	28.1361	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	149.7500	-999.2500	-999.2500	-999.2500	-999.2500
89.7572	29.0265	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	154.7500	-999.2500	-999.2500	-999.2500	-999.2500
89.9096	29.4951	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	159.7500	-999.2500	-999.2500	-999.2500	-999.2500
90.0620	29.1848	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	159.7500	-999.2500	-999.2500	-999.2500	-999.2500
90.2144	29.4989	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	174.7188	-999.2500	-999.2500	-999.2500	-999.2500
90.3668	29.8160	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500
90.5192	29.4989	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500
90.6716	30.8220	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500
90.8240	29.4951	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500
90.9764	28.8736	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500
91.1288	30.1439	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500
91.2812	28.2813	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500
91.4336	27.7094	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500	-999.2500
